Run_ID,Response
A549_LUNG,0
CALU3_LUNG,1
CALU6_LUNG,1
CORL105_LUNG,0
DV90_LUNG,1
EKVX_LUNG,1
HCC1195_LUNG,0
HCC1833_LUNG,1
HCC2108_LUNG,0
HCC2279_LUNG,0
HCC366_LUNG,0
HCC4006_LUNG,1
HCC44_LUNG,1
HCC78_LUNG,0
HCC827_LUNG,0
HOP62_LUNG,1
LXF289_LUNG,0
MORCPR_LUNG,0
PC14_LUNG,0
RERFLCAD1_LUNG,0
RERFLCAD2_LUNG,0
RERFLCMS_LUNG,1
SKLU1_LUNG,0
NCIH1395_LUNG,0
NCIH1666_LUNG,1
NCIH1755_LUNG,1
NCIH1975_LUNG,0
NCIH2087_LUNG,1
NCIH2122_LUNG,0
NCIH23_LUNG,1
NCIH358_LUNG,0
NCIH441_LUNG,0
NCIH322_LUNG,0
NCIH522_LUNG,0
NCIH647_LUNG,1
NCIH650_LUNG,0
NCIH838_LUNG,0
NCIH1355_LUNG,1
NCIH1373_LUNG,0
NCIH1435_LUNG,0
NCIH1563_LUNG,1
NCIH1568_LUNG,1
NCIH1573_LUNG,1
NCIH1623_LUNG,0
NCIH1650_LUNG,0
NCIH1693_LUNG,1
NCIH1734_LUNG,0
NCIH1792_LUNG,0
NCIH1793_LUNG,0
NCIH1838_LUNG,0
NCIH1944_LUNG,1
NCIH2009_LUNG,0
NCIH2023_LUNG,0
NCIH2030_LUNG,0
NCIH2085_LUNG,0
NCIH2126_LUNG,0
NCIH2228_LUNG,0
NCIH2291_LUNG,0
NCIH2342_LUNG,0
NCIH2405_LUNG,1
