,iter,drug,tissue,model,feature,BIC,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
194,94,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.5458333333333334,0.23897058823529413,3.6065112918997926
195,95,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.51875,0.22140522875816993,0.6307151376968606
196,96,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4541666666666666,0.22977941176470587,0.6535080807552619
197,97,Atezo,KIRC,KNN,IMPRES,NA,0.5,6,11,13,4,0.5708333333333333,0.24529411764705883,0.683960546336277
198,98,Atezo,KIRC,KNN,IMPRES,NA,0.7058823529411765,0,24,0,10,0.4354166666666667,0.27941176470588236,7.639610077641345
199,99,Atezo,KIRC,KNN,IMPRES,NA,0.6470588235294118,5,17,7,5,0.6125,0.22242647058823528,0.6431599167539569
200,0,Atezo,KIRC,LR,Miracle,3.58659369124062,0.5,5,12,12,5,0.525,0.25092453626055705,0.695085178178206
201,1,Atezo,KIRC,LR,Miracle,3.564420003925398,0.5882352941176471,4,16,8,6,0.6791666666666667,0.23765564704012168,0.6683913552463805
202,2,Atezo,KIRC,LR,Miracle,3.5796633963174713,0.5588235294117647,6,13,11,4,0.5375000000000001,0.24899544087693695,0.6912022038703431
203,3,Atezo,KIRC,LR,Miracle,3.5786705301695863,0.5294117647058824,5,13,11,5,0.49583333333333335,0.24673002284838574,0.686538878002083
204,4,Atezo,KIRC,LR,Miracle,3.573775638744028,0.5,6,11,13,4,0.5583333333333333,0.2455690598771128,0.6842384648447658
205,5,Atezo,KIRC,LR,Miracle,3.555228884288126,0.6764705882352942,6,17,7,4,0.7083333333333334,0.2353675479635061,0.6637521980823607
206,6,Atezo,KIRC,LR,Miracle,3.5682212889584033,0.5588235294117647,6,13,11,4,0.6333333333333334,0.24257436565118623,0.6783662953864239
207,7,Atezo,KIRC,LR,Miracle,3.5763353489149563,0.5588235294117647,5,14,10,5,0.5208333333333333,0.24843720259238122,0.6900145410235524
208,8,Atezo,KIRC,LR,Miracle,3.5667102542733873,0.5588235294117647,6,13,11,4,0.6,0.24294408602448736,0.678945610178217
209,9,Atezo,KIRC,LR,Miracle,3.55369563931025,0.6764705882352942,8,15,9,2,0.7291666666666667,0.23807169260070454,0.6691920917144306
210,10,Atezo,KIRC,LR,Miracle,3.553512502779901,0.6176470588235294,5,16,8,5,0.7125000000000001,0.23172700345806405,0.6561477936399165
211,11,Atezo,KIRC,LR,Miracle,3.5504087371230817,0.6176470588235294,5,16,8,5,0.7250000000000001,0.22822011595992286,0.649105308062747
212,12,Atezo,KIRC,LR,Miracle,3.5549097111210055,0.6764705882352942,8,15,9,2,0.7291666666666667,0.23812208976955046,0.6692479104742538
213,13,Atezo,KIRC,LR,Miracle,3.5516214967204274,0.7352941176470589,8,17,7,2,0.7666666666666667,0.23570610695619448,0.664505028835605
214,14,Atezo,KIRC,LR,Miracle,3.5662881236951605,0.5882352941176471,6,14,10,4,0.6333333333333333,0.24538726016994317,0.6838852860314536
215,15,Atezo,KIRC,LR,Miracle,3.5726085223519695,0.5294117647058824,5,13,11,5,0.5791666666666666,0.24188808065316295,0.676559518100812
216,16,Atezo,KIRC,LR,Miracle,3.555533626009316,0.6470588235294118,8,14,10,2,0.7333333333333333,0.23894040943025338,0.6709752923394143
217,17,Atezo,KIRC,LR,Miracle,3.5702925298933925,0.5882352941176471,5,15,9,5,0.6041666666666666,0.23747787640995993,0.6678108002696698
218,18,Atezo,KIRC,LR,Miracle,3.5626199205013416,0.5882352941176471,4,16,8,6,0.6458333333333333,0.24213658366918023,0.6773431786485162
219,19,Atezo,KIRC,LR,Miracle,3.557947680092427,0.7352941176470589,7,18,6,3,0.7083333333333333,0.23591691138004833,0.6649605481137989
220,20,Atezo,KIRC,LR,Miracle,3.5505246983849155,0.6764705882352942,6,17,7,4,0.75,0.22993980213800325,0.6526353119947068
221,21,Atezo,KIRC,LR,Miracle,3.562549964132759,0.5882352941176471,4,16,8,6,0.6625000000000001,0.23721014227067733,0.6673840790436436
222,22,Atezo,KIRC,LR,Miracle,3.5702317352149437,0.6764705882352942,7,16,8,3,0.6708333333333334,0.24325778457350875,0.6798633280006736
223,23,Atezo,KIRC,LR,Miracle,3.5498935709568613,0.7352941176470589,7,18,6,3,0.7375,0.2341085663341702,0.6611992870993654
224,24,Atezo,KIRC,LR,Miracle,3.546796969818005,0.7058823529411765,8,16,8,2,0.7875000000000001,0.23573268708562345,0.664521299531982
225,25,Atezo,KIRC,LR,Miracle,3.5712578663218553,0.6470588235294118,8,14,10,2,0.6458333333333334,0.24299884551329268,0.6791298967546459
226,26,Atezo,KIRC,LR,Miracle,3.5598840430369645,0.6764705882352942,8,15,9,2,0.6958333333333333,0.23973984408885485,0.6725501849290776
227,27,Atezo,KIRC,LR,Miracle,3.5617515104073263,0.5882352941176471,5,15,9,5,0.6666666666666666,0.23781196331807794,0.6686474504494984
228,28,Atezo,KIRC,LR,Miracle,3.5555392346821693,0.6764705882352942,6,17,7,4,0.6916666666666667,0.23573827719192383,0.6645181340302506
229,29,Atezo,KIRC,LR,Miracle,3.57884766539525,0.5294117647058824,8,10,14,2,0.55,0.2516945078664175,0.69663549760231
230,30,Atezo,KIRC,LR,Miracle,3.5497290651011584,0.6176470588235294,8,13,11,2,0.7541666666666668,0.23950605226434013,0.671911274029132
231,31,Atezo,KIRC,LR,Miracle,3.549942172148312,0.6470588235294118,7,15,9,3,0.7166666666666667,0.23416031989016434,0.6611528253087051
232,32,Atezo,KIRC,LR,Miracle,3.5680757819384383,0.6176470588235294,6,15,9,4,0.625,0.2399449728664628,0.6729374763639879
233,33,Atezo,KIRC,LR,Miracle,3.5550236013910834,0.5882352941176471,7,13,11,3,0.6625,0.24088961964656508,0.6746759410022514
234,34,Atezo,KIRC,LR,Miracle,3.5512120225784507,0.6764705882352942,7,16,8,3,0.7625,0.23522177048837417,0.6635028267001561
235,35,Atezo,KIRC,LR,Miracle,3.5401839517431823,0.7941176470588235,9,18,6,1,0.8541666666666666,0.2309436188319436,0.6548606240085646
236,36,Atezo,KIRC,LR,Miracle,3.5661206785714628,0.6176470588235294,7,14,10,3,0.6375,0.2456491292474442,0.6844583787541048
237,37,Atezo,KIRC,LR,Miracle,3.5535523974483336,0.6764705882352942,6,17,7,4,0.7708333333333333,0.23830109108170217,0.669711870556355
238,38,Atezo,KIRC,LR,Miracle,3.564599445265026,0.6176470588235294,7,14,10,3,0.6416666666666666,0.23891392413057116,0.6707527817298845
239,39,Atezo,KIRC,LR,Miracle,3.5600433558000137,0.6176470588235294,8,13,11,2,0.6625,0.24186050046670296,0.6767877712691813
240,40,Atezo,KIRC,LR,Miracle,3.5708473514221666,0.6176470588235294,7,14,10,3,0.6124999999999999,0.24631568982147994,0.685831559673953
241,41,Atezo,KIRC,LR,Miracle,3.5412043209367168,0.7352941176470589,7,18,6,3,0.825,0.22938764842620532,0.651752800084304
242,42,Atezo,KIRC,LR,Miracle,3.578719621656212,0.5294117647058824,6,12,12,4,0.5541666666666667,0.25382078764577587,0.7009886482397539
243,43,Atezo,KIRC,LR,Miracle,3.5558419875606333,0.6176470588235294,5,16,8,5,0.6958333333333333,0.2368440671043499,0.666501955993298
244,44,Atezo,KIRC,LR,Miracle,3.5587025938238557,0.6764705882352942,7,16,8,3,0.6833333333333333,0.23380308366476915,0.6604685974048519
245,45,Atezo,KIRC,LR,Miracle,3.568109840001422,0.5882352941176471,4,16,8,6,0.6333333333333333,0.23887227782969073,0.6707607079940998
246,46,Atezo,KIRC,LR,Miracle,3.5462389798335696,0.6764705882352942,7,16,8,3,0.7916666666666666,0.23477416987606087,0.662583982713637
247,47,Atezo,KIRC,LR,Miracle,3.55780697294413,0.6470588235294118,7,15,9,3,0.7208333333333332,0.23888753858563436,0.6709221785151693
248,48,Atezo,KIRC,LR,Miracle,3.5718911513298344,0.5294117647058824,5,13,11,5,0.6,0.2435370502158653,0.6802382126596658
249,49,Atezo,KIRC,LR,Miracle,3.559864681437555,0.6470588235294118,8,14,10,2,0.7375,0.24400982687816958,0.6812490852972425
250,50,Atezo,KIRC,LR,Miracle,3.554793811222628,0.6764705882352942,6,17,7,4,0.7416666666666667,0.2353722123352,0.6637703219985465
251,51,Atezo,KIRC,LR,Miracle,3.5553147440756585,0.6176470588235294,7,14,10,3,0.7166666666666666,0.23684855450584077,0.6666568145327261
252,52,Atezo,KIRC,LR,Miracle,3.539280595130755,0.7647058823529411,8,18,6,2,0.8416666666666667,0.22968564781435685,0.6523207829983215
253,53,Atezo,KIRC,LR,Miracle,3.5480224886775105,0.6764705882352942,6,17,7,4,0.7416666666666667,0.23556848672552538,0.6641518204844924
254,54,Atezo,KIRC,LR,Miracle,3.5629196889194477,0.6470588235294118,7,15,9,3,0.6625000000000001,0.24134720117837172,0.6758390577179874
255,55,Atezo,KIRC,LR,Miracle,3.548349296766868,0.6176470588235294,8,13,11,2,0.7541666666666667,0.23252801275630416,0.6579567846466887
256,56,Atezo,KIRC,LR,Miracle,3.5502541007010997,0.7058823529411765,6,18,6,4,0.7500000000000001,0.2335332385218465,0.66002176056494
257,57,Atezo,KIRC,LR,Miracle,3.5527594248895733,0.6764705882352942,8,15,9,2,0.7458333333333333,0.23865194021906586,0.6703528386972438
258,58,Atezo,KIRC,LR,Miracle,3.555505042248413,0.7058823529411765,7,17,7,3,0.7541666666666667,0.23681962517974345,0.6667999093282595
259,59,Atezo,KIRC,LR,Miracle,3.5718409800158195,0.5882352941176471,4,16,8,6,0.575,0.2457151690469713,0.6845953381294677
260,60,Atezo,KIRC,LR,Miracle,3.5586548485025,0.6470588235294118,7,15,9,3,0.6749999999999999,0.24055029561281138,0.6741946252394964
261,61,Atezo,KIRC,LR,Miracle,3.567249450083376,0.5294117647058824,4,14,10,6,0.6083333333333333,0.24024436739988744,0.6734729576153935
262,62,Atezo,KIRC,LR,Miracle,3.554885032752874,0.7352941176470589,8,17,7,2,0.7458333333333333,0.23997649242313668,0.6731082635402389
263,63,Atezo,KIRC,LR,Miracle,3.5557660963088837,0.5588235294117647,6,13,11,4,0.6875,0.2368801157868606,0.6666635104254738
264,64,Atezo,KIRC,LR,Miracle,3.5653461723292805,0.6470588235294118,5,17,7,5,0.5833333333333334,0.2368893289739221,0.666774980003615
265,65,Atezo,KIRC,LR,Miracle,3.5671731571004797,0.5294117647058824,5,13,11,5,0.625,0.242449466532023,0.6779831713663075
266,66,Atezo,KIRC,LR,Miracle,3.5456725944791385,0.7941176470588235,10,17,7,0,0.7791666666666666,0.23629255247460607,0.6656285389833814
267,67,Atezo,KIRC,LR,Miracle,3.5471347532755324,0.5882352941176471,7,13,11,3,0.7583333333333333,0.2353503434008059,0.6636714570230625
268,68,Atezo,KIRC,LR,Miracle,3.5558737011648325,0.7058823529411765,6,18,6,4,0.7250000000000001,0.23439410406033623,0.6618049834259357
269,69,Atezo,KIRC,LR,Miracle,3.56158514690958,0.7058823529411765,7,17,7,3,0.6833333333333333,0.23939655439987573,0.6718925815417256
270,70,Atezo,KIRC,LR,Miracle,3.5376391365860647,0.7941176470588235,9,18,6,1,0.8416666666666668,0.2298475823778329,0.6526291415967883
271,71,Atezo,KIRC,LR,Miracle,3.572699324868747,0.5588235294117647,5,14,10,5,0.6041666666666667,0.24506692572300087,0.6833741332967138
272,72,Atezo,KIRC,LR,Miracle,3.568467262396897,0.5588235294117647,6,13,11,4,0.5958333333333333,0.24618785440434313,0.6854768329892521
273,73,Atezo,KIRC,LR,Miracle,3.5550501811525845,0.7647058823529411,7,19,5,3,0.7791666666666667,0.23544173942849683,0.6640175931447541
274,74,Atezo,KIRC,LR,Miracle,3.546426981913047,0.7352941176470589,7,18,6,3,0.7875000000000001,0.22791649627854535,0.6486913251605696
275,75,Atezo,KIRC,LR,Miracle,3.5417307079001903,0.7352941176470589,5,20,4,5,0.8541666666666666,0.22709053978817983,0.6470188148649084
276,76,Atezo,KIRC,LR,Miracle,3.5423996032579255,0.7352941176470589,8,17,7,2,0.8208333333333333,0.23052992099452418,0.653996988615582
277,77,Atezo,KIRC,LR,Miracle,3.5542770466196334,0.6764705882352942,6,17,7,4,0.7458333333333333,0.2377737774710747,0.6686424592079657
278,78,Atezo,KIRC,LR,Miracle,3.5530861840417347,0.7352941176470589,6,19,5,4,0.7833333333333334,0.23169503042151773,0.6564068739655426
279,79,Atezo,KIRC,LR,Miracle,3.5637854731600247,0.6176470588235294,6,15,9,4,0.6583333333333333,0.23905319658469862,0.671159352272786
280,80,Atezo,KIRC,LR,Miracle,3.5581554803798445,0.6470588235294118,7,15,9,3,0.7041666666666666,0.2400026575722324,0.673021902257903
281,81,Atezo,KIRC,LR,Miracle,3.5484256165650256,0.7647058823529411,9,17,7,1,0.775,0.23299475423009994,0.6588922656990045
282,82,Atezo,KIRC,LR,Miracle,3.565932037347598,0.5882352941176471,8,12,12,2,0.5958333333333333,0.24406459505037562,0.6810190582357308
283,83,Atezo,KIRC,LR,Miracle,3.5571308338866765,0.6470588235294118,7,15,9,3,0.6875,0.23757332190302438,0.6681715174669173
284,84,Atezo,KIRC,LR,Miracle,3.5500027006101433,0.7647058823529411,7,19,5,3,0.7958333333333333,0.23139590701592375,0.6557818632147824
285,85,Atezo,KIRC,LR,Miracle,3.5551702769593754,0.7058823529411765,10,14,10,0,0.7374999999999999,0.24059728784502454,0.6742804853876443
286,86,Atezo,KIRC,LR,Miracle,3.5479674894809596,0.6764705882352942,8,15,9,2,0.7583333333333333,0.23664749608882948,0.6662118602813663
287,87,Atezo,KIRC,LR,Miracle,3.551669240249174,0.6470588235294118,5,17,7,5,0.7125,0.23243811585491206,0.6578348985205258
288,88,Atezo,KIRC,LR,Miracle,3.5631192017314697,0.5588235294117647,5,14,10,5,0.6375,0.23947353419420547,0.6719483259246829
289,89,Atezo,KIRC,LR,Miracle,3.5489759290470753,0.6470588235294118,6,16,8,4,0.7083333333333334,0.23016722482048346,0.6530912036818894
290,90,Atezo,KIRC,LR,Miracle,3.5505545187833536,0.7058823529411765,8,16,8,2,0.75,0.23725849892460993,0.6674560160957724
291,91,Atezo,KIRC,LR,Miracle,3.561171647091877,0.6764705882352942,7,16,8,3,0.6708333333333334,0.23872053971816812,0.6704656682728527
292,92,Atezo,KIRC,LR,Miracle,3.570019750455165,0.5882352941176471,5,15,9,5,0.5583333333333333,0.24081994179495242,0.6747190405700718
293,93,Atezo,KIRC,LR,Miracle,3.548291887141137,0.7647058823529411,5,21,3,5,0.8291666666666666,0.22477262106932214,0.6423501150188188
294,94,Atezo,KIRC,LR,Miracle,3.550278435836168,0.6764705882352942,7,16,8,3,0.7458333333333333,0.23383005089726522,0.6606358979641443
295,95,Atezo,KIRC,LR,Miracle,3.568589576375043,0.6176470588235294,3,18,6,7,0.6416666666666667,0.23436241705475433,0.6616223611312178
296,96,Atezo,KIRC,LR,Miracle,3.556335480837995,0.7352941176470589,4,21,3,6,0.7041666666666667,0.23251272744218526,0.6580365392519159
297,97,Atezo,KIRC,LR,Miracle,3.552480785769037,0.6470588235294118,9,13,11,1,0.7125,0.2365991069380882,0.6661025741292504
298,98,Atezo,KIRC,LR,Miracle,3.552092740697983,0.6470588235294118,7,15,9,3,0.7125,0.23413961851966172,0.6611529896288965
299,99,Atezo,KIRC,LR,Miracle,3.5502484146498876,0.7058823529411765,5,19,5,5,0.6958333333333333,0.2332244999550102,0.6594001104334357
300,0,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.6416666666666666,0.21294117647058824,1.5839024580719017
301,1,Atezo,KIRC,KNN,Miracle,NA,0.5882352941176471,1,19,5,9,0.4291666666666667,0.32169117647058826,5.770963767635398
302,2,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6916666666666667,0.19205882352941178,0.557575327986613
303,3,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.7166666666666668,0.1826470588235294,2.4991429258178193
304,4,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.75,0.1761764705882353,0.5178384094475302
305,5,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,2,21,3,8,0.5625,0.3014705882352941,7.685779031502924
306,6,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6395833333333334,0.21176470588235294,1.60392930050989
307,7,Atezo,KIRC,KNN,Miracle,NA,0.5882352941176471,1,19,5,9,0.5354166666666667,0.25794117647058823,1.6809753756802526
308,8,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,1,20,4,9,0.66875,0.20029411764705884,0.5763837422853165
309,9,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,1,23,1,9,0.6749999999999999,0.19000000000000003,0.542061389852527
310,10,Atezo,KIRC,KNN,Miracle,NA,0.5294117647058824,0,18,6,10,0.48333333333333334,0.25529411764705884,0.7234022526965788
311,11,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,2,21,3,8,0.6583333333333333,0.2042483660130719,0.5718186523867516
312,12,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.48749999999999993,0.3382352941176471,9.744833891401584
313,13,Atezo,KIRC,KNN,Miracle,NA,0.5882352941176471,1,19,5,9,0.45625000000000004,0.27088235294117646,2.7141398243507817
314,14,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.6291666666666667,0.21411764705882352,1.5800926275605738
315,15,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.7479166666666667,0.17500000000000002,0.5202397032428393
316,16,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,2,21,3,8,0.64375,0.21185661764705882,1.577425168050025
317,17,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.5458333333333334,0.24558823529411763,4.601096975550353
318,18,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.73125,0.18058823529411766,0.5310887875482008
319,19,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.58125,0.2158823529411765,0.6146769691250228
320,20,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.7583333333333333,0.19499999999999998,0.552408566726178
321,21,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6375000000000001,0.2011764705882353,0.5847194982980403
322,22,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.6458333333333334,0.20205882352941176,0.5921178225873319
323,23,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.5666666666666667,0.22196691176470587,1.6195301888144225
324,24,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.61875,0.21617647058823528,0.6181079844860988
325,25,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,2,20,4,8,0.5270833333333333,0.2702205882352941,3.684593812093422
326,26,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,3,21,3,7,0.6020833333333333,0.2285294117647059,2.60323535256521
327,27,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,2,20,4,8,0.6416666666666666,0.2073529411764706,0.5943948295357473
328,28,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6749999999999999,0.19558823529411765,0.5614695303173401
329,29,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,2,22,2,8,0.44999999999999996,0.3382352941176471,8.76627316590519
330,30,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.74375,0.1826470588235294,0.5291574041800429
331,31,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,1,23,1,9,0.7229166666666668,0.18205882352941177,0.5378929145634475
332,32,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.6354166666666667,0.2117647058823529,0.6183435369823919
333,33,Atezo,KIRC,KNN,Miracle,NA,0.7352941176470589,1,24,0,9,0.6604166666666667,0.19715073529411764,0.5596448417746231
334,34,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.80625,0.1673529411764706,0.49248788874236704
335,35,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.6791666666666667,0.2026470588235294,1.5480215828116346
336,36,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,1,22,2,9,0.5645833333333333,0.22647058823529412,1.631473225191998
337,37,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,2,20,4,8,0.6166666666666667,0.22222222222222224,0.6106938241509375
338,38,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.6541666666666667,0.2011764705882353,0.5798602015659516
339,39,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,2,22,2,8,0.7208333333333333,0.18294117647058825,0.5363201759730413
340,40,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.6749999999999999,0.19558823529411762,0.5767348947576392
341,41,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6854166666666667,0.195,0.5548153894135524
342,42,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,3,18,6,7,0.5249999999999999,0.27205882352941174,0.7331516485998802
343,43,Atezo,KIRC,KNN,Miracle,NA,0.5588235294117647,1,18,6,9,0.5333333333333333,0.26558823529411757,1.7244889331606692
344,44,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.7541666666666668,0.17529411764705882,0.5220400763066037
345,45,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,3,21,3,7,0.625,0.22147058823529409,1.6131090220558804
346,46,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,1,23,1,9,0.4854166666666667,0.3014705882352941,7.685779031502922
347,47,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.575,0.22058823529411764,0.6272999583816545
348,48,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.58125,0.23202614379084968,2.61201965406715
349,49,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.6354166666666666,0.20352941176470588,1.5626737741708239
350,50,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.65,0.20558823529411765,0.591283738490364
351,51,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.6375,0.2061764705882353,0.6080874553856404
352,52,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.6104166666666667,0.21441176470588236,0.6103719546394847
353,53,Atezo,KIRC,KNN,Miracle,NA,0.5882352941176471,1,19,5,9,0.60625,0.2335294117647059,0.6358989295686006
354,54,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,1,20,4,9,0.71875,0.20220588235294118,0.5666588220215977
355,55,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,2,19,5,8,0.45208333333333334,0.3161764705882353,5.759038323279276
356,56,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.6395833333333333,0.20823529411764707,0.5991507786413715
357,57,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,2,21,3,8,0.68125,0.19558823529411765,0.5619848846640506
358,58,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,1,22,2,9,0.6333333333333334,0.21382352941176472,0.5999915861958395
359,59,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.6,0.2182904411764706,1.586017415779471
360,60,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.61875,0.21088235294117647,0.6139462326545195
361,61,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,2,20,4,8,0.5625,0.2364705882352941,1.6399731830791096
362,62,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,1,20,4,9,0.5708333333333333,0.22470588235294123,0.6565077169310684
363,63,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.5020833333333334,0.25470588235294117,1.6941660940984349
364,64,Atezo,KIRC,KNN,Miracle,NA,0.7352941176470589,1,24,0,9,0.6395833333333334,0.2020588235294118,1.5749448421072039
365,65,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.75625,0.1723529411764706,0.5204740611736975
366,66,Atezo,KIRC,KNN,Miracle,NA,0.7941176470588235,4,23,1,6,0.7562500000000001,0.16666666666666669,1.477293888183498
367,67,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.7145833333333333,0.1861764705882353,0.5353151665441855
368,68,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.7729166666666667,0.1744117647058824,0.5173562466708139
369,69,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.6958333333333333,0.1885294117647059,0.5483766306335572
370,70,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,3,19,5,7,0.5979166666666667,0.2282352941176471,1.618712502173473
371,71,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,0,22,2,10,0.6291666666666668,0.2111764705882353,0.6065479083652281
372,72,Atezo,KIRC,KNN,Miracle,NA,0.7058823529411765,0,24,0,10,0.5958333333333333,0.2116013071895425,0.5994659246953243
373,73,Atezo,KIRC,KNN,Miracle,NA,0.7352941176470589,2,23,1,8,0.6270833333333333,0.20529411764705885,2.5604339814657378
374,74,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,2,19,5,8,0.6437499999999999,0.21323529411764702,0.6045131773706054
375,75,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,1,22,2,9,0.7229166666666667,0.19029411764705884,0.5545411164552
376,76,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.6458333333333333,0.20680147058823528,1.5624008849980842
377,77,Atezo,KIRC,KNN,Miracle,NA,0.5588235294117647,0,19,5,10,0.47291666666666665,0.2558823529411765,1.6967039270902027
378,78,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,2,21,3,8,0.5729166666666667,0.23805147058823528,3.6119248708784317
379,79,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.6875,0.19088235294117648,0.555604029590961
380,80,Atezo,KIRC,KNN,Miracle,NA,0.7352941176470589,2,23,1,8,0.7541666666666667,0.17911764705882352,1.5129771807792054
381,81,Atezo,KIRC,KNN,Miracle,NA,0.5294117647058824,0,18,6,10,0.5083333333333333,0.2826470588235294,1.7469312851568952
382,82,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,0,23,1,10,0.7770833333333332,0.18029411764705885,0.5263328384425767
383,83,Atezo,KIRC,KNN,Miracle,NA,0.6470588235294118,1,21,3,9,0.5354166666666667,0.25,1.6628481088260405
384,84,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,0,21,3,10,0.5874999999999999,0.22264705882352942,1.6059517791549474
385,85,Atezo,KIRC,KNN,Miracle,NA,0.5882352941176471,1,19,5,9,0.4895833333333333,0.375,11.803888751300244
386,86,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,1,22,2,9,0.6208333333333333,0.21029411764705883,1.5686493459811681
387,87,Atezo,KIRC,KNN,Miracle,NA,0.6764705882352942,1,22,2,9,0.5791666666666667,0.22334558823529413,1.6159159957718943
388,88,Atezo,KIRC,KNN,Miracle,NA,0.7352941176470589,3,22,2,7,0.5875,0.23120915032679737,2.6190858016911838
389,89,Atezo,KIRC,KNN,Miracle,NA,0.6176470588235294,1,20,4,9,0.6895833333333333,0.2038235294117647,0.5733038793965632
