,iter,drug,tissue,model,penalty,preproc,J,p,balance_weights,feature,feat_dim,network_weight,connectivity,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
151,1,Atezo,KIRC,LR,0.01,robust,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.6138888888888889,0.20241425697385415,0.5942644023397744
152,2,Atezo,KIRC,LR,0.01,robust,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.48888888888888893,0.20421398879968702,0.5985837593167371
153,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5916666666666666,0.2033543679677134,0.59604874786384
154,1,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5722222222222222,0.2022813323958948,0.5937935301205768
155,2,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.575,0.2032970228632505,0.596160526740044
156,0,Atezo,KIRC,LR,0.01,robust,3,4,True,IMPRES,1,weighted,tight,0.5952380952380952,4,21,9,8,0.5527777777777777,0.24973788933533295,0.6926229175556307
157,1,Atezo,KIRC,LR,0.01,robust,3,4,True,IMPRES,1,weighted,tight,0.5714285714285714,4,20,10,8,0.5055555555555555,0.24996806299399504,0.6930834317429928
158,2,Atezo,KIRC,LR,0.01,robust,3,4,True,IMPRES,1,weighted,tight,0.5,4,17,13,8,0.48750000000000004,0.25014490791800303,0.6934369930605625
159,0,Atezo,KIRC,LR,0.01,standardize,3,4,True,IMPRES,1,weighted,tight,0.47619047619047616,1,19,11,11,0.3027777777777778,0.25566980041701187,0.7045115128412626
160,1,Atezo,KIRC,LR,0.01,standardize,3,4,True,IMPRES,1,weighted,tight,0.5476190476190477,3,20,10,9,0.5138888888888888,0.24863122985445626,0.6904074003853429
161,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,IMPRES,1,weighted,tight,0.5238095238095238,3,19,11,9,0.4944444444444445,0.2503314986535602,0.6938104109721552
162,0,Atezo,KIRC,LR,0.01,robust,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5430555555555555,0.20398905864715391,0.5980465522343169
163,1,Atezo,KIRC,LR,0.01,robust,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.6041666666666666,0.20399931668835458,0.5980727171425466
164,2,Atezo,KIRC,LR,0.01,robust,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5111111111111112,0.2041814982805328,0.5985088965675992
165,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5458333333333334,0.2038018792905793,0.5975913485196159
166,1,Atezo,KIRC,LR,0.01,standardize,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5944444444444443,0.20368851158697518,0.5973381562520762
167,2,Atezo,KIRC,LR,0.01,standardize,3,4,False,IMPRES,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5625,0.2036933628042559,0.5973357921141563
168,0,Atezo,KIRC,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.7142857142857143,12,18,12,0,0.8111111111111111,0.24140778600763832,0.6759178277896909
169,1,Atezo,KIRC,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.5714285714285714,7,17,13,5,0.5583333333333333,0.24731462997748255,0.6877568157173761
170,2,Atezo,KIRC,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.6428571428571429,7,20,10,5,0.6666666666666667,0.24089327630254184,0.6748769934413906
171,0,Atezo,KIRC,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.6904761904761905,10,19,11,2,0.7888888888888889,0.2385046240660822,0.6701338915748388
172,1,Atezo,KIRC,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.8095238095238095,9,25,5,3,0.7944444444444444,0.2311671284657617,0.655343606082881
173,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.6428571428571429,7,20,10,5,0.6166666666666666,0.23875051535197528,0.6704872031255634
174,0,Atezo,KIRC,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.7527777777777778,0.19824493978563915,0.5842538269341903
175,1,Atezo,KIRC,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.6805555555555556,0.19966884940706697,0.5875172519687125
176,2,Atezo,KIRC,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.7638888888888888,0.19781799477121428,0.5834029582133473
177,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.7555555555555555,0.19294372272702556,0.5719116067993208
178,1,Atezo,KIRC,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.7916666666666666,0.19656774851477504,0.5802059499611083
179,2,Atezo,KIRC,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7142857142857143,0,30,0,12,0.8083333333333333,0.19428029049554696,0.5749077417156909
180,0,Atezo,KIRC,LR,0.17,robust,3,4,True,LCC,11,weighted,tight,0.6428571428571429,8,19,11,4,0.6055555555555555,0.2231343432648029,0.6280773441624031
181,1,Atezo,KIRC,LR,0.28,robust,3,4,True,LCC,11,weighted,tight,0.5952380952380952,6,19,11,6,0.5611111111111111,0.24260628766777695,0.6725540224475838
182,2,Atezo,KIRC,LR,0.59,robust,3,4,True,LCC,11,weighted,tight,0.4523809523809524,6,13,17,6,0.5,0.2742645887444084,0.7386839374526423
183,0,Atezo,KIRC,LR,0.92,standardize,3,4,True,LCC,11,weighted,tight,0.6428571428571429,9,18,12,3,0.6333333333333333,0.23792478114893897,0.6639266647769575
184,1,Atezo,KIRC,LR,0.38,standardize,3,4,True,LCC,11,weighted,tight,0.5952380952380952,8,17,13,4,0.5555555555555556,0.24006206367174393,0.6643814454291284
185,2,Atezo,KIRC,LR,0.89,standardize,3,4,True,LCC,11,weighted,tight,0.42857142857142855,6,12,18,6,0.47777777777777775,0.27083764263551013,0.7367061738666743
186,0,Atezo,KIRC,LR,0.24,robust,3,4,False,LCC,11,weighted,tight,0.7619047619047619,3,29,1,9,0.5138888888888888,0.22837987754796674,0.6867524754824919
187,1,Atezo,KIRC,LR,0.36,robust,3,4,False,LCC,11,weighted,tight,0.6904761904761905,0,29,1,12,0.575,0.21135732486364803,0.6046995461437301
188,2,Atezo,KIRC,LR,0.9400000000000001,robust,3,4,False,LCC,11,weighted,tight,0.7142857142857143,0,30,0,12,0.7249999999999999,0.18579241021863568,0.5675708583139953
189,0,Atezo,KIRC,LR,0.65,standardize,3,4,False,LCC,11,weighted,tight,0.7142857142857143,0,30,0,12,0.5833333333333334,0.20081471260275777,0.5871805566126801
190,1,Atezo,KIRC,LR,0.9,standardize,3,4,False,LCC,11,weighted,tight,0.6666666666666666,0,28,2,12,0.46111111111111114,0.2184551039828093,0.6183190839114318
191,2,Atezo,KIRC,LR,0.98,standardize,3,4,False,LCC,11,weighted,tight,0.6904761904761905,0,29,1,12,0.5666666666666667,0.21000509843027276,0.6130216037520821
192,0,Atezo,KIRC,LR,0.58,robust,3,4,True,DE,47,weighted,tight,0.6904761904761905,9,20,10,3,0.7555555555555555,0.24145240904321558,0.9971859802705259
193,1,Atezo,KIRC,LR,0.01,robust,3,4,True,DE,47,weighted,tight,0.5952380952380952,10,15,15,2,0.6111111111111112,0.2511323448719356,0.7581798675499831
194,2,Atezo,KIRC,LR,0.04,robust,3,4,True,DE,47,weighted,tight,0.42857142857142855,7,11,19,5,0.5888888888888889,0.27790975822400976,0.7654449866682158
195,0,Atezo,KIRC,LR,0.01,standardize,3,4,True,DE,47,weighted,tight,0.7857142857142857,9,24,6,3,0.8805555555555556,0.18858521254418847,0.5653929309014034
196,1,Atezo,KIRC,LR,0.04,standardize,3,4,True,DE,47,weighted,tight,0.6428571428571429,10,17,13,2,0.8555555555555556,0.20243593355966152,0.587875001614974
197,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,DE,47,weighted,tight,0.7857142857142857,10,23,7,2,0.8055555555555555,0.201269906119365,0.5910695968911827
198,0,Atezo,KIRC,LR,0.07,robust,3,4,False,DE,47,weighted,tight,0.6904761904761905,5,24,6,7,0.6972222222222222,0.1904294899687402,0.5985368158427932
199,1,Atezo,KIRC,LR,0.98,robust,3,4,False,DE,47,weighted,tight,0.7619047619047619,6,26,4,6,0.5583333333333333,0.21673860582838553,1.8120192360997727
200,2,Atezo,KIRC,LR,0.17,robust,3,4,False,DE,47,weighted,tight,0.6666666666666666,5,23,7,7,0.6138888888888889,0.25827414964700735,0.9981877122374533
201,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,DE,47,weighted,tight,0.7142857142857143,0,30,0,12,0.7694444444444444,0.17810478142338193,0.5350130892829542
202,1,Atezo,KIRC,LR,0.03,standardize,3,4,False,DE,47,weighted,tight,0.8333333333333334,5,30,0,7,0.8416666666666667,0.15231340947547026,0.47137242618755737
203,2,Atezo,KIRC,LR,0.04,standardize,3,4,False,DE,47,weighted,tight,0.8095238095238095,4,30,0,8,0.686111111111111,0.17993468048594835,0.5809119587728263
204,0,Atezo,KIRC,LR,0.07,robust,3,4,True,WM_Robust,12,weighted,tight,0.3333333333333333,11,3,27,1,0.45277777777777783,0.271523971162951,1.5333481059246057
205,1,Atezo,KIRC,LR,0.09,robust,3,4,True,WM_Robust,12,weighted,tight,0.42857142857142855,11,7,23,1,0.5249999999999999,0.23803707980940453,0.6594067754245995
206,2,Atezo,KIRC,LR,0.01,robust,3,4,True,WM_Robust,12,weighted,tight,0.30952380952380953,12,1,29,0,0.5055555555555555,0.3092233257120411,2.479802580550096
207,0,Atezo,KIRC,LR,0.74,standardize,3,4,True,WM_Robust,12,weighted,tight,0.35714285714285715,12,3,27,0,0.5722222222222222,0.2534016302721778,0.6953846236723056
208,1,Atezo,KIRC,LR,0.01,standardize,3,4,True,WM_Robust,12,weighted,tight,0.47619047619047616,11,9,21,1,0.6333333333333333,0.2303397679776466,0.6482167610331132
209,2,Atezo,KIRC,LR,0.5,standardize,3,4,True,WM_Robust,12,weighted,tight,0.35714285714285715,8,7,23,4,0.44999999999999996,0.26317065811993684,0.7205990575290997
210,0,Atezo,KIRC,LR,0.67,robust,3,4,False,WM_Robust,12,weighted,tight,0.6904761904761905,0,29,1,12,0.38055555555555554,0.23728201479615893,2.264600467557012
211,1,Atezo,KIRC,LR,0.84,robust,3,4,False,WM_Robust,12,weighted,tight,0.6904761904761905,0,29,1,12,0.538888888888889,0.20265019968114814,0.583008291384083
212,2,Atezo,KIRC,LR,0.86,robust,3,4,False,WM_Robust,12,weighted,tight,0.6666666666666666,0,28,2,12,0.4638888888888889,0.23184685418430906,1.4532283699106667
213,0,Atezo,KIRC,LR,0.05,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5388888888888889,0.20093062898548625,0.5876551055519322
214,1,Atezo,KIRC,LR,0.09,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5361111111111112,0.19835017460420085,0.5807389395984996
215,2,Atezo,KIRC,LR,0.13,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7142857142857143,0,30,0,12,0.39166666666666666,0.20721294939445511,0.6067513154267191
216,0,Atezo,KIRC,LR,0.98,robust,3,4,True,WM_Standard,12,weighted,tight,0.3333333333333333,7,7,23,5,0.37222222222222223,0.2933307970047392,0.7776312761274594
217,1,Atezo,KIRC,LR,0.37,robust,3,4,True,WM_Standard,12,weighted,tight,0.4523809523809524,8,11,19,4,0.42222222222222217,0.2999969486282552,0.8200765736780378
218,2,Atezo,KIRC,LR,0.02,robust,3,4,True,WM_Standard,12,weighted,tight,0.3333333333333333,10,4,26,2,0.3305555555555556,0.2625953700238111,0.7143338645984835
219,0,Atezo,KIRC,LR,0.03,standardize,3,4,True,WM_Standard,12,weighted,tight,0.5,12,9,21,0,0.5944444444444444,0.231516948021977,0.6507748855653703
220,1,Atezo,KIRC,LR,0.01,standardize,3,4,True,WM_Standard,12,weighted,tight,0.40476190476190477,11,6,24,1,0.6833333333333333,0.24227333188225963,0.6763992689057863
221,2,Atezo,KIRC,LR,0.9,standardize,3,4,True,WM_Standard,12,weighted,tight,0.38095238095238093,11,5,25,1,0.5694444444444444,0.2527460490646617,0.6923832439247869
222,0,Atezo,KIRC,LR,0.01,robust,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6583333333333333,0.20239757579208792,0.5903610118079846
223,1,Atezo,KIRC,LR,0.01,robust,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.4722222222222222,0.21748588699937368,0.6801866951002624
224,2,Atezo,KIRC,LR,0.4,robust,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.611111111111111,0.19038684809565845,0.5471744264429939
225,0,Atezo,KIRC,LR,0.19,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.4027777777777778,0.21477489560877147,0.6289288548942873
226,1,Atezo,KIRC,LR,0.92,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5916666666666668,0.2054435041459074,0.6020483091863439
227,2,Atezo,KIRC,LR,0.06,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5777777777777777,0.19468132623451812,0.5604597115543192
228,0,Atezo,KIRC,LR,0.01,robust,3,4,True,WM_Center,12,weighted,tight,0.23809523809523808,7,3,27,5,0.4305555555555556,0.2936680078916729,0.7917717207640974
229,1,Atezo,KIRC,LR,0.96,robust,3,4,True,WM_Center,12,weighted,tight,0.5476190476190477,6,17,13,6,0.49444444444444446,0.25173484343609287,0.6879665521032547
230,2,Atezo,KIRC,LR,0.98,robust,3,4,True,WM_Center,12,weighted,tight,0.5238095238095238,6,16,14,6,0.5305555555555556,0.24126000445934595,0.663639650044504
231,0,Atezo,KIRC,LR,0.01,standardize,3,4,True,WM_Center,12,weighted,tight,0.35714285714285715,11,4,26,1,0.49444444444444446,0.24872821247629578,0.6893452407120515
232,1,Atezo,KIRC,LR,0.8300000000000001,standardize,3,4,True,WM_Center,12,weighted,tight,0.30952380952380953,12,1,29,0,0.5777777777777777,0.26076299457952806,0.7102602721333258
233,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,WM_Center,12,weighted,tight,0.5238095238095238,12,10,20,0,0.6694444444444445,0.239586906755971,0.6719708347633
234,0,Atezo,KIRC,LR,0.81,robust,3,4,False,WM_Center,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5638888888888889,0.2014829857465179,0.5808705111938601
235,1,Atezo,KIRC,LR,0.99,robust,3,4,False,WM_Center,12,weighted,tight,0.6904761904761905,0,29,1,12,0.4083333333333334,0.21813341627033078,0.6195667763056047
236,2,Atezo,KIRC,LR,0.03,robust,3,4,False,WM_Center,12,weighted,tight,0.7142857142857143,0,30,0,12,0.42499999999999993,0.20052954585348848,0.5813489289976237
237,0,Atezo,KIRC,LR,0.03,standardize,3,4,False,WM_Center,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6583333333333333,0.18971822641618172,0.5530434124735422
238,1,Atezo,KIRC,LR,0.13,standardize,3,4,False,WM_Center,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5666666666666667,0.198166635532844,0.579910389709047
239,2,Atezo,KIRC,LR,0.04,standardize,3,4,False,WM_Center,12,weighted,tight,0.7142857142857143,0,30,0,12,0.4388888888888889,0.20517359555649342,0.5990728906442806
