,iter,drug,tissue,model,feature,BIC,train_size,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
20,20,crizotinib,LUAD,LR,TARGET,6.101333516435477,0.7,0.6666666666666666,0,12,1,5,0.4769230769230769,0.2484678169085633,0.6900826083628693
21,21,crizotinib,LUAD,LR,TARGET,6.099355704414811,0.7,0.6111111111111112,1,10,3,4,0.4923076923076923,0.24901203568079977,0.6911711651237665
22,22,crizotinib,LUAD,LR,TARGET,6.13280090315354,0.7,0.6111111111111112,0,11,2,5,0.523076923076923,0.2428163942326882,0.67876686233817
23,23,crizotinib,LUAD,LR,TARGET,6.187778192177248,0.7,0.5,3,6,7,2,0.3384615384615385,0.28923736878872314,0.776364657532032
24,24,crizotinib,LUAD,LR,TARGET,6.106036427489556,0.7,0.7222222222222222,1,12,1,4,0.36923076923076925,0.23703902590725423,0.6669069607876043
25,25,crizotinib,LUAD,LR,TARGET,6.121310091998451,0.7,0.6666666666666666,0,12,1,5,0.4153846153846154,0.24545488177204997,0.6840559266741858
26,26,crizotinib,LUAD,LR,TARGET,6.126784484555656,0.7,0.7222222222222222,2,11,2,3,0.5384615384615384,0.24233929068640395,0.6778160864513645
27,27,crizotinib,LUAD,LR,TARGET,6.101653779237889,0.7,0.6666666666666666,1,11,2,4,0.3846153846153846,0.2485250164009546,0.6901971255033874
28,28,crizotinib,LUAD,LR,TARGET,6.142573914537352,0.7,0.6666666666666666,0,12,1,5,0.47692307692307695,0.23822181397767117,0.6695557652235368
29,29,crizotinib,LUAD,LR,TARGET,6.094519720912016,0.7,0.5555555555555556,1,9,4,4,0.5384615384615384,0.24804877528573016,0.6892380316055033
30,30,crizotinib,LUAD,LR,TARGET,6.098795365578148,0.7,0.6666666666666666,1,11,2,4,0.523076923076923,0.24814934986198992,0.6894457689286755
31,31,crizotinib,LUAD,LR,TARGET,6.111495994124338,0.7,0.6111111111111112,0,11,2,5,0.43076923076923074,0.24748554150123045,0.6881174651367693
32,32,crizotinib,LUAD,LR,TARGET,6.103351671344317,0.7,0.4444444444444444,2,6,7,3,0.4153846153846154,0.2504978288423287,0.6941428671644793
33,33,crizotinib,LUAD,LR,TARGET,6.09591934005196,0.7,0.7777777777777778,4,10,3,1,0.7230769230769232,0.2430010671637001,0.6790350552878434
34,34,crizotinib,LUAD,LR,TARGET,6.097473329438134,0.7,0.2222222222222222,3,1,12,2,0.3538461538461538,0.28363293703601067,0.764156553739079
35,35,crizotinib,LUAD,LR,TARGET,6.109718349934698,0.7,0.6111111111111112,2,9,4,3,0.6461538461538462,0.243898793011736,0.6805990437522278
36,36,crizotinib,LUAD,LR,TARGET,6.104931733707673,0.7,0.6111111111111112,2,9,4,3,0.6461538461538461,0.25003996646147686,0.6932373124052676
37,37,crizotinib,LUAD,LR,TARGET,6.093590705784357,0.7,0.6111111111111112,3,8,5,2,0.5692307692307692,0.24802544419131792,0.68919344259824
38,38,crizotinib,LUAD,LR,TARGET,6.098280444363843,0.7,0.4444444444444444,1,7,6,4,0.4615384615384615,0.24935657409655596,0.6918610648477727
39,39,crizotinib,LUAD,LR,TARGET,6.09858445814838,0.7,0.6666666666666666,1,11,2,4,0.5384615384615385,0.24844806878631445,0.690029665376747
40,40,crizotinib,LUAD,LR,TARGET,6.116467229087164,0.7,0.3888888888888889,0,7,6,5,0.32307692307692304,0.25377747942249856,0.7007257071899775
41,41,crizotinib,LUAD,LR,TARGET,6.093323786171073,0.7,0.2777777777777778,0,5,8,5,0.1076923076923077,0.25637457886372794,0.705932536843676
42,42,crizotinib,LUAD,LR,TARGET,6.093985362609833,0.7,0.5555555555555556,1,9,4,4,0.49230769230769234,0.24817958264455628,0.6895033280300348
43,43,crizotinib,LUAD,LR,TARGET,6.098802235976923,0.7,0.5,1,8,5,4,0.4769230769230769,0.2478379864123822,0.688810983543173
44,44,crizotinib,LUAD,LR,TARGET,6.109832340659547,0.7,0.5555555555555556,2,8,5,3,0.4461538461538462,0.2516296403731832,0.6964219654684851
45,45,crizotinib,LUAD,LR,TARGET,6.106936306935508,0.7,0.6666666666666666,1,11,2,4,0.5538461538461539,0.24945089275407403,0.6920606895519297
46,46,crizotinib,LUAD,LR,TARGET,6.099708374777644,0.7,0.5,2,7,6,3,0.5384615384615384,0.24899911206823352,0.6911241260365258
47,47,crizotinib,LUAD,LR,TARGET,6.099520032164654,0.7,0.5555555555555556,2,8,5,3,0.4923076923076923,0.24900784131136108,0.6911503109025987
48,48,crizotinib,LUAD,LR,TARGET,6.139774047387364,0.7,0.5555555555555556,3,7,6,2,0.5846153846153845,0.2660514683218898,0.7314398513647447
49,49,crizotinib,LUAD,LR,TARGET,6.105622626572864,0.7,0.5,1,8,5,4,0.4307692307692308,0.24193267978049718,0.6767694195096795
50,50,crizotinib,LUAD,LR,TARGET,6.109223206897443,0.7,0.5,1,8,5,4,0.39999999999999997,0.250267117239129,0.693681439522237
51,51,crizotinib,LUAD,LR,TARGET,6.092262868370727,0.7,0.7777777777777778,2,12,1,3,0.5076923076923077,0.24742140755861058,0.6879861904898122
52,52,crizotinib,LUAD,LR,TARGET,6.103869886454676,0.7,0.5555555555555556,1,9,4,4,0.3538461538461538,0.2492088015558509,0.6915647431865063
53,53,crizotinib,LUAD,LR,TARGET,6.101991407371586,0.7,0.7222222222222222,2,11,2,3,0.5692307692307692,0.23633553688745254,0.6651155461807822
54,54,crizotinib,LUAD,LR,TARGET,6.106501976496784,0.7,0.6666666666666666,1,11,2,4,0.5538461538461539,0.24973931231363508,0.692638126495488
55,55,crizotinib,LUAD,LR,TARGET,6.143800338027136,0.7,0.6111111111111112,0,11,2,5,0.3230769230769231,0.243041862662402,0.6792196762587525
56,56,crizotinib,LUAD,LR,TARGET,6.136508273989492,0.7,0.6111111111111112,0,11,2,5,0.18461538461538457,0.24895146344182015,0.6910571330755453
57,57,crizotinib,LUAD,LR,TARGET,6.116260540402409,0.7,0.7222222222222222,1,12,1,4,0.7692307692307693,0.24187118304412916,0.6768771381177737
58,58,crizotinib,LUAD,LR,TARGET,6.0931417067751195,0.7,0.5,1,8,5,4,0.4769230769230769,0.2479807396982912,0.6891030565150049
59,59,crizotinib,LUAD,LR,TARGET,6.1008051396142715,0.7,0.7222222222222222,0,13,0,5,0.4461538461538462,0.24779439266830916,0.6887357921627335
60,60,crizotinib,LUAD,LR,TARGET,6.104789648763569,0.7,0.2222222222222222,1,3,10,4,0.09230769230769231,0.2772549311832443,0.7493250815666737
61,61,crizotinib,LUAD,LR,TARGET,6.090891335473629,0.7,0.6111111111111112,4,7,6,1,0.7538461538461538,0.2485772972064071,0.6903004020236017
62,62,crizotinib,LUAD,LR,TARGET,6.174025901812825,0.7,0.5,0,9,4,5,0.15384615384615385,0.264642115330625,0.7228879368845003
63,63,crizotinib,LUAD,LR,TARGET,6.091021812122811,0.7,0.4444444444444444,1,7,6,4,0.3384615384615384,0.25162134605774855,0.6963916710698803
64,64,crizotinib,LUAD,LR,TARGET,6.108489296987961,0.7,0.6111111111111112,1,10,3,4,0.36923076923076925,0.2508546826478874,0.6948709256535676
65,65,crizotinib,LUAD,LR,TARGET,6.108141620768459,0.7,0.3888888888888889,0,7,6,5,0.3076923076923077,0.2508374259297671,0.6948223830269062
66,66,crizotinib,LUAD,LR,TARGET,6.09418023254036,0.7,0.6666666666666666,3,9,4,2,0.6923076923076923,0.2484183854534962,0.6899792220515715
67,67,crizotinib,LUAD,LR,TARGET,6.091348620865629,0.7,0.7222222222222222,2,11,2,3,0.6153846153846154,0.24766006614175845,0.6884655594613919
68,68,crizotinib,LUAD,LR,TARGET,6.107599656066913,0.7,0.5555555555555556,2,8,5,3,0.49230769230769234,0.24653500635425463,0.6860373484626144
69,69,crizotinib,LUAD,LR,TARGET,6.097980688316991,0.7,0.5,4,5,8,1,0.6307692307692307,0.2502716130104278,0.6936792526660864
70,70,crizotinib,LUAD,LR,TARGET,6.090981645829366,0.7,0.7222222222222222,2,11,2,3,0.6615384615384616,0.24792594011100888,0.6889970711125392
71,71,crizotinib,LUAD,LR,TARGET,6.107977860997452,0.7,0.6666666666666666,0,12,1,5,0.4307692307692308,0.249767169588239,0.6926953025915213
72,72,crizotinib,LUAD,LR,TARGET,6.095692852428419,0.7,0.5555555555555556,2,8,5,3,0.4769230769230769,0.24874282793961136,0.6906277920913492
73,73,crizotinib,LUAD,LR,TARGET,6.100536065552626,0.7,0.7222222222222222,2,11,2,3,0.6,0.23474084326736078,0.6621301427584247
74,74,crizotinib,LUAD,LR,TARGET,6.104610614448233,0.7,0.3333333333333333,3,3,10,2,0.21538461538461537,0.30159635969344145,0.8078299151174758
75,75,crizotinib,LUAD,LR,TARGET,6.098344743113496,0.7,0.7222222222222222,0,13,0,5,0.5846153846153846,0.24729690396535123,0.6877407308779928
76,76,crizotinib,LUAD,LR,TARGET,6.091764554484222,0.7,0.7222222222222222,3,10,3,2,0.5692307692307692,0.24871843047945685,0.6905833400147648
77,77,crizotinib,LUAD,LR,TARGET,6.13137710812798,0.7,0.5555555555555556,1,9,4,4,0.4307692307692308,0.24758448992278043,0.6883522426677755
78,78,crizotinib,LUAD,LR,TARGET,6.098632773436568,0.7,0.7222222222222222,1,12,1,4,0.49230769230769234,0.24758893518044417,0.6883090704530426
79,79,crizotinib,LUAD,LR,TARGET,6.108376155552521,0.7,0.3888888888888889,2,5,8,3,0.3538461538461538,0.2539016819697785,0.7009498938385236
80,80,crizotinib,LUAD,LR,TARGET,6.144652887145255,0.7,0.7222222222222222,1,12,1,4,0.41538461538461535,0.23989930494358788,0.6729025858382955
81,81,crizotinib,LUAD,LR,TARGET,6.09386277998632,0.7,0.7777777777777778,2,12,1,3,0.6153846153846153,0.24771713118876454,0.688575382318516
82,82,crizotinib,LUAD,LR,TARGET,6.100356919450528,0.7,0.5555555555555556,0,10,3,5,0.5692307692307692,0.2483749850461251,0.6898969500024753
83,83,crizotinib,LUAD,LR,TARGET,6.0994006079885805,0.7,0.5,1,8,5,4,0.4769230769230769,0.24476483291995368,0.6826321288374984
84,84,crizotinib,LUAD,LR,TARGET,6.09183277156487,0.7,0.7777777777777778,2,12,1,3,0.5692307692307692,0.2476223834609869,0.6883887626798977
85,85,crizotinib,LUAD,LR,TARGET,6.091721483743763,0.7,0.6666666666666666,2,10,3,3,0.5692307692307692,0.24763401622567635,0.6884128122810629
86,86,crizotinib,LUAD,LR,TARGET,6.140586384888483,0.7,0.7222222222222222,1,12,1,4,0.36923076923076925,0.2428154053947044,0.6788168266854023
87,87,crizotinib,LUAD,LR,TARGET,6.096106486475959,0.7,0.3888888888888889,3,4,9,2,0.4307692307692308,0.2497737340142691,0.6926877160096373
88,88,crizotinib,LUAD,LR,TARGET,6.155278560255559,0.7,0.5555555555555556,1,9,4,4,0.27692307692307694,0.2546053006733188,0.7026212211218902
89,89,crizotinib,LUAD,LR,TARGET,6.098695164454173,0.7,0.7222222222222222,0,13,0,5,0.6461538461538462,0.24773572625830168,0.68861848016995
90,90,crizotinib,LUAD,LR,TARGET,6.098896692109444,0.7,0.5555555555555556,2,8,5,3,0.7538461538461538,0.2469232648278995,0.6869512091355693
91,91,crizotinib,LUAD,LR,TARGET,6.102329581220652,0.7,0.5555555555555556,1,9,4,4,0.43076923076923074,0.24991181904529325,0.6929713416749615
92,92,crizotinib,LUAD,LR,TARGET,6.170088470212584,0.7,0.5,1,8,5,4,0.3384615384615384,0.27411187325001046,0.7447567939889347
93,93,crizotinib,LUAD,LR,TARGET,6.099324676264446,0.7,0.6111111111111112,2,9,4,3,0.5538461538461539,0.24260449425344754,0.6782734742711076
94,94,crizotinib,LUAD,LR,TARGET,6.101687511273964,0.7,0.6666666666666666,0,12,1,5,0.4307692307692308,0.24841426326611207,0.6899754496349844
95,95,crizotinib,LUAD,LR,TARGET,6.1824255242054225,0.7,0.3333333333333333,2,4,9,3,0.3846153846153846,0.31161677729361503,0.8602837877419341
96,96,crizotinib,LUAD,LR,TARGET,6.097639650916082,0.7,0.5,1,8,5,4,0.3230769230769231,0.2490589309487031,0.6912638954561042
97,97,crizotinib,LUAD,LR,TARGET,6.096932362468719,0.7,0.3888888888888889,1,6,7,4,0.4153846153846154,0.25113160080699154,0.6954150832344896
98,98,crizotinib,LUAD,LR,TARGET,6.095370613355808,0.7,0.5555555555555556,2,8,5,3,0.4923076923076923,0.25023367191290785,0.693615723304528
99,99,crizotinib,LUAD,LR,TARGET,6.096651518173528,0.7,0.5,2,7,6,3,0.4153846153846154,0.24944783982623664,0.6920405928256068
100,0,crizotinib,LUAD,LR,TARGET,6.2442646893610725,0.75,0.4,1,5,6,3,0.2727272727272727,0.2515064110434048,0.6961604588698332
101,1,crizotinib,LUAD,LR,TARGET,6.31407383168607,0.75,0.3333333333333333,1,4,7,3,0.25,0.2988612677088073,0.7951801229184607
102,2,crizotinib,LUAD,LR,TARGET,6.241850228094703,0.75,0.6,0,9,2,4,0.45454545454545453,0.2492166171825,0.6915804963075703
103,3,crizotinib,LUAD,LR,TARGET,6.236961436418376,0.75,0.7333333333333333,0,11,0,4,0.5454545454545454,0.24707754402072987,0.6873019102304418
104,4,crizotinib,LUAD,LR,TARGET,6.234427180699134,0.75,0.4,2,4,7,2,0.40909090909090906,0.25019318832378146,0.6935254951168112
105,5,crizotinib,LUAD,LR,TARGET,6.242344730829579,0.75,0.4,1,5,6,3,0.34090909090909094,0.2524568824723318,0.6980613362366399
106,6,crizotinib,LUAD,LR,TARGET,6.279992783670574,0.75,0.6,0,9,2,4,0.38636363636363635,0.2473302141318347,0.6878677850676761
107,7,crizotinib,LUAD,LR,TARGET,6.274120302121689,0.75,0.6666666666666666,0,10,1,4,0.2727272727272727,0.24676274331287631,0.6866938791081524
108,8,crizotinib,LUAD,LR,TARGET,6.25002169447114,0.75,0.4,0,6,5,4,0.36363636363636365,0.25338130921028335,0.6999351745068682
109,9,crizotinib,LUAD,LR,TARGET,6.264401294583233,0.75,0.7333333333333333,1,10,1,3,0.5681818181818181,0.2459096001870241,0.6865380594878727
110,10,crizotinib,LUAD,LR,TARGET,6.240302482307377,0.75,0.5333333333333333,1,7,4,3,0.6136363636363636,0.2504107687682215,0.6939257429719045
111,11,crizotinib,LUAD,LR,TARGET,6.230708260185048,0.75,0.6666666666666666,1,9,2,3,0.45454545454545453,0.24727897325902934,0.6877000902198306
112,12,crizotinib,LUAD,LR,TARGET,6.24288755835333,0.75,0.4666666666666667,0,7,4,4,0.29545454545454547,0.25010662549842816,0.6933604938944947
113,13,crizotinib,LUAD,LR,TARGET,6.250128315275754,0.75,0.5333333333333333,0,8,3,4,0.38636363636363635,0.25304634027031736,0.6992673065845181
114,14,crizotinib,LUAD,LR,TARGET,6.231392475136467,0.75,0.5333333333333333,1,7,4,3,0.43181818181818177,0.24763984605420752,0.6884205277234128
115,15,crizotinib,LUAD,LR,TARGET,6.22876627071082,0.75,0.6666666666666666,2,8,3,2,0.6363636363636364,0.24788477334372302,0.6889148899436016
116,16,crizotinib,LUAD,LR,TARGET,6.229476751755676,0.75,0.4,0,6,5,4,0.18181818181818182,0.2549733940745766,0.7031093785201984
117,17,crizotinib,LUAD,LR,TARGET,6.238498927319342,0.75,0.5333333333333333,1,7,4,3,0.45454545454545453,0.24895163761705916,0.69105018441705
118,18,crizotinib,LUAD,LR,TARGET,6.237265246545821,0.75,0.6666666666666666,0,10,1,4,0.6590909090909091,0.24763507468115575,0.6884169870780986
119,19,crizotinib,LUAD,LR,TARGET,6.230702880385854,0.75,0.6666666666666666,1,9,2,3,0.5,0.24745317375014494,0.6880494331477865
120,20,crizotinib,LUAD,LR,TARGET,6.242770608959681,0.75,0.6666666666666666,1,9,2,3,0.5,0.23534998152869266,0.6630580142804744
121,21,crizotinib,LUAD,LR,TARGET,6.23928443954733,0.75,0.6666666666666666,1,9,2,3,0.5681818181818181,0.23683150842618075,0.6664694517650784
122,22,crizotinib,LUAD,LR,TARGET,6.235426861124294,0.75,0.6666666666666666,2,8,3,2,0.7272727272727273,0.24808667184637434,0.6893203423063813
123,23,crizotinib,LUAD,LR,TARGET,6.238152055198465,0.75,0.6,0,9,2,4,0.6363636363636364,0.2480391532951489,0.6892252290959838
124,24,crizotinib,LUAD,LR,TARGET,6.2631866895037405,0.75,0.4666666666666667,0,7,4,4,0.31818181818181823,0.24649443409088914,0.6861090149767872
125,25,crizotinib,LUAD,LR,TARGET,6.236369682125526,0.75,0.6,2,7,4,2,0.6590909090909092,0.24837384174669247,0.6898946845052419
126,26,crizotinib,LUAD,LR,TARGET,6.312264386220512,0.75,0.5333333333333333,1,7,4,3,0.45454545454545453,0.2728970407120316,0.7505150295874894
127,27,crizotinib,LUAD,LR,TARGET,6.244022717306013,0.75,0.6666666666666666,1,9,2,3,0.4772727272727273,0.23807616200710163,0.6686948164956363
128,28,crizotinib,LUAD,LR,TARGET,6.279414643618267,0.75,0.4666666666666667,0,7,4,4,0.36363636363636365,0.2539229332891614,0.701129997518319
129,29,crizotinib,LUAD,LR,TARGET,6.240413106728948,0.75,0.5333333333333333,0,8,3,4,0.36363636363636365,0.24917514003012767,0.6914974050460649
130,30,crizotinib,LUAD,LR,TARGET,6.2657276996108076,0.75,0.8,1,11,0,3,0.2954545454545454,0.23932871126293495,0.6718079363776243
131,31,crizotinib,LUAD,LR,TARGET,6.252049381329812,0.75,0.3333333333333333,0,5,6,4,0.25,0.2550293512430345,0.7032303662073196
132,32,crizotinib,LUAD,LR,TARGET,6.229786844369544,0.75,0.6666666666666666,1,9,2,3,0.5454545454545454,0.24734979384750524,0.687844185521132
133,33,crizotinib,LUAD,LR,TARGET,6.229217915623862,0.75,0.6666666666666666,2,8,3,2,0.6136363636363636,0.247636783267996,0.6884178532266679
134,34,crizotinib,LUAD,LR,TARGET,6.235561900436277,0.75,0.5333333333333333,1,7,4,3,0.5909090909090909,0.24762593366247967,0.688384447479957
135,35,crizotinib,LUAD,LR,TARGET,6.270593084042605,0.75,0.6666666666666666,2,8,3,2,0.45454545454545453,0.2516899541656488,0.696572725075725
136,36,crizotinib,LUAD,LR,TARGET,6.239425987069498,0.75,0.2,2,1,10,2,0.2727272727272727,0.32928558742618724,0.8889211640841268
137,37,crizotinib,LUAD,LR,TARGET,6.264814408157304,0.75,0.8,1,11,0,3,0.3409090909090909,0.24000136782136233,0.6731491288909041
138,38,crizotinib,LUAD,LR,TARGET,6.286676562290986,0.75,0.4,1,5,6,3,0.18181818181818182,0.263910806401652,0.7217803172819764
139,39,crizotinib,LUAD,LR,TARGET,6.227865201765531,0.75,0.26666666666666666,0,4,7,4,0.13636363636363635,0.2538351168351673,0.7008403903591858
140,40,crizotinib,LUAD,LR,TARGET,6.235924658826604,0.75,0.8,2,10,1,2,0.47727272727272724,0.2475134962548699,0.6881740292112483
141,41,crizotinib,LUAD,LR,TARGET,6.31780553038274,0.75,0.6,1,8,3,3,0.38636363636363635,0.27347130005598735,0.7450358678621095
142,42,crizotinib,LUAD,LR,TARGET,6.241594525387832,0.75,0.5333333333333333,0,8,3,4,0.3636363636363637,0.24846997029977377,0.6900813939777664
143,43,crizotinib,LUAD,LR,TARGET,6.243996303704011,0.75,0.4,0,6,5,4,0.29545454545454547,0.25260034438062945,0.6983530132337685
144,44,crizotinib,LUAD,LR,TARGET,6.2290480686915615,0.75,0.5333333333333333,3,5,6,1,0.7045454545454546,0.24845286887569043,0.6900511003548501
145,45,crizotinib,LUAD,LR,TARGET,6.243039851378543,0.75,0.6,2,7,4,2,0.4545454545454546,0.2500675232001552,0.6931911835405979
146,46,crizotinib,LUAD,LR,TARGET,6.228093180677115,0.75,0.3333333333333333,1,4,7,3,0.2272727272727273,0.2534494387183009,0.7000509750290892
147,47,crizotinib,LUAD,LR,TARGET,6.271088851279036,0.75,0.6,0,9,2,4,0.2954545454545454,0.24979852955527482,0.6927836664567713
148,48,crizotinib,LUAD,LR,TARGET,6.2381962534886215,0.75,0.8,2,10,1,2,0.5227272727272727,0.23778263987301196,0.6683927430645481
149,49,crizotinib,LUAD,LR,TARGET,6.2902575972595605,0.75,0.5333333333333333,0,8,3,4,0.22727272727272724,0.24139685041807638,0.6746203817435547
150,50,crizotinib,LUAD,LR,TARGET,6.256232496419271,0.75,0.7333333333333333,1,10,1,3,0.8636363636363635,0.2360224664609569,0.6651587119361142
151,51,crizotinib,LUAD,LR,TARGET,6.239335077769425,0.75,0.5333333333333333,0,8,3,4,0.4318181818181818,0.24890886583341262,0.6909645819096262
152,52,crizotinib,LUAD,LR,TARGET,6.2300818419175155,0.75,0.6,1,8,3,3,0.5454545454545454,0.24682374457117315,0.6867907032698347
153,53,crizotinib,LUAD,LR,TARGET,6.242510505753939,0.75,0.4666666666666667,1,6,5,3,0.36363636363636365,0.25143711385582584,0.6960224711568156
154,54,crizotinib,LUAD,LR,TARGET,6.245016243071042,0.75,0.6,1,8,3,3,0.5,0.23679801738269424,0.6656301628777137
155,55,crizotinib,LUAD,LR,TARGET,6.228652173088259,0.75,0.8,2,10,1,2,0.9090909090909091,0.247557346843074,0.6882597575065753
156,56,crizotinib,LUAD,LR,TARGET,6.2333519587191955,0.75,0.5333333333333333,2,6,5,2,0.4090909090909091,0.25102984922812804,0.6952088941841715
157,57,crizotinib,LUAD,LR,TARGET,6.240404022195704,0.75,0.6,1,8,3,3,0.2954545454545454,0.2491660092110567,0.6914792307727697
158,58,crizotinib,LUAD,LR,TARGET,6.238928390066648,0.75,0.6666666666666666,0,10,1,4,0.4772727272727273,0.24773302123716678,0.6886128950009254
159,59,crizotinib,LUAD,LR,TARGET,6.231493613879206,0.75,0.6,2,7,4,2,0.5227272727272727,0.246945007300109,0.6868389301794958
160,60,crizotinib,LUAD,LR,TARGET,6.227845476052953,0.75,0.6,2,7,4,2,0.5454545454545454,0.24923063851812208,0.6916071602692792
161,61,crizotinib,LUAD,LR,TARGET,6.2305307772059475,0.75,0.8,2,10,1,2,0.7499999999999999,0.23921186555159774,0.6714782050964566
162,62,crizotinib,LUAD,LR,TARGET,6.249354497992167,0.75,0.6,1,8,3,3,0.36363636363636365,0.2532741516093305,0.6997274510080841
163,63,crizotinib,LUAD,LR,TARGET,6.249228821592909,0.75,0.4666666666666667,4,3,8,0,0.7727272727272726,0.25516987965606136,0.7035222780188192
164,64,crizotinib,LUAD,LR,TARGET,6.249796192465023,0.75,0.4666666666666667,2,5,6,2,0.5,0.25370828576395726,0.700401838268608
165,65,crizotinib,LUAD,LR,TARGET,6.237046430664894,0.75,0.5333333333333333,3,5,6,1,0.6136363636363636,0.24351154654921142,0.6798001940723015
166,66,crizotinib,LUAD,LR,TARGET,6.24020021853938,0.75,0.6666666666666666,0,10,1,4,0.3409090909090909,0.24834515092819584,0.6898373070734358
167,67,crizotinib,LUAD,LR,TARGET,6.237826462228885,0.75,0.5333333333333333,3,5,6,1,0.5227272727272727,0.25094423983603753,0.6950366639504859
168,68,crizotinib,LUAD,LR,TARGET,6.233368917278584,0.75,0.6666666666666666,2,8,3,2,0.7954545454545454,0.23854356326582676,0.670019539811277
169,69,crizotinib,LUAD,LR,TARGET,6.227320403580563,0.75,0.26666666666666666,1,3,8,3,0.11363636363636362,0.2525723069046292,0.6982967084532726
170,70,crizotinib,LUAD,LR,TARGET,6.247643702942092,0.75,0.4,0,6,5,4,0.13636363636363638,0.2525514727066046,0.6982536155513865
171,71,crizotinib,LUAD,LR,TARGET,6.251005333784198,0.75,0.6,0,9,2,4,0.3181818181818182,0.2532522214893959,0.699684540059356
172,72,crizotinib,LUAD,LR,TARGET,6.2348053662534255,0.75,0.4,2,4,7,2,0.4772727272727273,0.2518002785966231,0.6967483232921734
173,73,crizotinib,LUAD,LR,TARGET,6.230117868106712,0.75,0.6666666666666666,3,7,4,1,0.6818181818181819,0.24605580659737208,0.6852432748773644
174,74,crizotinib,LUAD,LR,TARGET,6.2396927288209945,0.75,0.4666666666666667,1,6,5,3,0.2954545454545454,0.24739668126966177,0.6878828267102921
175,75,crizotinib,LUAD,LR,TARGET,6.239614980751098,0.75,0.5333333333333333,1,7,4,3,0.36363636363636365,0.2488913900701744,0.6909302231977752
176,76,crizotinib,LUAD,LR,TARGET,6.23945986036614,0.75,0.6666666666666666,0,10,1,4,0.2954545454545454,0.2478408708591007,0.6888287109889949
177,77,crizotinib,LUAD,LR,TARGET,6.2383305688995625,0.75,0.7333333333333333,0,11,0,4,0.5,0.24775790665598527,0.6886627565909602
178,78,crizotinib,LUAD,LR,TARGET,6.286499773470685,0.75,0.7333333333333333,0,11,0,4,0.13636363636363635,0.23818873478669614,0.6695212909676492
