,iter,drug,tissue,model,penalty,preproc,balance_weights,feature,feat_dim,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
23,3,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.36666666666666664,8,14,32,6,0.39984472049689435,0.25722863056568684,0.7076605590185454
24,4,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.4,8,16,30,6,0.4635093167701863,0.25192694346405153,0.6969897799000395
25,5,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.4166666666666667,9,16,30,5,0.5201863354037267,0.25095819445448325,0.6950531650073727
26,6,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.5833333333333334,9,26,20,5,0.5877329192546583,0.2426638182804359,0.6784370890547147
27,7,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.48333333333333334,10,19,27,4,0.6389751552795031,0.24524425974591882,0.6836145043735296
28,8,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.48333333333333334,10,19,27,4,0.5954968944099378,0.2484539046943738,0.6900450398122959
29,9,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.45,9,18,28,5,0.5085403726708075,0.2508183889782275,0.6948138337450882
30,0,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.546583850931677,0.1777390187455433,0.5400101767651495
31,1,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.5714285714285715,0.17760328428604064,0.539630351558957
32,2,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.5062111801242235,0.1788563513812969,0.5431675900814906
33,3,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.6956521739130436,0.17672861407430468,0.537161983708719
34,4,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.6537267080745341,0.17683336448504702,0.5374157929318747
35,5,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.531055900621118,0.17813095958223754,0.5407997482482159
36,6,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.5403726708074534,0.17852001025368072,0.5422990400280656
37,7,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.47593167701863354,0.1791177939000658,0.5437877060184422
38,8,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.5527950310559007,0.17816065349700652,0.5413607704401098
39,9,Atezo,BLCA,LR,0.01,standardize,False,IMPRES,1,0.7666666666666667,0,46,0,14,0.5062111801242236,0.17898291674094027,0.543390564538953
40,0,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.5,4,26,20,10,0.5062111801242235,0.2486961695381945,0.6905476668479421
41,1,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.5333333333333333,6,26,20,8,0.5295031055900621,0.24782038643735688,0.688779121769562
42,2,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.5333333333333333,7,25,21,7,0.5108695652173914,0.2485027677831132,0.6901479279876149
43,3,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.6,7,29,17,7,0.577639751552795,0.2463610776562355,0.6858675339812236
44,4,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.6,6,30,16,8,0.5807453416149069,0.246502020616776,0.6861578336066774
45,5,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.5666666666666667,10,24,22,4,0.6319875776397516,0.25044174782572604,0.6940677434476004
46,6,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.6,7,29,17,7,0.5698757763975155,0.24635271249035506,0.6858475029556115
47,7,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.6166666666666667,9,28,18,5,0.6319875776397516,0.24701849448406085,0.6871856847102968
48,8,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.5333333333333333,8,24,22,6,0.579192546583851,0.2482019835949292,0.6895478460039556
49,9,Atezo,BLCA,LR,0.01,standardize,True,MIRACLE,1,0.6,8,28,18,6,0.5605590062111802,0.24817282724933068,0.6895048495902618
50,0,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.5543478260869565,0.17902448942520074,0.5432763940159986
51,1,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.7282608695652174,0.17804082581928557,0.5408664964139224
52,2,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.6459627329192547,0.17768522897275452,0.5398700414859928
53,3,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.5993788819875776,0.1782576746422714,0.541274280690049
54,4,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.5667701863354038,0.17811624609089352,0.5411936271299999
55,5,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.6987577639751553,0.17774781954843658,0.5400456671249416
56,6,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.6319875776397516,0.1776208253467673,0.5396687652451232
57,7,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.6956521739130435,0.17766110878503355,0.5397761874673801
58,8,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.5372670807453416,0.17978774656336943,0.545658963555983
59,9,Atezo,BLCA,LR,0.01,standardize,False,MIRACLE,1,0.7666666666666667,0,46,0,14,0.5543478260869565,0.17856603370592325,0.5422911892709085
60,0,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.6833333333333333,4,37,9,10,0.6133540372670807,0.21532939840935764,0.6227257665784628
61,1,Atezo,BLCA,LR,0.8200000000000001,standardize,True,LCC,1757,0.6666666666666666,2,38,8,12,0.7003105590062112,0.2386751198471461,0.9390377086493583
62,2,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.8,7,41,5,7,0.8245341614906833,0.14672043167849733,0.46509844542429857
63,3,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.6666666666666666,8,32,14,6,0.734472049689441,0.19749791961656893,0.58770452978446
64,4,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.6666666666666666,3,37,9,11,0.6832298136645962,0.20870602900718568,0.6241930031127124
65,5,Atezo,BLCA,LR,0.06,standardize,True,LCC,1757,0.8,6,42,4,8,0.8245341614906833,0.14471649184657345,0.46239418847836106
66,6,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.75,4,41,5,10,0.7531055900621119,0.15672377752677338,0.4707219288841988
67,7,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.7,5,37,9,9,0.5714285714285714,0.22015138006273735,0.7359487278668564
68,8,Atezo,BLCA,LR,0.01,standardize,True,LCC,1757,0.7666666666666667,8,38,8,6,0.7251552795031055,0.1762271873048909,0.5577043597557694
69,9,Atezo,BLCA,LR,0.39,standardize,True,LCC,1757,0.7666666666666667,7,39,7,7,0.765527950310559,0.19325887331617658,0.7459461024948005
70,0,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.75,2,43,3,12,0.8260869565217391,0.15125029899225856,0.44404809406639273
71,1,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.75,5,40,6,9,0.7453416149068323,0.16612375374831181,0.4918866786320575
72,2,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.7333333333333333,3,41,5,11,0.5869565217391304,0.2058995339643191,0.6325991411688575
73,3,Atezo,BLCA,LR,0.07,standardize,False,LCC,1757,0.7833333333333333,4,43,3,10,0.8059006211180124,0.15921655171983826,0.49378444363671853
74,4,Atezo,BLCA,LR,0.67,standardize,False,LCC,1757,0.7333333333333333,4,40,6,10,0.7096273291925466,0.22745068256887008,1.0112760540309107
75,5,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.7166666666666667,3,40,6,11,0.7360248447204969,0.18164494528637823,0.5664472804730037
76,6,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.7833333333333333,5,42,4,9,0.8322981366459627,0.14417515663339928,0.4313296895744729
77,7,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.7333333333333333,4,40,6,10,0.75,0.16742671088532984,0.5016172698246834
78,8,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.75,4,41,5,10,0.7546583850931676,0.16018429154383348,0.48386429516878715
79,9,Atezo,BLCA,LR,0.01,standardize,False,LCC,1757,0.7833333333333333,3,44,2,11,0.641304347826087,0.17077313596251656,0.5822911261581921
80,0,Atezo,BLCA,LR,0.56,standardize,True,WM,12,0.5833333333333334,5,30,16,9,0.5108695652173914,0.23987426646792934,0.6704801477358924
81,1,Atezo,BLCA,LR,0.81,standardize,True,WM,12,0.6833333333333333,6,35,11,8,0.6475155279503105,0.22420367144662207,0.6402233968468387
82,2,Atezo,BLCA,LR,0.75,standardize,True,WM,12,0.6666666666666666,8,32,14,6,0.593167701863354,0.2466272749827658,0.7099758719209839
83,3,Atezo,BLCA,LR,0.5,standardize,True,WM,12,0.5833333333333334,6,29,17,8,0.608695652173913,0.2283460136573569,0.647375501174209
84,4,Atezo,BLCA,LR,0.15,standardize,True,WM,12,0.5833333333333334,8,27,19,6,0.5993788819875776,0.2405850584858863,0.6742845200177627
85,5,Atezo,BLCA,LR,0.62,standardize,True,WM,12,0.43333333333333335,4,22,24,10,0.4704968944099378,0.28349428478652816,0.7944565363962494
86,6,Atezo,BLCA,LR,0.28,standardize,True,WM,12,0.5333333333333333,9,23,23,5,0.5683229813664596,0.26513806556697994,0.730204125396232
87,7,Atezo,BLCA,LR,0.8300000000000001,standardize,True,WM,12,0.6166666666666667,3,34,12,11,0.5450310559006211,0.22716235021622597,0.6453103887661353
88,8,Atezo,BLCA,LR,0.26,standardize,True,WM,12,0.6166666666666667,7,30,16,7,0.6475155279503104,0.22847139045786838,0.6496977553932924
89,9,Atezo,BLCA,LR,0.23,standardize,True,WM,12,0.55,8,25,21,6,0.6832298136645962,0.24618028147244475,0.6939633322511352
90,0,Atezo,BLCA,LR,0.99,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.670807453416149,0.17080602514037338,0.5160098241083733
91,1,Atezo,BLCA,LR,0.71,standardize,False,WM,12,0.75,0,45,1,14,0.5310559006211181,0.18719131913157522,0.5651025254407628
92,2,Atezo,BLCA,LR,0.17,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.6071428571428571,0.17418250934225268,0.5306038811133289
93,3,Atezo,BLCA,LR,1.0,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.5170807453416149,0.18570770989672158,0.5596310231732087
94,4,Atezo,BLCA,LR,0.84,standardize,False,WM,12,0.7833333333333333,1,46,0,13,0.5341614906832298,0.17661273182408316,0.5370084991032064
95,5,Atezo,BLCA,LR,0.93,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.6692546583850931,0.17445650681578406,0.5267142269211152
96,6,Atezo,BLCA,LR,0.03,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.7329192546583851,0.17334073193164465,0.5268293143135215
97,7,Atezo,BLCA,LR,0.99,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.6335403726708074,0.1733255195053301,0.5275940706887134
98,8,Atezo,BLCA,LR,0.31,standardize,False,WM,12,0.7666666666666667,0,46,0,14,0.5978260869565217,0.17419439821373806,0.5305287765201698
99,9,Atezo,BLCA,LR,0.51,standardize,False,WM,12,0.75,0,45,1,14,0.6925465838509317,0.18207250595465194,0.546758482459207
100,0,Atezo,BLCA,LR,0.92,standardize,True,WM_Norm,12,0.6166666666666667,8,29,17,6,0.6490683229813664,0.22911295625038802,0.6520285739277877
101,1,Atezo,BLCA,LR,0.96,standardize,True,WM_Norm,12,0.6166666666666667,5,32,14,9,0.5714285714285714,0.23342064832613182,0.6924518171315166
102,2,Atezo,BLCA,LR,0.41000000000000003,standardize,True,WM_Norm,12,0.6,9,27,19,5,0.6211180124223603,0.2527735361993083,0.7237922732527626
103,3,Atezo,BLCA,LR,0.1,standardize,True,WM_Norm,12,0.55,10,23,23,4,0.6319875776397516,0.24439788332832382,0.6810370645995684
104,4,Atezo,BLCA,LR,0.9400000000000001,standardize,True,WM_Norm,12,0.6,11,25,21,3,0.7298136645962733,0.23335524637235133,0.65862846803497
105,5,Atezo,BLCA,LR,0.05,standardize,True,WM_Norm,12,0.55,5,28,18,9,0.515527950310559,0.24336770684903108,0.6796984740259256
106,6,Atezo,BLCA,LR,0.07,standardize,True,WM_Norm,12,0.75,8,37,9,6,0.672360248447205,0.2199722442035664,0.6323666566196748
107,7,Atezo,BLCA,LR,0.11,standardize,True,WM_Norm,12,0.48333333333333334,7,22,24,7,0.5186335403726708,0.2623059332180614,0.721017008322574
108,8,Atezo,BLCA,LR,0.41000000000000003,standardize,True,WM_Norm,12,0.6,7,29,17,7,0.5496894409937888,0.24469997745728048,0.6879749572845163
109,9,Atezo,BLCA,LR,0.23,standardize,True,WM_Norm,12,0.6,12,24,22,2,0.7453416149068323,0.23801035045739302,0.6689314702368256
110,0,Atezo,BLCA,LR,0.13,standardize,False,WM_Norm,12,0.7666666666666667,0,46,0,14,0.6661490683229814,0.17061682082882895,0.5234927977086505
111,1,Atezo,BLCA,LR,0.19,standardize,False,WM_Norm,12,0.75,0,45,1,14,0.7468944099378882,0.1694681540847057,0.5117064057575984
112,2,Atezo,BLCA,LR,1.0,standardize,False,WM_Norm,12,0.75,0,45,1,14,0.5015527950310559,0.19725105294015605,0.6080573504372018
113,3,Atezo,BLCA,LR,0.51,standardize,False,WM_Norm,12,0.7166666666666667,0,43,3,14,0.5186335403726707,0.20372623933768122,0.6233472317005407
114,4,Atezo,BLCA,LR,0.1,standardize,False,WM_Norm,12,0.7666666666666667,0,46,0,14,0.7437888198757764,0.16969840928222216,0.5169313898132482
115,5,Atezo,BLCA,LR,0.5700000000000001,standardize,False,WM_Norm,12,0.7666666666666667,1,45,1,13,0.7049689440993789,0.1639216161790097,0.500638966077647
116,6,Atezo,BLCA,LR,0.97,standardize,False,WM_Norm,12,0.7666666666666667,0,46,0,14,0.6863354037267081,0.16902296325618638,0.5163250539164341
117,7,Atezo,BLCA,LR,0.03,standardize,False,WM_Norm,12,0.7666666666666667,0,46,0,14,0.7375776397515529,0.1705118579509903,0.5202949024304178
118,8,Atezo,BLCA,LR,0.09,standardize,False,WM_Norm,12,0.7666666666666667,0,46,0,14,0.672360248447205,0.17210097097321372,0.5213216984957002
119,9,Atezo,BLCA,LR,1.0,standardize,False,WM_Norm,12,0.7333333333333333,0,44,2,14,0.5015527950310559,0.188442331336998,0.5705532378950138
120,0,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5882352941176471,8,12,12,2,0.7083333333333334,0.24624092431252265,0.6856794711512075
121,1,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.6176470588235294,8,13,11,2,0.6874999999999999,0.24728510626737965,0.687799801197844
122,2,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5294117647058824,6,12,12,4,0.5708333333333334,0.24932219372720177,0.6917924404514668
123,3,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5,7,10,14,3,0.625,0.24756430326470802,0.6882646263567503
124,4,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5588235294117647,5,14,10,5,0.5166666666666666,0.24845070786927093,0.6900552808364921
125,5,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5,7,10,14,3,0.6,0.2485970719055171,0.6903331042576984
126,6,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5588235294117647,6,13,11,4,0.5583333333333333,0.24730546108976975,0.687745936528375
127,7,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5588235294117647,7,12,12,3,0.6208333333333333,0.24696609623118249,0.687076792994333
128,8,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5294117647058824,7,11,13,3,0.5541666666666667,0.2554557303675741,0.7043896947397914
129,9,Atezo,KIRC,LR,0.01,standardize,True,TARGET,1,0.5882352941176471,6,14,10,4,0.6291666666666667,0.24396260960969632,0.681054056502522
130,0,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.5583333333333333,0.20624354666532696,0.6023331969348739
131,1,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.7583333333333334,0.2041096091720334,0.5973220919229112
132,2,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.7208333333333333,0.2042814747614398,0.5977253040439698
133,3,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.6166666666666666,0.20510440249906842,0.599767725804882
134,4,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.5583333333333333,0.20599557933823226,0.6019066303274575
135,5,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.5083333333333334,0.20761615542467352,0.6057417679666606
136,6,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.5041666666666667,0.20848433038930553,0.607337529590278
137,7,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.65,0.20459361488445954,0.5981602658823822
138,8,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.6791666666666667,0.20439616019380516,0.5979895363351019
139,9,Atezo,KIRC,LR,0.01,standardize,False,TARGET,1,0.7058823529411765,0,24,0,10,0.5833333333333333,0.20563287388130766,0.6009699005588135
140,0,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.47058823529411764,1,15,9,9,0.43125,0.25083303812277247,0.6948088448725145
141,1,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.29411764705882354,5,5,19,5,0.28541666666666665,0.2500340624779043,0.6932153055177095
142,2,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.29411764705882354,6,4,20,4,0.2333333333333333,0.25141415125170186,0.6959756023047107
143,3,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.6176470588235294,5,16,8,5,0.63125,0.24875745572672728,0.6906620247882003
144,4,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.7058823529411765,5,19,5,5,0.6208333333333333,0.24875078370069753,0.690648431689731
145,5,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.5882352941176471,3,17,7,7,0.47916666666666663,0.24958451408851545,0.6923187302331456
146,6,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.5,5,12,12,5,0.4916666666666667,0.2520630352938634,0.6972782505540024
147,7,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.5588235294117647,2,17,7,8,0.4458333333333333,0.24895862492816234,0.6910598931206757
148,8,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.5588235294117647,4,15,9,6,0.5291666666666667,0.24922440841067986,0.6915948589154688
149,9,Atezo,KIRC,LR,0.01,standardize,True,IMPRES,1,0.5882352941176471,4,16,8,6,0.55,0.25024535938845327,0.6936385232525096
150,0,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.3604166666666667,0.20952675084918967,0.6104124102910352
151,1,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.39375000000000004,0.2091868923964835,0.6095775748930763
152,2,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.6,0.20715957562918555,0.6047026865737716
153,3,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.5791666666666666,0.20706617651368034,0.6045101798180057
154,4,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.3354166666666667,0.2128091052592316,0.6183368283036874
155,5,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.44583333333333336,0.20791460624130004,0.6064887585517567
156,6,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.42500000000000004,0.20866953667079713,0.6084370820152972
157,7,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.46249999999999997,0.2083904005343608,0.6076448842673942
158,8,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.6291666666666668,0.20711706655670678,0.6045962809202736
159,9,Atezo,KIRC,LR,0.01,standardize,False,IMPRES,1,0.7058823529411765,0,24,0,10,0.6229166666666667,0.2070019267951262,0.6043301994131064
160,0,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.6764705882352942,7,16,8,3,0.6958333333333334,0.24180126045796313,0.6767322453667804
161,1,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.7647058823529411,10,16,8,0,0.7875000000000001,0.23691545552661442,0.6669125305174364
162,2,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.7058823529411765,7,17,7,3,0.7916666666666666,0.23194404026845206,0.6569296802631035
163,3,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.5,3,14,10,7,0.4708333333333333,0.2489431791667341,0.6909291460557846
164,4,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.5882352941176471,7,13,11,3,0.6625,0.24084919041652852,0.6746974401187447
165,5,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.6764705882352942,7,16,8,3,0.7166666666666667,0.23433519523770102,0.6616499842384478
166,6,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.6764705882352942,8,15,9,2,0.7416666666666667,0.23282320910534737,0.6585909057244028
167,7,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.5882352941176471,6,14,10,4,0.6125,0.24366348065766608,0.6805264889617129
168,8,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.6764705882352942,9,14,10,1,0.8541666666666667,0.23531176268512635,0.6636241026419224
169,9,Atezo,KIRC,LR,0.01,standardize,True,MIRACLE,1,0.7352941176470589,6,19,5,4,0.8416666666666667,0.22406213898109711,0.6409141235089105
170,0,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.6291666666666667,0.204113196606455,0.5969717021158306
171,1,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.6041666666666666,0.20619790140565475,0.6011853905667669
172,2,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.8458333333333333,0.19751627675399844,0.5814770297925508
173,3,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.8,0.19591062634623058,0.5774832764731336
174,4,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.6791666666666667,0.2005246856786951,0.5878635500870171
175,5,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.7875,0.1980493191515274,0.5822572613120304
176,6,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.6875,0.2000318041267692,0.5873102848708603
177,7,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.6708333333333334,0.19995642837214941,0.5874372122029041
178,8,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.725,0.19795349707285362,0.5826588062401845
