,feature,model,i,tissue,y_true,pred_bin,pred_prob
37,TARGET,LR,37,LUAD,0,0,0.48599105369688894
38,TARGET,LR,38,LUAD,0,0,0.49381418898787593
39,TARGET,LR,39,LUAD,0,1,0.5014534353251385
40,TARGET,LR,40,LUAD,1,0,0.49729304215937414
41,TARGET,LR,41,LUAD,0,1,0.5072988134910749
42,TARGET,LR,42,LUAD,0,0,0.4824399542744754
43,TARGET,LR,43,LUAD,0,0,0.49924800260647173
44,TARGET,LR,44,LUAD,0,1,0.5621579095717033
45,TARGET,LR,45,LUAD,0,0,0.49393465236240097
46,TARGET,LR,46,LUAD,1,1,0.538972940918849
47,TARGET,LR,47,LUAD,0,0,0.4926916853777104
48,TARGET,LR,48,LUAD,0,1,0.5181658153966832
49,TARGET,LR,49,LUAD,0,0,0.4981634295081747
50,TARGET,LR,50,LUAD,0,0,0.4975769971290852
51,TARGET,LR,51,LUAD,1,0,0.4930729402613282
52,TARGET,LR,52,LUAD,0,0,0.4939640330788899
53,TARGET,LR,53,LUAD,0,0,0.49372400395494265
54,TARGET,LR,54,LUAD,1,0,0.4892162561452698
55,TARGET,LR,55,LUAD,0,0,0.4937809479552969
56,TARGET,LR,56,LUAD,1,1,0.5408937378745957
57,TARGET,LR,57,LUAD,0,0,0.49821482771709424
58,TARGET,LR,58,LUAD,0,0,0.4944575867243593
59,TARGET,LR,59,LUAD,1,0,0.4942298920623449
60,TARGET,KNN,0,LUAD,0,0,0.0
61,TARGET,KNN,1,LUAD,0,0,0.5
62,TARGET,KNN,2,LUAD,0,0,0.5
63,TARGET,KNN,3,LUAD,0,0,0.4
64,TARGET,KNN,4,LUAD,1,0,0.0
65,TARGET,KNN,5,LUAD,0,0,0.0
66,TARGET,KNN,6,LUAD,1,0,0.0
67,TARGET,KNN,7,LUAD,1,0,0.0
68,TARGET,KNN,8,LUAD,1,1,1.0
69,TARGET,KNN,9,LUAD,0,1,1.0
70,TARGET,KNN,10,LUAD,0,0,0.5
71,TARGET,KNN,11,LUAD,0,0,0.5
72,TARGET,KNN,12,LUAD,1,0,0.0
73,TARGET,KNN,13,LUAD,0,0,0.5
74,TARGET,KNN,14,LUAD,0,0,0.0
75,TARGET,KNN,15,LUAD,0,0,0.0
76,TARGET,KNN,16,LUAD,0,0,0.0
77,TARGET,KNN,17,LUAD,0,0,0.5
78,TARGET,KNN,18,LUAD,1,0,0.0
79,TARGET,KNN,19,LUAD,0,0,0.0
80,TARGET,KNN,20,LUAD,0,0,0.0
81,TARGET,KNN,21,LUAD,1,0,0.5
82,TARGET,KNN,22,LUAD,0,0,0.0
83,TARGET,KNN,23,LUAD,0,0,0.0
84,TARGET,KNN,24,LUAD,0,0,0.0
85,TARGET,KNN,25,LUAD,1,0,0.5
86,TARGET,KNN,26,LUAD,0,0,0.0
87,TARGET,KNN,27,LUAD,1,0,0.16666666666666666
88,TARGET,KNN,28,LUAD,1,0,0.5
89,TARGET,KNN,29,LUAD,0,0,0.0
90,TARGET,KNN,30,LUAD,1,0,0.0
91,TARGET,KNN,31,LUAD,1,0,0.125
92,TARGET,KNN,32,LUAD,0,0,0.0
93,TARGET,KNN,33,LUAD,0,0,0.0
94,TARGET,KNN,34,LUAD,0,0,0.5
95,TARGET,KNN,35,LUAD,0,0,0.0
96,TARGET,KNN,36,LUAD,0,0,0.0
97,TARGET,KNN,37,LUAD,0,0,0.5
98,TARGET,KNN,38,LUAD,0,0,0.0
99,TARGET,KNN,39,LUAD,0,0,0.0
100,TARGET,KNN,40,LUAD,1,0,0.1
101,TARGET,KNN,41,LUAD,0,0,0.3333333333333333
102,TARGET,KNN,42,LUAD,0,0,0.0
103,TARGET,KNN,43,LUAD,0,0,0.0
104,TARGET,KNN,44,LUAD,0,1,1.0
105,TARGET,KNN,45,LUAD,0,0,0.5
106,TARGET,KNN,46,LUAD,1,0,0.3333333333333333
107,TARGET,KNN,47,LUAD,0,0,0.5
108,TARGET,KNN,48,LUAD,0,0,0.5
109,TARGET,KNN,49,LUAD,0,0,0.5
110,TARGET,KNN,50,LUAD,0,1,1.0
111,TARGET,KNN,51,LUAD,1,0,0.5
112,TARGET,KNN,52,LUAD,0,0,0.5
113,TARGET,KNN,53,LUAD,0,1,1.0
114,TARGET,KNN,54,LUAD,1,0,0.5
115,TARGET,KNN,55,LUAD,0,0,0.0
116,TARGET,KNN,56,LUAD,1,0,0.3
117,TARGET,KNN,57,LUAD,0,0,0.0
118,TARGET,KNN,58,LUAD,0,0,0.0
119,TARGET,KNN,59,LUAD,1,0,0.125
