,iter,drug,tissue,model,feature,acc,bal_acc,tp,tn,fp,fn,f1,av_prec,roc_auc,pr_auc
29,29,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5,4,40,16,10,0.23529411764705882,0.2287808378222463,0.5663265306122449,0.2095883227144033
30,30,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.5625,4,47,9,10,0.29629629629629634,0.2877023707294508,0.6377551020408163,0.2573486207557535
31,31,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5,4,40,16,10,0.23529411764705882,0.26589498919267324,0.6505102040816326,0.24243684607350527
32,32,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.2952557256157799,0.6326530612244898,0.2671530163566567
33,33,Atezo,BLCA,LR,PD-L1_common,0.5857142857142857,0.4196428571428571,2,39,17,12,0.12121212121212122,0.1957687583169635,0.49744897959183676,0.18079785064150075
34,34,Atezo,BLCA,LR,PD-L1_common,0.6714285714285714,0.5803571428571428,6,41,15,8,0.34285714285714286,0.22716012719440404,0.5459183673469388,0.2076405758369251
35,35,Atezo,BLCA,LR,PD-L1_common,0.7571428571428571,0.5803571428571428,4,49,7,10,0.32,0.39979996874568735,0.5943877551020408,0.3853019331601013
36,36,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.27003431630764313,0.6135204081632653,0.246668795429152
37,37,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.6517857142857143,7,45,11,7,0.43750000000000006,0.3596478883373874,0.7372448979591837,0.3297071165518661
38,38,Atezo,BLCA,LR,PD-L1_common,0.5857142857142857,0.4732142857142857,4,37,19,10,0.2162162162162162,0.2205172640316274,0.5510204081632653,0.20021394031626796
39,39,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.2996083313281243,0.6020408163265306,0.2632034477809377
40,40,Atezo,BLCA,LR,PD-L1_common,0.6714285714285714,0.5,3,44,12,11,0.20689655172413796,0.1999710925226273,0.44897959183673464,0.17744113887959342
41,41,Atezo,BLCA,LR,PD-L1_common,0.7857142857142857,0.7053571428571428,8,47,9,6,0.5161290322580646,0.5529593862585211,0.7308673469387755,0.5382783062526708
42,42,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5,2,48,8,12,0.16666666666666666,0.22461131242276144,0.5446428571428571,0.20140696348570372
43,43,Atezo,BLCA,LR,PD-L1_common,0.7571428571428571,0.5803571428571428,4,49,7,10,0.32,0.3320847706300668,0.6696428571428572,0.30005196161105024
44,44,Atezo,BLCA,LR,PD-L1_common,0.7,0.625,7,42,14,7,0.4,0.30179566053110435,0.5982142857142858,0.2646423479264014
45,45,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.26802629669812406,0.6454081632653061,0.24392669103626377
46,46,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.5625,6,39,17,8,0.3243243243243243,0.29716835415304504,0.6262755102040817,0.26912589996713865
47,47,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.3098745291316515,0.673469387755102,0.2790519824953478
48,48,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.36763014500464597,0.649234693877551,0.33454487935457883
49,49,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.44959946193073785,0.6849489795918368,0.42843071862099635
50,50,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6964285714285714,9,42,14,5,0.4864864864864865,0.4287901820504484,0.693877551020408,0.40808018322827444
51,51,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.2754171971531537,0.49107142857142855,0.24443196896256603
52,52,Atezo,BLCA,LR,PD-L1_common,0.7714285714285715,0.6160714285714286,5,49,7,9,0.3846153846153846,0.3435533326413318,0.6211734693877551,0.3053695875203544
53,53,Atezo,BLCA,LR,PD-L1_common,0.7571428571428571,0.6339285714285714,6,47,9,8,0.4137931034482759,0.31123552444400704,0.6211734693877552,0.27980066861297603
54,54,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.625,6,46,10,8,0.39999999999999997,0.34497080426684434,0.6428571428571428,0.31189715527871104
55,55,Atezo,BLCA,LR,PD-L1_common,0.6142857142857143,0.5178571428571429,5,38,18,9,0.27027027027027023,0.23692122291971676,0.5510204081632653,0.2101763906231165
56,56,Atezo,BLCA,LR,PD-L1_common,0.7,0.5714285714285714,5,44,12,9,0.3225806451612903,0.29590722106434453,0.6211734693877551,0.2645125892443754
57,57,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.2806067348930949,0.659438775510204,0.25431149503489126
58,58,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.625,6,46,10,8,0.39999999999999997,0.3425065092290022,0.6020408163265306,0.3041204815893749
59,59,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.5357142857142857,5,40,16,9,0.2857142857142857,0.31489791639843545,0.5459183673469388,0.296447352997563
60,60,Atezo,BLCA,LR,PD-L1_common,0.7,0.625,7,42,14,7,0.4,0.28027001526690026,0.6313775510204082,0.2566656217622226
61,61,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5535714285714286,4,46,10,10,0.2857142857142857,0.39624724442559467,0.7079081632653061,0.37560453949040307
62,62,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.5357142857142857,3,48,8,11,0.23999999999999996,0.29006418499642483,0.6581632653061225,0.2598530477008911
63,63,Atezo,BLCA,LR,PD-L1_common,0.6,0.5089285714285714,5,37,19,9,0.2631578947368421,0.2437221170028618,0.5089285714285714,0.21457362011653586
64,64,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.5892857142857143,7,38,18,7,0.358974358974359,0.3117738262803784,0.586734693877551,0.27938302712777296
65,65,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.6339285714285714,7,43,13,7,0.4117647058823529,0.39928207896771806,0.653061224489796,0.36009998368418744
66,66,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.3283355496278001,0.7283163265306123,0.2984400101311186
67,67,Atezo,BLCA,LR,PD-L1_common,0.6,0.45535714285714285,3,39,17,11,0.1764705882352941,0.21037246561046324,0.5012755102040817,0.19114640679702377
68,68,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.30132722653036415,0.6428571428571428,0.2702390339347596
69,69,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.348032024515033,0.6696428571428572,0.3181376318726525
70,70,Atezo,BLCA,LR,PD-L1_common,0.7,0.5446428571428572,4,45,11,10,0.2758620689655172,0.24110719841178282,0.4910714285714286,0.21205569254231615
71,71,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5178571428571428,4,42,14,10,0.25,0.31438986664632107,0.6607142857142857,0.2769379567237676
72,72,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.45932075063275923,0.7538265306122449,0.44345863199737245
73,73,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.2747373115658077,0.576530612244898,0.24417289712827145
74,74,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.3025602637562135,0.5752551020408163,0.2856390548230902
75,75,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.5357142857142857,5,40,16,9,0.2857142857142857,0.2344684969222233,0.5867346938775511,0.21574184345828545
76,76,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2846442287567518,0.6505102040816326,0.2592721446357217
77,77,Atezo,BLCA,LR,PD-L1_common,0.6,0.4285714285714286,2,40,16,12,0.125,0.2367156641600641,0.576530612244898,0.21126306912967707
78,78,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.309578127885034,0.6058673469387755,0.27255288894168705
79,79,Atezo,BLCA,LR,PD-L1_common,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.2540616395781946,0.6147959183673469,0.23056391074820135
80,80,Atezo,BLCA,LR,PD-L1_common,0.7,0.5714285714285714,5,44,12,9,0.3225806451612903,0.26732313376819045,0.6224489795918366,0.24181081824995299
81,81,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5089285714285714,3,45,11,11,0.21428571428571427,0.2433638564219864,0.5561224489795918,0.2176417569294414
82,82,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.3039220908299856,0.6798469387755102,0.276096829493043
83,83,Atezo,BLCA,LR,PD-L1_common,0.5714285714285714,0.4375,3,37,19,11,0.16666666666666663,0.2254457429284502,0.4489795918367347,0.19733783254910425
84,84,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6696428571428572,8,43,13,6,0.4571428571428571,0.38254637511785927,0.7053571428571428,0.3486265341813158
85,85,Atezo,BLCA,LR,PD-L1_common,0.7714285714285715,0.6160714285714286,5,49,7,9,0.3846153846153846,0.35331860406214644,0.6798469387755102,0.31986598572297403
86,86,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.2682658237279083,0.5739795918367346,0.24114934526335047
87,87,Atezo,BLCA,LR,PD-L1_common,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.35181458891985207,0.7206632653061225,0.32168998564666257
88,88,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5267857142857143,5,39,17,9,0.2777777777777778,0.2634221940282671,0.5650510204081632,0.22903546807079994
89,89,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5,4,40,16,10,0.23529411764705882,0.24936136280216864,0.6173469387755102,0.2285055026067201
90,90,Atezo,BLCA,LR,PD-L1_common,0.7,0.625,7,42,14,7,0.4,0.3151505559706044,0.6619897959183674,0.27908771469075355
91,91,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.3169740212834229,0.6798469387755103,0.2811020990967679
92,92,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5535714285714286,4,46,10,10,0.2857142857142857,0.38229445419036845,0.6096938775510203,0.3687090817488019
93,93,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.32209083712611686,0.6747448979591837,0.2852110715876079
94,94,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.6875,9,41,15,5,0.4736842105263159,0.396240907195773,0.760204081632653,0.3567328370584157
95,95,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.6785714285714286,8,44,12,6,0.47058823529411764,0.3796268946174961,0.6926020408163265,0.3457649852588555
96,96,Atezo,BLCA,LR,PD-L1_common,0.6142857142857143,0.5178571428571429,5,38,18,9,0.27027027027027023,0.22298221989935363,0.5357142857142857,0.20168096391261733
97,97,Atezo,BLCA,LR,PD-L1_common,0.7,0.625,7,42,14,7,0.4,0.33763887997177944,0.6619897959183674,0.3049851477188703
98,98,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.23746689316691122,0.5637755102040817,0.2158208051821657
99,99,Atezo,BLCA,LR,PD-L1_common,0.6142857142857143,0.5446428571428571,6,37,19,8,0.30769230769230765,0.3647317141458475,0.614795918367347,0.34450167534294485
0,0,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.37049815996075086,0.6198979591836735,0.3496671704012031
1,1,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5267857142857143,4,43,13,10,0.2580645161290323,0.2533989024881684,0.5892857142857143,0.23148455825952396
2,2,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.7410714285714286,10,43,13,4,0.5405405405405405,0.3937449103026089,0.7576530612244898,0.36286762413459933
3,3,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.2885547730463051,0.6313775510204082,0.261133643302117
4,4,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.4443364997060817,0.6913265306122448,0.4243684206280307
5,5,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5267857142857143,4,43,13,10,0.2580645161290323,0.2439521421666813,0.5204081632653061,0.21774035280141812
6,6,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.2686814957632773,0.625,0.24626730676621464
7,7,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.25672403071840094,0.5982142857142856,0.23463596746631118
8,8,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.24120378568049936,0.5880102040816326,0.22135434904426116
9,9,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.625,8,38,18,6,0.4,0.2966729642577418,0.6186224489795918,0.2607365229814171
10,10,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.3894557862955498,0.7193877551020409,0.3500713103970729
11,11,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.307406884913899,0.6211734693877551,0.2701199203166494
12,12,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.27455050375924633,0.6262755102040817,0.2485529986771778
13,13,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.29332824504391225,0.6352040816326531,0.2656899713523268
14,14,Atezo,BLCA,LR,PD-L1_LCC,0.5714285714285714,0.4642857142857143,4,36,20,10,0.2105263157894737,0.2472612268677746,0.5790816326530612,0.22009237863071268
15,15,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5267857142857143,4,43,13,10,0.2580645161290323,0.27299621271076074,0.6352040816326531,0.24808927654476698
16,16,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.625,6,46,10,8,0.39999999999999997,0.31471045946262516,0.6760204081632654,0.28774676706305363
17,17,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.2763186060024655,0.6211734693877551,0.24731466420607245
18,18,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6607142857142857,7,46,10,7,0.45161290322580644,0.39449554394452047,0.5956632653061223,0.37999475598436516
19,19,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.7321428571428572,9,46,10,5,0.5454545454545454,0.5200964278992228,0.8188775510204082,0.49721819294060643
20,20,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5803571428571428,6,41,15,8,0.34285714285714286,0.2662568974580235,0.6033163265306122,0.23960630863677462
21,21,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5714285714285714,5,44,12,9,0.3225806451612903,0.2746868418714912,0.5994897959183674,0.24729477153573112
22,22,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5803571428571428,6,41,15,8,0.34285714285714286,0.2850823238290396,0.6224489795918368,0.2577915949218457
23,23,Atezo,BLCA,LR,PD-L1_LCC,0.8,0.7142857142857142,8,48,8,6,0.5333333333333333,0.4671950754451213,0.7729591836734694,0.4270377105088469
24,24,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.2538277095235047,0.5089285714285714,0.21927872804618098
25,25,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6964285714285714,9,42,14,5,0.4864864864864865,0.3820256547886154,0.6428571428571429,0.3429708284115706
26,26,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.28461275914318984,0.6568877551020408,0.2554006130151571
27,27,Atezo,BLCA,LR,PD-L1_LCC,0.5857142857142857,0.5,5,36,20,9,0.25641025641025644,0.29675146098193156,0.5816326530612245,0.2596998720416196
28,28,Atezo,BLCA,LR,PD-L1_LCC,0.6428571428571429,0.5892857142857143,7,38,18,7,0.358974358974359,0.2820677762828173,0.6479591836734695,0.2559424215283739
29,29,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5,3,44,12,11,0.20689655172413796,0.2435477919158171,0.5331632653061225,0.21058675413269556
30,30,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.5357142857142857,3,48,8,11,0.23999999999999996,0.2869814344125464,0.5637755102040816,0.25591771253150725
31,31,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.28629014138031694,0.596938775510204,0.25561255874618505
32,32,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5267857142857143,4,43,13,10,0.2580645161290323,0.2582710927843304,0.5051020408163265,0.22319800217622537
33,33,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.32193898726164794,0.5841836734693877,0.2895411203745408
34,34,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5982142857142857,7,39,17,7,0.3684210526315789,0.27141707319346153,0.6568877551020408,0.24935082158654126
35,35,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.25710139892170025,0.6198979591836734,0.23446513262223298
36,36,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.31998675946932975,0.6045918367346939,0.2822277742921689
37,37,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.35401396078168845,0.6364795918367346,0.33410047253733155
38,38,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5535714285714286,4,46,10,10,0.2857142857142857,0.29571026125297273,0.5637755102040817,0.26393493005438456
39,39,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5178571428571428,3,46,10,11,0.22222222222222224,0.2754739655920564,0.4923469387755103,0.2394079591591228
40,40,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.34088150799839767,0.6352040816326531,0.3086869382718916
41,41,Atezo,BLCA,LR,PD-L1_LCC,0.6428571428571429,0.5625,6,39,17,8,0.3243243243243243,0.29902426972915697,0.6352040816326531,0.26315350105696506
42,42,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.3781368496567452,0.6670918367346939,0.3580434459112508
43,43,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.3339946288711826,0.6339285714285715,0.30112315858726874
44,44,Atezo,BLCA,LR,PD-L1_LCC,0.7571428571428571,0.6071428571428571,5,48,8,9,0.3703703703703704,0.32583650678302334,0.6568877551020408,0.2883929158897777
45,45,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5446428571428572,4,45,11,10,0.2758620689655172,0.274032743505842,0.6543367346938775,0.25192794029721266
46,46,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.7053571428571429,9,43,13,5,0.5000000000000001,0.39794832012877124,0.6849489795918369,0.37730649966420904
47,47,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.4057285706680333,0.6479591836734694,0.3668983391816752
48,48,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.3604385204287597,0.6658163265306122,0.3271001351230987
49,49,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.3088791437627683,0.6517857142857143,0.2819875115628359
50,50,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.4001690671993259,0.6811224489795918,0.38625393662759544
51,51,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5267857142857143,3,47,9,11,0.23076923076923075,0.259567665450524,0.6224489795918368,0.23213688654680104
52,52,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5178571428571428,4,42,14,10,0.25,0.2614658798752575,0.5816326530612245,0.23196461140237346
53,53,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.5625,4,47,9,10,0.29629629629629634,0.25856542972570346,0.5778061224489797,0.23380330771160598
54,54,Atezo,BLCA,LR,PD-L1_LCC,0.6428571428571429,0.5892857142857143,7,38,18,7,0.358974358974359,0.24132774399872509,0.6033163265306123,0.22172922529685868
55,55,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.6517857142857143,7,45,11,7,0.43750000000000006,0.3146473181695729,0.6275510204081632,0.28240709748199677
56,56,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2415781518026507,0.528061224489796,0.21630392339149462
57,57,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.3046281789948201,0.639030612244898,0.2757914205246232
58,58,Atezo,BLCA,LR,PD-L1_LCC,0.7428571428571429,0.5714285714285714,4,48,8,10,0.30769230769230765,0.30840462743787866,0.6403061224489797,0.27661031041890144
59,59,Atezo,BLCA,LR,PD-L1_LCC,0.6285714285714286,0.5267857142857143,5,39,17,9,0.2777777777777778,0.24950125140956275,0.5803571428571429,0.22640398778912518
60,60,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.6785714285714286,9,40,16,5,0.4615384615384615,0.3238006463561795,0.7410714285714286,0.29936148410609387
61,61,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.5178571428571429,5,38,18,9,0.27027027027027023,0.3595343119416233,0.6696428571428572,0.3209605165021588
62,62,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.2772689331403664,0.6415816326530612,0.25442861647819937
63,63,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5,2,48,8,12,0.16666666666666666,0.22410086936126297,0.5229591836734694,0.19984625417798996
64,64,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6696428571428572,9,39,17,5,0.45,0.3236671265321464,0.7053571428571428,0.29715005259071464
65,65,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.5982142857142857,6,43,13,8,0.36363636363636365,0.34697574365934936,0.6313775510204083,0.32814861433180376
66,66,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.2880279171361751,0.6734693877551021,0.2643056892209378
67,67,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5714285714285714,6,40,16,8,0.33333333333333326,0.2632890321104571,0.625,0.23896495545683252
68,68,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.625,8,38,18,6,0.4,0.3177481492752429,0.6709183673469388,0.2892618483451191
69,69,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6428571428571428,8,40,16,6,0.4210526315789474,0.537898075532348,0.701530612244898,0.5234601925105576
70,70,Atezo,BLCA,LR,PD-L1_LCC,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.26972022257448575,0.6428571428571428,0.24528061986269373
71,71,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6696428571428572,8,43,13,6,0.4571428571428571,0.3518134883140378,0.6607142857142858,0.3184494945589656
72,72,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.30255278809579883,0.6875,0.2774008193598172
73,73,Atezo,BLCA,LR,PD-L1_LCC,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.2707098531673865,0.6262755102040816,0.2480445883701377
74,74,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.5446428571428571,6,37,19,8,0.30769230769230765,0.2948721652719491,0.5816326530612245,0.2582991735931168
75,75,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.6785714285714286,7,48,8,7,0.4827586206896552,0.3918579190488436,0.6772959183673469,0.3581709086611204
76,76,Atezo,BLCA,LR,PD-L1_LCC,0.7857142857142857,0.625,5,50,6,9,0.4,0.32989144535062903,0.6339285714285714,0.2919298594042317
77,77,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.2619092700234893,0.6250000000000001,0.23977379818732122
78,78,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.38954479875548154,0.7257653061224489,0.3496320755484398
79,79,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.3075211734887748,0.659438775510204,0.2812959544125919
80,80,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.3366844114182179,0.6747448979591837,0.3036719903388677
81,81,Atezo,BLCA,LR,PD-L1_LCC,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.30763404868642313,0.6441326530612245,0.2714369575497938
82,82,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6071428571428572,7,40,16,7,0.3783783783783784,0.2744530059151784,0.5778061224489796,0.24423873835917914
83,83,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.6339285714285714,8,39,17,6,0.41025641025641024,0.3285781107905764,0.6543367346938775,0.2959268072424544
84,84,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.23110444606326663,0.5765306122448979,0.2112634160335159
85,85,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.2493257141198257,0.5663265306122449,0.22491118338499053
86,86,Atezo,BLCA,LR,PD-L1_LCC,0.6,0.48214285714285715,4,38,18,10,0.2222222222222222,0.20628054964882664,0.5063775510204082,0.1869558505597659
87,87,Atezo,BLCA,LR,PD-L1_LCC,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.3160301775776422,0.645408163265306,0.28404085667077866
88,88,Atezo,BLCA,LR,PD-L1_LCC,0.6142857142857143,0.49107142857142855,4,39,17,10,0.22857142857142854,0.2519243830602069,0.5816326530612246,0.2241720904267996
89,89,Atezo,BLCA,LR,PD-L1_LCC,0.6714285714285714,0.5,3,44,12,11,0.20689655172413796,0.23175049159176447,0.5599489795918368,0.2102224367354499
90,90,Atezo,BLCA,LR,PD-L1_LCC,0.7,0.6517857142857142,8,41,15,6,0.4324324324324324,0.39283652505291156,0.7130102040816326,0.3721892604740341
