"","Gene","Count","Thresh.Name","Thresh.Value"
"1","AATK",11,"narrow",0.002
"2","ABCC3",32,"narrow",0.002
"3","ABCC9",17,"narrow",0.002
"4","ABCG1",1,"narrow",0.002
"5","ABHD15",1,"narrow",0.002
"6","ABI3BP",10,"narrow",0.002
"7","ABLIM1",1,"narrow",0.002
"8","ABLIM2",3,"narrow",0.002
"9","ABO",1,"narrow",0.002
"10","ACE",2,"narrow",0.002
"11","ACKR3",4,"narrow",0.002
"12","ACOT12",1,"narrow",0.002
"13","ACSM5",37,"narrow",0.002
"14","ACTG2",16,"narrow",0.002
"15","ACVRL1",1,"narrow",0.002
"16","ADAM33",73,"narrow",0.002
"17","ADAMTS10",18,"narrow",0.002
"18","ADAMTS12",58,"narrow",0.002
"19","ADAMTS14",1,"narrow",0.002
"20","ADAMTS16",1,"narrow",0.002
"21","ADAMTS2",143,"narrow",0.002
"22","ADAMTS4",4,"narrow",0.002
"23","ADAMTS5",1,"narrow",0.002
"24","ADAMTS6",1,"narrow",0.002
"25","ADAMTSL1",29,"narrow",0.002
"26","ADARB2",19,"narrow",0.002
"27","ADCY2",2,"narrow",0.002
"28","ADORA2B",1,"narrow",0.002
"29","ADRA1D",20,"narrow",0.002
"30","ADRB2",1,"narrow",0.002
"31","AFF2",1,"narrow",0.002
"32","AGAP2",35,"narrow",0.002
"33","AGT",1,"narrow",0.002
"34","AJAP1",8,"narrow",0.002
"35","AK5",3,"narrow",0.002
"36","ALPK2",72,"narrow",0.002
"37","ALPL",3,"narrow",0.002
"38","ALS2CL",3,"narrow",0.002
"39","ALX4",4,"narrow",0.002
"40","AMHR2",26,"narrow",0.002
"41","AMIGO2",1,"narrow",0.002
"42","AMZ1",1,"narrow",0.002
"43","ANGEL1",1,"narrow",0.002
"44","ANGPT2",9,"narrow",0.002
"45","ANGPTL2",1,"narrow",0.002
"46","ANKFN1",1,"narrow",0.002
"47","ANKRD1",1,"narrow",0.002
"48","ANKRD35",23,"narrow",0.002
"49","ANO2",3,"narrow",0.002
"50","ANPEP",11,"narrow",0.002
"51","AOX1",38,"narrow",0.002
"52","APBB1IP",67,"narrow",0.002
"53","APCDD1L",52,"narrow",0.002
"54","APLN",4,"narrow",0.002
"55","APOA1",1,"narrow",0.002
"56","APOC1",65,"narrow",0.002
"57","AQP1",8,"narrow",0.002
"58","AR",2,"narrow",0.002
"59","AREG",4,"narrow",0.002
"60","ARHGAP22",1,"narrow",0.002
"61","ARHGAP29",4,"narrow",0.002
"62","ARHGAP8",9,"narrow",0.002
"63","ARMC4",1,"narrow",0.002
"64","ARPP21",11,"narrow",0.002
"65","ARSI",1,"narrow",0.002
"66","ASS1",17,"narrow",0.002
"67","ASTN1",62,"narrow",0.002
"68","ATAD3C",41,"narrow",0.002
"69","ATP6V1C2",19,"narrow",0.002
"70","ATP8A1",3,"narrow",0.002
"71","ATP8A2",1,"narrow",0.002
"72","ATP8B1",4,"narrow",0.002
"73","B3GALT5",2,"narrow",0.002
"74","BAAT",2,"narrow",0.002
"75","BARX2",114,"narrow",0.002
"76","BASP1",9,"narrow",0.002
"77","BATF",1,"narrow",0.002
"78","BCAT1",29,"narrow",0.002
"79","BCL11B",2,"narrow",0.002
"80","BDKRB1",29,"narrow",0.002
"81","BDKRB2",8,"narrow",0.002
"82","BDNF",17,"narrow",0.002
"83","BEND6",2,"narrow",0.002
"84","BEX1",7,"narrow",0.002
"85","BGN",13,"narrow",0.002
"86","BMP7",1,"narrow",0.002
"87","BMPER",4,"narrow",0.002
"88","BMX",1,"narrow",0.002
"89","BNC1",8,"narrow",0.002
"90","BPIFB1",1,"narrow",0.002
"91","BRINP2",1,"narrow",0.002
"92","BTNL9",1,"narrow",0.002
"93","C11orf87",6,"narrow",0.002
"94","C12orf75",1,"narrow",0.002
"95","C14orf39",1,"narrow",0.002
"96","C16orf74",2,"narrow",0.002
"97","C16orf89",2,"narrow",0.002
"98","C1QTNF3",18,"narrow",0.002
"99","C1QTNF5",3,"narrow",0.002
"100","C1orf94",11,"narrow",0.002
"101","C6orf223",105,"narrow",0.002
"102","C7orf61",1,"narrow",0.002
"103","CA2",35,"narrow",0.002
"104","CA6",10,"narrow",0.002
"105","CA9",2,"narrow",0.002
"106","CACNA2D3",31,"narrow",0.002
"107","CACNA2D4",2,"narrow",0.002
"108","CALB1",2,"narrow",0.002
"109","CAMK1D",2,"narrow",0.002
"110","CAPS",14,"narrow",0.002
"111","CAPSL",3,"narrow",0.002
"112","CCBE1",37,"narrow",0.002
"113","CCDC144NL",1,"narrow",0.002
"114","CCDC42",3,"narrow",0.002
"115","CCDC68",13,"narrow",0.002
"116","CCDC8",19,"narrow",0.002
"117","CCDC80",22,"narrow",0.002
"118","CCDC81",1,"narrow",0.002
"119","CCDC82",1,"narrow",0.002
"120","CCDC85A",8,"narrow",0.002
"121","CCDC88C",9,"narrow",0.002
"122","CCL2",18,"narrow",0.002
"123","CCL5",64,"narrow",0.002
"124","CD163L1",93,"narrow",0.002
"125","CD248",100,"narrow",0.002
"126","CD36",13,"narrow",0.002
"127","CD52",15,"narrow",0.002
"128","CD55",19,"narrow",0.002
"129","CD79A",12,"narrow",0.002
"130","CD79B",1,"narrow",0.002
"131","CD8A",3,"narrow",0.002
"132","CDA",1,"narrow",0.002
"133","CDC42BPG",2,"narrow",0.002
"134","CDH1",13,"narrow",0.002
"135","CDH11",36,"narrow",0.002
"136","CDH12",2,"narrow",0.002
"137","CDH3",3,"narrow",0.002
"138","CDK15",4,"narrow",0.002
"139","CDS1",21,"narrow",0.002
"140","CDYL2",4,"narrow",0.002
"141","CEACAM6",1,"narrow",0.002
"142","CFH",27,"narrow",0.002
"143","CH25H",2,"narrow",0.002
"144","CHAC1",1,"narrow",0.002
"145","CHDH",26,"narrow",0.002
"146","CHI3L2",2,"narrow",0.002
"147","CHN1",2,"narrow",0.002
"148","CHN2",5,"narrow",0.002
"149","CHODL",5,"narrow",0.002
"150","CHRNA6",3,"narrow",0.002
"151","CITED4",2,"narrow",0.002
"152","CLEC2L",22,"narrow",0.002
"153","CLGN",1,"narrow",0.002
"154","CLIC6",1,"narrow",0.002
"155","CLMP",6,"narrow",0.002
"156","CLSTN2",9,"narrow",0.002
"157","CLU",1,"narrow",0.002
"158","CMKLR1",13,"narrow",0.002
"159","CMTM5",1,"narrow",0.002
"160","CNDP1",14,"narrow",0.002
"161","CNGA3",1,"narrow",0.002
"162","CNN3",2,"narrow",0.002
"163","CNPY1",7,"narrow",0.002
"164","CNTFR",1,"narrow",0.002
"165","CNTN6",9,"narrow",0.002
"166","CNTNAP2",3,"narrow",0.002
"167","CNTNAP4",98,"narrow",0.002
"168","COL11A1",5,"narrow",0.002
"169","COL11A2",1,"narrow",0.002
"170","COL1A1",169,"narrow",0.002
"171","COL1A2",17,"narrow",0.002
"172","COL3A1",51,"narrow",0.002
"173","COL4A3",1,"narrow",0.002
"174","COL4A6",27,"narrow",0.002
"175","COL5A1",3,"narrow",0.002
"176","COL6A1",1,"narrow",0.002
"177","COL6A3",10,"narrow",0.002
"178","COL8A1",1,"narrow",0.002
"179","COL8A2",1,"narrow",0.002
"180","COL9A1",2,"narrow",0.002
"181","COLEC10",56,"narrow",0.002
"182","CORO2A",34,"narrow",0.002
"183","COX7A1",49,"narrow",0.002
"184","CPA4",22,"narrow",0.002
"185","CPED1",21,"narrow",0.002
"186","CPLX1",4,"narrow",0.002
"187","CPNE5",1,"narrow",0.002
"188","CREB3L1",81,"narrow",0.002
"189","CRIP1",121,"narrow",0.002
"190","CRLF1",2,"narrow",0.002
"191","CRMP1",2,"narrow",0.002
"192","CSF2",19,"narrow",0.002
"193","CSF2RB",1,"narrow",0.002
"194","CSF3",48,"narrow",0.002
"195","CSMD2",63,"narrow",0.002
"196","CST1",2,"narrow",0.002
"197","CT45A5",6,"narrow",0.002
"198","CTAG2",15,"narrow",0.002
"199","CTF1",9,"narrow",0.002
"200","CTH",1,"narrow",0.002
"201","CTSG",1,"narrow",0.002
"202","CXCL12",46,"narrow",0.002
"203","CXCL3",1,"narrow",0.002
"204","CYP26A1",140,"narrow",0.002
"205","CYYR1",8,"narrow",0.002
"206","DAB2IP",4,"narrow",0.002
"207","DCDC2",1,"narrow",0.002
"208","DCHS1",1,"narrow",0.002
"209","DCN",26,"narrow",0.002
"210","DDAH1",1,"narrow",0.002
"211","DDIT4L",1,"narrow",0.002
"212","DDX25",2,"narrow",0.002
"213","DDX43",8,"narrow",0.002
"214","DHX36",1,"narrow",0.002
"215","DISP2",1,"narrow",0.002
"216","DLGAP2",29,"narrow",0.002
"217","DLL1",17,"narrow",0.002
"218","DLX3",2,"narrow",0.002
"219","DMGDH",1,"narrow",0.002
"220","DMKN",66,"narrow",0.002
"221","DNAH11",1,"narrow",0.002
"222","DNAH5",2,"narrow",0.002
"223","DNALI1",7,"narrow",0.002
"224","DOCK2",1,"narrow",0.002
"225","DOK6",2,"narrow",0.002
"226","DPP4",2,"narrow",0.002
"227","DPT",15,"narrow",0.002
"228","DPYSL5",1,"narrow",0.002
"229","DR1",3,"narrow",0.002
"230","DRAXIN",5,"narrow",0.002
"231","DRD2",3,"narrow",0.002
"232","DSC2",5,"narrow",0.002
"233","DSE",19,"narrow",0.002
"234","DSP",1,"narrow",0.002
"235","DTD2",1,"narrow",0.002
"236","DUSP5",30,"narrow",0.002
"237","EBI3",1,"narrow",0.002
"238","ECM2",5,"narrow",0.002
"239","EDARADD",4,"narrow",0.002
"240","EDN1",6,"narrow",0.002
"241","EFCAB1",1,"narrow",0.002
"242","EFHC2",4,"narrow",0.002
"243","EFHD1",7,"narrow",0.002
"244","EFNA1",1,"narrow",0.002
"245","EGFR",7,"narrow",0.002
"246","EGR4",21,"narrow",0.002
"247","ELN",4,"narrow",0.002
"248","EMX2",1,"narrow",0.002
"249","ENTPD2",1,"narrow",0.002
"250","EPB41L4A",1,"narrow",0.002
"251","EPCAM",1,"narrow",0.002
"252","EPHA7",25,"narrow",0.002
"253","EPHA8",16,"narrow",0.002
"254","EPSTI1",11,"narrow",0.002
"255","ERAP2",3,"narrow",0.002
"256","ERC2",14,"narrow",0.002
"257","ESM1",76,"narrow",0.002
"258","ESPN",23,"narrow",0.002
"259","EXPH5",1,"narrow",0.002
"260","EYA2",15,"narrow",0.002
"261","FA2H",70,"narrow",0.002
"262","FAIM2",7,"narrow",0.002
"263","FAM155A",9,"narrow",0.002
"264","FAM167A",24,"narrow",0.002
"265","FAM180A",35,"narrow",0.002
"266","FAM216B",1,"narrow",0.002
"267","FAM83F",107,"narrow",0.002
"268","FAT2",6,"narrow",0.002
"269","FAT3",60,"narrow",0.002
"270","FBLN2",15,"narrow",0.002
"271","FCER1G",66,"narrow",0.002
"272","FER1L6",21,"narrow",0.002
"273","FERMT3",4,"narrow",0.002
"274","FES",2,"narrow",0.002
"275","FGD5",13,"narrow",0.002
"276","FGF14",2,"narrow",0.002
"277","FGF2",1,"narrow",0.002
"278","FGF5",4,"narrow",0.002
"279","FGF7",20,"narrow",0.002
"280","FGFBP2",2,"narrow",0.002
"281","FGFR2",9,"narrow",0.002
"282","FGL1",1,"narrow",0.002
"283","FGL2",4,"narrow",0.002
"284","FHAD1",5,"narrow",0.002
"285","FIBIN",7,"narrow",0.002
"286","FLNC",28,"narrow",0.002
"287","FMNL1",2,"narrow",0.002
"288","FMOD",5,"narrow",0.002
"289","FN3KRP",1,"narrow",0.002
"290","FOXB1",1,"narrow",0.002
"291","FOXL1",2,"narrow",0.002
"292","FOXL2",35,"narrow",0.002
"293","FOXR2",14,"narrow",0.002
"294","FUT3",10,"narrow",0.002
"295","G0S2",16,"narrow",0.002
"296","GABBR2",11,"narrow",0.002
"297","GABRB2",1,"narrow",0.002
"298","GABRE",1,"narrow",0.002
"299","GAL3ST1",127,"narrow",0.002
"300","GALNT14",3,"narrow",0.002
"301","GALNT15",125,"narrow",0.002
"302","GBP6",4,"narrow",0.002
"303","GCSAML",1,"narrow",0.002
"304","GDA",2,"narrow",0.002
"305","GDF5",4,"narrow",0.002
"306","GFRA1",1,"narrow",0.002
"307","GFRA3",28,"narrow",0.002
"308","GIMAP5",4,"narrow",0.002
"309","GJA1",23,"narrow",0.002
"310","GJB2",29,"narrow",0.002
"311","GJB6",3,"narrow",0.002
"312","GLDN",6,"narrow",0.002
"313","GLIPR1",14,"narrow",0.002
"314","GLIS3",3,"narrow",0.002
"315","GLRB",1,"narrow",0.002
"316","GLT8D2",30,"narrow",0.002
"317","GLYATL1",2,"narrow",0.002
"318","GNGT1",1,"narrow",0.002
"319","GOLM1",1,"narrow",0.002
"320","GPER1",1,"narrow",0.002
"321","GPR1",22,"narrow",0.002
"322","GPR12",13,"narrow",0.002
"323","GPR176",1,"narrow",0.002
"324","GPR39",6,"narrow",0.002
"325","GPR68",3,"narrow",0.002
"326","GPR84",19,"narrow",0.002
"327","GPRC5D",44,"narrow",0.002
"328","GPX3",6,"narrow",0.002
"329","GRAMD1B",10,"narrow",0.002
"330","GRAP",1,"narrow",0.002
"331","GREM1",7,"narrow",0.002
"332","GRIA3",40,"narrow",0.002
"333","GRIK4",78,"narrow",0.002
"334","GRTP1",7,"narrow",0.002
"335","GSTM1",50,"narrow",0.002
"336","GUCY1A2",1,"narrow",0.002
"337","GYPE",1,"narrow",0.002
"338","HAS1",1,"narrow",0.002
"339","HAS3",7,"narrow",0.002
"340","HECW2",4,"narrow",0.002
"341","HEPH",12,"narrow",0.002
"342","HES2",7,"narrow",0.002
"343","HHIP",5,"narrow",0.002
"344","HIC1",68,"narrow",0.002
"345","HIP1R",17,"narrow",0.002
"346","HLA-DOA",2,"narrow",0.002
"347","HLA-DQA1",6,"narrow",0.002
"348","HLA-DRA",1,"narrow",0.002
"349","HLA-DRB1",2,"narrow",0.002
"350","HLA-DRB5",1,"narrow",0.002
"351","HMSD",3,"narrow",0.002
"352","HMX3",1,"narrow",0.002
"353","HOOK1",25,"narrow",0.002
"354","HORMAD1",9,"narrow",0.002
"355","HOXA9",13,"narrow",0.002
"356","HOXC12",8,"narrow",0.002
"357","HOXD1",4,"narrow",0.002
"358","HSD11B1",14,"narrow",0.002
"359","HSD17B6",7,"narrow",0.002
"360","HSPB7",70,"narrow",0.002
"361","HTN1",4,"narrow",0.002
"362","HTRA3",66,"narrow",0.002
"363","HYDIN",8,"narrow",0.002
"364","IBSP",15,"narrow",0.002
"365","ICOS",3,"narrow",0.002
"366","IFI27",4,"narrow",0.002
"367","IFI44L",4,"narrow",0.002
"368","IGDCC4",1,"narrow",0.002
"369","IGF1",3,"narrow",0.002
"370","IGFBP6",22,"narrow",0.002
"371","IGLL1",2,"narrow",0.002
"372","IKZF1",1,"narrow",0.002
"373","IL15",2,"narrow",0.002
"374","IL17B",5,"narrow",0.002
"375","IL1A",6,"narrow",0.002
"376","IL1B",15,"narrow",0.002
"377","IL21R",11,"narrow",0.002
"378","IL24",1,"narrow",0.002
"379","IL36RN",1,"narrow",0.002
"380","IL4I1",1,"narrow",0.002
"381","IL7R",2,"narrow",0.002
"382","INA",2,"narrow",0.002
"383","INMT",1,"narrow",0.002
"384","INSM1",2,"narrow",0.002
"385","INSRR",1,"narrow",0.002
"386","IP6K3",9,"narrow",0.002
"387","IRAK3",1,"narrow",0.002
"388","IRF6",1,"narrow",0.002
"389","IRX1",3,"narrow",0.002
"390","ISLR",7,"narrow",0.002
