"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",97,"narrow",0.002
"2","A2ML1",74,"narrow",0.002
"3","AADAC",6,"narrow",0.002
"4","ABCA12",1,"narrow",0.002
"5","ABCA8",1,"narrow",0.002
"6","ABCB4",1,"narrow",0.002
"7","ABCC6",2,"narrow",0.002
"8","ABCC8",17,"narrow",0.002
"9","ACAN",1,"narrow",0.002
"10","ACKR2",3,"narrow",0.002
"11","ACOXL",10,"narrow",0.002
"12","ACP5",6,"narrow",0.002
"13","ACSM4",1,"narrow",0.002
"14","ACSS3",1,"narrow",0.002
"15","ACVRL1",49,"narrow",0.002
"16","ADAM8",1,"narrow",0.002
"17","ADAMTS12",22,"narrow",0.002
"18","ADAMTS2",165,"narrow",0.002
"19","ADAMTS5",52,"narrow",0.002
"20","ADAMTS9",1,"narrow",0.002
"21","ADAMTSL2",3,"narrow",0.002
"22","ADARB1",40,"narrow",0.002
"23","ADCYAP1",122,"narrow",0.002
"24","ADH1C",14,"narrow",0.002
"25","ADH6",1,"narrow",0.002
"26","ADRA2A",13,"narrow",0.002
"27","AEBP1",2,"narrow",0.002
"28","AGMO",10,"narrow",0.002
"29","AGR3",1,"narrow",0.002
"30","AGT",1,"narrow",0.002
"31","AIF1L",2,"narrow",0.002
"32","AJAP1",29,"narrow",0.002
"33","AK5",1,"narrow",0.002
"34","AKR1B10",50,"narrow",0.002
"35","AKR1B15",2,"narrow",0.002
"36","AKR7A3",2,"narrow",0.002
"37","ALB",2,"narrow",0.002
"38","ALDH1A1",1,"narrow",0.002
"39","ALK",63,"narrow",0.002
"40","ALPK2",3,"narrow",0.002
"41","ALPP",30,"narrow",0.002
"42","ANKFN1",53,"narrow",0.002
"43","ANKRD2",1,"narrow",0.002
"44","ANKRD34C",1,"narrow",0.002
"45","ANKRD65",13,"narrow",0.002
"46","ANKS4B",57,"narrow",0.002
"47","ANO1",3,"narrow",0.002
"48","ANO2",108,"narrow",0.002
"49","ANO3",5,"narrow",0.002
"50","ANXA10",9,"narrow",0.002
"51","ANXA13",68,"narrow",0.002
"52","AOC1",10,"narrow",0.002
"53","APBB1IP",5,"narrow",0.002
"54","APCDD1L",8,"narrow",0.002
"55","APOD",1,"narrow",0.002
"56","ARHGEF10L",1,"narrow",0.002
"57","ARL11",66,"narrow",0.002
"58","ART4",1,"narrow",0.002
