"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",14,"narrow",0.002
"2","A2M",2,"narrow",0.002
"3","A2ML1",73,"narrow",0.002
"4","AARD",32,"narrow",0.002
"5","ABCA12",6,"narrow",0.002
"6","ABCA13",3,"narrow",0.002
"7","ABCA4",1,"narrow",0.002
"8","ABCB1",3,"narrow",0.002
"9","ABCB11",4,"narrow",0.002
"10","ABCB5",4,"narrow",0.002
"11","ABCC8",1,"narrow",0.002
"12","ACAN",15,"narrow",0.002
"13","ACAT2",1,"narrow",0.002
"14","ACE2",8,"narrow",0.002
"15","ACKR2",13,"narrow",0.002
"16","ACKR3",1,"narrow",0.002
"17","ACP5",1,"narrow",0.002
"18","ACSBG1",24,"narrow",0.002
"19","ACTN2",11,"narrow",0.002
"20","ACVRL1",5,"narrow",0.002
"21","ADAM33",19,"narrow",0.002
"22","ADAM8",5,"narrow",0.002
"23","ADAMTS12",4,"narrow",0.002
"24","ADAMTS18",1,"narrow",0.002
"25","ADAMTS2",11,"narrow",0.002
"26","ADAMTS20",6,"narrow",0.002
"27","ADAMTS5",1,"narrow",0.002
"28","ADAMTS9",1,"narrow",0.002
"29","ADAMTSL1",50,"narrow",0.002
"30","ADAMTSL3",31,"narrow",0.002
"31","ADARB2",13,"narrow",0.002
"32","ADCYAP1",1,"narrow",0.002
"33","ADRA2A",19,"narrow",0.002
"34","ADRB1",2,"narrow",0.002
"35","AEBP1",6,"narrow",0.002
"36","AFF2",1,"narrow",0.002
"37","AFF3",59,"narrow",0.002
"38","AGAP2",4,"narrow",0.002
"39","AGR3",18,"narrow",0.002
"40","AGT",23,"narrow",0.002
"41","AGTR1",2,"narrow",0.002
"42","AJAP1",2,"narrow",0.002
"43","AK5",14,"narrow",0.002
"44","AKAP12",1,"narrow",0.002
"45","AKAP5",1,"narrow",0.002
"46","AKR1B10",1,"narrow",0.002
"47","ALB",2,"narrow",0.002
"48","ALDH1A1",10,"narrow",0.002
"49","ALDH1A2",86,"narrow",0.002
"50","ALDH1L2",1,"narrow",0.002
"51","ALDH3B2",27,"narrow",0.002
"52","ALOX15",1,"narrow",0.002
"53","ALOX15B",1,"narrow",0.002
"54","ALOX5",1,"narrow",0.002
"55","ALPI",4,"narrow",0.002
"56","ALPK2",12,"narrow",0.002
"57","ALPL",1,"narrow",0.002
"58","ALPP",68,"narrow",0.002
