"","Gene","Count","Thresh.Name","Thresh.Value"
"1","IFI6",1,"narrow",0.002
"2","H1-2",4,"narrow",0.002
"3","HBA1",2,"narrow",0.002
"4","H2BC5",1,"narrow",0.002
"5","ALB",4,"narrow",0.002
"6","ABCA3",1,"narrow",0.002
"7","TF",1,"narrow",0.002
"8","LTBP3",4,"narrow",0.002
"9","IL1R2",5,"narrow",0.002
"10","HBA2",1,"narrow",0.002
"11","AKAP12",1,"narrow",0.002
"12","RSAD2",5,"narrow",0.002
"13","HBB",2,"narrow",0.002
"14","OAS2",1,"narrow",0.002
"15","PCED1A",2,"narrow",0.002
"16","APOL1",2,"narrow",0.002
"17","CMPK2",2,"narrow",0.002
"18","OASL",4,"narrow",0.002
"19","IFI6",1,"very.tight",0.005
"20","H1-2",4,"very.tight",0.005
"21","HBA1",3,"very.tight",0.005
"22","H2BC5",1,"very.tight",0.005
"23","ALB",4,"very.tight",0.005
"24","C4A",1,"very.tight",0.005
"25","ABCA3",1,"very.tight",0.005
"26","TF",1,"very.tight",0.005
"27","LTBP3",4,"very.tight",0.005
"28","S100A8",1,"very.tight",0.005
"29","IL1R2",7,"very.tight",0.005
"30","UCHL1",1,"very.tight",0.005
"31","IFIT2",2,"very.tight",0.005
"32","CCDC24",1,"very.tight",0.005
"33","HBA2",2,"very.tight",0.005
"34","AKAP12",1,"very.tight",0.005
"35","RSAD2",10,"very.tight",0.005
"36","HBB",2,"very.tight",0.005
"37","OAS2",3,"very.tight",0.005
"38","PCED1A",3,"very.tight",0.005
"39","APOL1",2,"very.tight",0.005
"40","CMPK2",2,"very.tight",0.005
"41","OASL",8,"very.tight",0.005
"42","SOX9",1,"very.tight",0.005
"43","MX2",1,"tight",0.01
"44","IFI6",5,"tight",0.01
"45","FCGR3B",1,"tight",0.01
"46","MAP3K12",1,"tight",0.01
"47","H1-2",4,"tight",0.01
"48","HBA1",3,"tight",0.01
"49","H2BC5",2,"tight",0.01
"50","IFIT1",1,"tight",0.01
"51","ALB",4,"tight",0.01
"52","CDC34",1,"tight",0.01
"53","C4A",1,"tight",0.01
"54","ABCA3",2,"tight",0.01
"55","TF",2,"tight",0.01
"56","LTBP3",7,"tight",0.01
"57","S100A8",2,"tight",0.01
"58","IL1R2",13,"tight",0.01
"59","UCHL1",4,"tight",0.01
"60","IFIT3",1,"tight",0.01
"61","IFIT2",3,"tight",0.01
"62","GLIPR1",1,"tight",0.01
"63","CCDC24",1,"tight",0.01
"64","HBA2",5,"tight",0.01
"65","AKAP12",3,"tight",0.01
"66","RSAD2",14,"tight",0.01
"67","HBB",2,"tight",0.01
"68","OAS2",3,"tight",0.01
"69","PCED1A",5,"tight",0.01
"70","GSTM2",3,"tight",0.01
"71","APOL1",3,"tight",0.01
"72","STEAP3",1,"tight",0.01
"73","CMPK2",2,"tight",0.01
"74","OASL",8,"tight",0.01
"75","SOX9",2,"tight",0.01
"76","MX2",1,"medium",0.02
"77","TTC39A",1,"medium",0.02
"78","IFI6",6,"medium",0.02
"79","GALNT14",2,"medium",0.02
"80","S100A1",1,"medium",0.02
"81","FCGR3B",1,"medium",0.02
"82","MAP3K12",1,"medium",0.02
"83","H1-2",7,"medium",0.02
"84","HBA1",3,"medium",0.02
"85","H2BC5",3,"medium",0.02
"86","IFIT1",2,"medium",0.02
"87","ALB",9,"medium",0.02
"88","CDC34",1,"medium",0.02
"89","C4A",1,"medium",0.02
"90","ABCA3",2,"medium",0.02
"91","TF",2,"medium",0.02
"92","GBP3",1,"medium",0.02
"93","LTBP3",8,"medium",0.02
"94","FUZ",1,"medium",0.02
"95","S100A8",4,"medium",0.02
"96","IL1R2",18,"medium",0.02
"97","IL20RB",1,"medium",0.02
"98","UCHL1",9,"medium",0.02
"99","IFIT3",1,"medium",0.02
"100","IFIT2",5,"medium",0.02
"101","GLIPR1",1,"medium",0.02
"102","CCDC24",1,"medium",0.02
"103","HBA2",7,"medium",0.02
"104","WDR90",1,"medium",0.02
"105","AKAP12",4,"medium",0.02
"106","FAAH2",1,"medium",0.02
"107","RSAD2",19,"medium",0.02
"108","HBB",4,"medium",0.02
"109","SELL",1,"medium",0.02
"110","RBFA",1,"medium",0.02
"111","OAS2",4,"medium",0.02
"112","PCED1A",5,"medium",0.02
"113","VILL",1,"medium",0.02
"114","GSTM2",3,"medium",0.02
"115","APOL1",4,"medium",0.02
"116","STEAP3",1,"medium",0.02
"117","FTSJ1",1,"medium",0.02
"118","CMPK2",5,"medium",0.02
"119","OASL",10,"medium",0.02
"120","SOX9",4,"medium",0.02
"121","C5AR1",2,"loose",0.05
"122","POLG2",1,"loose",0.05
"123","CLPP",1,"loose",0.05
"124","MX2",2,"loose",0.05
"125","TTC39A",2,"loose",0.05
"126","LLGL2",5,"loose",0.05
"127","S100A9",3,"loose",0.05
"128","DZIP3",1,"loose",0.05
"129","USP13",1,"loose",0.05
"130","IFI6",7,"loose",0.05
"131","OAS3",1,"loose",0.05
"132","GALNT14",3,"loose",0.05
"133","S100A1",2,"loose",0.05
"134","FCGR3B",4,"loose",0.05
"135","MAP3K12",1,"loose",0.05
"136","H1-2",11,"loose",0.05
"137","HBA1",3,"loose",0.05
"138","H2BC5",5,"loose",0.05
"139","IFIT1",7,"loose",0.05
"140","HOOK1",1,"loose",0.05
"141","ALB",14,"loose",0.05
"142","CDC34",1,"loose",0.05
"143","C4A",4,"loose",0.05
"144","ABCA3",3,"loose",0.05
"145","TF",3,"loose",0.05
"146","HLA-DPA1",1,"loose",0.05
"147","GBP3",1,"loose",0.05
"148","MZT2B",1,"loose",0.05
"149","LTBP3",12,"loose",0.05
"150","ISG15",4,"loose",0.05
"151","MOSPD3",1,"loose",0.05
"152","ATP5F1D",1,"loose",0.05
"153","PARD3",1,"loose",0.05
"154","FUZ",2,"loose",0.05
"155","S100A8",6,"loose",0.05
"156","H4C14",1,"loose",0.05
"157","IL1R2",21,"loose",0.05
"158","IL20RB",1,"loose",0.05
"159","TM7SF2",4,"loose",0.05
"160","SERPINA3",2,"loose",0.05
"161","UCHL1",16,"loose",0.05
"162","MSN",3,"loose",0.05
"163","SNURF",1,"loose",0.05
"164","ACBD4",1,"loose",0.05
"165","IFIT3",2,"loose",0.05
"166","IFIT2",6,"loose",0.05
