"","Gene","Count","Thresh.Name","Thresh.Value"
"1","ADGRF4",11,"narrow",0.002
"2","LGALS7",2,"narrow",0.002
"3","TRIM67",2,"narrow",0.002
"4","EGFL6",2,"narrow",0.002
"5","KRT5",11,"narrow",0.002
"6","NID1",2,"narrow",0.002
"7","PKHD1",1,"narrow",0.002
"8","GPM6A",1,"narrow",0.002
"9","CLCA4",2,"narrow",0.002
"10","CARD17",4,"narrow",0.002
"11","MYT1L",1,"narrow",0.002
"12","GRIK5",8,"narrow",0.002
"13","APC2",1,"narrow",0.002
"14","IGHV3-72",1,"narrow",0.002
"15","ANKFN1",1,"narrow",0.002
"16","NEGR1",3,"narrow",0.002
"17","IKZF3",2,"narrow",0.002
"18","ITK",2,"narrow",0.002
"19","LRRC17",1,"narrow",0.002
"20","PARP15",1,"narrow",0.002
"21","HSH2D",4,"narrow",0.002
"22","B4GALNT4",1,"narrow",0.002
"23","TRIM55",1,"narrow",0.002
"24","KCNK15",2,"narrow",0.002
"25","GAGE12J",4,"narrow",0.002
"26","TRPC4",3,"narrow",0.002
"27","CCSAP",9,"narrow",0.002
"28","ENDOU",3,"narrow",0.002
"29","SIRPG",15,"narrow",0.002
"30","ITGAD",8,"narrow",0.002
"31","GFAP",68,"narrow",0.002
"32","NLRP4",1,"narrow",0.002
"33","GLRA2",4,"narrow",0.002
"34","MYBPC1",137,"narrow",0.002
"35","GAGE13",1,"narrow",0.002
"36","COL28A1",20,"narrow",0.002
"37","SPATA22",13,"narrow",0.002
"38","NDRG2",2,"narrow",0.002
"39","AVPI1",1,"narrow",0.002
"40","AGT",1,"narrow",0.002
"41","CD274",10,"narrow",0.002
"42","ACTN2",54,"narrow",0.002
"43","UGT1A5",5,"narrow",0.002
"44","TSTD1",19,"narrow",0.002
"45","GRHL1",13,"narrow",0.002
"46","CKM",156,"narrow",0.002
"47","SLAMF6",2,"narrow",0.002
"48","DUOX1",6,"narrow",0.002
"49","ANKRD1",27,"narrow",0.002
"50","CRLF1",1,"narrow",0.002
"51","PEG3",11,"narrow",0.002
"52","ACTC1",6,"narrow",0.002
"53","LCK",3,"narrow",0.002
"54","CSMD3",63,"narrow",0.002
"55","GTSF1",10,"narrow",0.002
"56","RGS17",4,"narrow",0.002
"57","GADL1",2,"narrow",0.002
"58","TSC22D3",1,"narrow",0.002
"59","RDH12",4,"narrow",0.002
"60","C4orf54",35,"narrow",0.002
"61","OVOL1",1,"narrow",0.002
"62","CD3G",1,"narrow",0.002
"63","BMX",1,"narrow",0.002
"64","ITGB6",1,"narrow",0.002
"65","DLX3",9,"narrow",0.002
"66","PLA2G7",1,"narrow",0.002
"67","NPTX2",22,"narrow",0.002
"68","RP1",17,"narrow",0.002
"69","PEMT",1,"narrow",0.002
"70","TRIM51GP",3,"narrow",0.002
"71","STAT1",1,"narrow",0.002
"72","PSMD10",1,"narrow",0.002
"73","SHISAL2A",1,"narrow",0.002
"74","RGPD1",3,"narrow",0.002
"75","DCHS2",6,"narrow",0.002
"76","SNAP25",2,"narrow",0.002
"77","GABBR2",4,"narrow",0.002
"78","LCE2B",1,"narrow",0.002
"79","PADI1",2,"narrow",0.002
"80","TCAP",55,"narrow",0.002
"81","CORO7",3,"narrow",0.002
"82","CHRNG",1,"narrow",0.002
"83","FLG2",9,"narrow",0.002
"84","SLC47A2",1,"narrow",0.002
"85","CA9",9,"narrow",0.002
"86","KRT14",3,"narrow",0.002
"87","ANKRD35",2,"narrow",0.002
"88","RAPGEFL1",2,"narrow",0.002
"89","TRPV4",1,"narrow",0.002
"90","SMAGP",3,"narrow",0.002
"91","AMBP",2,"narrow",0.002
"92","SAA2",41,"narrow",0.002
"93","ZBP1",1,"narrow",0.002
"94","CD37",7,"narrow",0.002
"95","PDE4C",1,"narrow",0.002
"96","GHDC",6,"narrow",0.002
"97","RAI14",2,"narrow",0.002
"98","FXYD1",1,"narrow",0.002
