"","Gene","Count","Thresh.Name","Thresh.Value"
"1","SWAP70",4,"narrow",0.002
"2","TOGARAM1",2,"narrow",0.002
"3","MED14",2,"narrow",0.002
"4","PRPS2",4,"narrow",0.002
"5","SLC27A5",14,"narrow",0.002
"6","GSDME",1,"narrow",0.002
"7","ADCY9",1,"narrow",0.002
"8","CCT8",10,"narrow",0.002
"9","SINHCAF",1,"narrow",0.002
"10","SENP7",2,"narrow",0.002
"11","TUBB2A",1,"narrow",0.002
"12","TIPIN",2,"narrow",0.002
"13","AKT3",1,"narrow",0.002
"14","HSBP1L1",77,"narrow",0.002
"15","SYNGR1",1,"narrow",0.002
"16","HLA-A",2,"narrow",0.002
"17","IRF1",6,"narrow",0.002
"18","JAM2",10,"narrow",0.002
"19","CEP68",6,"narrow",0.002
"20","NAALADL1",3,"narrow",0.002
"21","IDO1",81,"narrow",0.002
"22","S100A11",1,"narrow",0.002
"23","FAM207A",1,"narrow",0.002
"24","COL1A2",7,"narrow",0.002
"25","RASIP1",1,"narrow",0.002
"26","ARL6",4,"narrow",0.002
"27","PSME1",1,"narrow",0.002
"28","SPON1",27,"narrow",0.002
"29","HLA-DQB1",20,"narrow",0.002
"30","MFSD4A",1,"narrow",0.002
"31","LZTS3",3,"narrow",0.002
"32","HIPK2",4,"narrow",0.002
"33","RHOBTB1",2,"narrow",0.002
"34","ADGRF5",20,"narrow",0.002
"35","CBWD5",1,"narrow",0.002
"36","PREPL",2,"narrow",0.002
"37","ANXA1",2,"narrow",0.002
"38","SERPINA1",33,"narrow",0.002
"39","SLC36A4",1,"narrow",0.002
"40","CCT7",2,"narrow",0.002
"41","AEN",5,"narrow",0.002
"42","CPE",4,"narrow",0.002
"43","C1QTNF5",10,"narrow",0.002
"44","SSH2",1,"narrow",0.002
"45","S1PR1",1,"narrow",0.002
"46","PID1",89,"narrow",0.002
"47","ATP2B1",4,"narrow",0.002
"48","FAM174B",2,"narrow",0.002
"49","NR3C1",1,"narrow",0.002
"50","MAGED1",16,"narrow",0.002
"51","KARS1",7,"narrow",0.002
"52","APCDD1",2,"narrow",0.002
"53","TCEAL9",1,"narrow",0.002
"54","USF3",1,"narrow",0.002
"55","TSPAN18",12,"narrow",0.002
"56","MEF2C",22,"narrow",0.002
"57","P3H3",1,"narrow",0.002
"58","BCL2L11",4,"narrow",0.002
"59","RPL22L1",84,"narrow",0.002
"60","CCDC80",8,"narrow",0.002
"61","RAPGEF4",6,"narrow",0.002
"62","ALDH4A1",9,"narrow",0.002
"63","KDR",12,"narrow",0.002
"64","GAB1",4,"narrow",0.002
"65","EFEMP2",2,"narrow",0.002
"66","FEZ1",8,"narrow",0.002
"67","ZNF512B",36,"narrow",0.002
"68","GTF2F1",1,"narrow",0.002
"69","SIPA1L2",3,"narrow",0.002
"70","EMILIN1",5,"narrow",0.002
"71","CDH5",3,"narrow",0.002
"72","SH3PXD2B",1,"narrow",0.002
"73","PDGFD",11,"narrow",0.002
"74","FAM117A",2,"narrow",0.002
"75","PFDN1",1,"narrow",0.002
"76","CENPN",1,"narrow",0.002
"77","CALHM6",40,"narrow",0.002
"78","GZMB",11,"narrow",0.002
"79","IFI6",3,"narrow",0.002
"80","FAM126A",13,"narrow",0.002
"81","PARD3B",6,"narrow",0.002
"82","SLC9A7",6,"narrow",0.002
"83","WLS",6,"narrow",0.002
"84","PTPRB",35,"narrow",0.002
"85","GATB",1,"narrow",0.002
"86","PDGFRB",9,"narrow",0.002
"87","ZBTB38",1,"narrow",0.002
"88","EDNRB",8,"narrow",0.002
"89","SCG5",1,"narrow",0.002
"90","ROBO1",75,"narrow",0.002
"91","FXYD5",29,"narrow",0.002
"92","QPCT",1,"narrow",0.002
"93","ELF4",4,"narrow",0.002
"94","GSN",1,"narrow",0.002
"95","ARMCX2",1,"narrow",0.002
"96","ATP8B2",3,"narrow",0.002
"97","FBLIM1",1,"narrow",0.002
"98","KDSR",42,"narrow",0.002
"99","LFNG",2,"narrow",0.002
"100","SAMD1",1,"narrow",0.002
"101","NPNT",1,"narrow",0.002
"102","RECK",5,"narrow",0.002
"103","CD47",2,"narrow",0.002
"104","PLXNA2",8,"narrow",0.002
"105","BATF2",97,"narrow",0.002
"106","ZNF37A",4,"narrow",0.002
"107","CCT2",47,"narrow",0.002
"108","LPP",1,"narrow",0.002
"109","CAPRIN2",53,"narrow",0.002
"110","CD83",1,"narrow",0.002
"111","TNS2",5,"narrow",0.002
"112","COL16A1",2,"narrow",0.002
"113","FMOD",1,"narrow",0.002
"114","HAPLN3",116,"narrow",0.002
"115","PLEKHA6",2,"narrow",0.002
"116","SMARCA1",1,"narrow",0.002
"117","FRY",8,"narrow",0.002
"118","SPIRE1",1,"narrow",0.002
"119","CD34",14,"narrow",0.002
