"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",28,"narrow",0.002
"2","A2ML1",40,"narrow",0.002
"3","AADAC",4,"narrow",0.002
"4","AADACL3",4,"narrow",0.002
"5","AARD",3,"narrow",0.002
"6","AATK",1,"narrow",0.002
"7","ABCA8",14,"narrow",0.002
"8","ABCB1",1,"narrow",0.002
"9","ABCB9",1,"narrow",0.002
"10","ABCC12",3,"narrow",0.002
"11","ABCC6",1,"narrow",0.002
"12","ABCC8",1,"narrow",0.002
"13","ABCC9",1,"narrow",0.002
"14","ABI3BP",10,"narrow",0.002
"15","ABO",1,"narrow",0.002
"16","ACADL",12,"narrow",0.002
"17","ACAN",1,"narrow",0.002
"18","ACE",14,"narrow",0.002
"19","ACE2",2,"narrow",0.002
"20","ACP5",5,"narrow",0.002
"21","ACTL8",3,"narrow",0.002
"22","ACTN2",5,"narrow",0.002
"23","ACVRL1",48,"narrow",0.002
"24","ADAM12",1,"narrow",0.002
"25","ADAM2",1,"narrow",0.002
"26","ADAM33",1,"narrow",0.002
"27","ADAMTS12",23,"narrow",0.002
"28","ADAMTS18",2,"narrow",0.002
"29","ADAMTS20",2,"narrow",0.002
"30","ADAMTS4",4,"narrow",0.002
"31","ADAMTS5",54,"narrow",0.002
"32","ADAMTS8",1,"narrow",0.002
"33","ADAMTS9",6,"narrow",0.002
"34","ADAMTSL2",10,"narrow",0.002
"35","ADAMTSL3",68,"narrow",0.002
"36","ADAMTSL4",1,"narrow",0.002
"37","ADH1C",1,"narrow",0.002
"38","ADRA2A",22,"narrow",0.002
"39","AEBP1",7,"narrow",0.002
"40","AGR3",1,"narrow",0.002
"41","AGT",1,"narrow",0.002
"42","AGTR1",1,"narrow",0.002
"43","AHCYL2",2,"narrow",0.002
"44","AJAP1",74,"narrow",0.002
"45","AK3",1,"narrow",0.002
"46","AK5",161,"narrow",0.002
"47","AK9",1,"narrow",0.002
"48","AKR1B10",8,"narrow",0.002
"49","AKR1B15",6,"narrow",0.002
"50","AKR1C1",2,"narrow",0.002
"51","AKR1C2",1,"narrow",0.002
"52","AKR1C3",1,"narrow",0.002
"53","AKR7A3",16,"narrow",0.002
"54","ALB",5,"narrow",0.002
"55","ALDH1A1",56,"narrow",0.002
"56","ALDH3A1",1,"narrow",0.002
"57","ALK",64,"narrow",0.002
"58","ALOX15B",1,"narrow",0.002
"59","ALPI",1,"narrow",0.002
"60","ALPK2",2,"narrow",0.002
"61","ALPP",26,"narrow",0.002
"62","ALX4",1,"narrow",0.002
"63","AMZ1",3,"narrow",0.002
"64","ANGPTL1",31,"narrow",0.002
"65","ANGPTL2",2,"narrow",0.002
"66","ANK1",35,"narrow",0.002
"67","ANKRD1",3,"narrow",0.002
"68","ANKRD2",1,"narrow",0.002
"69","ANKRD33",11,"narrow",0.002
"70","ANKRD35",1,"narrow",0.002
"71","ANKRD6",1,"narrow",0.002
"72","ANKRD65",101,"narrow",0.002
"73","ANKS4B",62,"narrow",0.002
"74","ANO2",151,"narrow",0.002
"75","ANO3",6,"narrow",0.002
"76","ANO5",2,"narrow",0.002
"77","ANXA13",9,"narrow",0.002
"78","ANXA8",2,"narrow",0.002
"79","ANXA8L1",2,"narrow",0.002
"80","AOC1",136,"narrow",0.002
"81","AOX1",1,"narrow",0.002
"82","APBB1IP",26,"narrow",0.002
"83","APOD",1,"narrow",0.002
"84","APOF",3,"narrow",0.002
"85","AR",3,"narrow",0.002
"86","ARC",6,"narrow",0.002
"87","ARHGAP20",2,"narrow",0.002
