"","Gene","Ranksum","Rankcount","thresh","thresh.val","total.iter"
"1","SLAMF6",3539,34,"strict",0.005,200
"2","ASTN1",1461,12,"strict",0.005,200
"3","CYP2C9",1186,14,"strict",0.005,200
"4","SLITRK6",125,1,"strict",0.005,200
"5","STAB2",406,2,"strict",0.005,200
"6","CYP39A1",495,5,"strict",0.005,200
"7","GKN1",95,1,"strict",0.005,200
"8","UNC93A",87,1,"strict",0.005,200
"9","CHST2",63,1,"strict",0.005,200
"10","ATP1A3",94,1,"strict",0.005,200
"11","SERPINA10",3475,90,"strict",0.005,200
"12","FSD1",1727,19,"strict",0.005,200
"13","BPIFB1",5396,159,"strict",0.005,200
"14","XIRP2",4133,179,"strict",0.005,200
"15","MYH13",2829,38,"strict",0.005,200
"16","ROS1",46,1,"strict",0.005,200
"17","SH2D1A",182,1,"strict",0.005,200
"18","PRAMEF25",291,2,"strict",0.005,200
"19","ERVMER34-1",153,1,"strict",0.005,200
"20","UPK1A",167,2,"strict",0.005,200
"21","FAM78B",648,6,"strict",0.005,200
"22","FLNC",1927,32,"strict",0.005,200
"23","COL5A3",880,8,"strict",0.005,200
"24","ASB14",619,4,"strict",0.005,200
"25","COL2A1",5441,57,"strict",0.005,200
"26","BDKRB2",869,9,"strict",0.005,200
"27","ANKRD24",151,1,"strict",0.005,200
"28","CFHR5",909,7,"strict",0.005,200
"29","CHRNA4",205,1,"strict",0.005,200
"30","MYH1",2920,177,"strict",0.005,200
"31","JPH1",296,2,"strict",0.005,200
"32","TRPM1",3001,37,"strict",0.005,200
"33","ESRRB",191,1,"strict",0.005,200
"34","HTR6",1602,20,"strict",0.005,200
"35","MSLN",153,2,"strict",0.005,200
"36","CALCOCO2",2427,21,"strict",0.005,200
"37","TCN1",387,13,"strict",0.005,200
"38","BATF",207,1,"strict",0.005,200
"39","UMPS",133,1,"strict",0.005,200
"40","CRY1",942,7,"strict",0.005,200
"41","CYP2C19",1498,14,"strict",0.005,200
"42","KCNN2",125,1,"strict",0.005,200
"43","GATA4",786,8,"strict",0.005,200
"44","SFTA2",526,6,"strict",0.005,200
"45","STEAP1B",326,3,"strict",0.005,200
"46","HPX",8024,106,"strict",0.005,200
"47","GPR137C",522,4,"strict",0.005,200
"48","GFAP",23,1,"strict",0.005,200
"49","CCL13",197,2,"strict",0.005,200
"50","KRT34",106,2,"strict",0.005,200
"51","PYHIN1",3234,26,"strict",0.005,200
"52","HBG1",190,1,"strict",0.005,200
"53","C16orf89",185,1,"strict",0.005,200
"54","GLT1D1",120,1,"strict",0.005,200
"55","COL6A1",126,1,"strict",0.005,200
"56","CSF3",655,5,"strict",0.005,200
"57","NRK",174,2,"strict",0.005,200
"58","CELSR3",135,1,"strict",0.005,200
"59","PROCR",2294,29,"strict",0.005,200
"60","POU4F1",167,2,"strict",0.005,200
"61","FGA",1396,17,"strict",0.005,200
"62","DUSP9",134,1,"strict",0.005,200
"63","CRYAA2",62,1,"strict",0.005,200
"64","PTPRT",5992,73,"strict",0.005,200
"65","HSPB3",4059,36,"strict",0.005,200
"66","DNAH17",422,3,"strict",0.005,200
"67","KCNS1",436,4,"strict",0.005,200
"68","CXCL17",449,7,"strict",0.005,200
"69","APOA1",5982,154,"strict",0.005,200
"70","CSTB",188,2,"strict",0.005,200
"71","KCNJ10",303,2,"strict",0.005,200
"72","SYTL1",121,1,"strict",0.005,200
"73","CHST1",199,2,"strict",0.005,200
"74","MS4A15",1329,13,"strict",0.005,200
"75","DLK1",7004,76,"strict",0.005,200
"76","MMP1",3249,170,"strict",0.005,200
"77","TRIM54",1682,17,"strict",0.005,200
"78","MROH9",814,6,"strict",0.005,200
"79","MYH6",1143,11,"strict",0.005,200
"80","MKRN2OS",194,1,"strict",0.005,200
"81","CXCL6",204,2,"strict",0.005,200
"82","NLRC3",1136,8,"strict",0.005,200
"83","CYSLTR2",34,1,"strict",0.005,200
"84","MMP13",3241,46,"strict",0.005,200
"85","UGT1A4",320,2,"strict",0.005,200
"86","JAKMIP1",375,2,"strict",0.005,200
"87","EBF2",68,1,"strict",0.005,200
"88","SLC46A2",720,7,"strict",0.005,200
"89","NMNAT2",276,3,"strict",0.005,200
"90","PEBP4",1386,16,"strict",0.005,200
"91","HCAR1",89,1,"strict",0.005,200
"92","CD8B",73,1,"strict",0.005,200
"93","HSPB7",2268,19,"strict",0.005,200
"94","SLC6A19",42,1,"strict",0.005,200
"95","PRSS1",3160,38,"strict",0.005,200
"96","ABCD2",300,2,"strict",0.005,200
"97","CLCN4",181,1,"strict",0.005,200
"98","APOBEC3G",313,2,"strict",0.005,200
"99","ALDOB",1505,17,"strict",0.005,200
"100","CEACAM6",2364,42,"strict",0.005,200
"101","PTGES3L",1809,17,"strict",0.005,200
"102","RFLNB",262,2,"strict",0.005,200
"103","KLHL38",2920,25,"strict",0.005,200
"104","ARRDC5",4965,47,"strict",0.005,200
"105","CACNG5",273,3,"strict",0.005,200
"106","SLC34A1",1557,27,"strict",0.005,200
"107","KRT23",8550,146,"strict",0.005,200
"108","S100A12",1452,13,"strict",0.005,200
"109","SYTL3",987,8,"strict",0.005,200
"110","AGBL1",1663,24,"strict",0.005,200
"111","LRRN3",939,8,"strict",0.005,200
"112","ITIH1",2756,40,"strict",0.005,200
"113","CHRNG",2106,25,"strict",0.005,200
"114","CDH7",807,6,"strict",0.005,200
"115","COL6A5",1522,20,"strict",0.005,200
"116","FXYD4",44,1,"strict",0.005,200
"117","UGT1A7",1369,10,"strict",0.005,200
"118","HAND2",8913,183,"strict",0.005,200
"119","MYLK2",396,3,"strict",0.005,200
"120","VWA3A",82,1,"strict",0.005,200
"121","XCL1",1565,11,"strict",0.005,200
"122","NECTIN1",560,6,"strict",0.005,200
"123","ANGPTL3",38,1,"strict",0.005,200
"124","KIRREL3",68,1,"strict",0.005,200
"125","ATP8B1",369,2,"strict",0.005,200
"126","SLAMF8",221,2,"strict",0.005,200
"127","NQO1",1194,14,"strict",0.005,200
"128","MAK",1606,11,"strict",0.005,200
"129","CLCN1",881,6,"strict",0.005,200
"130","KCNJ1",766,11,"strict",0.005,200
"131","SULT2A1",1652,14,"strict",0.005,200
"132","EGR1",1865,23,"strict",0.005,200
"133","CNTRL",169,1,"strict",0.005,200
"134","AKR1C2",2884,31,"strict",0.005,200
"135","PSCA",99,1,"strict",0.005,200
"136","CSMD3",1937,26,"strict",0.005,200
"137","CHI3L1",1422,16,"strict",0.005,200
"138","SERPIND1",5511,66,"strict",0.005,200
"139","C1orf158",154,1,"strict",0.005,200
"140","LRRN4CL",88,1,"strict",0.005,200
"141","TMC3",1548,17,"strict",0.005,200
"142","GC",2773,34,"strict",0.005,200
"143","SLC38A3",790,7,"strict",0.005,200
"144","C8B",7037,95,"strict",0.005,200
"145","TNS4",281,2,"strict",0.005,200
"146","CLSTN2",329,4,"strict",0.005,200
"147","THAP12",368,3,"strict",0.005,200
"148","POU2AF1",431,5,"strict",0.005,200
"149","LY6K",431,5,"strict",0.005,200
"150","DIO1",88,1,"strict",0.005,200
"151","KIR2DL4",545,4,"strict",0.005,200
"152","IGF2",262,2,"strict",0.005,200
"153","SCN4A",266,2,"strict",0.005,200
"154","SFTPB",1482,29,"strict",0.005,200
"155","LAG3",184,1,"strict",0.005,200
"156","CCR3",87,1,"strict",0.005,200
"157","HCAR3",5675,95,"strict",0.005,200
"158","IGKV1-33",240,3,"strict",0.005,200
"159","CTSW",102,1,"strict",0.005,200
"160","CES1",1223,9,"strict",0.005,200
"161","DCLK3",60,1,"strict",0.005,200
"162","C4BPA",2776,34,"strict",0.005,200
"163","IGKV2D-29",47,1,"strict",0.005,200
"164","CEMIP",304,2,"strict",0.005,200
"165","TYRP1",188,2,"strict",0.005,200
"166","PTPRR",2350,24,"strict",0.005,200
"167","CYP2B6",80,1,"strict",0.005,200
"168","DSC1",724,6,"strict",0.005,200
"169","CACNA2D2",3714,41,"strict",0.005,200
"170","SYT7",193,2,"strict",0.005,200
"171","APOC3",5952,67,"strict",0.005,200
"172","TPO",516,7,"strict",0.005,200
"173","DNAH3",6018,73,"strict",0.005,200
"174","SEPTIN1",2327,17,"strict",0.005,200
"175","SLC13A4",250,1,"strict",0.005,200
"176","PARP15",87,1,"strict",0.005,200
"177","CASQ2",135,1,"strict",0.005,200
"178","HCN1",127,1,"strict",0.005,200
"179","CPS1",1230,9,"strict",0.005,200
"180","CFAP157",1421,16,"strict",0.005,200
"181","DENND2C",802,6,"strict",0.005,200
"182","ATP6V1B1",78,1,"strict",0.005,200
"183","XG",650,4,"strict",0.005,200
"184","UMODL1",757,6,"strict",0.005,200
"185","UGT2B10",3070,26,"strict",0.005,200
"186","ZRANB3",155,1,"strict",0.005,200
"187","ST8SIA3",227,1,"strict",0.005,200
"188","CFHR2",2965,22,"strict",0.005,200
"189","MAP4K1",497,3,"strict",0.005,200
"190","DHCR24",574,4,"strict",0.005,200
"191","IGHD",283,2,"strict",0.005,200
"192","AADAC",4829,60,"strict",0.005,200
"193","WNT11",102,1,"strict",0.005,200
"194","FBXO40",6168,56,"strict",0.005,200
"195","AKR1B15",8672,113,"strict",0.005,200
"196","MMP3",585,6,"strict",0.005,200
"197","MS4A8",90,1,"strict",0.005,200
"198","CARMIL2",133,1,"strict",0.005,200
"199","ANXA2R",743,9,"strict",0.005,200
"200","POTEF",1412,20,"strict",0.005,200
"201","SNCA",352,3,"strict",0.005,200
"202","THRSP",1221,8,"strict",0.005,200
"203","LCN2",3128,43,"strict",0.005,200
"204","LHX8",164,2,"strict",0.005,200
"205","MYH7",2158,197,"strict",0.005,200
"206","CACNA1B",91,1,"strict",0.005,200
"207","TMED7-TICAM2",116,1,"strict",0.005,200
"208","ATP2B3",102,1,"strict",0.005,200
"209","LOX",176,2,"strict",0.005,200
"210","GRM8",61,1,"strict",0.005,200
"211","CD7",1134,8,"strict",0.005,200
"212","TBX20",898,8,"strict",0.005,200
"213","TBC1D3K",3138,37,"strict",0.005,200
"214","IGSF10",3372,39,"strict",0.005,200
"215","LYRM2",176,1,"strict",0.005,200
"216","MEX3A",576,4,"strict",0.005,200
"217","GATA1",87,1,"strict",0.005,200
"218","PENK",137,2,"strict",0.005,200
"219","PPP1R15A",64,1,"strict",0.005,200
"220","PCSK2",179,2,"strict",0.005,200
"221","MB",5301,173,"strict",0.005,200
"222","CRABP2",3474,38,"strict",0.005,200
"223","FABP1",2290,38,"strict",0.005,200
"224","TNIP3",1262,10,"strict",0.005,200
"225","MMP8",5544,65,"strict",0.005,200
"226","GCGR",440,3,"strict",0.005,200
"227","NRG4",5333,47,"strict",0.005,200
"228","CDHR4",186,1,"strict",0.005,200
"229","EPO",4051,49,"strict",0.005,200
"230","ACSBG1",2075,17,"strict",0.005,200
"231","OPCML",380,5,"strict",0.005,200
"232","WNK2",5231,94,"strict",0.005,200
"233","CD300E",127,1,"strict",0.005,200
"234","F7",505,4,"strict",0.005,200
"235","CYP4F8",236,1,"strict",0.005,200
"236","PLA2G5",404,3,"strict",0.005,200
"237","SERPINB2",1426,13,"strict",0.005,200
"238","KLRC3",1791,15,"strict",0.005,200
"239","F13B",1306,9,"strict",0.005,200
"240","TRIM63",5356,62,"strict",0.005,200
"241","MCOLN3",135,1,"strict",0.005,200
"242","BHLHA15",267,2,"strict",0.005,200
"243","NR1I2",101,1,"strict",0.005,200
"244","VNN1",164,1,"strict",0.005,200
"245","PLCD4",113,1,"strict",0.005,200
"246","UNC13C",867,8,"strict",0.005,200
"247","KIAA0513",101,1,"strict",0.005,200
"248","BMP4",2024,24,"strict",0.005,200
"249","PIM2",370,4,"strict",0.005,200
"250","MMP12",2692,28,"strict",0.005,200
"251","NKX2-1",366,4,"strict",0.005,200
"252","ARG1",8990,155,"strict",0.005,200
"253","AKNA",2059,19,"strict",0.005,200
"254","PRKRA",417,3,"strict",0.005,200
"255","ZC3H12D",138,1,"strict",0.005,200
"256","FAM83A",77,1,"strict",0.005,200
"257","KCP",229,1,"strict",0.005,200
"258","MMP10",8267,126,"strict",0.005,200
"259","GJD3",128,1,"strict",0.005,200
"260","DPP9",230,1,"strict",0.005,200
"261","ASB5",66,1,"strict",0.005,200
"262","KCNA1",89,1,"strict",0.005,200
"263","TIGIT",1021,7,"strict",0.005,200
"264","OSGIN1",1400,13,"strict",0.005,200
"265","S100A14",476,3,"strict",0.005,200
"266","CD247",5061,46,"strict",0.005,200
"267","LMNA",59,1,"strict",0.005,200
"268","C10orf99",109,1,"strict",0.005,200
"269","OLIG2",924,13,"strict",0.005,200
"270","FLG",3397,103,"strict",0.005,200
"271","MOGAT2",3917,39,"strict",0.005,200
"272","CADPS",117,1,"strict",0.005,200
"273","GRM2",113,1,"strict",0.005,200
"274","CADM3",275,3,"strict",0.005,200
"275","DSG3",5463,74,"strict",0.005,200
"276","SERPINA4",2257,19,"strict",0.005,200
"277","SLCO1B3",3461,34,"strict",0.005,200
"278","MMP9",62,1,"strict",0.005,200
"279","ATP6V1C2",144,1,"strict",0.005,200
"280","ZG16B",4028,46,"strict",0.005,200
"281","SCG2",1257,12,"strict",0.005,200
"282","PSME1",454,4,"strict",0.005,200
"283","FAM207A",325,3,"strict",0.005,200
"284","DPP6",640,6,"strict",0.005,200
"285","GJB2",269,4,"strict",0.005,200
"286","KLRC1",8969,137,"strict",0.005,200
"287","CD38",365,2,"strict",0.005,200
"288","COMP",114,2,"strict",0.005,200
"289","DUSP13",1553,12,"strict",0.005,200
"290","UNC80",130,2,"strict",0.005,200
"291","MYL2",2810,170,"strict",0.005,200
"292","TEX55",108,1,"strict",0.005,200
"293","CRLF2",32,1,"strict",0.005,200
"294","SMPX",176,1,"strict",0.005,200
"295","PF4",320,2,"strict",0.005,200
"296","MEP1A",74,1,"strict",0.005,200
"297","PPDPFL",3646,38,"strict",0.005,200
"298","ORM2",2378,22,"strict",0.005,200
"299","SLC13A5",974,8,"strict",0.005,200
"300","AIRE",177,1,"strict",0.005,200
"301","RPS6KL1",262,3,"strict",0.005,200
"302","GOLGA6L22",162,2,"strict",0.005,200
"303","TRIM49D2",404,3,"strict",0.005,200
"304","TFAP2C",1013,9,"strict",0.005,200
"305","BAAT",86,1,"strict",0.005,200
"306","USF3",229,2,"strict",0.005,200
"307","APOH",3635,37,"strict",0.005,200
"308","FCRL3",257,2,"strict",0.005,200
"309","MYH8",8515,169,"strict",0.005,200
"310","CKM",1589,198,"strict",0.005,200
"311","RBFOX1",3215,29,"strict",0.005,200
"312","EPHA5",1188,9,"strict",0.005,200
"313","UBASH3A",225,1,"strict",0.005,200
"314","MAPK8IP2",628,7,"strict",0.005,200
"315","CAPN8",211,2,"strict",0.005,200
"316","CEACAM18",2,2,"strict",0.005,200
"317","TNNT3",5696,167,"strict",0.005,200
"318","TP53AIP1",402,2,"strict",0.005,200
"319","MYPN",5340,178,"strict",0.005,200
"320","EPB41L4B",240,2,"strict",0.005,200
"321","KLK11",35,1,"strict",0.005,200
"322","NIPAL4",4011,38,"strict",0.005,200
"323","APOBEC3F",4178,38,"strict",0.005,200
"324","ABCA13",4202,52,"strict",0.005,200
"325","HLA-G",1336,12,"strict",0.005,200
"326","SPDYA",2629,27,"strict",0.005,200
"327","MYOM1",3936,40,"strict",0.005,200
"328","TBC1D3F",27,1,"strict",0.005,200
"329","LNPEP",933,9,"strict",0.005,200
"330","NTS",233,2,"strict",0.005,200
"331","AGPAT4",118,1,"strict",0.005,200
"332","PZP",1937,13,"strict",0.005,200
"333","TCF19",263,3,"strict",0.005,200
"334","CILP",403,4,"strict",0.005,200
"335","DMBT1",2976,77,"strict",0.005,200
"336","SULT2B1",675,5,"strict",0.005,200
"337","STMND1",187,1,"strict",0.005,200
"338","PON1",357,3,"strict",0.005,200
"339","HAL",2164,20,"strict",0.005,200
"340","GCKR",3417,36,"strict",0.005,200
"341","MBLAC2",86,1,"strict",0.005,200
"342","KLRD1",794,5,"strict",0.005,200
"343","TRPM8",130,1,"strict",0.005,200
"344","EPHX1",477,3,"strict",0.005,200
"345","RBP4",458,4,"strict",0.005,200
"346","TSPAN8",1271,16,"strict",0.005,200
"347","SLC4A9",161,3,"strict",0.005,200
"348","SLC24A2",330,3,"strict",0.005,200
"349","CASQ1",4168,115,"strict",0.005,200
"350","PLA2G2A",3104,48,"strict",0.005,200
"351","HEPACAM2",96,1,"strict",0.005,200
"352","NR0B2",59,1,"strict",0.005,200
"353","ABI3BP",305,2,"strict",0.005,200
"354","DMBX1",188,1,"strict",0.005,200
"355","ARG2",1105,14,"strict",0.005,200
"356","GPLD1",63,1,"strict",0.005,200
"357","ATP2C2",1611,17,"strict",0.005,200
"358","APOL2",2945,27,"strict",0.005,200
"359","ADAMTS20",2047,24,"strict",0.005,200
"360","PPEF1",106,1,"strict",0.005,200
"361","AQP2",102,1,"strict",0.005,200
"362","IRS4",4105,37,"strict",0.005,200
"363","FASLG",181,1,"strict",0.005,200
"364","ABCG5",1024,7,"strict",0.005,200
"365","MYH2",829,200,"strict",0.005,200
"366","SIDT1",279,2,"strict",0.005,200
"367","ANGPTL8",344,3,"strict",0.005,200
"368","HR",207,2,"strict",0.005,200
"369","SLC6A4",2561,34,"strict",0.005,200
"370","TGM3",198,3,"strict",0.005,200
"371","KRT33A",338,3,"strict",0.005,200
"372","IGLL5",1493,30,"strict",0.005,200
"373","C1orf194",256,2,"strict",0.005,200
"374","HEXD",234,1,"strict",0.005,200
"375","IL10RA",138,1,"strict",0.005,200
"376","SP140",1667,14,"strict",0.005,200
"377","HMGCS2",323,3,"strict",0.005,200
"378","KDM3B",380,3,"strict",0.005,200
"379","CHRNA1",6178,73,"strict",0.005,200
"380","APCDD1L",2222,35,"strict",0.005,200
"381","ST8SIA2",84,1,"strict",0.005,200
"382","ALAS2",5429,73,"strict",0.005,200
"383","CHRDL2",565,10,"strict",0.005,200
"384","SFTA3",427,4,"strict",0.005,200
"385","SMYD1",2335,26,"strict",0.005,200
"386","TRA2B",2469,23,"strict",0.005,200
"387","GYS2",108,1,"strict",0.005,200
"388","CA3",6547,73,"strict",0.005,200
"389","SLF1",2790,24,"strict",0.005,200
"390","ADH1C",577,4,"strict",0.005,200
"391","PRSS3",92,1,"strict",0.005,200
"392","SLC8A3",738,6,"strict",0.005,200
"393","INSIG1",2569,18,"strict",0.005,200
"394","CDK7",485,3,"strict",0.005,200
"395","IKZF1",179,1,"strict",0.005,200
"396","MUC5AC",6304,137,"strict",0.005,200
"397","PADI2",2069,21,"strict",0.005,200
"398","S100A9",803,9,"strict",0.005,200
"399","ICAM3",209,1,"strict",0.005,200
"400","CCDC141",358,3,"strict",0.005,200
"401","APOA4",866,7,"strict",0.005,200
"402","FOSB",2158,26,"strict",0.005,200
"403","SRPK3",111,1,"strict",0.005,200
"404","B4GALNT1",3313,41,"strict",0.005,200
"405","KIAA2012",1072,6,"strict",0.005,200
"406","SFTPC",789,59,"strict",0.005,200
"407","THEMIS",301,2,"strict",0.005,200
"408","CYP1A2",128,1,"strict",0.005,200
"409","HTR3A",214,2,"strict",0.005,200
"410","TFF3",70,1,"strict",0.005,200
"411","MYF6",285,2,"strict",0.005,200
"412","ARRDC2",2780,26,"strict",0.005,200
"413","AGER",2534,25,"strict",0.005,200
"414","ARHGAP29",229,1,"strict",0.005,200
"415","ART3",1792,15,"strict",0.005,200
"416","ATP1B4",1180,9,"strict",0.005,200
"417","ONECUT2",543,5,"strict",0.005,200
"418","FRZB",51,1,"strict",0.005,200
"419","COL6A6",1173,22,"strict",0.005,200
"420","INSYN2A",8692,94,"strict",0.005,200
"421","EPHX4",3035,26,"strict",0.005,200
"422","TSPAN19",138,2,"strict",0.005,200
"423","ADRA1A",5366,59,"strict",0.005,200
"424","CECR2",257,2,"strict",0.005,200
"425","KRT6B",5075,62,"strict",0.005,200
"426","PSMB10",159,1,"strict",0.005,200
"427","TSPYL2",193,1,"strict",0.005,200
"428","PRMT8",1037,9,"strict",0.005,200
"429","TMPRSS3",75,1,"strict",0.005,200
"430","KRTAP4-9",321,46,"strict",0.005,200
"431","AHSP",30,1,"strict",0.005,200
"432","ZNF750",128,1,"strict",0.005,200
"433","GPR1",2570,29,"strict",0.005,200
"434","LRP4",194,2,"strict",0.005,200
"435","AKAP5",161,1,"strict",0.005,200
"436","MAGEA2",267,3,"strict",0.005,200
"437","SCGB3A2",1012,12,"strict",0.005,200
"438","IL1B",8304,114,"strict",0.005,200
"439","MYL4",257,2,"strict",0.005,200
"440","FADS1",220,1,"strict",0.005,200
"441","TNNC1",5148,63,"strict",0.005,200
"442","OGFR",114,1,"strict",0.005,200
"443","C2orf16",3566,30,"strict",0.005,200
"444","CPB2",1124,8,"strict",0.005,200
"445","SFTPA2",355,21,"strict",0.005,200
"446","TERT",85,1,"strict",0.005,200
"447","SLC30A10",1610,16,"strict",0.005,200
"448","TUBB1",724,5,"strict",0.005,200
"449","JADE2",655,5,"strict",0.005,200
"450","ATP10B",209,2,"strict",0.005,200
"451","KRT16",847,7,"strict",0.005,200
"452","PPP1R3A",4466,42,"strict",0.005,200
"453","CPB1",1074,11,"strict",0.005,200
"454","NPY4R2",1171,12,"strict",0.005,200
"455","SLC29A2",166,1,"strict",0.005,200
"456","PCDHGB4",64,1,"strict",0.005,200
"457","MYO18B",3325,41,"strict",0.005,200
"458","RINL",792,6,"strict",0.005,200
"459","ALPI",323,3,"strict",0.005,200
"460","CFAP161",393,3,"strict",0.005,200
"461","PADI4",855,6,"strict",0.005,200
"462","HSD17B2",117,1,"strict",0.005,200
"463","MYBPC2",7114,107,"strict",0.005,200
"464","KRT2",480,8,"strict",0.005,200
"465","MUSK",315,2,"strict",0.005,200
"466","SDS",247,3,"strict",0.005,200
"467","CRIM1",281,2,"strict",0.005,200
"468","COLGALT2",275,5,"strict",0.005,200
"469","FAM9B",105,1,"strict",0.005,200
"470","APOBEC3D",1918,13,"strict",0.005,200
"471","CAST",335,3,"strict",0.005,200
"472","THBS4",7190,90,"strict",0.005,200
"473","LAX1",534,5,"strict",0.005,200
"474","CHIA",504,4,"strict",0.005,200
"475","BTN3A3",2787,22,"strict",0.005,200
"476","ADGRG2",373,3,"strict",0.005,200
"477","TF",4354,79,"strict",0.005,200
"478","NPC1L1",3890,51,"strict",0.005,200
"479","RHBDF1",123,1,"strict",0.005,200
"480","MUC2",2748,137,"strict",0.005,200
"481","AIFM3",428,3,"strict",0.005,200
"482","ST8SIA5",76,1,"strict",0.005,200
"483","GCNT3",178,1,"strict",0.005,200
"484","ITIH2",2536,50,"strict",0.005,200
"485","CTCFL",2008,13,"strict",0.005,200
"486","AKR1E2",145,2,"strict",0.005,200
"487","MUC17",1425,45,"strict",0.005,200
"488","TRDN",3881,178,"strict",0.005,200
"489","IRF4",256,2,"strict",0.005,200
"490","KIAA1549L",1107,12,"strict",0.005,200
"491","GPC5",656,4,"strict",0.005,200
"492","CFHR4",549,4,"strict",0.005,200
"493","DTNA",162,1,"strict",0.005,200
"494","F10",1488,9,"strict",0.005,200
"495","ITK",300,2,"strict",0.005,200
"496","MUC5B",6244,140,"strict",0.005,200
"497","TMEM52",3130,32,"strict",0.005,200
"498","CRP",8172,161,"strict",0.005,200
"499","ZNF723",95,1,"strict",0.005,200
"500","LIPN",507,4,"strict",0.005,200
"501","HEPHL1",2190,25,"strict",0.005,200
"502","VWC2",374,4,"strict",0.005,200
"503","C2CD6",93,1,"strict",0.005,200
"504","AKR1C1",1600,15,"strict",0.005,200
"505","ITIH4",81,1,"strict",0.005,200
"506","SERPINA5",100,1,"strict",0.005,200
"507","SLC22A9",776,5,"strict",0.005,200
"508","MFSD2A",1342,11,"strict",0.005,200
"509","MRAP",88,1,"strict",0.005,200
"510","SLC12A1",1665,33,"strict",0.005,200
"511","PGA3",122,1,"strict",0.005,200
"512","UGDH",145,1,"strict",0.005,200
"513","MTTP",3864,58,"strict",0.005,200
"514","GRIN2C",1624,15,"strict",0.005,200
"515","ZNF622",108,1,"strict",0.005,200
"516","LDLR",2633,28,"strict",0.005,200
"517","RPP40",93,1,"strict",0.005,200
"518","FLG2",2159,181,"strict",0.005,200
"519","HABP2",136,2,"strict",0.005,200
"520","ELAVL2",363,3,"strict",0.005,200
"521","AKR1C4",568,4,"strict",0.005,200
"522","TNNI1",5326,85,"strict",0.005,200
"523","HBG2",5898,182,"strict",0.005,200
"524","DUOXA2",451,3,"strict",0.005,200
"525","UGT1A8",1153,22,"strict",0.005,200
"526","KRT6A",7121,130,"strict",0.005,200
"527","IL2RB",304,2,"strict",0.005,200
"528","TREM1",366,4,"strict",0.005,200
"529","CTNNA3",1678,12,"strict",0.005,200
"530","HCAR2",5645,75,"strict",0.005,200
"531","SLCO1B1",2809,22,"strict",0.005,200
"532","SESN3",243,1,"strict",0.005,200
"533","PAX1",238,1,"strict",0.005,200
"534","PSG1",2298,20,"strict",0.005,200
"535","XCL2",898,7,"strict",0.005,200
"536","VWA5B1",121,1,"strict",0.005,200
"537","ADPRHL1",831,7,"strict",0.005,200
"538","EIF4G2",158,1,"strict",0.005,200
"539","IKZF3",2289,15,"strict",0.005,200
"540","EOMES",5661,50,"strict",0.005,200
"541","ACAP1",291,2,"strict",0.005,200
"542","HSH2D",183,1,"strict",0.005,200
"543","CDSN",1719,14,"strict",0.005,200
"544","MUC15",317,3,"strict",0.005,200
"545","TMPRSS6",274,2,"strict",0.005,200
"546","CLDN16",70,1,"strict",0.005,200
"547","MYL1",9788,167,"strict",0.005,200
"548","ASPN",50,1,"strict",0.005,200
"549","CCL3L3",239,1,"strict",0.005,200
"550","G6PC",238,2,"strict",0.005,200
"551","NMRK2",141,1,"strict",0.005,200
"552","CCL5",436,3,"strict",0.005,200
"553","TDO2",287,2,"strict",0.005,200
"554","RALYL",359,2,"strict",0.005,200
"555","MARCKSL1",269,2,"strict",0.005,200
"556","KRT14",7003,83,"strict",0.005,200
"557","GRAMD1B",352,4,"strict",0.005,200
"558","TNFRSF11B",119,1,"strict",0.005,200
"559","COL17A1",372,4,"strict",0.005,200
"560","JPH3",93,3,"strict",0.005,200
"561","C4orf50",968,12,"strict",0.005,200
"562","BMP7",548,5,"strict",0.005,200
"563","C6",443,4,"strict",0.005,200
"564","PGAM2",1952,19,"strict",0.005,200
"565","UPK1B",688,7,"strict",0.005,200
"566","S100A8",1575,17,"strict",0.005,200
"567","KCNIP3",104,1,"strict",0.005,200
"568","MYOZ3",177,1,"strict",0.005,200
"569","NSG1",1352,18,"strict",0.005,200
"570","PGLYRP2",784,5,"strict",0.005,200
"571","OIT3",2787,23,"strict",0.005,200
"572","RNF213",127,1,"strict",0.005,200
"573","KRT5",9057,150,"strict",0.005,200
"574","ANKRD44",382,3,"strict",0.005,200
"575","SLC6A14",1083,20,"strict",0.005,200
"576","ABCB11",7478,91,"strict",0.005,200
"577","MUC4",1963,30,"strict",0.005,200
"578","MYBPH",1464,15,"strict",0.005,200
"579","APOBEC2",1004,6,"strict",0.005,200
"580","TMEM45B",658,7,"strict",0.005,200
"581","FGF9",664,8,"strict",0.005,200
"582","UGT1A10",9493,163,"strict",0.005,200
"583","PCDHA1",833,9,"strict",0.005,200
"584","TMEM132B",449,3,"strict",0.005,200
"585","C8A",4454,64,"strict",0.005,200
"586","KLB",4358,77,"strict",0.005,200
"587","SMOX",101,1,"strict",0.005,200
"588","DNAI2",1375,11,"strict",0.005,200
"589","EMP1",1338,11,"strict",0.005,200
"590","G6PD",94,1,"strict",0.005,200
"591","LMOD3",8013,146,"strict",0.005,200
"592","ABRA",1743,13,"strict",0.005,200
"593","MUC6",224,3,"strict",0.005,200
"594","TTN",866,8,"strict",0.005,200
"595","TRAF3IP3",209,1,"strict",0.005,200
"596","SHISAL1",1044,9,"strict",0.005,200
"597","TMEFF2",247,1,"strict",0.005,200
"598","CAMK2N2",95,1,"strict",0.005,200
"599","USP12",149,1,"strict",0.005,200
