geneID	string_protein_id	propagate_scores
RNMT	9606.ENSP00000466111	0.03303377103028299
ALK	9606.ENSP00000373700	0.031027747966194695
MMP13	9606.ENSP00000260302	0.030983971430995627
MET	9606.ENSP00000317272	0.030956094195554593
SLTM	9606.ENSP00000369887	0.03023417741449679
RBM25	9606.ENSP00000261973	0.013434244219274723
PPIG	9606.ENSP00000260970	0.013321093053130385
FN1	9606.ENSP00000346839	0.0030992234787299107
NCBP1	9606.ENSP00000364289	0.0021860843585766307
NCBP2	9606.ENSP00000326806	0.002125708589310912
IL6	9606.ENSP00000385675	0.0020309342172905647
EGFR	9606.ENSP00000275493	0.0018132884894280223
SRC	9606.ENSP00000362680	0.001744941548407131
TNF	9606.ENSP00000398698	0.0017273052874348016
RNGTT	9606.ENSP00000358497	0.001716538375866888
TP53	9606.ENSP00000269305	0.001694925917990718
IL1B	9606.ENSP00000263341	0.0016552128493417884
GJB1	9606.ENSP00000354900	0.0015702419892363283
COL1A1	9606.ENSP00000225964	0.0015659829405277811
GRB2	9606.ENSP00000376345	0.0015649563016395447
ERBB2	9606.ENSP00000269571	0.001529546814503326
ACAN	9606.ENSP00000387356	0.0014921172247542728
TGFB1	9606.ENSP00000221930	0.001486525644967204
EIF4E	9606.ENSP00000425561	0.001477151297392426
CXCL8	9606.ENSP00000306512	0.001457942287522187
TIMP1	9606.ENSP00000218388	0.001455595256729709
PRX	9606.ENSP00000326018	0.0014479137786238114
GDAP1	9606.ENSP00000220822	0.001421033900873627
AGO2	9606.ENSP00000220592	0.0014203198708783245
FMR1	9606.ENSP00000359506	0.0014190989256870651
STAT3	9606.ENSP00000264657	0.0014015238238187287
EGR2	9606.ENSP00000242480	0.0013999649325059029
SH3TC2	9606.ENSP00000423660	0.00139055885059243
PMP22	9606.ENSP00000308937	0.0013864323907743531
RUNX2	9606.ENSP00000360493	0.0013658669689156813
HSP90AA1	9606.ENSP00000335153	0.001334244252373893
COL2A1	9606.ENSP00000369889	0.0013327072284895736
HSPG2	9606.ENSP00000363827	0.0013297955025247318
CYFIP1	9606.ENSP00000481038	0.0013092461477420007
CCL2	9606.ENSP00000225831	0.0013050850542003739
PIK3R1	9606.ENSP00000428056	0.0012981096097504842
MPZL1	9606.ENSP00000352513	0.0012968064297888275
PTPN11	9606.ENSP00000489597	0.0012933865670389144
NCBP3	9606.ENSP00000373657	0.0012916428541054031
EIF4E2	9606.ENSP00000258416	0.0012859231742693347
EIF4E1B	9606.ENSP00000497422	0.001271503266899924
TIMP3	9606.ENSP00000266085	0.0012688287072639137
MMP14	9606.ENSP00000308208	0.0012378294988640423
KRAS	9606.ENSP00000256078	0.001225223343453092
EIF4E3	9606.ENSP00000393324	0.0012156920466865136
ELN	9606.ENSP00000351807	0.0012058178515874627
PLG	9606.ENSP00000308938	0.0012028842430604014
MFN2	9606.ENSP00000416338	0.001193701926184625
PIK3CA	9606.ENSP00000263967	0.0011841124061056135
CTNNB1	9606.ENSP00000495360	0.001176733330284685
TIMP2	9606.ENSP00000262768	0.0011692594566854672
SNRPF	9606.ENSP00000266735	0.0011525887735084912
JAK2	9606.ENSP00000371067	0.0011518937472354742
RAMAC	9606.ENSP00000307181	0.0011403185030043818
SUPT5H	9606.ENSP00000470252	0.001139959339189879
COL10A1	9606.ENSP00000327368	0.001139517400934509
PTEN	9606.ENSP00000361021	0.0011116877239072418
SHC1	9606.ENSP00000401303	0.0011025692685103588
PIK3R2	9606.ENSP00000222254	0.0011015224329924583
NEFL	9606.ENSP00000482169	0.0010928557988634483
LITAF	9606.ENSP00000459533	0.0010927546440393794
CD44	9606.ENSP00000398632	0.001091459254399209
ADAMTS4	9606.ENSP00000356975	0.0010888640684981845
HRAS	9606.ENSP00000407586	0.0010886995853078467
PMP2	9606.ENSP00000256103	0.0010878720816221335
PIK3CB	9606.ENSP00000501150	0.0010839258667831157
MMP16	9606.ENSP00000286614	0.001083642685234027
SOX9	9606.ENSP00000245479	0.0010817487437905235
CLEC14A	9606.ENSP00000353013	0.001072923647542526
EGF	9606.ENSP00000265171	0.0010728125499154648
A2M	9606.ENSP00000323929	0.0010704510091861113
PIK3R3	9606.ENSP00000262741	0.001066310573218225
COL18A1	9606.ENSP00000352798	0.0010600541070820342
PLCG1	9606.ENSP00000244007	0.0010582325444893044
TNFSF11	9606.ENSP00000381775	0.0010441292203277053
PIK3CD	9606.ENSP00000366563	0.0010326270574899457
ADAMTS3	9606.ENSP00000286657	0.001018534220421631
MMP9	9606.ENSP00000361405	0.0010170757263267866
COL14A1	9606.ENSP00000297848	0.0010127605315601875
NRAS	9606.ENSP00000358548	0.0010124327290737182
ADAMTS5	9606.ENSP00000284987	0.001007115682691841
CMTR1	9606.ENSP00000362550	0.0010049394804414191
KDR	9606.ENSP00000263923	0.00100428018479841
KIF1B	9606.ENSP00000263934	0.0009969820013622976
CMTR2	9606.ENSP00000337512	0.0009959106637443809
MYC	9606.ENSP00000478887	0.0009941302585171731
CBFB	9606.ENSP00000415151	0.0009930216872245127
CTSK	9606.ENSP00000271651	0.0009869816605375978
PLCG2	9606.ENSP00000482457	0.000983208984590999
HSP90AB1	9606.ENSP00000360609	0.000983119254616969
JAK1	9606.ENSP00000499900	0.0009794107918341998
IRS1	9606.ENSP00000304895	0.0009704779630487064
KPNA6	9606.ENSP00000362728	0.000967031996504771
INS	9606.ENSP00000380432	0.0009638009526153873
MMP2	9606.ENSP00000219070	0.0009600196002555564
PRSS1	9606.ENSP00000308720	0.0009442266355517965
RAMACL	9606.ENSP00000498060	0.0009439627586076725
AKT1	9606.ENSP00000451828	0.0009406781455613503
SNX25	9606.ENSP00000426255	0.0009056454500362444
SDC1	9606.ENSP00000370542	0.0008914805314402895
ITGB1	9606.ENSP00000379350	0.0008814106094050056
CD274	9606.ENSP00000370989	0.0008762494604582648
OPTC	9606.ENSP00000356191	0.0008761288350699866
SNRPE	9606.ENSP00000400591	0.0008731285542202718
SNRPD2	9606.ENSP00000342374	0.000868342784177407
HGF	9606.ENSP00000222390	0.0008495751195326436
SNRPG	9606.ENSP00000393388	0.0008479561451385135
FGF2	9606.ENSP00000264498	0.0008343204023480702
SNRPD3	9606.ENSP00000215829	0.0008090291189693143
IGF1	9606.ENSP00000376637	0.0008047805451374595
CDH1	9606.ENSP00000261769	0.000804580034956224
SNRPD1	9606.ENSP00000300413	0.0007982146062810183
NPM1	9606.ENSP00000296930	0.000793083406301069
RHOA	9606.ENSP00000400175	0.0007893876883785872
EML4	9606.ENSP00000320663	0.00076104082440025
ALYREF	9606.ENSP00000421592	0.000751671158329053
SNRPB	9606.ENSP00000412566	0.0007509730264468744
ERBB3	9606.ENSP00000267101	0.0007437263638145616
RANBP2	9606.ENSP00000283195	0.0007384842027425442
DCN	9606.ENSP00000052754	0.0007332764717554795
KIF5B	9606.ENSP00000307078	0.0007277812011522547
SNRPA1	9606.ENSP00000254193	0.0007055473437204368
CD4	9606.ENSP00000011653	0.0007049575283554494
CDC40	9606.ENSP00000357928	0.0007048158808172805
JAK3	9606.ENSP00000432511	0.0006929038934718741
KLC1	9606.ENSP00000414982	0.0006888610370304052
SRRM2	9606.ENSP00000301740	0.0006869414434270721
PTK2	9606.ENSP00000341189	0.0006867077623317583
KIT	9606.ENSP00000288135	0.0006828708987997125
SF3B1	9606.ENSP00000335321	0.0006788330574036202
SRRM1	9606.ENSP00000326261	0.000676871501071175
PDGFRB	9606.ENSP00000261799	0.0006761444987367948
DDX39B	9606.ENSP00000416269	0.0006755106953891967
SNRPB2	9606.ENSP00000246071	0.0006734920348955234
IGF1R	9606.ENSP00000497069	0.0006711759796392377
ACTB	9606.ENSP00000494750	0.0006699154206248254
CDC5L	9606.ENSP00000360532	0.0006671128450515893
FGFR1	9606.ENSP00000393312	0.0006489625090124756
CBL	9606.ENSP00000264033	0.0006481968054705975
SMARCA4	9606.ENSP00000343896	0.0006467726254169352
FRS2	9606.ENSP00000447241	0.0006431446551687793
EFTUD2	9606.ENSP00000392094	0.0006418489419400051
EIF4A3	9606.ENSP00000497641	0.0006416093417945653
ALB	9606.ENSP00000295897	0.0006393452227483968
IFNG	9606.ENSP00000229135	0.0006333937669876539
MTMR2	9606.ENSP00000345752	0.0006290071079027325
