"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A2M",113,"narrow",0.002
"2","A2ML1",3,"narrow",0.002
"3","AADAC",54,"narrow",0.002
"4","ABCB1",1,"narrow",0.002
"5","ABCB11",30,"narrow",0.002
"6","ABCC11",2,"narrow",0.002
"7","ABCC8",2,"narrow",0.002
"8","ABI3BP",12,"narrow",0.002
"9","ABO",59,"narrow",0.002
"10","ABR",5,"narrow",0.002
"11","ACAA1",27,"narrow",0.002
"12","ACADL",2,"narrow",0.002
"13","ACE2",38,"narrow",0.002
"14","ACKR3",9,"narrow",0.002
"15","ACOT11",2,"narrow",0.002
"16","ACOXL",3,"narrow",0.002
"17","ACSL5",1,"narrow",0.002
"18","ACSS2",10,"narrow",0.002
"19","ACVR1C",1,"narrow",0.002
"20","ADAM11",7,"narrow",0.002
"21","ADAM28",4,"narrow",0.002
"22","ADAMTS1",3,"narrow",0.002
"23","ADAMTS10",2,"narrow",0.002
"24","ADAMTS12",1,"narrow",0.002
"25","ADAMTS15",19,"narrow",0.002
"26","ADAMTS2",81,"narrow",0.002
"27","ADAMTS20",1,"narrow",0.002
"28","ADAMTS4",16,"narrow",0.002
"29","ADAMTSL1",43,"narrow",0.002
"30","ADAMTSL4",31,"narrow",0.002
"31","ADAMTSL5",4,"narrow",0.002
"32","ADAR",1,"narrow",0.002
"33","ADCY1",5,"narrow",0.002
"34","ADCY2",4,"narrow",0.002
"35","ADCYAP1",2,"narrow",0.002
"36","ADRA2A",13,"narrow",0.002
"37","ADRA2C",2,"narrow",0.002
"38","AEBP1",4,"narrow",0.002
"39","AFF3",29,"narrow",0.002
"40","AGMAT",1,"narrow",0.002
"41","AGTR1",1,"narrow",0.002
"42","AGXT",2,"narrow",0.002
"43","AIM2",20,"narrow",0.002
"44","AJAP1",1,"narrow",0.002
"45","AK5",6,"narrow",0.002
"46","AK8",3,"narrow",0.002
"47","AKR1B10",121,"narrow",0.002
"48","AKR1B15",17,"narrow",0.002
"49","AKR1C2",1,"narrow",0.002
"50","ALDH1A1",47,"narrow",0.002
"51","ALDH1A3",1,"narrow",0.002
"52","ALDH1L1",6,"narrow",0.002
"53","ALG1L",170,"narrow",0.002
"54","ALOX5",9,"narrow",0.002
"55","ALPK2",41,"narrow",0.002
"56","ALPL",1,"narrow",0.002
"57","ALPP",18,"narrow",0.002
"58","ALX3",3,"narrow",0.002
"59","AMH",1,"narrow",0.002
"60","AMHR2",4,"narrow",0.002
"61","AMN",4,"narrow",0.002
"62","AMTN",1,"narrow",0.002
"63","ANAPC16",28,"narrow",0.002
"64","ANAPC5",1,"narrow",0.002
"65","ANK1",3,"narrow",0.002
"66","ANKRD18B",1,"narrow",0.002
"67","ANKRD24",14,"narrow",0.002
"68","ANKRD30A",1,"narrow",0.002
"69","ANKRD30B",2,"narrow",0.002
"70","ANKRD34A",11,"narrow",0.002
"71","ANKRD62",141,"narrow",0.002
"72","ANO2",1,"narrow",0.002
"73","ANPEP",4,"narrow",0.002
"74","ANXA11",1,"narrow",0.002
"75","ANXA8",1,"narrow",0.002
"76","ANXA8L1",3,"narrow",0.002
"77","AOC1",1,"narrow",0.002
"78","AP1S2",3,"narrow",0.002
"79","AP3M2",1,"narrow",0.002
"80","APBA2",11,"narrow",0.002
"81","APC2",51,"narrow",0.002
"82","APH1B",1,"narrow",0.002
"83","APLN",5,"narrow",0.002
"84","APLP1",1,"narrow",0.002
"85","APOBEC3G",15,"narrow",0.002
"86","AQP5",15,"narrow",0.002
"87","ARHGAP25",4,"narrow",0.002
"88","ARHGAP36",9,"narrow",0.002
"89","ARHGDIG",1,"narrow",0.002
"90","ARHGEF25",7,"narrow",0.002
"91","ARL14",5,"narrow",0.002
"92","ARL14EPL",1,"narrow",0.002
"93","ARMC12",11,"narrow",0.002
"94","ARMC6",1,"narrow",0.002
"95","ARMCX1",4,"narrow",0.002
"96","ARMCX2",2,"narrow",0.002
