"","Gene","Count","Thresh.Name","Thresh.Value"
"1","LRP10",6,"narrow",0.002
"2","NDUFS2",1,"narrow",0.002
"3","GSDME",2,"narrow",0.002
"4","BCO2",3,"narrow",0.002
"5","IQGAP3",16,"narrow",0.002
"6","GPATCH1",12,"narrow",0.002
"7","TPM1",1,"narrow",0.002
"8","DDHD2",36,"narrow",0.002
"9","C1orf112",15,"narrow",0.002
"10","PARPBP",2,"narrow",0.002
"11","ADCY9",2,"narrow",0.002
"12","MSRA",2,"narrow",0.002
"13","CCT8",1,"narrow",0.002
"14","GALNT10",2,"narrow",0.002
"15","DBR1",1,"narrow",0.002
"16","CEP128",2,"narrow",0.002
"17","NBPF20",1,"narrow",0.002
"18","SAMD4A",23,"narrow",0.002
"19","UBE2M",2,"narrow",0.002
"20","PPP1R8",1,"narrow",0.002
"21","KIF4A",19,"narrow",0.002
"22","CDK1",15,"narrow",0.002
"23","MAP3K8",1,"narrow",0.002
"24","WDR76",32,"narrow",0.002
"25","MCM7",6,"narrow",0.002
"26","DEK",2,"narrow",0.002
"27","IFT52",29,"narrow",0.002
"28","CDH11",1,"narrow",0.002
"29","NABP2",1,"narrow",0.002
"30","RCBTB2",14,"narrow",0.002
"31","MCM2",20,"narrow",0.002
"32","TAF1B",4,"narrow",0.002
"33","S100A4",1,"narrow",0.002
"34","CEP152",5,"narrow",0.002
"35","GTF2B",1,"narrow",0.002
"36","INTS8",2,"narrow",0.002
"37","CEP68",1,"narrow",0.002
"38","COP1",2,"narrow",0.002
"39","EEF2",1,"narrow",0.002
"40","KAT2B",13,"narrow",0.002
"41","TBC1D31",4,"narrow",0.002
"42","CCDC77",66,"narrow",0.002
"43","ZNF469",1,"narrow",0.002
"44","NCAPG2",3,"narrow",0.002
"45","UPF3B",1,"narrow",0.002
"46","ZDHHC7",4,"narrow",0.002
"47","JPT1",1,"narrow",0.002
"48","SERPINF1",2,"narrow",0.002
"49","FAM50A",7,"narrow",0.002
"50","SERPINA1",113,"narrow",0.002
"51","THBS2",1,"narrow",0.002
"52","CTDSP1",5,"narrow",0.002
"53","NTAN1",39,"narrow",0.002
"54","ERF",1,"narrow",0.002
"55","GLS",1,"narrow",0.002
"56","HPS1",1,"narrow",0.002
"57","C1QTNF5",3,"narrow",0.002
"58","TMEM45A",2,"narrow",0.002
"59","WWTR1",6,"narrow",0.002
"60","HIP1",1,"narrow",0.002
"61","HJURP",16,"narrow",0.002
"62","BRCA1",1,"narrow",0.002
"63","ICAM2",1,"narrow",0.002
"64","DCAF8",12,"narrow",0.002
"65","SOCS6",1,"narrow",0.002
"66","POP1",3,"narrow",0.002
"67","RREB1",4,"narrow",0.002
"68","REXO5",166,"narrow",0.002
"69","MRPS14",1,"narrow",0.002
"70","GOLPH3L",13,"narrow",0.002
"71","AREG",10,"narrow",0.002
"72","DHX9",33,"narrow",0.002
"73","AARS1",2,"narrow",0.002
"74","TPX2",30,"narrow",0.002
"75","GRAP",1,"narrow",0.002
"76","SF3B3",6,"narrow",0.002
"77","SCARB1",3,"narrow",0.002
"78","CKS1B",2,"narrow",0.002
"79","SPICE1",4,"narrow",0.002
"80","UBE2S",9,"narrow",0.002
"81","TYMS",26,"narrow",0.002
"82","COX7A1",1,"narrow",0.002
"83","KLHDC3",3,"narrow",0.002
"84","UPF2",1,"narrow",0.002
"85","STIL",5,"narrow",0.002
"86","RAB3IP",23,"narrow",0.002
"87","NCAPD3",1,"narrow",0.002
"88","P3H2",1,"narrow",0.002
"89","CCDC80",2,"narrow",0.002
"90","MACF1",42,"narrow",0.002
"91","SKA2",7,"narrow",0.002
"92","AXL",3,"narrow",0.002
"93","HAUS8",36,"narrow",0.002
"94","CCNB2",39,"narrow",0.002
"95","SMC3",44,"narrow",0.002
"96","LRRC8A",17,"narrow",0.002
"97","MTBP",9,"narrow",0.002
"98","MYBL2",157,"narrow",0.002
"99","THY1",2,"narrow",0.002
"100","ECT2",11,"narrow",0.002
"101","ACTL6A",8,"narrow",0.002
"102","PSMB4",15,"narrow",0.002
"103","AGFG2",3,"narrow",0.002
"104","APBB2",1,"narrow",0.002
"105","PTPRE",41,"narrow",0.002
"106","F2R",3,"narrow",0.002
"107","BRAP",9,"narrow",0.002
"108","DKC1",2,"narrow",0.002
"109","PDGFA",63,"narrow",0.002
"110","PSMD4",45,"narrow",0.002
"111","MAGOHB",19,"narrow",0.002
"112","ANLN",3,"narrow",0.002
"113","OSBPL5",1,"narrow",0.002
"114","ITGAV",5,"narrow",0.002
"115","CXCL12",1,"narrow",0.002
"116","SEC11C",30,"narrow",0.002
"117","RRP1B",1,"narrow",0.002
"118","BICD2",1,"narrow",0.002
"119","PTPRB",2,"narrow",0.002
"120","MRC2",13,"narrow",0.002
"121","IGFBP4",8,"narrow",0.002
"122","PIEZO2",17,"narrow",0.002
"123","CORO1C",1,"narrow",0.002
"124","PER1",1,"narrow",0.002
"125","PDGFRB",9,"narrow",0.002
"126","UBA2",2,"narrow",0.002
"127","POLE2",2,"narrow",0.002
"128","ZNF875",1,"narrow",0.002
"129","SEPTIN10",1,"narrow",0.002
"130","EDNRB",5,"narrow",0.002
"131","ATAD5",37,"narrow",0.002
"132","TRIB2",1,"narrow",0.002
"133","TMEM106C",5,"narrow",0.002
"134","JAG2",16,"narrow",0.002
"135","DROSHA",11,"narrow",0.002
"136","FUT10",3,"narrow",0.002
"137","CHAMP1",1,"narrow",0.002
"138","PRICKLE2",14,"narrow",0.002
"139","ACTN1",3,"narrow",0.002
"140","SPAG5",52,"narrow",0.002
"141","NLRP3",7,"narrow",0.002
"142","EPB41L2",1,"narrow",0.002
"143","LZTS2",5,"narrow",0.002
"144","CRYBG1",3,"narrow",0.002
"145","IL17RA",1,"narrow",0.002
"146","CAV2",1,"narrow",0.002
"147","TIMM50",5,"narrow",0.002
"148","LIMS1",5,"narrow",0.002
"149","TSEN15",7,"narrow",0.002
"150","LRIG3",1,"narrow",0.002
"151","NRP1",4,"narrow",0.002
"152","LFNG",1,"narrow",0.002
"153","DCAF13",1,"narrow",0.002
"154","RAB20",12,"narrow",0.002
"155","JAG1",7,"narrow",0.002
"156","KIF11",53,"narrow",0.002
"157","TLR2",8,"narrow",0.002
"158","TBC1D17",1,"narrow",0.002
"159","USP21",8,"narrow",0.002
"160","HIPK3",1,"narrow",0.002
"161","PDLIM3",5,"narrow",0.002
"162","CDC20",14,"narrow",0.002
"163","ARHGAP11A",7,"narrow",0.002
"164","ITGB5",4,"narrow",0.002
"165","DBF4",4,"narrow",0.002
"166","FAM111B",30,"narrow",0.002
"167","LMCD1",2,"narrow",0.002
"168","ELK3",1,"narrow",0.002
"169","CCT2",39,"narrow",0.002
"170","TTPAL",1,"narrow",0.002
"171","RPN1",1,"narrow",0.002
"172","TNS2",85,"narrow",0.002
"173","LPCAT2",3,"narrow",0.002
"174","KRT10",12,"narrow",0.002
"175","ZNF507",11,"narrow",0.002
"176","CREB3L1",2,"narrow",0.002
"177","AKR1C1",4,"narrow",0.002
"178","COL16A1",2,"narrow",0.002
"179","TNFRSF10B",2,"narrow",0.002
"180","HAUS5",1,"narrow",0.002
"181","ATAD2",8,"narrow",0.002
"182","COPA",71,"narrow",0.002
"183","GPR89B",68,"narrow",0.002
"184","IL1RAP",1,"narrow",0.002
"185","RNASEH2A",34,"narrow",0.002
"186","RAB11FIP1",7,"narrow",0.002
"187","MACO1",1,"narrow",0.002
"188","TNFRSF14",1,"narrow",0.002
"189","LRP5L",1,"narrow",0.002
"190","PLEKHG3",2,"narrow",0.002
"191","RBMX",1,"narrow",0.002
"192","DIAPH3",2,"narrow",0.002
"193","THBS1",1,"narrow",0.002
"194","PMM2",2,"narrow",0.002
"195","MAPKAPK5",6,"narrow",0.002
"196","CSNK1A1",3,"narrow",0.002
"197","SMG7",22,"narrow",0.002
"198","SPRED1",15,"narrow",0.002
"199","CEP192",16,"narrow",0.002
"200","UAP1",3,"narrow",0.002
"201","ZSWIM6",81,"narrow",0.002
"202","TRAFD1",3,"narrow",0.002
"203","TTK",7,"narrow",0.002
"204","PARVA",1,"narrow",0.002
"205","PDE4D",5,"narrow",0.002
"206","VCAN",2,"narrow",0.002
"207","FAS",1,"narrow",0.002
"208","NFIA",26,"narrow",0.002
"209","MT2A",4,"narrow",0.002
"210","PLK3",13,"narrow",0.002
"211","TIPRL",3,"narrow",0.002
"212","ALDH5A1",2,"narrow",0.002
"213","PTGS2",1,"narrow",0.002
"214","GPN3",13,"narrow",0.002
"215","EIF4EBP1",17,"narrow",0.002
"216","HBA1",7,"narrow",0.002
"217","ARHGAP26",1,"narrow",0.002
"218","SHROOM4",19,"narrow",0.002
"219","PLSCR4",1,"narrow",0.002
"220","OSER1",2,"narrow",0.002
"221","COL7A1",5,"narrow",0.002
"222","CKAP2",13,"narrow",0.002
"223","FAM72A",29,"narrow",0.002
"224","LSM2",1,"narrow",0.002
"225","CENPK",5,"narrow",0.002
"226","DOK4",1,"narrow",0.002
"227","TMEM186",1,"narrow",0.002
"228","DONSON",23,"narrow",0.002
"229","GSTCD",36,"narrow",0.002
"230","DKK3",2,"narrow",0.002
"231","FECH",2,"narrow",0.002
"232","HMGCS1",26,"narrow",0.002
"233","IGFBP7",14,"narrow",0.002
"234","BMP1",3,"narrow",0.002
"235","KIRREL1",2,"narrow",0.002
"236","H2BC21",16,"narrow",0.002
"237","FHL3",98,"narrow",0.002
"238","CA2",18,"narrow",0.002
"239","RASGRP2",7,"narrow",0.002
"240","MAF",3,"narrow",0.002
"241","H2BC5",3,"narrow",0.002
"242","CCN1",1,"narrow",0.002
"243","SGIP1",99,"narrow",0.002
"244","RABGAP1L",4,"narrow",0.002
"245","F13A1",1,"narrow",0.002
"246","SAE1",2,"narrow",0.002
"247","DNA2",13,"narrow",0.002
"248","PLK1",40,"narrow",0.002
"249","TSPAN9",1,"narrow",0.002
"250","RPS9",1,"narrow",0.002
"251","MICAL3",1,"narrow",0.002
"252","F3",3,"narrow",0.002
"253","CFI",17,"narrow",0.002
"254","H2AC18",4,"narrow",0.002
"255","DPY19L3",2,"narrow",0.002
"256","CEP85L",1,"narrow",0.002
"257","STK17A",1,"narrow",0.002
"258","ITGA5",2,"narrow",0.002
"259","C4A",5,"narrow",0.002
"260","TMEM254",1,"narrow",0.002
"261","STRBP",1,"narrow",0.002
"262","LSM3",6,"narrow",0.002
"263","HNRNPR",2,"narrow",0.002
"264","ZDHHC8",17,"narrow",0.002
"265","ERI2",9,"narrow",0.002
"266","NSD3",39,"narrow",0.002
"267","KIFC1",27,"narrow",0.002
"268","IL6ST",2,"narrow",0.002
"269","E2F7",1,"narrow",0.002
"270","CPSF6",1,"narrow",0.002
"271","TEK",3,"narrow",0.002
"272","CDH3",1,"narrow",0.002
"273","RTTN",73,"narrow",0.002
"274","ZWILCH",6,"narrow",0.002
"275","ZYX",17,"narrow",0.002
"276","C11orf24",1,"narrow",0.002
"277","NASP",7,"narrow",0.002
"278","SUDS3",2,"narrow",0.002
"279","C17orf75",16,"narrow",0.002
"280","ATP1B1",2,"narrow",0.002
"281","ZFP36L2",1,"narrow",0.002
"282","GABPA",20,"narrow",0.002
"283","UBR1",2,"narrow",0.002
"284","HMGB2",31,"narrow",0.002
"285","SEC23A",2,"narrow",0.002
"286","CNOT11",2,"narrow",0.002
"287","CDC6",30,"narrow",0.002
"288","SERPINH1",1,"narrow",0.002
"289","SORBS3",1,"narrow",0.002
"290","DNMT1",17,"narrow",0.002
"291","UBE2C",22,"narrow",0.002
"292","LIMS2",10,"narrow",0.002
"293","SAC3D1",1,"narrow",0.002
"294","CNOT10",19,"narrow",0.002
"295","SPINT2",1,"narrow",0.002
"296","CBX5",20,"narrow",0.002
"297","H2AC12",5,"narrow",0.002
"298","PAPSS2",3,"narrow",0.002
"299","BRCC3",122,"narrow",0.002
"300","UHMK1",1,"narrow",0.002
"301","ZNF527",7,"narrow",0.002
"302","EOGT",4,"narrow",0.002
"303","DOCK6",4,"narrow",0.002
"304","CD248",1,"narrow",0.002
"305","ABLIM1",1,"narrow",0.002
"306","KIAA0930",1,"narrow",0.002
"307","TUBGCP3",5,"narrow",0.002
"308","SGO2",2,"narrow",0.002
"309","FBXO5",42,"narrow",0.002
"310","PHLDB1",27,"narrow",0.002
"311","NARS1",2,"narrow",0.002
"312","GTF3C5",4,"narrow",0.002
"313","RUSC2",8,"narrow",0.002
"314","TCHP",62,"narrow",0.002
"315","DCBLD1",5,"narrow",0.002
"316","MCTP1",2,"narrow",0.002
"317","CCDC150",27,"narrow",0.002
"318","MRC1",3,"narrow",0.002
"319","POC1A",23,"narrow",0.002
"320","C2CD3",1,"narrow",0.002
"321","EZH2",12,"narrow",0.002
"322","PRC1",65,"narrow",0.002
"323","RPL10",1,"narrow",0.002
"324","CACNA1C",1,"narrow",0.002
"325","TXNDC11",1,"narrow",0.002
"326","STS",53,"narrow",0.002
"327","CLPTM1L",1,"narrow",0.002
"328","MRPL9",7,"narrow",0.002
"329","POP7",9,"narrow",0.002
"330","FAM122B",16,"narrow",0.002
"331","BRF2",13,"narrow",0.002
"332","RAD21",1,"narrow",0.002
"333","PSMD3",1,"narrow",0.002
"334","WRAP53",5,"narrow",0.002
"335","EXT1",19,"narrow",0.002
"336","CHAF1B",73,"narrow",0.002
"337","DCLRE1B",1,"narrow",0.002
"338","PLEKHH2",16,"narrow",0.002
"339","H2BC15",2,"narrow",0.002
"340","CEP131",2,"narrow",0.002
"341","MDC1",2,"narrow",0.002
"342","TRAF3IP2",1,"narrow",0.002
"343","NAB2",11,"narrow",0.002
"344","VIM",1,"narrow",0.002
"345","AQP3",2,"narrow",0.002
"346","STMN1",146,"narrow",0.002
"347","PROCR",2,"narrow",0.002
"348","THAP9",5,"narrow",0.002
"349","JAK1",1,"narrow",0.002
"350","H2BC11",3,"narrow",0.002
"351","NLK",1,"narrow",0.002
"352","CHEK1",4,"narrow",0.002
"353","SLCO3A1",2,"narrow",0.002
"354","SHCBP1",15,"narrow",0.002
"355","CDC123",3,"narrow",0.002
"356","THOP1",3,"narrow",0.002
"357","HNMT",1,"narrow",0.002
"358","SPRY2",1,"narrow",0.002
"359","RBSN",2,"narrow",0.002
"360","RMI1",4,"narrow",0.002
"361","SKP2",36,"narrow",0.002
"362","HSPG2",16,"narrow",0.002
"363","SYNE1",6,"narrow",0.002
"364","MAPKBP1",1,"narrow",0.002
"365","TGFB1",37,"narrow",0.002
"366","WBP1L",7,"narrow",0.002
"367","CEP76",13,"narrow",0.002
"368","HLTF",4,"narrow",0.002
"369","RRM1",1,"narrow",0.002
"370","SEC61A2",14,"narrow",0.002
"371","TMEM37",2,"narrow",0.002
"372","ANTXR2",1,"narrow",0.002
"373","TMEM67",1,"narrow",0.002
"374","FLT4",5,"narrow",0.002
"375","SULF2",13,"narrow",0.002
"376","EGR1",1,"narrow",0.002
"377","NOMO3",21,"narrow",0.002
"378","AMFR",1,"narrow",0.002
"379","SSRP1",3,"narrow",0.002
"380","IGFBP5",1,"narrow",0.002
"381","EXOSC2",1,"narrow",0.002
"382","CDC7",9,"narrow",0.002
"383","DTL",17,"narrow",0.002
"384","PER2",1,"narrow",0.002
"385","PLEC",1,"narrow",0.002
"386","SNRNP25",9,"narrow",0.002
"387","EXOSC8",2,"narrow",0.002
"388","CXorf56",1,"narrow",0.002
"389","RARA",11,"narrow",0.002
"390","TFRC",11,"narrow",0.002
"391","BNC2",2,"narrow",0.002
"392","GTF3C1",2,"narrow",0.002
"393","DOT1L",1,"narrow",0.002
"394","CEBPG",1,"narrow",0.002
"395","RBBP4",3,"narrow",0.002
"396","H2AC20",29,"narrow",0.002
"397","TRIM28",4,"narrow",0.002
"398","CPEB2",3,"narrow",0.002
"399","RBMS2",2,"narrow",0.002
"400","TPT1",13,"narrow",0.002
"401","SETDB1",22,"narrow",0.002
"402","NDST1",1,"narrow",0.002
"403","POLR2K",2,"narrow",0.002
"404","CEP55",11,"narrow",0.002
"405","CHD9",2,"narrow",0.002
"406","PDXDC1",113,"narrow",0.002
"407","USP6NL",1,"narrow",0.002
"408","MAP3K4",1,"narrow",0.002
"409","SPARC",1,"narrow",0.002
"410","ZNF432",24,"narrow",0.002
"411","RASGRF2",1,"narrow",0.002
"412","SIRPA",1,"narrow",0.002
"413","TPR",1,"narrow",0.002
"414","PDK4",2,"narrow",0.002
"415","SLC7A8",1,"narrow",0.002
"416","ATF6",15,"narrow",0.002
"417","PLXDC1",1,"narrow",0.002
"418","H4C14",2,"narrow",0.002
"419","PMEPA1",5,"narrow",0.002
"420","SS18L2",1,"narrow",0.002
"421","ZNF131",2,"narrow",0.002
"422","PLPP5",33,"narrow",0.002
"423","ASH2L",2,"narrow",0.002
"424","GRB10",9,"narrow",0.002
"425","SLC35E3",4,"narrow",0.002
"426","ARPC5",1,"narrow",0.002
"427","TMED2",2,"narrow",0.002
"428","LUZP1",2,"narrow",0.002
"429","LDB2",15,"narrow",0.002
"430","RFC5",101,"narrow",0.002
"431","RAD51C",28,"narrow",0.002
"432","SSR4",1,"narrow",0.002
"433","NEMP1",1,"narrow",0.002
"434","LEPR",1,"narrow",0.002
"435","SGO1",132,"narrow",0.002
"436","CBX3",19,"narrow",0.002
"437","CHTOP",2,"narrow",0.002
"438","DUSP7",9,"narrow",0.002
"439","PPP2R3B",1,"narrow",0.002
"440","KCTD21",4,"narrow",0.002
"441","SEPHS1",30,"narrow",0.002
"442","FUT11",1,"narrow",0.002
"443","SLF1",6,"narrow",0.002
"444","TMPO",38,"narrow",0.002
"445","MUC1",2,"narrow",0.002
"446","TGFBR2",20,"narrow",0.002
"447","CD200",8,"narrow",0.002
"448","MCM6",4,"narrow",0.002
"449","HNRNPM",2,"narrow",0.002
"450","AVL9",1,"narrow",0.002
"451","XPOT",1,"narrow",0.002
"452","TGFBI",4,"narrow",0.002
"453","EFNB1",2,"narrow",0.002
"454","EXO1",34,"narrow",0.002
"455","ZHX3",2,"narrow",0.002
"456","FILIP1L",2,"narrow",0.002
"457","LRRC32",17,"narrow",0.002
"458","BCAS2",2,"narrow",0.002
"459","VRK1",10,"narrow",0.002
"460","NUDT5",3,"narrow",0.002
"461","CALD1",1,"narrow",0.002
"462","CD93",12,"narrow",0.002
"463","LDLR",4,"narrow",0.002
"464","MAN2C1",1,"narrow",0.002
"465","KRT17",1,"narrow",0.002
"466","CENPJ",58,"narrow",0.002
"467","PLEKHG2",5,"narrow",0.002
"468","HMGN1",8,"narrow",0.002
"469","DENND3",1,"narrow",0.002
"470","DCLRE1A",12,"narrow",0.002
"471","CKAP5",2,"narrow",0.002
"472","MSN",5,"narrow",0.002
"473","FAP",1,"narrow",0.002
"474","DELE1",21,"narrow",0.002
"475","DCAF5",6,"narrow",0.002
"476","CYBRD1",5,"narrow",0.002
"477","CEP72",6,"narrow",0.002
"478","EVC",3,"narrow",0.002
"479","H2BC17",3,"narrow",0.002
"480","ZNHIT3",1,"narrow",0.002
"481","PDLIM5",8,"narrow",0.002
"482","AFAP1L1",4,"narrow",0.002
"483","PSMD7",25,"narrow",0.002
"484","SH3D19",1,"narrow",0.002
"485","RAD18",6,"narrow",0.002
"486","H2AC17",31,"narrow",0.002
"487","POP4",3,"narrow",0.002
"488","TRAIP",3,"narrow",0.002
"489","ARHGEF3",1,"narrow",0.002
"490","COG4",6,"narrow",0.002
"491","RBM8A",19,"narrow",0.002
"492","TPST1",13,"narrow",0.002
"493","POU2F1",22,"narrow",0.002
"494","ATP7B",6,"narrow",0.002
"495","MLH1",3,"narrow",0.002
"496","INCENP",49,"narrow",0.002
"497","CDKAL1",3,"narrow",0.002
"498","C5orf34",35,"narrow",0.002
"499","ATXN1",3,"narrow",0.002
"500","LYRM1",44,"narrow",0.002
"501","C2orf68",4,"narrow",0.002
"502","ITPKB",1,"narrow",0.002
"503","RAD51",4,"narrow",0.002
"504","CDKN2C",1,"narrow",0.002
"505","LTBP2",19,"narrow",0.002
"506","MYADM",5,"narrow",0.002
"507","PLB1",1,"narrow",0.002
"508","KNL1",7,"narrow",0.002
"509","UNG",1,"narrow",0.002
"510","RFWD3",23,"narrow",0.002
"511","TAGLN",2,"narrow",0.002
"512","BRIP1",37,"narrow",0.002
"513","PALLD",1,"narrow",0.002
"514","C3",1,"narrow",0.002
"515","LMNB1",33,"narrow",0.002
"516","GTSE1",23,"narrow",0.002
