"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",34,"narrow",0.002
"2","A2ML1",55,"narrow",0.002
"3","AAK1",2,"narrow",0.002
"4","AATF",3,"narrow",0.002
"5","ABCA10",6,"narrow",0.002
"6","ABCA4",1,"narrow",0.002
"7","ABCA6",86,"narrow",0.002
"8","ABCA8",7,"narrow",0.002
"9","ABCB1",1,"narrow",0.002
"10","ABCB4",1,"narrow",0.002
"11","ABCC8",15,"narrow",0.002
"12","ABCC9",166,"narrow",0.002
"13","ACAN",12,"narrow",0.002
"14","ACOT12",6,"narrow",0.002
"15","ACOXL",5,"narrow",0.002
"16","ACP5",24,"narrow",0.002
"17","ACSS3",2,"narrow",0.002
"18","ACTL6B",1,"narrow",0.002
"19","ACTN2",18,"narrow",0.002
"20","ACVRL1",8,"narrow",0.002
"21","ADAM33",1,"narrow",0.002
"22","ADAMTS2",53,"narrow",0.002
"23","ADAMTS20",7,"narrow",0.002
"24","ADAMTS5",107,"narrow",0.002
"25","ADAMTSL1",2,"narrow",0.002
"26","ADAMTSL2",35,"narrow",0.002
"27","ADARB1",59,"narrow",0.002
"28","ADARB2",1,"narrow",0.002
"29","ADCY2",3,"narrow",0.002
"30","ADCY5",4,"narrow",0.002
"31","ADCYAP1",126,"narrow",0.002
"32","ADH1C",5,"narrow",0.002
"33","ADH6",58,"narrow",0.002
"34","ADRA1D",11,"narrow",0.002
"35","ADRA2A",16,"narrow",0.002
"36","ADRA2B",3,"narrow",0.002
"37","AEBP1",27,"narrow",0.002
"38","AFF2",2,"narrow",0.002
"39","AFF3",1,"narrow",0.002
"40","AGMO",3,"narrow",0.002
"41","AGT",4,"narrow",0.002
"42","AGXT",3,"narrow",0.002
"43","AJAP1",12,"narrow",0.002
"44","AKR1B10",1,"narrow",0.002
"45","AKR7A3",17,"narrow",0.002
"46","ALDH1A1",3,"narrow",0.002
"47","ALDH1A2",17,"narrow",0.002
"48","ALG14",1,"narrow",0.002
"49","ALOX15",9,"narrow",0.002
"50","ALPI",1,"narrow",0.002
"51","ALPK2",1,"narrow",0.002
"52","ALPK3",1,"narrow",0.002
"53","ALPL",1,"narrow",0.002
"54","ALPP",13,"narrow",0.002
"55","AMBP",90,"narrow",0.002
"56","AMN",3,"narrow",0.002
"57","AMZ1",17,"narrow",0.002
"58","ANGPTL2",17,"narrow",0.002
"59","ANK1",36,"narrow",0.002
"60","ANKFN1",2,"narrow",0.002
"61","ANKRD20A4",1,"narrow",0.002
"62","ANKS4B",103,"narrow",0.002
"63","ANO2",52,"narrow",0.002
"64","ANXA13",192,"narrow",0.002
"65","AOC1",8,"narrow",0.002
"66","AP2B1",4,"narrow",0.002
"67","AP3B2",21,"narrow",0.002
"68","APBA1",1,"narrow",0.002
"69","APBB1IP",1,"narrow",0.002
"70","APIP",16,"narrow",0.002
"71","APOBEC3D",1,"narrow",0.002
"72","APOBEC3G",1,"narrow",0.002
"73","APOD",2,"narrow",0.002
"74","APOM",1,"narrow",0.002
"75","AQP5",36,"narrow",0.002
"76","AQP7",30,"narrow",0.002
"77","ARC",2,"narrow",0.002
"78","ARHGAP20",1,"narrow",0.002
"79","ARHGAP6",4,"narrow",0.002
"80","ARHGEF3",1,"narrow",0.002
"81","ARHGEF38",1,"narrow",0.002
"82","ARNT2",4,"narrow",0.002
"83","ARPC5",1,"narrow",0.002
"84","ARSH",1,"narrow",0.002
"85","ARTN",1,"narrow",0.002
"86","ASCL1",124,"narrow",0.002
"87","ASCL2",11,"narrow",0.002
"88","ASIC2",3,"narrow",0.002
"89","ASTL",2,"narrow",0.002
"90","ASTN1",6,"narrow",0.002
"91","ATP10A",6,"narrow",0.002
"92","ATP10B",2,"narrow",0.002
"93","ATP13A4",3,"narrow",0.002
"94","ATP2B2",28,"narrow",0.002
"95","ATP6V0A4",41,"narrow",0.002
"96","ATP6V1G2",5,"narrow",0.002
"97","ATP8B4",3,"narrow",0.002
"98","AXDND1",1,"narrow",0.002
"99","AZGP1",1,"narrow",0.002
"100","B3GALT2",19,"narrow",0.002
"101","B3GAT1",40,"narrow",0.002
"102","B3GNT6",113,"narrow",0.002
"103","B3GNTL1",1,"narrow",0.002
"104","BAALC",8,"narrow",0.002
"105","BAAT",1,"narrow",0.002
"106","BCAS1",3,"narrow",0.002
"107","BCL2A1",14,"narrow",0.002
"108","BCL6B",3,"narrow",0.002
"109","BCO2",8,"narrow",0.002
"110","BEND4",2,"narrow",0.002
"111","BEX1",7,"narrow",0.002
"112","BHMT2",4,"narrow",0.002
"113","BMP3",16,"narrow",0.002
"114","BOC",1,"narrow",0.002
"115","BRDT",14,"narrow",0.002
"116","BRINP3",4,"narrow",0.002
"117","BTBD19",1,"narrow",0.002
"118","BTBD3",4,"narrow",0.002
"119","BTG2",1,"narrow",0.002
"120","BTNL9",7,"narrow",0.002
"121","C10orf90",10,"narrow",0.002
"122","C11orf68",15,"narrow",0.002
"123","C11orf86",3,"narrow",0.002
"124","C11orf96",4,"narrow",0.002
