geneID	string_protein_id	propagate_scores
NRP1	9606.ENSP00000265371	0.0014640615209078152
CXCL8	9606.ENSP00000306512	0.001454841434939839
CRKL	9606.ENSP00000346300	0.0014422132726260883
FYN	9606.ENSP00000346671	0.0014413609480153607
IFNG	9606.ENSP00000229135	0.00144029965730999
SHC3	9606.ENSP00000364995	0.0014370498543952585
PLCG1	9606.ENSP00000244007	0.0014160369959173324
CXCL12	9606.ENSP00000379140	0.0013586742314802042
CD4	9606.ENSP00000011653	0.0013533680511058632
EFNB2	9606.ENSP00000493716	0.0013383124519636496
NGFR	9606.ENSP00000172229	0.0013172926237814636
EREG	9606.ENSP00000244869	0.0013090637593919324
STAT1	9606.ENSP00000354394	0.0013053152766482118
FGF21	9606.ENSP00000471477	0.0013042649531636974
CSF2	9606.ENSP00000296871	0.001303578566641113
PTPRC	9606.ENSP00000411355	0.0012984879743103562
FLT3LG	9606.ENSP00000469613	0.0012903574483595734
SHC2	9606.ENSP00000264554	0.001288157423025264
NTRK2	9606.ENSP00000277120	0.001286103872717883
TNF	9606.ENSP00000398698	0.0012791257338979206
HRAS	9606.ENSP00000407586	0.0012625491669118738
IL10	9606.ENSP00000412237	0.0012313115688735038
EFNA4	9606.ENSP00000414378	0.001191107215253443
LYN	9606.ENSP00000428924	0.0011756630034513004
EFNA2	9606.ENSP00000215368	0.0011690418237874417
CSF3	9606.ENSP00000225474	0.0011660822849145572
JAK1	9606.ENSP00000499900	0.0011620210738764564
EFNA3	9606.ENSP00000357393	0.00114764135016061
IL1B	9606.ENSP00000263341	0.0011410457679173086
NRAS	9606.ENSP00000358548	0.0011401631384439907
SHC4	9606.ENSP00000329668	0.0011327577492490036
PLCG2	9606.ENSP00000482457	0.001129132426473773
ITGAM	9606.ENSP00000496959	0.0011267564481477446
CD8A	9606.ENSP00000386559	0.001114962132652533
CDC42	9606.ENSP00000497733	0.001114583936651726
ANGPT4	9606.ENSP00000371347	0.0011123687160762433
IL2	9606.ENSP00000226730	0.001100626962457319
IL3	9606.ENSP00000296870	0.0010825883342571643
CXCR4	9606.ENSP00000386884	0.0010764164975945788
CCL2	9606.ENSP00000225831	0.0010706957521313765
RASA1	9606.ENSP00000274376	0.0010335178602721017
INSR	9606.ENSP00000303830	0.0010325616328737792
ALB	9606.ENSP00000295897	0.001031696629273348
MAPK3	9606.ENSP00000263025	0.001030393844743091
ABL1	9606.ENSP00000361423	0.0010222939636033385
CDH5	9606.ENSP00000497290	0.0010143422233215476
MMP9	9606.ENSP00000361405	0.0009931849261906743
IL7	9606.ENSP00000263851	0.0009755696113577915
PTEN	9606.ENSP00000361021	0.0009681423218567027
STAT5A	9606.ENSP00000341208	0.0009651345629512287
IL4	9606.ENSP00000231449	0.0009525592937941511
SYK	9606.ENSP00000364898	0.0009307972860543865
STAT5B	9606.ENSP00000293328	0.0009265624575203064
SOS1	9606.ENSP00000384675	0.0009078744857791896
RHOA	9606.ENSP00000400175	0.0009021780241635913
DCN	9606.ENSP00000052754	0.0008963535019925734
FGF13	9606.ENSP00000396198	0.0008930799390599388
GAB2	9606.ENSP00000354952	0.0008925548780840211
HSP90AA1	9606.ENSP00000335153	0.0008916881551586907
JAK3	9606.ENSP00000432511	0.0008828206640670382
EFNA5	9606.ENSP00000328777	0.0008778437862244681
LCK	9606.ENSP00000477713	0.0008761627822035669
GAB1	9606.ENSP00000262995	0.0008635378323518769
NRP2	9606.ENSP00000353582	0.0008517788844959755
CD19	9606.ENSP00000313419	0.0008514083123853874
TLR4	9606.ENSP00000363089	0.0008412094876545335
ENG	9606.ENSP00000362299	0.000840245965092037
CDH1	9606.ENSP00000261769	0.0008386312199863002
IL7R	9606.ENSP00000306157	0.0008377126640690043
HSPG2	9606.ENSP00000363827	0.0008137366681881224
IL13	9606.ENSP00000304915	0.0007905713354323063
HCK	9606.ENSP00000365012	0.0007848340939244222
FRS2	9606.ENSP00000447241	0.000769228828509663
ACTB	9606.ENSP00000494750	0.0007663580492504521
SDC1	9606.ENSP00000370542	0.0007616315437892608
NTF3	9606.ENSP00000397297	0.0007606300029681738
MYC	9606.ENSP00000478887	0.0007566451799066255
FCGR3A	9606.ENSP00000356946	0.0007456630739574814
IFNA1	9606.ENSP00000276927	0.0007437196819872549
RUNX1	9606.ENSP00000300305	0.0007410955014148379
CAV1	9606.ENSP00000339191	0.0007399079141019072
HIF1A	9606.ENSP00000437955	0.0007322217233241447
IFNB1	9606.ENSP00000369581	0.0007268670881222948
LEP	9606.ENSP00000312652	0.0007246855148470918
EPO	9606.ENSP00000252723	0.000723421948206591
BCL2	9606.ENSP00000381185	0.000718676457406864
PIK3CG	9606.ENSP00000419260	0.0007093890544561798
ITGB2	9606.ENSP00000380948	0.0006830662503215055
EFNB3	9606.ENSP00000226091	0.0006824434028481637
CSF3R	9606.ENSP00000362195	0.0006765280658670455
NFKB1	9606.ENSP00000226574	0.0006713407639333712
IL15	9606.ENSP00000296545	0.0006669845342662139
IL6R	9606.ENSP00000357470	0.0006659189576039853
TYK2	9606.ENSP00000431885	0.0006635452692052147
COL18A1	9606.ENSP00000352798	0.00065869422188855
FCGR3B	9606.ENSP00000433642	0.000657737329183899
CCL5	9606.ENSP00000474412	0.0006520010284090372
IL5	9606.ENSP00000231454	0.000651202628604833
ITGB3	9606.ENSP00000452786	0.0006436326705651241
ICAM1	9606.ENSP00000264832	0.0006388954088048505
NCK1	9606.ENSP00000417273	0.0006342217744977357
EFNB1	9606.ENSP00000204961	0.0006241742206175454
MMP2	9606.ENSP00000219070	0.0006077511566253971
ITGAX	9606.ENSP00000454623	0.0006053496439554218
MAPK1	9606.ENSP00000215832	0.0006028895164363337
DLL4	9606.ENSP00000249749	0.0006018671253354529
KL	9606.ENSP00000369442	0.0006015795532004507
SOS2	9606.ENSP00000216373	0.0006009165327391157
ESR1	9606.ENSP00000405330	0.0006003040918223638
SHH	9606.ENSP00000297261	0.0005981046207577715
CNTF	9606.ENSP00000355370	0.0005935463320258654
CDH2	9606.ENSP00000269141	0.0005928849794335418
PTPN6	9606.ENSP00000391592	0.0005899946177879736
VWF	9606.ENSP00000261405	0.0005882595585835424
EPHA4	9606.ENSP00000281821	0.0005846492929096899
CCR5	9606.ENSP00000292303	0.0005816460330588415
NPM1	9606.ENSP00000296930	0.0005784394028934965
EPHB4	9606.ENSP00000350896	0.00057828372970011
NGEF	9606.ENSP00000264051	0.0005776270109213637
HSP90AB1	9606.ENSP00000360609	0.0005728465737819479
GAPDH	9606.ENSP00000380070	0.0005712502886880223
IL1A	9606.ENSP00000263339	0.0005704361766913977
TYROBP	9606.ENSP00000262629	0.0005692997823265328
TLR2	9606.ENSP00000260010	0.0005692594431029151
IFNA2	9606.ENSP00000369554	0.0005691199559991788
IL2RA	9606.ENSP00000369293	0.0005684286481105666
SCARB1	9606.ENSP00000261693	0.000568295598930672
IL11	9606.ENSP00000264563	0.000566686861468202
EP300	9606.ENSP00000263253	0.0005648758616898984
BMP2	9606.ENSP00000368104	0.0005635580333273636
CD86	9606.ENSP00000332049	0.0005622845372793519
THPO	9606.ENSP00000494504	0.0005568956748571447
CDKN2A	9606.ENSP00000418915	0.0005530313653950824
EPHB1	9606.ENSP00000381097	0.0005530077244829838
GRAP2	9606.ENSP00000339186	0.0005409127803701046
THBS1	9606.ENSP00000260356	0.0005405026805698801
JUN	9606.ENSP00000360266	0.0005386343709670039
KLB	9606.ENSP00000257408	0.0005339990645279414
GNAQ	9606.ENSP00000286548	0.0005336034421803095
EPHB2	9606.ENSP00000383053	0.0005335267333493943
GNB1	9606.ENSP00000367872	0.0005320151724920114
LYVE1	9606.ENSP00000256178	0.0005307982156220678
FOS	9606.ENSP00000306245	0.00052045732555356
CALM3	9606.ENSP00000291295	0.0005177247140821023
NCK2	9606.ENSP00000233154	0.0005158604991814864
APP	9606.ENSP00000284981	0.0005134929454433448
IL3RA	9606.ENSP00000327890	0.0005125517350753365
SPI1	9606.ENSP00000227163	0.0005101626955948962
VTN	9606.ENSP00000226218	0.0005092321056422964
GPC1	9606.ENSP00000264039	0.0005062797711904006
OSM	9606.ENSP00000215781	0.0005049391700422178
CCR2	9606.ENSP00000292301	0.0005047911113843982
COL1A1	9606.ENSP00000225964	0.0005043427772176964
PXN	9606.ENSP00000267257	0.0005042465274753506
FCGR1A	9606.ENSP00000358165	0.0004978277632000442
NCAM1	9606.ENSP00000480132	0.0004933874998677504
FCER1G	9606.ENSP00000289902	0.00048793477214654243
GNAI1	9606.ENSP00000497260	0.0004860936106882714
VAV1	9606.ENSP00000472929	0.00048526247714266547
ZAP70	9606.ENSP00000264972	0.00048450966815533287
LIF	9606.ENSP00000249075	0.00048445820784047677
CCL3	9606.ENSP00000477908	0.00048442949162850015
CCND1	9606.ENSP00000227507	0.00048243562534614203
EPHA5	9606.ENSP00000480763	0.00048104248486049967
CASP3	9606.ENSP00000311032	0.00048026028843824463
IL17A	9606.ENSP00000497968	0.0004798110567877703
IFNA17	9606.ENSP00000411940	0.0004773458354996344
ITGAV	9606.ENSP00000261023	0.0004757867627778856
CX3CR1	9606.ENSP00000351059	0.00047412097569133395
CD33	9606.ENSP00000262262	0.00047340318311658554
EPHB6	9606.ENSP00000481994	0.00047052940872642556
THY1	9606.ENSP00000284240	0.0004697277085925359
POU5F1	9606.ENSP00000259915	0.0004678342811494189
GDNF	9606.ENSP00000409007	0.0004669067773848649
EPHA7	9606.ENSP00000358309	0.0004665243738058462
CCR7	9606.ENSP00000246657	0.0004652665300557575
IFNGR1	9606.ENSP00000356713	0.00046487529842362393
CXCL10	9606.ENSP00000305651	0.0004630019208495082
EPOR	9606.ENSP00000222139	0.0004604960065639028
CD36	9606.ENSP00000415743	0.00046043521783575093
EPHA1	9606.ENSP00000275815	0.0004594265167850327
CD68	9606.ENSP00000250092	0.0004585215168859153
TRAF6	9606.ENSP00000433623	0.00045715735824761747
VCAM1	9606.ENSP00000294728	0.0004542309107979479
TFRC	9606.ENSP00000376197	0.0004497513514093205
CX3CL1	9606.ENSP00000006053	0.0004492744637880875
CD28	9606.ENSP00000324890	0.00044879835230164503
CALML5	9606.ENSP00000369689	0.0004484650707579026
CALML3	9606.ENSP00000315299	0.0004466358457209764
ETV6	9606.ENSP00000379658	0.0004426544363867677
RPS27A	9606.ENSP00000272317	0.0004425902111604879
CD38	9606.ENSP00000226279	0.00043987662090740466
CCL4	9606.ENSP00000482259	0.0004393465514454956
IDH1	9606.ENSP00000390265	0.0004365606736500205
CD163	9606.ENSP00000352071	0.00043534150976854184
CALML4	9606.ENSP00000419081	0.00043532426206577577
IL10RA	9606.ENSP00000227752	0.0004352143365316453
ITGA3	9606.ENSP00000315190	0.0004348570078820287
IFNA4	9606.ENSP00000412897	0.0004345640111276145
EPHA6	9606.ENSP00000374323	0.00043270069835964686
CALML6	9606.ENSP00000304643	0.00043062482537316993
RAF1	9606.ENSP00000401888	0.0004301927811741234
PRKCA	9606.ENSP00000408695	0.0004282078213311419
IFNA5	9606.ENSP00000484479	0.0004260409420909878
IFNA14	9606.ENSP00000369571	0.00042521877987637777
RAC2	9606.ENSP00000249071	0.00042418802708030554
HDAC1	9606.ENSP00000362649	0.0004231155568133948
MDM2	9606.ENSP00000258149	0.0004223695277925131
CCR1	9606.ENSP00000296140	0.0004191364535176879
SOCS1	9606.ENSP00000496577	0.0004184973880019022
EPHB3	9606.ENSP00000332118	0.0004175347954757133
ITGA2B	9606.ENSP00000262407	0.00041682810534231945
FGFRL1	9606.ENSP00000381498	0.0004160483812621078
IFNA16	9606.ENSP00000369564	0.00041438907338131527
APOE	9606.ENSP00000252486	0.000412318233205699
GNAI2	9606.ENSP00000312999	0.0004089570704552695
IFNA21	9606.ENSP00000369574	0.0004072028753044863
CD40	9606.ENSP00000361359	0.0004071616455784568
IL2RG	9606.ENSP00000363318	0.0004071136038908628
TNFSF12	9606.ENSP00000293825	0.00040540040370662373
IFNA10	9606.ENSP00000369566	0.0004053316681700507
MTOR	9606.ENSP00000354558	0.0004048519723751868
RBPJ	9606.ENSP00000345206	0.00040311890732307545
FGFBP1	9606.ENSP00000371770	0.0004029532081334893
PTPN1	9606.ENSP00000360683	0.0004024551856164136
PPARG	9606.ENSP00000287820	0.00040205077391186134
CTLA4	9606.ENSP00000497102	0.0004019820763019715
TET2	9606.ENSP00000442788	0.00040173728281778654
PROM1	9606.ENSP00000426809	0.0004011719570933014
IFNA7	9606.ENSP00000239347	0.0004001710805817202
UBC	9606.ENSP00000441543	0.00039958619510023984
GNG2	9606.ENSP00000334448	0.00039925188278785355
INPPL1	9606.ENSP00000298229	0.00039802946930366835
PROX1	9606.ENSP00000355925	0.0003977047275140858
PRKACA	9606.ENSP00000309591	0.00039731368760306086
CD48	9606.ENSP00000484431	0.00039633159416624137
SOX18	9606.ENSP00000341815	0.0003950593313731406
SLAMF1	9606.ENSP00000438406	0.00039291584082233084
CD5	9606.ENSP00000342681	0.0003900718968865359
NTRK3	9606.ENSP00000354207	0.0003892988784187305
IL13RA2	9606.ENSP00000361004	0.0003888611029220352
LCP2	9606.ENSP00000046794	0.0003872008320441099
PRKACB	9606.ENSP00000359719	0.0003860981273413989
CD80	9606.ENSP00000264246	0.00038600330898416193
CXCL1	9606.ENSP00000379110	0.00038562297654753854
GNAI3	9606.ENSP00000358867	0.00038164037581245606
IFNAR1	9606.ENSP00000270139	0.00038115758879058234
NF1	9606.ENSP00000351015	0.0003806585058404431
SPP1	9606.ENSP00000378517	0.00037999710092934005
LGALS3	9606.ENSP00000254301	0.0003790741073851646
SCARB2	9606.ENSP00000264896	0.00037711345999751566
IFNA6	9606.ENSP00000369558	0.0003757402867092767
IL9	9606.ENSP00000274520	0.00037557085547787635
CD274	9606.ENSP00000370989	0.00037490878267700347
RELA	9606.ENSP00000384273	0.0003748993729616359
IFNA8	9606.ENSP00000369553	0.00037349869103918155
ITGA2	9606.ENSP00000296585	0.0003733457294411835
CD63	9606.ENSP00000447730	0.0003716090207415153
MAPK8	9606.ENSP00000378974	0.0003712908666184932
SMAD3	9606.ENSP00000332973	0.00037016304331566574
RET	9606.ENSP00000347942	0.00037009657965587277
IFNA13	9606.ENSP00000480467	0.0003689949551606308
HBEGF	9606.ENSP00000230990	0.00036873849757451264
PRKACG	9606.ENSP00000366488	0.0003672733432830042
RAC3	9606.ENSP00000304283	0.0003669333351817658
CREBBP	9606.ENSP00000262367	0.00036689848376805344
BMP4	9606.ENSP00000245451	0.0003651384081046786
IRS2	9606.ENSP00000365016	0.0003633904324760772
SH2B3	9606.ENSP00000345492	0.00036276721665423015
IL4R	9606.ENSP00000379111	0.00036257126025593156
ITGA5	9606.ENSP00000293379	0.00036218960864611925
CD40LG	9606.ENSP00000359663	0.00036208047823460077
CD81	9606.ENSP00000263645	0.0003619765380856829
SOX2	9606.ENSP00000323588	0.000360644298463041
EPHA3	9606.ENSP00000337451	0.0003601268754826629
CEBPA	9606.ENSP00000427514	0.00035915529499293844
H3C13	9606.ENSP00000333277	0.0003585807550524095
FOXP3	9606.ENSP00000365380	0.0003584471455709391
BRCA1	9606.ENSP00000418960	0.00035828325114607837
PLCB1	9606.ENSP00000338185	0.0003578311506230162
NTF4	9606.ENSP00000469455	0.0003577448537753102
PTPRJ	9606.ENSP00000400010	0.0003576042107416419
H3C12	9606.ENSP00000352252	0.0003570018491188079
HSPA4	9606.ENSP00000302961	0.0003554437052016717
DLG4	9606.ENSP00000497806	0.00035438831269718566
UBA52	9606.ENSP00000388107	0.0003524304554119028
SMAD4	9606.ENSP00000341551	0.00035110565339208056
SELL	9606.ENSP00000498227	0.0003487996125616519
CD2	9606.ENSP00000358490	0.0003481949083606451
MYD88	9606.ENSP00000498321	0.0003473265708385133
FOXO1	9606.ENSP00000368880	0.00034655469488317666
RAC1	9606.ENSP00000348461	0.00034397428379761793
IL10RB	9606.ENSP00000290200	0.0003438293149615247
PDPN	9606.ENSP00000294489	0.00034314065901877203
RHOG	9606.ENSP00000339467	0.0003430306735368037
BCAR1	9606.ENSP00000391669	0.0003428606503605982
TIE1	9606.ENSP00000361554	0.00034159864871348617
PLXNA1	9606.ENSP00000377061	0.0003391777631116091
FOXC2	9606.ENSP00000497759	0.00033880993749770444
IL6ST	9606.ENSP00000370698	0.00033860152879617406
POMC	9606.ENSP00000384092	0.0003384492218605897
IL22	9606.ENSP00000442424	0.0003381156445715081
CRP	9606.ENSP00000255030	0.0003379689613603647
ADAM10	9606.ENSP00000260408	0.00033479844752629584
CDKN1B	9606.ENSP00000228872	0.0003346393953431168
CXCL9	9606.ENSP00000354901	0.00033420971528499977
GRB7	9606.ENSP00000403459	0.0003339466804050009
GSK3B	9606.ENSP00000324806	0.0003338269546239008
NOTCH1	9606.ENSP00000498587	0.00032850908731874663
MRC1	9606.ENSP00000455897	0.0003282431147142004
PLCB2	9606.ENSP00000260402	0.00032798452599136805
GFAP	9606.ENSP00000253408	0.0003265179885801779
CSF2RB	9606.ENSP00000384053	0.0003255706239502813
AIF1	9606.ENSP00000365227	0.0003253273798200181
CXCR3	9606.ENSP00000362795	0.00032467575564244105
CD247	9606.ENSP00000354782	0.00032402550218094307
CDH17	9606.ENSP00000027335	0.00032110723363791294
NANOG	9606.ENSP00000229307	0.0003192180078554698
MPL	9606.ENSP00000361548	0.0003188633277204373
BCR	9606.ENSP00000303507	0.00031805788199083915
TNFRSF1A	9606.ENSP00000162749	0.0003171417005628469
BTK	9606.ENSP00000483570	0.00031693572305060665
H3-3B	9606.ENSP00000254810	0.0003168346949776996
IL2RB	9606.ENSP00000216223	0.0003162067958793107
TNFSF11	9606.ENSP00000381775	0.00031602035930443156
SDHB	9606.ENSP00000364649	0.00031572976821486395
EDN1	9606.ENSP00000368683	0.00031451822745969665
RAP1A	9606.ENSP00000358723	0.000314449291823431
TREM2	9606.ENSP00000362205	0.000313697887671716
SOCS3	9606.ENSP00000330341	0.0003131567436345671
ITK	9606.ENSP00000398655	0.00031241362877519976
ITGA4	9606.ENSP00000380227	0.00031239384869946005
CXCR5	9606.ENSP00000292174	0.0003118071617707358
VCL	9606.ENSP00000211998	0.0003116910363696855
GNAS	9606.ENSP00000360141	0.0003114044666139364
SIRPA	9606.ENSP00000478763	0.0003110467124206558
LEPR	9606.ENSP00000330393	0.00031053527211661095
CREB1	9606.ENSP00000387699	0.0003100760908489041
NOS3	9606.ENSP00000297494	0.00030934295777137777
GZMB	9606.ENSP00000216341	0.0003090878840332892
RUNX2	9606.ENSP00000360493	0.0003081449626199115
NRG1	9606.ENSP00000287842	0.00030599990478229503
CCL11	9606.ENSP00000302234	0.00030528323610077185
IFNAR2	9606.ENSP00000343957	0.0003051060329386208
WT1	9606.ENSP00000368370	0.0003047702600059056
RAPGEF1	9606.ENSP00000361264	0.0003042283752068712
YES1	9606.ENSP00000462468	0.0003041643029124467
RRAS	9606.ENSP00000246792	0.00030398628932688657
MPO	9606.ENSP00000225275	0.00030309074836407156
IQGAP1	9606.ENSP00000268182	0.00030276376961398707
ALK	9606.ENSP00000373700	0.00030255398893825117
H4C6	9606.ENSP00000244537	0.00030252483233891066
MME	9606.ENSP00000418525	0.00030218673834166187
SOCS2	9606.ENSP00000481249	0.0003007576826095296
ARRB2	9606.ENSP00000403701	0.00030044636447314806
CXCR2	9606.ENSP00000319635	0.00030015557398189004
CSF2RA	9606.ENSP00000394227	0.0003001022773372598
MAPK14	9606.ENSP00000229795	0.000299153226862033
C1QA	9606.ENSP00000363773	0.0002981291391181659
ICOS	9606.ENSP00000319476	0.0002978832098551934
ASXL1	9606.ENSP00000364839	0.0002977675819564585
CCR6	9606.ENSP00000343952	0.0002964609798054764
CD47	9606.ENSP00000355361	0.000295485267885758
CD27	9606.ENSP00000266557	0.000295280258709747
TJP1	9606.ENSP00000348416	0.00029527853979823996
BCL2L1	9606.ENSP00000365230	0.000295230382387397
IL18	9606.ENSP00000280357	0.00029521183730381247
CYBB	9606.ENSP00000367851	0.0002932731552773589
IRF7	9606.ENSP00000380697	0.00029266036572587665
UBB	9606.ENSP00000478771	0.0002919966545116386
WAS	9606.ENSP00000365891	0.00029171030433931914
CSPG4	9606.ENSP00000312506	0.000290857756819395
IGLL5	9606.ENSP00000431254	0.00029081857589605
SMAD2	9606.ENSP00000262160	0.0002905552814569953
TIMP1	9606.ENSP00000218388	0.000290382251152023
GNA11	9606.ENSP00000078429	0.0002896257913399624
PAX5	9606.ENSP00000350844	0.00028931403014993066
EZH2	9606.ENSP00000320147	0.00028899546557104114
DNMT3A	9606.ENSP00000264709	0.0002881252106506494
TLN1	9606.ENSP00000316029	0.00028790287010288436
CSH2	9606.ENSP00000376623	0.00028776748337339445
RARA	9606.ENSP00000254066	0.00028762730376496
PLXND1	9606.ENSP00000317128	0.0002875616028909119
VAV3	9606.ENSP00000359073	0.00028744320772268483
AKT2	9606.ENSP00000375892	0.0002858900661621
ITGB4	9606.ENSP00000200181	0.00028551254158022633
CLDN1	9606.ENSP00000295522	0.0002847536235275925
IL12RB1	9606.ENSP00000470788	0.000284385678326298
PRL	9606.ENSP00000302150	0.0002842151222236302
ARRB1	9606.ENSP00000409581	0.00028395011354350103
TLR9	9606.ENSP00000353874	0.00028340933415318693
PRKCD	9606.ENSP00000331602	0.0002822588968003752
PRKCB	9606.ENSP00000496129	0.00028188922131237274
COL1A2	9606.ENSP00000297268	0.0002817854351689943
AGT	9606.ENSP00000355627	0.0002807794853628376
IRF3	9606.ENSP00000471896	0.0002804336393904061
ANPEP	9606.ENSP00000300060	0.00028020156959275664
SDHC	9606.ENSP00000356953	0.00027997872563381303
IRF1	9606.ENSP00000245414	0.00027955333128712516
TRAF2	9606.ENSP00000247668	0.0002793714521974036
INPP5D	9606.ENSP00000405338	0.00027864967180263084
TBX21	9606.ENSP00000177694	0.00027808634939939297
CTSS	9606.ENSP00000357981	0.0002761512437844073
STAT6	9606.ENSP00000300134	0.00027609251699628056
TNFRSF12A	9606.ENSP00000326737	0.00027415665034824185
IDH2	9606.ENSP00000331897	0.00027370706436268623
SELP	9606.ENSP00000263686	0.0002735023130561123
NOTCH3	9606.ENSP00000263388	0.00027320207065527065
GNAL	9606.ENSP00000334051	0.00027293054154725306
SDHD	9606.ENSP00000364699	0.00027245579564878693
IKBKB	9606.ENSP00000430684	0.00027223855965075993
SERPINE1	9606.ENSP00000223095	0.00027195793667548785
CCR3	9606.ENSP00000441600	0.00027148133029949485
LIFR	9606.ENSP00000398368	0.000271477352640863
ITGB5	9606.ENSP00000296181	0.0002705595431966243
VAV2	9606.ENSP00000360916	0.0002699868747242146
PPARGC1A	9606.ENSP00000264867	0.00026890275811892767
FIP1L1	9606.ENSP00000336752	0.000266177380762188
COL4A1	9606.ENSP00000364979	0.0002655427323615375
ITGB6	9606.ENSP00000283249	0.00026549030695866086
NFKBIA	9606.ENSP00000216797	0.00026535201885990697
AXL	9606.ENSP00000301178	0.00026361689168984836
CXCL2	9606.ENSP00000427279	0.0002634099910166257
CD7	9606.ENSP00000312027	0.00026288841063848895
CCN2	9606.ENSP00000356954	0.0002614237617332934
IL13RA1	9606.ENSP00000360730	0.00026059413193152555
