geneID	string_protein_id	propagate_scores
KCNH2	9606.ENSP00000262186	0.0400864865914742
EGFR	9606.ENSP00000275493	0.039246485970489596
NR1I2	9606.ENSP00000336528	0.038655057503074915
TOP2A	9606.ENSP00000411532	0.038487512281982834
CYP3A4	9606.ENSP00000498939	0.002713202632615738
SCN5A	9606.ENSP00000328968	0.0018831605864513103
CACNA1C	9606.ENSP00000266376	0.0018699053898521172
KCNQ1	9606.ENSP00000155840	0.0018283362833094554
KCNE3	9606.ENSP00000310557	0.0018187677031099125
KCNE1	9606.ENSP00000382226	0.0017642346329346207
KCND3	9606.ENSP00000319591	0.001761577428202436
HSP90AA1	9606.ENSP00000335153	0.0017071229777772061
TP53	9606.ENSP00000269305	0.0016452161929236093
KCNE2	9606.ENSP00000290310	0.0016437743109659281
CYP7A1	9606.ENSP00000301645	0.0016219310821099144
HSP90AB1	9606.ENSP00000360609	0.0015956077871901696
KCNJ2	9606.ENSP00000243457	0.0015652345476981733
KCNE4	9606.ENSP00000281830	0.0015279156832158634
KCNA4	9606.ENSP00000328511	0.001516665824381907
AKAP9	9606.ENSP00000348573	0.001504697999788692
NDC80	9606.ENSP00000261597	0.0014964928444830938
CYP2C9	9606.ENSP00000260682	0.0014956862879964444
CYP3A5	9606.ENSP00000222982	0.0014953292920430949
SCN4B	9606.ENSP00000322460	0.0014879868692858767
CAV3	9606.ENSP00000341940	0.0014835953934072593
CYP1A1	9606.ENSP00000378488	0.001478889117177633
CYP1A2	9606.ENSP00000342007	0.0014732562681443102
UGT1A1	9606.ENSP00000304845	0.0014592173056103333
SLCO1B1	9606.ENSP00000256958	0.0014557963983558683
CYP2B6	9606.ENSP00000324648	0.0014455673947729574
KCNE5	9606.ENSP00000361173	0.001444673502561819
KCNA5	9606.ENSP00000252321	0.0014408264663738283
RYR2	9606.ENSP00000355533	0.0014395728556787111
UGT1A6	9606.ENSP00000303174	0.0014346154774109376
HSPA4	9606.ENSP00000302961	0.0014342641843702359
UGT1A4	9606.ENSP00000362508	0.001432092181940969
CACNB2	9606.ENSP00000320025	0.0014117225192453828
KCND2	9606.ENSP00000333496	0.001399378446693219
UGT1A8	9606.ENSP00000362549	0.001398211756980487
PPIG	9606.ENSP00000260970	0.0013885581430121746
UGT1A10	9606.ENSP00000343838	0.0013836820222433404
KCNA2	9606.ENSP00000487785	0.001382729249299599
SIGMAR1	9606.ENSP00000277010	0.0013823269318548087
UGT1A7	9606.ENSP00000362525	0.0013752926265906704
SCN4A	9606.ENSP00000396320	0.001372890027889588
KCNQ4	9606.ENSP00000262916	0.0013679161083859509
CYP2A6	9606.ENSP00000301141	0.0013589918710929863
CDK1	9606.ENSP00000378699	0.0013536715189744124
KCNJ5	9606.ENSP00000433295	0.0013217994108384375
ABCC2	9606.ENSP00000497274	0.0013066684613871758
KCNA3	9606.ENSP00000358784	0.001304910750819286
KCNC4	9606.ENSP00000358802	0.001267081838587441
CYP2C19	9606.ENSP00000360372	0.0012631331705693022
CYP3A7	9606.ENSP00000337450	0.0012465612285834182
SLCO1B3	9606.ENSP00000261196	0.0012420247819622547
STUB1	9606.ENSP00000219548	0.0012296885874511863
NR0B2	9606.ENSP00000254227	0.0012183106224585693
CYP3A7-CYP3A51P	9606.ENSP00000480571	0.0012162253674963264
FLT1	9606.ENSP00000282397	0.001200402951707371
NOS1AP	9606.ENSP00000355133	0.0011579274132571152
CTNNB1	9606.ENSP00000495360	0.0011492833452998944
ABCC4	9606.ENSP00000494609	0.0011486065327216517
ABCB11	9606.ENSP00000497931	0.0011359415241476258
NCOR1	9606.ENSP00000268712	0.001125419766458645
PLK1	9606.ENSP00000300093	0.0011218287138403903
ABCG2	9606.ENSP00000498246	0.0011206120090755264
FOXO1	9606.ENSP00000368880	0.001120258201943607
KCNH6	9606.ENSP00000463533	0.001114727379542812
CCNB1	9606.ENSP00000256442	0.0011051477950673849
