"","Gene","Ranksum","Rankcount","thresh","thresh.val","total.iter"
"772","TSPY4",10,2,"easy",0.05,50
"773","ADRA1A",47,1,"easy",0.05,50
"774","TMC5",99,1,"easy",0.05,50
"775","RALYL",2,1,"easy",0.05,50
"776","GAN",310,10,"easy",0.05,50
"777","PSG7",274,15,"easy",0.05,50
"778","CAP2",26,1,"easy",0.05,50
"779","HTR2C",11,6,"easy",0.05,50
"780","ISL2",131,4,"easy",0.05,50
"781","MAGEA4",422,17,"easy",0.05,50
"782","CEACAM6",6,2,"easy",0.05,50
"783","MDGA1",74,1,"easy",0.05,50
"784","MRGPRX3",293,11,"easy",0.05,50
"785","EXPH5",38,1,"easy",0.05,50
"786","KCNG1",85,1,"easy",0.05,50
"787","PSG8",20,1,"easy",0.05,50
"788","THBS3",124,4,"easy",0.05,50
"789","EPHA6",24,1,"easy",0.05,50
"790","MLXIPL",128,3,"easy",0.05,50
"791","PAEP",123,3,"easy",0.05,50
"792","ESYT3",248,5,"easy",0.05,50
"793","THSD4",25,1,"easy",0.05,50
"794","HCFC1R1",166,3,"easy",0.05,50
"795","RLBP1",29,1,"easy",0.05,50
"796","ERVV-1",159,6,"easy",0.05,50
"797","COL11A2",98,2,"easy",0.05,50
