geneID	string_protein_id	propagate_scores
MAPT	9606.ENSP00000340820	0.01232337424223573
CHRNA4	9606.ENSP00000359285	0.011835279379503107
BCL2	9606.ENSP00000381185	0.01146643402003466
TUBB1	9606.ENSP00000217133	0.011426703185368023
ACHE	9606.ENSP00000303211	0.011407047858208353
TUBB	9606.ENSP00000339001	0.01136289221634777
GLYAT	9606.ENSP00000340200	0.011341060009021261
CAT	9606.ENSP00000241052	0.011327960359321862
MAP4	9606.ENSP00000353375	0.011281063699160442
ADH1C	9606.ENSP00000426083	0.011207391058769191
NR1I2	9606.ENSP00000336528	0.011165427648926207
CRAT	9606.ENSP00000315013	0.011044638781958598
MAP2	9606.ENSP00000353508	0.010999438200261436
METAP2	9606.ENSP00000325312	0.010807592415133682
ANP32A	9606.ENSP00000417864	0.0033361281120423336
STMN1	9606.ENSP00000410452	0.0033028975182342077
MARK3	9606.ENSP00000411397	0.003299652503252342
GGCT	9606.ENSP00000275428	0.0032245972553247445
AKR1D1	9606.ENSP00000242375	0.002855231393245305
AGA	9606.ENSP00000264595	0.0028344047641377097
BAAT	9606.ENSP00000259407	0.0027132408709456468
SCP2	9606.ENSP00000360569	0.002565767871949253
HSD17B4	9606.ENSP00000411960	0.002560183312171448
ACOX1	9606.ENSP00000293217	0.002546641032441322
PEX5	9606.ENSP00000391601	0.002343565812411466
SLC18A3	9606.ENSP00000363229	0.0018292819752403428
CS	9606.ENSP00000342056	0.0016697338800356197
SLC25A20	9606.ENSP00000326305	0.0015931021779990488
CHRNA1	9606.ENSP00000261007	0.0015026740157652924
TP53	9606.ENSP00000269305	0.0014558579755356146
CHAT	9606.ENSP00000337103	0.0014517866454161236
CHRND	9606.ENSP00000258385	0.0014315198410109443
CHRNB4	9606.ENSP00000261751	0.0014270848527176364
CHRNE	9606.ENSP00000497829	0.0014210263002598226
CHRNA9	9606.ENSP00000312663	0.0014190294705954491
CHRNB1	9606.ENSP00000304290	0.0014124749468426504
CHRNA3	9606.ENSP00000315602	0.0013287093731057594
CHRNB2	9606.ENSP00000357461	0.0013038817364672752
CHRNB3	9606.ENSP00000289957	0.0012128296008507723
CHRNA2	9606.ENSP00000385026	0.00120957429283833
CHRNA6	9606.ENSP00000276410	0.0012086612304228197
TUBB3	9606.ENSP00000320295	0.0011922340087366203
CHRNA7	9606.ENSP00000407546	0.0011717971147591707
TUBA1A	9606.ENSP00000439020	0.001127940790156299
DLG4	9606.ENSP00000497806	0.0011040611319773055
PRKACA	9606.ENSP00000309591	0.0011004804141094534
TUBA1B	9606.ENSP00000336799	0.0010442214805628494
CYP2A6	9606.ENSP00000301141	0.0010411077708778072
APP	9606.ENSP00000284981	0.001027702486365861
TUBA4A	9606.ENSP00000248437	0.0010097566764320975
GFAP	9606.ENSP00000253408	0.0010083962110811577
ACTB	9606.ENSP00000494750	0.0009956827413725965
CYP3A4	9606.ENSP00000498939	0.0009936966960193017
BDNF	9606.ENSP00000414303	0.0009862718566239043
GGT1	9606.ENSP00000248923	0.0009833500889915878
JAK2	9606.ENSP00000371067	0.000983012364276833
DYNC1H1	9606.ENSP00000348965	0.0009513920146614575
UGT1A1	9606.ENSP00000304845	0.000950041607880804
UGT1A4	9606.ENSP00000362508	0.0009407957614182258
UGT1A6	9606.ENSP00000303174	0.0009401980737905175
UGT1A8	9606.ENSP00000362549	0.0009302243526302061
SYP	9606.ENSP00000263233	0.0009277481458765909
DYNC1I2	9606.ENSP00000380308	0.0009244179112411804
HSDL2	9606.ENSP00000381785	0.0009219701756113044
TUBA1C	9606.ENSP00000443475	0.0009174211102255102
UGT1A10	9606.ENSP00000343838	0.0009150742749279296
DYNC1I1	9606.ENSP00000320130	0.0009115129752044613
DYNC2H1	9606.ENSP00000497174	0.000901394913558847
CHRNA5	9606.ENSP00000299565	0.0008867959101736592
SYN1	9606.ENSP00000295987	0.0008857389604436421
TCP1	9606.ENSP00000317334	0.0008840899468665244
CYP1A1	9606.ENSP00000378488	0.0008826765521500706
GJA1	9606.ENSP00000282561	0.0008819266197392597
AKT1	9606.ENSP00000451828	0.0008723789307526266
TUBA3D	9606.ENSP00000326042	0.0008648238182079659
TUBAL3	9606.ENSP00000369784	0.0008624966400304904
TUBA3E	9606.ENSP00000318197	0.0008510180407902411
TUBA8	9606.ENSP00000333326	0.0008508833615479455
CYP2B6	9606.ENSP00000324648	0.0008475637219056803
MUSK	9606.ENSP00000363571	0.0008442996624852221
SOD1	9606.ENSP00000270142	0.0008396798150361666
CYP1A2	9606.ENSP00000342007	0.000830684966290312
ARHGEF2	9606.ENSP00000354837	0.0008275044535339816
CYP2E1	9606.ENSP00000440689	0.0008250652866966213
