,feature,model,i,tissue,y_true,pred_bin,pred_prob
230,IMPRES,KNN,63,KIRC,1,0,0.0
231,IMPRES,KNN,64,KIRC,1,0,0.3333333333333333
232,IMPRES,KNN,65,KIRC,0,0,0.5
233,IMPRES,KNN,66,KIRC,1,0,0.3333333333333333
234,IMPRES,KNN,67,KIRC,1,0,0.0
235,IMPRES,KNN,68,KIRC,0,0,0.0
236,IMPRES,KNN,69,KIRC,0,0,0.0
237,IMPRES,KNN,70,KIRC,0,0,0.3
238,IMPRES,KNN,71,KIRC,1,0,0.0
239,IMPRES,KNN,72,KIRC,0,0,0.0
240,IMPRES,KNN,73,KIRC,1,0,0.5
241,IMPRES,KNN,74,KIRC,0,0,0.0
242,IMPRES,KNN,75,KIRC,0,0,0.5
243,IMPRES,KNN,76,KIRC,0,0,0.0
244,IMPRES,KNN,77,KIRC,1,0,0.5
245,IMPRES,KNN,78,KIRC,0,0,0.5
246,IMPRES,KNN,79,KIRC,1,0,0.5
247,IMPRES,KNN,80,KIRC,0,0,0.5
248,IMPRES,KNN,81,KIRC,0,0,0.5
249,IMPRES,KNN,82,KIRC,1,0,0.5
250,IMPRES,KNN,83,KIRC,1,0,0.5
251,IMPRES,KNN,84,KIRC,0,0,0.16666666666666666
252,IMPRES,KNN,85,KIRC,1,0,0.0
253,IMPRES,KNN,86,KIRC,0,0,0.0
254,IMPRES,KNN,87,KIRC,0,0,0.0
255,IMPRES,KNN,88,KIRC,1,0,0.5
256,IMPRES,KNN,89,KIRC,0,0,0.16666666666666666
257,IMPRES,KNN,90,KIRC,1,0,0.5
258,IMPRES,KNN,91,KIRC,0,0,0.0
259,IMPRES,KNN,92,KIRC,1,0,0.375
260,IMPRES,KNN,93,KIRC,0,0,0.16666666666666666
261,IMPRES,KNN,94,KIRC,0,0,0.0
262,IMPRES,KNN,95,KIRC,0,0,0.5
263,IMPRES,KNN,96,KIRC,0,0,0.0
264,IMPRES,KNN,97,KIRC,0,0,0.5
265,IMPRES,KNN,98,KIRC,0,0,0.2
266,IMPRES,KNN,99,KIRC,0,0,0.5
267,IMPRES,KNN,100,KIRC,0,0,0.0
268,IMPRES,KNN,101,KIRC,0,0,0.0
269,IMPRES,KNN,102,KIRC,1,0,0.5
270,IMPRES,KNN,103,KIRC,0,0,0.0
271,IMPRES,KNN,104,KIRC,0,0,0.5
272,IMPRES,KNN,105,KIRC,0,0,0.5
273,IMPRES,KNN,106,KIRC,1,0,0.0
274,IMPRES,KNN,107,KIRC,0,0,0.0
275,IMPRES,KNN,108,KIRC,1,0,0.0
276,IMPRES,KNN,109,KIRC,1,0,0.5
277,IMPRES,KNN,110,KIRC,0,0,0.0
278,IMPRES,KNN,111,KIRC,0,0,0.0
279,IMPRES,KNN,112,KIRC,1,0,0.0
280,IMPRES,KNN,113,KIRC,1,0,0.0
281,IMPRES,KNN,114,KIRC,0,0,0.5
282,IMPRES,KNN,115,KIRC,0,0,0.5
283,IMPRES,KNN,116,KIRC,0,0,0.0
284,IMPRES,KNN,117,KIRC,1,0,0.5
285,IMPRES,KNN,118,KIRC,0,0,0.0
286,IMPRES,KNN,119,KIRC,0,0,0.5
287,IMPRES,KNN,120,KIRC,0,0,0.0
288,IMPRES,KNN,121,KIRC,0,0,0.0
289,IMPRES,KNN,122,KIRC,0,0,0.0
290,IMPRES,KNN,123,KIRC,0,0,0.0
291,IMPRES,KNN,124,KIRC,1,0,0.5
292,IMPRES,KNN,125,KIRC,0,0,0.0
293,IMPRES,KNN,126,KIRC,0,0,0.0
294,IMPRES,KNN,127,KIRC,1,0,0.0
295,IMPRES,KNN,128,KIRC,0,0,0.0
296,IMPRES,KNN,129,KIRC,1,0,0.16666666666666666
297,IMPRES,KNN,130,KIRC,0,0,0.0
298,IMPRES,KNN,131,KIRC,0,0,0.5
299,IMPRES,KNN,132,KIRC,0,0,0.5
300,IMPRES,KNN,133,KIRC,0,0,0.0
301,IMPRES,KNN,134,KIRC,1,0,0.5
302,IMPRES,KNN,135,KIRC,0,0,0.5
303,IMPRES,KNN,136,KIRC,0,0,0.0
304,IMPRES,KNN,137,KIRC,0,0,0.0
305,IMPRES,KNN,138,KIRC,0,0,0.0
306,IMPRES,KNN,139,KIRC,0,0,0.5
307,IMPRES,KNN,140,KIRC,0,0,0.0
308,IMPRES,KNN,141,KIRC,0,0,0.5
309,IMPRES,KNN,142,KIRC,0,0,0.5
310,IMPRES,KNN,143,KIRC,0,0,0.0
311,IMPRES,KNN,144,KIRC,0,0,0.0
312,IMPRES,KNN,145,KIRC,0,0,0.5
313,IMPRES,KNN,146,KIRC,1,0,0.5
314,IMPRES,KNN,147,KIRC,1,0,0.5
315,IMPRES,KNN,148,KIRC,0,0,0.0
316,IMPRES,KNN,149,KIRC,0,0,0.5
317,IMPRES,KNN,150,KIRC,0,0,0.0
318,IMPRES,KNN,151,KIRC,0,0,0.0
319,IMPRES,KNN,152,KIRC,1,0,0.0
320,IMPRES,KNN,153,KIRC,1,0,0.0
321,IMPRES,KNN,154,KIRC,1,0,0.25
322,IMPRES,KNN,155,KIRC,0,0,0.25
323,IMPRES,KNN,156,KIRC,0,0,0.0
324,IMPRES,KNN,157,KIRC,0,0,0.0
325,IMPRES,KNN,158,KIRC,0,0,0.0
326,IMPRES,KNN,159,KIRC,1,0,0.0
327,IMPRES,KNN,160,KIRC,1,0,0.0
328,IMPRES,KNN,161,KIRC,0,0,0.0
329,IMPRES,KNN,162,KIRC,0,0,0.0
330,IMPRES,KNN,163,KIRC,0,0,0.25
331,IMPRES,KNN,164,KIRC,0,0,0.25
332,IMPRES,KNN,165,KIRC,0,0,0.0
333,IMPRES,KNN,166,KIRC,1,0,0.25
334,Miracle,LR,0,KIRC,0,0,0.4678143236142149
335,Miracle,LR,1,KIRC,0,0,0.46863288299863504
336,Miracle,LR,2,KIRC,0,0,0.40724699702893247
337,Miracle,LR,3,KIRC,0,0,0.461210637529585
338,Miracle,LR,4,KIRC,1,1,0.5133020989594294
339,Miracle,LR,5,KIRC,0,0,0.46074088564072524
340,Miracle,LR,6,KIRC,0,0,0.453163341731496
341,Miracle,LR,7,KIRC,0,0,0.42999993037705536
342,Miracle,LR,8,KIRC,1,1,0.5854577285968904
343,Miracle,LR,9,KIRC,0,0,0.44855844626902197
344,Miracle,LR,10,KIRC,1,1,0.529359277843309
345,Miracle,LR,11,KIRC,0,1,0.573661506350904
346,Miracle,LR,12,KIRC,0,1,0.613616023170796
347,Miracle,LR,13,KIRC,1,1,0.5467514303586801
348,Miracle,LR,14,KIRC,1,1,0.529815493526907
349,Miracle,LR,15,KIRC,0,0,0.379545080602611
350,Miracle,LR,16,KIRC,1,0,0.4691402036775101
351,Miracle,LR,17,KIRC,0,0,0.4814533069762181
352,Miracle,LR,18,KIRC,0,0,0.4227310407526948
353,Miracle,LR,19,KIRC,0,0,0.4613154725036011
354,Miracle,LR,20,KIRC,0,1,0.5601898149153893
355,Miracle,LR,21,KIRC,0,0,0.4836352319564696
356,Miracle,LR,22,KIRC,1,0,0.4727607655093626
357,Miracle,LR,23,KIRC,0,0,0.4790707402195624
358,Miracle,LR,24,KIRC,1,0,0.49980209336561426
359,Miracle,LR,25,KIRC,0,0,0.4474233807508017
360,Miracle,LR,26,KIRC,0,1,0.5655984648921647
361,Miracle,LR,27,KIRC,0,0,0.4327476731206503
362,Miracle,LR,28,KIRC,0,0,0.4869135804091661
363,Miracle,LR,29,KIRC,0,0,0.3511427616391184
364,Miracle,LR,30,KIRC,0,0,0.46165197397080027
365,Miracle,LR,31,KIRC,0,0,0.4595211488839327
366,Miracle,LR,32,KIRC,1,1,0.5412774560821055
367,Miracle,LR,33,KIRC,0,1,0.5376281607177902
368,Miracle,LR,34,KIRC,0,0,0.4974650052652831
369,Miracle,LR,35,KIRC,0,0,0.4253160516419389
370,Miracle,LR,36,KIRC,0,1,0.515799716429382
371,Miracle,LR,37,KIRC,1,1,0.5090542626714151
372,Miracle,LR,38,KIRC,0,1,0.5311924723211346
373,Miracle,LR,39,KIRC,1,1,0.537582974116694
374,Miracle,LR,40,KIRC,0,0,0.42055029656096576
375,Miracle,LR,41,KIRC,0,0,0.4346714948270226
376,Miracle,LR,42,KIRC,0,1,0.5019092745525715
377,Miracle,LR,43,KIRC,0,1,0.5236353311240259
378,Miracle,LR,44,KIRC,0,0,0.4791557571756707
379,Miracle,LR,45,KIRC,1,0,0.4820348601158444
380,Miracle,LR,46,KIRC,0,0,0.47778864811124655
381,Miracle,LR,47,KIRC,0,0,0.4595977440031196
382,Miracle,LR,48,KIRC,0,0,0.4887348163284716
383,Miracle,LR,49,KIRC,1,1,0.5316850232947026
384,Miracle,LR,50,KIRC,0,0,0.47470290695100575
385,Miracle,LR,51,KIRC,0,0,0.48987662214382266
386,Miracle,LR,52,KIRC,1,1,0.5180623682119265
387,Miracle,LR,53,KIRC,1,0,0.4475929449559593
388,Miracle,LR,54,KIRC,0,0,0.45839356836710704
389,Miracle,LR,55,KIRC,0,1,0.5351593002751046
390,Miracle,LR,56,KIRC,0,0,0.4371489670627906
391,Miracle,LR,57,KIRC,0,0,0.4597327549081427
392,Miracle,LR,58,KIRC,1,1,0.5425657807327606
393,Miracle,LR,59,KIRC,0,0,0.4830132912451909
394,Miracle,LR,60,KIRC,0,1,0.5311438007427203
395,Miracle,LR,61,KIRC,0,0,0.3956639519825583
396,Miracle,LR,62,KIRC,0,1,0.5480703063704228
397,Miracle,LR,63,KIRC,1,0,0.42073758649619264
398,Miracle,LR,64,KIRC,1,1,0.5276619251010415
399,Miracle,LR,65,KIRC,0,0,0.4867014858954706
400,Miracle,LR,66,KIRC,1,1,0.5218013337559101
401,Miracle,LR,67,KIRC,1,1,0.596992889037388
402,Miracle,LR,68,KIRC,0,1,0.5638573151438496
403,Miracle,LR,69,KIRC,0,0,0.4670431620831916
404,Miracle,LR,70,KIRC,0,1,0.5106078297465131
405,Miracle,LR,71,KIRC,1,1,0.6570712183565998
406,Miracle,LR,72,KIRC,0,0,0.47441256380449054
407,Miracle,LR,73,KIRC,1,0,0.48639208020417046
408,Miracle,LR,74,KIRC,0,1,0.5039481094090256
409,Miracle,LR,75,KIRC,0,0,0.4592080265318092
410,Miracle,LR,76,KIRC,0,0,0.465955181863116
411,Miracle,LR,77,KIRC,1,0,0.4885855093522862
412,Miracle,LR,78,KIRC,0,1,0.5605901640823662
413,Miracle,LR,79,KIRC,1,1,0.5059318059864466
414,Miracle,LR,80,KIRC,0,1,0.5028660202059322
415,Miracle,LR,81,KIRC,0,1,0.5040498635984588
416,Miracle,LR,82,KIRC,1,0,0.49828348594656635
417,Miracle,LR,83,KIRC,1,1,0.5085831245184667
418,Miracle,LR,84,KIRC,0,0,0.4010614767561907
419,Miracle,LR,85,KIRC,1,1,0.5211105408070887
420,Miracle,LR,86,KIRC,0,0,0.4190013895324379
421,Miracle,LR,87,KIRC,0,0,0.43111337354654766
422,Miracle,LR,88,KIRC,1,1,0.5268232932463905
423,Miracle,LR,89,KIRC,0,1,0.555314102917651
424,Miracle,LR,90,KIRC,1,1,0.5200325909412721
425,Miracle,LR,91,KIRC,0,1,0.5291022665107498
426,Miracle,LR,92,KIRC,1,0,0.49088408291705166
427,Miracle,LR,93,KIRC,0,0,0.47720341605989575
428,Miracle,LR,94,KIRC,0,1,0.6388962574351541
429,Miracle,LR,95,KIRC,0,0,0.4353871219029854
430,Miracle,LR,96,KIRC,0,1,0.5506206455880976
431,Miracle,LR,97,KIRC,0,0,0.4609810555518651
432,Miracle,LR,98,KIRC,0,0,0.4675702305571643
433,Miracle,LR,99,KIRC,0,1,0.5185130586247017
434,Miracle,LR,100,KIRC,0,0,0.451240543821283
435,Miracle,LR,101,KIRC,0,1,0.5664780292501359
436,Miracle,LR,102,KIRC,1,0,0.4918347489022336
437,Miracle,LR,103,KIRC,0,0,0.4541112936947651
438,Miracle,LR,104,KIRC,0,1,0.524472370337048
439,Miracle,LR,105,KIRC,0,1,0.5520532625861369
440,Miracle,LR,106,KIRC,1,0,0.4787465083559392
441,Miracle,LR,107,KIRC,0,1,0.503479151068937
442,Miracle,LR,108,KIRC,1,1,0.6112964447547423
443,Miracle,LR,109,KIRC,1,0,0.4983930017633289
444,Miracle,LR,110,KIRC,0,1,0.5410141149016869
445,Miracle,LR,111,KIRC,0,1,0.5079849430879166
446,Miracle,LR,112,KIRC,1,1,0.5555648785921518
447,Miracle,LR,113,KIRC,1,1,0.5341623109209402
448,Miracle,LR,114,KIRC,0,1,0.5170543497061336
449,Miracle,LR,115,KIRC,0,1,0.5731001875949638
450,Miracle,LR,116,KIRC,0,0,0.4450427540112934
451,Miracle,LR,117,KIRC,1,1,0.5361397645193909
452,Miracle,LR,118,KIRC,0,0,0.40661343514073917
453,Miracle,LR,119,KIRC,0,0,0.4724037508917552
454,Miracle,LR,120,KIRC,0,0,0.4649345598033766
455,Miracle,LR,121,KIRC,0,1,0.5521949008735892
456,Miracle,LR,122,KIRC,0,0,0.44034410948343516
457,Miracle,LR,123,KIRC,0,0,0.45699298718020703
458,Miracle,LR,124,KIRC,1,1,0.5021847443854823
459,Miracle,LR,125,KIRC,0,1,0.5120305241293367
460,Miracle,LR,126,KIRC,0,0,0.43145100615902177
461,Miracle,LR,127,KIRC,1,0,0.4990944682698604
462,Miracle,LR,128,KIRC,0,1,0.5969320716239583
463,Miracle,LR,129,KIRC,1,1,0.5668613051307876
464,Miracle,LR,130,KIRC,0,0,0.4392701296825852
465,Miracle,LR,131,KIRC,0,0,0.4963496902149842
466,Miracle,LR,132,KIRC,0,0,0.49020692235046065
467,Miracle,LR,133,KIRC,0,0,0.4605756987084579
468,Miracle,LR,134,KIRC,1,1,0.5386697399280975
469,Miracle,LR,135,KIRC,0,0,0.4232560957626533
470,Miracle,LR,136,KIRC,0,0,0.4757924001784851
471,Miracle,LR,137,KIRC,0,1,0.5067825586910188
472,Miracle,LR,138,KIRC,0,0,0.4508237509012996
473,Miracle,LR,139,KIRC,0,0,0.47460908840155847
474,Miracle,LR,140,KIRC,0,1,0.524443646165778
