,iter,drug,tissue,model,penalty,preproc,J,p,balance_weights,feature,feat_dim,network_weight,connectivity,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
48,0,Atezo,BLCA,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.49333333333333335,6,31,27,11,0.5831643002028397,0.24889496246776385,0.690935520931189
49,1,Atezo,BLCA,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.5866666666666667,14,30,28,3,0.731237322515213,0.2496682346305823,0.6924836489010388
50,2,Atezo,BLCA,LR,0.01,robust,3,4,True,MIRACLE,1,weighted,tight,0.5466666666666666,6,35,23,11,0.502028397565923,0.24997375104946723,0.6931079535280709
51,0,Atezo,BLCA,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.5066666666666667,5,33,25,12,0.4827586206896552,0.24873271527795354,0.6906189162275564
52,1,Atezo,BLCA,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.56,8,34,24,9,0.6115618661257607,0.24741120904794922,0.6879673893419324
53,2,Atezo,BLCA,LR,0.01,standardize,3,4,True,MIRACLE,1,weighted,tight,0.64,9,39,19,8,0.6450304259634889,0.2469389324467546,0.6870305543494153
54,0,Atezo,BLCA,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.5476673427991886,0.17498634334823415,0.5343442257191597
55,1,Atezo,BLCA,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.565922920892495,0.17478587589290076,0.5338068101472715
56,2,Atezo,BLCA,LR,0.01,robust,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.7221095334685598,0.17472512546871977,0.5336209472656459
57,0,Atezo,BLCA,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.5365111561866125,0.17477240747213774,0.5337990757015947
58,1,Atezo,BLCA,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.6693711967545639,0.1742339303475358,0.5322181174924756
59,2,Atezo,BLCA,LR,0.01,standardize,3,4,False,MIRACLE,1,weighted,tight,0.7733333333333333,0,58,0,17,0.49188640973630837,0.1754119531583043,0.5356075695819247
60,0,Atezo,BLCA,LR,0.02,robust,3,4,True,LCC,19,weighted,tight,0.5866666666666667,11,33,25,6,0.6531440162271805,0.23236124273707986,0.6547953576811378
61,1,Atezo,BLCA,LR,0.01,robust,3,4,True,LCC,19,weighted,tight,0.4266666666666667,13,19,39,4,0.59026369168357,0.2617818984551149,0.7258334736167271
62,2,Atezo,BLCA,LR,0.01,robust,3,4,True,LCC,19,weighted,tight,0.49333333333333335,14,23,35,3,0.6095334685598377,0.24612985991327163,0.683283862658742
63,0,Atezo,BLCA,LR,0.52,standardize,3,4,True,LCC,19,weighted,tight,0.44,6,27,31,11,0.4787018255578094,0.2688604200734675,0.7482798854111341
64,1,Atezo,BLCA,LR,0.01,standardize,3,4,True,LCC,19,weighted,tight,0.56,9,33,25,8,0.5943204868154158,0.23299573178028288,0.6564817774850621
65,2,Atezo,BLCA,LR,0.01,standardize,3,4,True,LCC,19,weighted,tight,0.52,15,24,34,2,0.7484787018255578,0.23498686629536267,0.6580696491895265
66,0,Atezo,BLCA,LR,0.01,robust,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.6115618661257606,0.17499360051368504,0.6303833947920522
67,1,Atezo,BLCA,LR,0.01,robust,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.5679513184584178,0.1794502471768968,0.5553593094966868
68,2,Atezo,BLCA,LR,0.01,robust,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.5050709939148074,0.17487283617630062,0.5315283183994118
69,0,Atezo,BLCA,LR,0.01,standardize,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.6338742393509128,0.17008278055809758,0.5187446321111743
70,1,Atezo,BLCA,LR,0.01,standardize,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.6125760649087222,0.17161947138433487,0.5233050371255449
71,2,Atezo,BLCA,LR,0.01,standardize,3,4,False,LCC,19,weighted,tight,0.7733333333333333,0,58,0,17,0.6419878296146044,0.17072185308391677,0.5212706810611125
72,0,Atezo,BLCA,LR,0.01,robust,3,4,True,DE,210,weighted,tight,0.7466666666666667,11,45,13,6,0.8032454361054766,0.1512275819169914,0.44941693766073104
73,1,Atezo,BLCA,LR,0.01,robust,3,4,True,DE,210,weighted,tight,0.7733333333333333,10,48,10,7,0.7870182555780934,0.15454730894990193,0.4952483655467597
74,2,Atezo,BLCA,LR,0.01,robust,3,4,True,DE,210,weighted,tight,0.7066666666666667,10,43,15,7,0.7728194726166329,0.17232813442375483,0.505282510131059
75,0,Atezo,BLCA,LR,0.01,standardize,3,4,True,DE,210,weighted,tight,0.76,10,47,11,7,0.7910750507099392,0.16231572930525615,0.4895588918650096
76,1,Atezo,BLCA,LR,0.01,standardize,3,4,True,DE,210,weighted,tight,0.7066666666666667,11,42,16,6,0.8367139959432048,0.1649958053825344,0.49952865590721546
77,2,Atezo,BLCA,LR,0.02,standardize,3,4,True,DE,210,weighted,tight,0.8533333333333334,12,52,6,5,0.8448275862068966,0.12403785878093652,0.3937121294281859
78,0,Atezo,BLCA,LR,0.03,robust,3,4,False,DE,210,weighted,tight,0.72,5,49,9,12,0.7322515212981744,0.1801772368397366,0.551872675158359
79,1,Atezo,BLCA,LR,0.01,robust,3,4,False,DE,210,weighted,tight,0.8133333333333334,6,55,3,11,0.7606490872210953,0.13947434281993637,0.46532530061439575
80,2,Atezo,BLCA,LR,0.01,robust,3,4,False,DE,210,weighted,tight,0.8266666666666667,8,54,4,9,0.8194726166328601,0.13829455907317303,0.43617849567240957
81,0,Atezo,BLCA,LR,0.02,standardize,3,4,False,DE,210,weighted,tight,0.8266666666666667,8,54,4,9,0.8691683569979716,0.11714391004298577,0.37323592755490886
82,1,Atezo,BLCA,LR,0.11,standardize,3,4,False,DE,210,weighted,tight,0.7866666666666666,7,52,6,10,0.808316430020284,0.14181952449070842,0.4240240720841663
83,2,Atezo,BLCA,LR,0.02,standardize,3,4,False,DE,210,weighted,tight,0.8666666666666667,7,58,0,10,0.8113590263691683,0.11514275475969925,0.3821163348474737
84,0,Atezo,BLCA,LR,0.97,robust,3,4,True,WM_Robust,12,weighted,tight,0.41333333333333333,13,18,40,4,0.49797160243407707,0.2615924380583914,1.162599279154077
85,1,Atezo,BLCA,LR,0.23,robust,3,4,True,WM_Robust,12,weighted,tight,0.41333333333333333,14,17,41,3,0.4391480730223123,0.27154682318532164,1.174421076964045
86,2,Atezo,BLCA,LR,0.15,robust,3,4,True,WM_Robust,12,weighted,tight,0.38666666666666666,13,16,42,4,0.5136916835699797,0.25890785893845514,1.1510927659581902
87,0,Atezo,BLCA,LR,0.17,standardize,3,4,True,WM_Robust,12,weighted,tight,0.41333333333333333,15,16,42,2,0.5862068965517241,0.24730693952948324,0.6864682179373909
88,1,Atezo,BLCA,LR,0.01,standardize,3,4,True,WM_Robust,12,weighted,tight,0.38666666666666666,13,16,42,4,0.5618661257606491,0.2465447686164807,0.6843696572058315
89,2,Atezo,BLCA,LR,0.91,standardize,3,4,True,WM_Robust,12,weighted,tight,0.4266666666666667,17,15,43,0,0.654158215010142,0.24917362852609842,0.6911739966323385
90,0,Atezo,BLCA,LR,0.03,robust,3,4,False,WM_Robust,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6582150101419878,0.17002029851728961,0.5114586771386255
91,1,Atezo,BLCA,LR,0.03,robust,3,4,False,WM_Robust,12,weighted,tight,0.76,0,57,1,17,0.5283975659229209,0.18734368686429453,0.6591992850014967
92,2,Atezo,BLCA,LR,0.01,robust,3,4,False,WM_Robust,12,weighted,tight,0.7733333333333333,0,58,0,17,0.5973630831643002,0.17250660791236935,0.5194287933851827
93,0,Atezo,BLCA,LR,0.03,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7733333333333333,0,58,0,17,0.7200811359026369,0.1729802448883516,0.5280374015703101
94,1,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7733333333333333,0,58,0,17,0.5811359026369168,0.17438571749870885,0.5325316796620997
95,2,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Robust,12,weighted,tight,0.7733333333333333,0,58,0,17,0.577079107505071,0.17462545819021172,0.5325724498329778
96,0,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Standard,12,weighted,tight,0.38666666666666666,15,14,44,2,0.6947261663286004,0.2420375563476654,0.6712018178982558
97,1,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Standard,12,weighted,tight,0.41333333333333333,12,19,39,5,0.4705882352941177,0.25572410201002405,0.7022481310414638
98,2,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Standard,12,weighted,tight,0.36,16,11,47,1,0.6815415821501015,0.25479328975117405,0.7000119835922956
99,0,Atezo,BLCA,LR,0.01,standardize,3,4,True,WM_Standard,12,weighted,tight,0.4533333333333333,13,21,37,4,0.6673427991886409,0.23380261221577045,0.6541803607858825
100,1,Atezo,BLCA,LR,0.67,standardize,3,4,True,WM_Standard,12,weighted,tight,0.4,11,19,39,6,0.48681541582150106,0.2622611409140227,0.7172924592949208
101,2,Atezo,BLCA,LR,0.07,standardize,3,4,True,WM_Standard,12,weighted,tight,0.4666666666666667,11,24,34,6,0.6186612576064909,0.24062597212607187,0.6665560607994039
102,0,Atezo,BLCA,LR,0.01,robust,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6288032454361054,0.17460807320564936,0.5317959138158003
103,1,Atezo,BLCA,LR,0.07,robust,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.5223123732251522,0.1797605275066743,0.5510996040795889
104,2,Atezo,BLCA,LR,0.01,robust,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.689655172413793,0.1716799116899765,0.5255342970060668
105,0,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.46146044624746446,0.17726533705028685,0.5406557503246655
106,1,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.5811359026369168,0.17151077562146366,0.5219376978198635
107,2,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Standard,12,weighted,tight,0.7733333333333333,0,58,0,17,0.7271805273833671,0.17003938435484453,0.517686641125728
108,0,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Center,12,weighted,tight,0.41333333333333333,15,16,42,2,0.6308316430020283,0.24853971729984578,0.6869047064201284
109,1,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Center,12,weighted,tight,0.52,11,28,30,6,0.5983772819472617,0.22966019423527845,0.6478015302801593
110,2,Atezo,BLCA,LR,0.01,robust,3,4,True,WM_Center,12,weighted,tight,0.44,13,20,38,4,0.552738336713996,0.25217998839782535,0.6914427669745123
111,0,Atezo,BLCA,LR,0.07,standardize,3,4,True,WM_Center,12,weighted,tight,0.41333333333333333,12,19,39,5,0.4746450304259635,0.2583588925194343,0.7031359742369486
112,1,Atezo,BLCA,LR,0.03,standardize,3,4,True,WM_Center,12,weighted,tight,0.49333333333333335,11,26,32,6,0.5872210953346856,0.23833788889538923,0.6680279333265817
113,2,Atezo,BLCA,LR,0.1,standardize,3,4,True,WM_Center,12,weighted,tight,0.48,12,24,34,5,0.5547667342799188,0.23859715600260942,0.6639911023234697
114,0,Atezo,BLCA,LR,0.02,robust,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.7342799188640974,0.17034863123523933,0.517487951204295
115,1,Atezo,BLCA,LR,0.01,robust,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6845841784989858,0.17040263451191504,0.5193229316008651
116,2,Atezo,BLCA,LR,0.01,robust,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6886409736308317,0.17098323936877197,0.522477352891072
117,0,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.5811359026369168,0.17126525360098202,0.5218063331378612
118,1,Atezo,BLCA,LR,0.06,standardize,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6521298174442192,0.16987399806591003,0.5186194843837709
119,2,Atezo,BLCA,LR,0.01,standardize,3,4,False,WM_Center,12,weighted,tight,0.7733333333333333,0,58,0,17,0.6308316430020283,0.17176848791529573,0.5222678593699638
120,0,Atezo,KIRC,LR,1.0,robust,3,4,True,WM,12,weighted,tight,0.38095238095238093,7,9,21,5,0.5194444444444445,0.2953213498025416,0.9209446504971666
121,1,Atezo,KIRC,LR,0.01,robust,3,4,True,WM,12,weighted,tight,0.5714285714285714,10,14,16,2,0.6444444444444445,0.23387858021880742,0.6575382379526041
122,2,Atezo,KIRC,LR,0.06,robust,3,4,True,WM,12,weighted,tight,0.42857142857142855,8,10,20,4,0.5111111111111111,0.2537968231819742,0.6966955799072068
123,0,Atezo,KIRC,LR,0.04,standardize,3,4,True,WM,12,weighted,tight,0.5238095238095238,11,11,19,1,0.625,0.24232598672177277,0.6760516456316921
124,1,Atezo,KIRC,LR,0.04,standardize,3,4,True,WM,12,weighted,tight,0.5,11,10,20,1,0.65,0.24515132031966233,0.6825926761833817
125,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,WM,12,weighted,tight,0.5714285714285714,9,15,15,3,0.6111111111111112,0.23192878394208605,0.652249216928744
126,0,Atezo,KIRC,LR,0.01,robust,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.55,0.1949899556526864,0.5680423462258938
127,1,Atezo,KIRC,LR,0.02,robust,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.525,0.1998909627585363,0.5837097294595306
128,2,Atezo,KIRC,LR,0.01,robust,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5583333333333333,0.20511012527313321,0.6015379096002457
129,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6055555555555556,0.19717838917465838,0.5794823287858281
130,1,Atezo,KIRC,LR,0.03,standardize,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6722222222222223,0.19420514316833298,0.5705245105194184
131,2,Atezo,KIRC,LR,0.03,standardize,3,4,False,WM,12,weighted,tight,0.7142857142857143,0,30,0,12,0.7444444444444445,0.19403079178407234,0.5712536782089904
132,0,Atezo,KIRC,LR,0.99,robust,3,4,True,WM_Norm,12,weighted,tight,0.35714285714285715,6,9,21,6,0.4361111111111111,0.29473488534157943,0.7898846327048196
133,1,Atezo,KIRC,LR,0.88,robust,3,4,True,WM_Norm,12,weighted,tight,0.6428571428571429,6,21,9,6,0.6722222222222222,0.24136538815993155,0.6764692882733669
134,2,Atezo,KIRC,LR,0.49,robust,3,4,True,WM_Norm,12,weighted,tight,0.47619047619047616,8,12,18,4,0.5777777777777777,0.25042176347727707,0.6934674493183083
135,0,Atezo,KIRC,LR,0.07,standardize,3,4,True,WM_Norm,12,weighted,tight,0.5952380952380952,6,19,11,6,0.6000000000000001,0.23672403281715637,0.6661366099931734
136,1,Atezo,KIRC,LR,0.05,standardize,3,4,True,WM_Norm,12,weighted,tight,0.47619047619047616,8,12,18,4,0.7111111111111111,0.2333882063663298,0.6589560986193771
137,2,Atezo,KIRC,LR,0.05,standardize,3,4,True,WM_Norm,12,weighted,tight,0.42857142857142855,11,7,23,1,0.6555555555555554,0.24804705523988604,0.6879018361013595
138,0,Atezo,KIRC,LR,0.26,robust,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5777777777777778,0.2068426071969566,0.6103241187463159
139,1,Atezo,KIRC,LR,0.43,robust,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,0,30,0,12,0.5305555555555556,0.21205977673817356,0.6141026467122064
140,2,Atezo,KIRC,LR,0.78,robust,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,2,28,2,10,0.47777777777777775,0.23905684639996017,0.7113975661843838
141,0,Atezo,KIRC,LR,0.8,standardize,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6027777777777777,0.201568406708031,0.5929148322097072
142,1,Atezo,KIRC,LR,0.37,standardize,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,0,30,0,12,0.6055555555555556,0.19870480463222626,0.5807245681282762
143,2,Atezo,KIRC,LR,0.03,standardize,3,4,False,WM_Norm,12,weighted,tight,0.7142857142857143,0,30,0,12,0.575,0.1991165750121275,0.5845667309760939
144,0,Atezo,KIRC,LR,0.01,robust,3,4,True,TARGET,1,weighted,tight,0.6190476190476191,8,18,12,4,0.625,0.2463231199062054,0.6857860897628735
145,1,Atezo,KIRC,LR,0.01,robust,3,4,True,TARGET,1,weighted,tight,0.5714285714285714,7,17,13,5,0.6055555555555556,0.24594716721136248,0.6850289839368061
146,2,Atezo,KIRC,LR,0.01,robust,3,4,True,TARGET,1,weighted,tight,0.6428571428571429,7,20,10,5,0.6611111111111112,0.24556702439940378,0.6842737649659119
147,0,Atezo,KIRC,LR,0.01,standardize,3,4,True,TARGET,1,weighted,tight,0.6190476190476191,8,18,12,4,0.6611111111111111,0.24694942246873217,0.6870979373625017
148,1,Atezo,KIRC,LR,0.01,standardize,3,4,True,TARGET,1,weighted,tight,0.40476190476190477,7,10,20,5,0.5583333333333333,0.2501098695473593,0.6933575402906623
149,2,Atezo,KIRC,LR,0.01,standardize,3,4,True,TARGET,1,weighted,tight,0.5476190476190477,6,17,13,6,0.5944444444444444,0.24669424528763503,0.6865285696264244
150,0,Atezo,KIRC,LR,0.01,robust,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.6555555555555556,0.20222930396443778,0.5937946881587214
151,1,Atezo,KIRC,LR,0.01,robust,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.4472222222222222,0.2057810939601137,0.6023198174542014
152,2,Atezo,KIRC,LR,0.01,robust,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.6333333333333333,0.20215342782296628,0.5935828753133895
153,0,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.625,0.2021104826227461,0.5934835049268685
154,1,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.48055555555555557,0.2053537359204659,0.6011569080059305
155,2,Atezo,KIRC,LR,0.01,standardize,3,4,False,TARGET,1,weighted,tight,0.7142857142857143,0,30,0,12,0.5305555555555556,0.20378735045337912,0.597196595348335
156,0,Atezo,KIRC,LR,0.01,robust,3,4,True,IMPRES,1,weighted,tight,0.47619047619047616,3,17,13,9,0.48750000000000004,0.2501519382699979,0.6934511086634236
157,1,Atezo,KIRC,LR,0.01,robust,3,4,True,IMPRES,1,weighted,tight,0.47619047619047616,4,16,14,8,0.5125,0.25018300129232135,0.6935132084721649
