,iter,drug,tissue,model,feature,BIC,train_size,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
32,32,Atezo,KIRC,LR,IMPRES,1.3929014877633552,0.1,0.5364238410596026,15,66,41,29,0.5275063721325404,0.2492682994533359,0.6916831153381784
33,33,Atezo,KIRC,LR,IMPRES,1.3922574424502312,0.1,0.46357615894039733,36,34,73,8,0.5292056074766356,0.25060614650449714,0.6943595896469816
34,34,Atezo,KIRC,LR,IMPRES,1.3912656716816145,0.1,0.5496688741721855,15,68,39,29,0.5284621920135939,0.2493394543434262,0.6918260120096847
35,35,Atezo,KIRC,LR,IMPRES,1.3864293490351411,0.1,0.5562913907284768,14,70,37,30,0.5413126593033135,0.24986872944323457,0.6928846387370041
36,36,Atezo,KIRC,LR,IMPRES,1.4179612596825164,0.1,0.5231788079470199,15,64,43,29,0.5093457943925234,0.2499620727408586,0.6930690142552128
37,37,Atezo,KIRC,LR,IMPRES,1.3898661767033962,0.1,0.5562913907284768,14,70,37,30,0.5339847068819031,0.24842505998628395,0.6899968783158126
38,38,Atezo,KIRC,LR,IMPRES,1.3899431843421164,0.1,0.41721854304635764,28,35,72,16,0.44296941376380633,0.2514576863741682,0.6960631676766668
39,39,Atezo,KIRC,LR,IMPRES,1.3953267779845115,0.1,0.45695364238410596,36,33,74,8,0.5246389124893798,0.24996059151083147,0.6930682677511792
40,40,Atezo,KIRC,LR,IMPRES,1.3863377056428785,0.1,0.5562913907284768,15,69,38,29,0.538338997451147,0.24984647353226028,0.6928401270583955
41,41,Atezo,KIRC,LR,IMPRES,1.3863003416916428,0.1,0.5496688741721855,15,68,39,29,0.5420560747663551,0.24996937333782987,0.6930859272166143
42,42,Atezo,KIRC,LR,IMPRES,1.3864226268169042,0.1,0.4304635761589404,27,38,69,17,0.45050977060322855,0.2500889056068796,0.6933249927809253
43,43,Atezo,KIRC,LR,IMPRES,1.3869232159458826,0.1,0.44370860927152317,28,39,68,16,0.45146559048428203,0.2502881461631582,0.6937234924039636
44,44,Atezo,KIRC,LR,IMPRES,1.3900607745368627,0.1,0.47019867549668876,37,34,73,7,0.5293118096856415,0.25030254858618467,0.6937523067036694
45,45,Atezo,KIRC,LR,IMPRES,1.3862981730308057,0.1,0.5364238410596026,8,73,34,36,0.46251062022090056,0.24999852884708043,0.6931442382553019
46,46,Atezo,KIRC,LR,IMPRES,1.387584195427086,0.1,0.47019867549668876,36,35,72,8,0.5356839422259982,0.24994235992669311,0.6930318635764796
47,47,Atezo,KIRC,LR,IMPRES,1.3948972601532783,0.1,0.5496688741721855,15,68,39,29,0.5246389124893798,0.24930552993124133,0.6917580406350572
48,48,Atezo,KIRC,LR,IMPRES,1.3863600708195216,0.1,0.47019867549668876,36,35,72,8,0.5440739167374682,0.2500242165390387,0.6931956136643685
49,49,Atezo,KIRC,LR,IMPRES,1.3866121599551104,0.1,0.5231788079470199,7,72,35,37,0.45550127442650806,0.2500398124259689,0.6932268093577004
50,50,Atezo,KIRC,LR,IMPRES,1.3883878616241079,0.1,0.5562913907284768,15,69,38,29,0.5375955819881054,0.24975107464559768,0.6926493197999104
51,51,Atezo,KIRC,LR,IMPRES,1.3960972166684447,0.1,0.5496688741721855,14,69,38,30,0.5228334749362786,0.24925089473222026,0.6916484145772693
52,52,Atezo,KIRC,LR,IMPRES,1.403971153711842,0.1,0.543046357615894,15,67,40,29,0.5138062871707731,0.24989792369186045,0.692942686282431
53,53,Atezo,KIRC,LR,IMPRES,1.409158736435781,0.1,0.5298013245033113,14,66,41,30,0.5157179269328802,0.24783563346941223,0.6888116020484062
54,54,Atezo,KIRC,LR,IMPRES,1.3909586426858553,0.1,0.5298013245033113,14,66,41,30,0.5215590484282073,0.2497830469209825,0.6927132033682087
55,55,Atezo,KIRC,LR,IMPRES,1.3879342515056605,0.1,0.5562913907284768,14,70,37,30,0.5357901444350043,0.24936002308628288,0.6918671605625943
56,56,Atezo,KIRC,LR,IMPRES,1.3920783547244553,0.1,0.45695364238410596,36,33,74,8,0.5327102803738317,0.25103619255531423,0.6952200094527573
57,57,Atezo,KIRC,LR,IMPRES,1.3877155015956835,0.1,0.5231788079470199,8,71,36,36,0.45040356839422263,0.25016693401957135,0.6934810696803675
58,58,Atezo,KIRC,LR,IMPRES,1.3883567468280162,0.1,0.45695364238410596,36,33,74,8,0.5354715378079865,0.25034961416462426,0.6938464355074996
59,59,Atezo,KIRC,LR,IMPRES,1.3871469732803665,0.1,0.5496688741721855,15,68,39,29,0.5322854715378079,0.2496194981604567,0.6923861493939238
60,60,Atezo,KIRC,LR,IMPRES,1.3929672817970737,0.1,0.5496688741721855,14,69,38,30,0.524214103653356,0.24928583507499014,0.691718549547588
61,61,Atezo,KIRC,LR,IMPRES,1.3864483921143291,0.1,0.47019867549668876,36,35,72,8,0.5416312659303314,0.2500583112726656,0.6932638033845424
62,62,Atezo,KIRC,LR,IMPRES,1.4055264864233759,0.1,0.5298013245033113,14,66,41,30,0.5177357689039932,0.24813826605528636,0.6894197090397424
63,63,Atezo,KIRC,LR,IMPRES,1.3865599938409363,0.1,0.5496688741721855,16,67,40,28,0.5396134239592184,0.24982277598231223,0.6927927261230488
64,64,Atezo,KIRC,LR,IMPRES,1.3874956056716379,0.1,0.46357615894039733,36,34,73,8,0.532285471537808,0.25021005286079695,0.6935672918014154
65,65,Atezo,KIRC,LR,IMPRES,1.387678330412983,0.1,0.5298013245033113,7,73,34,37,0.451571792693288,0.24960878602305084,0.6923647345942708
66,66,Atezo,KIRC,LR,IMPRES,1.403134552384573,0.1,0.44370860927152317,36,31,76,8,0.5113636363636365,0.2513261382217115,0.6958000343508738
67,67,Atezo,KIRC,LR,IMPRES,1.3933407588716469,0.1,0.5496688741721855,14,69,38,30,0.5298428207306712,0.24883334216711506,0.6908133919192451
68,68,Atezo,KIRC,LR,IMPRES,1.3888344521807263,0.1,0.4370860927152318,28,38,69,16,0.4505097706032285,0.2512429521684752,0.6956335917663994
69,69,Atezo,KIRC,LR,IMPRES,1.3985541059076778,0.1,0.5496688741721855,15,68,39,29,0.5177357689039932,0.24903169652722257,0.6912098618579591
70,70,Atezo,KIRC,LR,IMPRES,1.3884151026840377,0.1,0.5562913907284768,16,68,39,28,0.5348343245539507,0.24985093178539222,0.6928490200337774
71,71,Atezo,KIRC,LR,IMPRES,1.387520409003652,0.1,0.4768211920529801,36,36,71,8,0.5379141886151232,0.25001684904154337,0.6931808737885351
72,72,Atezo,KIRC,LR,IMPRES,1.387653093009201,0.1,0.5629139072847682,15,70,37,29,0.5395072217502124,0.24975644922352902,0.6926600693448914
73,73,Atezo,KIRC,LR,IMPRES,1.387136517695434,0.1,0.5165562913907285,7,71,36,37,0.4423322005097707,0.24997088711001242,0.6930889530717672
74,74,Atezo,KIRC,LR,IMPRES,1.3878977617685022,0.1,0.46357615894039733,37,33,74,7,0.5352591333899746,0.2502699175048437,0.6936870273798763
75,75,Atezo,KIRC,LR,IMPRES,1.3864284978462935,0.1,0.5496688741721855,14,69,38,30,0.5347281223449448,0.24986956875606897,0.6928863171742532
76,76,Atezo,KIRC,LR,IMPRES,1.3884298141068148,0.1,0.47019867549668876,36,35,72,8,0.5399320305862363,0.25014019156977246,0.6934275778602607
77,77,Atezo,KIRC,LR,IMPRES,1.388651226399922,0.1,0.44370860927152317,28,39,68,16,0.45284621920135937,0.2516335609598148,0.6964157169225194
78,78,Atezo,KIRC,LR,IMPRES,1.3865752607736999,0.1,0.5165562913907285,7,71,36,37,0.45996176720475784,0.2500448082613206,0.693236798096053
79,79,Atezo,KIRC,LR,IMPRES,1.3908547571158791,0.1,0.4304635761589404,29,36,71,15,0.4403143585386576,0.25099248066985924,0.6951324053897506
80,80,Atezo,KIRC,LR,IMPRES,1.389442012841741,0.1,0.543046357615894,14,68,39,30,0.5294180118946474,0.24953392620069678,0.6922149784419578
81,81,Atezo,KIRC,LR,IMPRES,1.3892159520631755,0.1,0.5165562913907285,6,72,35,38,0.4377655055225149,0.24984366389676832,0.6928344974463203
82,82,Atezo,KIRC,LR,IMPRES,1.3974201445938133,0.1,0.543046357615894,14,68,39,30,0.5178419711129991,0.24964191864468094,0.6924309796528496
83,83,Atezo,KIRC,LR,IMPRES,1.3872183875032411,0.1,0.4370860927152318,29,37,70,15,0.44700509770603225,0.25026237976363136,0.6936719519634044
84,84,Atezo,KIRC,LR,IMPRES,1.3954112936848335,0.1,0.5099337748344371,7,70,37,37,0.441588785046729,0.2506211933749446,0.6943900907339999
85,85,Atezo,KIRC,LR,IMPRES,1.3919966678437283,0.1,0.5099337748344371,7,70,37,37,0.44562446898895497,0.2501619612135708,0.693471164107967
86,86,Atezo,KIRC,LR,IMPRES,1.3943450349185595,0.1,0.5364238410596026,14,67,40,30,0.5218776550552251,0.24937522164683318,0.691897303852359
87,87,Atezo,KIRC,LR,IMPRES,1.3931257952446883,0.1,0.423841059602649,27,37,70,17,0.4322429906542056,0.25055592662055354,0.6942591652656044
88,88,Atezo,KIRC,LR,IMPRES,1.3871061684869004,0.1,0.543046357615894,15,67,40,29,0.5360025488530162,0.24978321248872906,0.6927135881736018
89,89,Atezo,KIRC,LR,IMPRES,1.3923172334416984,0.1,0.5496688741721855,15,68,39,29,0.5309048428207307,0.24883180511521508,0.6908100986347947
90,90,Atezo,KIRC,LR,IMPRES,1.386448577599366,0.1,0.5562913907284768,15,69,38,29,0.5412064570943076,0.249850149821173,0.6928474790195083
91,91,Atezo,KIRC,LR,IMPRES,1.3897740655913131,0.1,0.5562913907284768,15,69,38,29,0.5340909090909092,0.24959507300589318,0.6923372380331444
92,92,Atezo,KIRC,LR,IMPRES,1.408739776987872,0.1,0.4370860927152318,36,30,77,8,0.5089209855564997,0.252750498496096,0.698650603140849
93,93,Atezo,KIRC,LR,IMPRES,1.399152259242297,0.1,0.543046357615894,15,67,40,29,0.5210280373831776,0.24976426369589597,0.6926750169229761
94,94,Atezo,KIRC,LR,IMPRES,1.3902109384810204,0.1,0.4768211920529801,36,36,71,8,0.5295242141036534,0.24999797104649607,0.6931431103058046
95,95,Atezo,KIRC,LR,IMPRES,1.386516652181281,0.1,0.4370860927152318,29,37,70,15,0.44923534409515714,0.25017980463975814,0.693506791423836
96,96,Atezo,KIRC,LR,IMPRES,1.3894894168799217,0.1,0.5298013245033113,8,72,35,36,0.44392523364485986,0.25016123456721806,0.6934696810889118
97,97,Atezo,KIRC,LR,IMPRES,1.388042816523464,0.1,0.47019867549668876,36,35,72,8,0.5378079864061174,0.2500811191350494,0.693309428423283
98,98,Atezo,KIRC,LR,IMPRES,1.3931755466835334,0.1,0.5496688741721855,15,68,39,29,0.5259133389974511,0.2494602327639535,0.6920674798039093
99,99,Atezo,KIRC,LR,IMPRES,1.3872100533872493,0.1,0.46357615894039733,37,33,74,7,0.5327102803738317,0.2500110124983647,0.6931692027492131
100,0,Atezo,KIRC,LR,IMPRES,1.8334424241927347,0.15,0.45774647887323944,34,31,69,8,0.5383333333333333,0.24999764001407263,0.6931424553535943
101,1,Atezo,KIRC,LR,IMPRES,1.8325952967539056,0.15,0.45774647887323944,29,36,64,13,0.46130952380952384,0.2500579621581188,0.6932631050337298
102,2,Atezo,KIRC,LR,IMPRES,1.8367363129935548,0.15,0.5422535211267606,14,63,37,28,0.5252380952380953,0.24982207178649263,0.6927912511623375
103,3,Atezo,KIRC,LR,IMPRES,1.8377643970793671,0.15,0.5352112676056338,12,64,36,30,0.5217857142857142,0.24864475773850678,0.6904361998375322
104,4,Atezo,KIRC,LR,IMPRES,1.836833461416422,0.15,0.5422535211267606,15,62,38,27,0.5326190476190475,0.24916428456684594,0.6914748416065672
105,5,Atezo,KIRC,LR,IMPRES,1.8334013437266157,0.15,0.45774647887323944,34,31,69,8,0.5339285714285714,0.25026631242717795,0.6936798133028194
106,6,Atezo,KIRC,LR,IMPRES,1.840644112247266,0.15,0.4507042253521127,35,29,71,7,0.5177380952380952,0.25142134702841823,0.6959906758723329
107,7,Atezo,KIRC,LR,IMPRES,1.8645063656505543,0.15,0.5211267605633803,13,61,39,29,0.5014285714285713,0.2483035852402177,0.6897461469696095
108,8,Atezo,KIRC,LR,IMPRES,1.8413349027698398,0.15,0.528169014084507,14,61,39,28,0.513095238095238,0.2495843805900217,0.6923152904867997
109,9,Atezo,KIRC,LR,IMPRES,1.8359793021847792,0.15,0.5070422535211268,6,66,34,36,0.4382142857142857,0.2500009450318333,0.6931490992514596
110,10,Atezo,KIRC,LR,IMPRES,1.8426029927568344,0.15,0.5422535211267606,15,62,38,27,0.518095238095238,0.2496992966028733,0.6925452921417066
111,11,Atezo,KIRC,LR,IMPRES,1.8325814637483102,0.15,0.704225352112676,0,100,0,42,0.5,0.25,0.6931471805599454
112,12,Atezo,KIRC,LR,IMPRES,1.839360638708515,0.15,0.5492957746478874,13,65,35,29,0.5253571428571429,0.2485592252012881,0.6902642080962418
113,13,Atezo,KIRC,LR,IMPRES,1.8326569966615733,0.15,0.43661971830985913,27,35,65,15,0.45047619047619053,0.25010907116486186,0.6933653235927107
114,14,Atezo,KIRC,LR,IMPRES,1.8417748892577996,0.15,0.4295774647887324,29,32,68,13,0.4272619047619048,0.251248657665332,0.6956452782460794
115,15,Atezo,KIRC,LR,IMPRES,1.8375340478972124,0.15,0.5492957746478874,15,63,37,27,0.5333333333333333,0.24892657739920093,0.690999828527722
116,16,Atezo,KIRC,LR,IMPRES,1.8338844357298383,0.15,0.5563380281690141,13,66,34,29,0.5397619047619048,0.24941891890898965,0.6919849853929915
117,17,Atezo,KIRC,LR,IMPRES,1.8327711113666518,0.15,0.5211267605633803,7,67,33,35,0.4394047619047619,0.2499894837506192,0.6931261475200764
118,18,Atezo,KIRC,LR,IMPRES,1.8330563774350142,0.15,0.47183098591549294,35,32,68,7,0.539047619047619,0.24998790904211887,0.6931229954875151
119,19,Atezo,KIRC,LR,IMPRES,1.840124260338635,0.15,0.5492957746478874,13,65,35,29,0.5172619047619048,0.24968708571919826,0.6925212847677048
120,20,Atezo,KIRC,LR,IMPRES,1.8328923109644768,0.15,0.5492957746478874,13,65,35,29,0.5394047619047619,0.2495348118977258,0.6922167857764346
121,21,Atezo,KIRC,LR,IMPRES,1.8337136251676662,0.15,0.45774647887323944,34,31,69,8,0.5345238095238096,0.2499997939569889,0.6931467560540129
122,22,Atezo,KIRC,LR,IMPRES,1.834678752506133,0.15,0.5492957746478874,13,65,35,29,0.5323809523809524,0.24907421849633032,0.6912954101461527
123,23,Atezo,KIRC,LR,IMPRES,1.8406633563968708,0.15,0.5,6,65,35,36,0.4302380952380952,0.2501181759989313,0.693383700575225
124,24,Atezo,KIRC,LR,IMPRES,1.8396788560101625,0.15,0.5352112676056338,14,62,38,28,0.520595238095238,0.24914343310921444,0.6914330164005443
125,25,Atezo,KIRC,LR,IMPRES,1.832645912457527,0.15,0.5704225352112676,15,66,34,27,0.549404761904762,0.2498783528528804,0.6929038855306873
126,26,Atezo,KIRC,LR,IMPRES,1.833444939865758,0.15,0.47183098591549294,35,32,68,7,0.5427380952380952,0.24999766598757223,0.6931425150792064
127,27,Atezo,KIRC,LR,IMPRES,1.8412181554199876,0.15,0.5352112676056338,14,62,38,28,0.5207142857142858,0.24952498668983325,0.6921970373661865
128,28,Atezo,KIRC,LR,IMPRES,1.8509492961354541,0.15,0.5352112676056338,14,62,38,28,0.5138095238095238,0.24922021288163976,0.6915863940376471
129,29,Atezo,KIRC,LR,IMPRES,1.838130497432476,0.15,0.4647887323943662,34,32,68,8,0.5242857142857142,0.25051507039523735,0.6941774270881327
130,30,Atezo,KIRC,LR,IMPRES,1.832608302014112,0.15,0.5422535211267606,7,70,30,35,0.45619047619047615,0.24995128947116804,0.693049759440085
131,31,Atezo,KIRC,LR,IMPRES,1.8345894085974406,0.15,0.4295774647887324,27,34,66,15,0.44178571428571434,0.25038550468243104,0.6939182614995504
132,32,Atezo,KIRC,LR,IMPRES,1.8338304489809447,0.15,0.5633802816901409,16,64,36,26,0.5367857142857142,0.24962043387415495,0.6923879942570308
133,33,Atezo,KIRC,LR,IMPRES,1.8357480505450712,0.15,0.5563380281690141,15,64,36,27,0.534047619047619,0.24967579479098198,0.6924986699959755
134,34,Atezo,KIRC,LR,IMPRES,1.840223813096912,0.15,0.5422535211267606,15,62,38,27,0.5266666666666666,0.24882295640008978,0.690792498789548
135,35,Atezo,KIRC,LR,IMPRES,1.8363641859843436,0.15,0.528169014084507,7,68,32,35,0.44011904761904763,0.2500818929705734,0.6933110466538822
136,36,Atezo,KIRC,LR,IMPRES,1.8337538503400468,0.15,0.528169014084507,15,60,40,27,0.5323809523809523,0.24976726434441762,0.692681661834824
137,37,Atezo,KIRC,LR,IMPRES,1.8358963772022592,0.15,0.4788732394366197,36,32,68,6,0.5270238095238095,0.24991138394037438,0.692969860550451
138,38,Atezo,KIRC,LR,IMPRES,1.8586410938839388,0.15,0.5211267605633803,13,61,39,29,0.5085714285714286,0.24798959313934407,0.6891155443592922
139,39,Atezo,KIRC,LR,IMPRES,1.8568043938697356,0.15,0.5352112676056338,12,64,36,30,0.5069047619047619,0.24771413741940246,0.6885697275473918
140,40,Atezo,KIRC,LR,IMPRES,1.8328790660744763,0.15,0.5563380281690141,14,65,35,28,0.5408333333333333,0.24974273720745302,0.6926326443951383
141,41,Atezo,KIRC,LR,IMPRES,1.8330610286595426,0.15,0.43661971830985913,27,35,65,15,0.44857142857142857,0.25026370783611546,0.6936746104746333
142,42,Atezo,KIRC,LR,IMPRES,1.8349280318167176,0.15,0.5070422535211268,7,65,35,35,0.43738095238095237,0.2502261025469781,0.6935994050304655
143,43,Atezo,KIRC,LR,IMPRES,1.8541206560517545,0.15,0.5352112676056338,14,62,38,28,0.5057142857142858,0.2501517187420174,0.6934501633940382
144,44,Atezo,KIRC,LR,IMPRES,1.8385404141576227,0.15,0.47183098591549294,34,33,67,8,0.5277380952380952,0.25002863831884437,0.6932042638321796
145,45,Atezo,KIRC,LR,IMPRES,1.835102747813799,0.15,0.4647887323943662,35,31,69,7,0.5317857142857143,0.2501876701599872,0.6935225322915547
146,46,Atezo,KIRC,LR,IMPRES,1.8334162830780505,0.15,0.45774647887323944,36,29,71,6,0.5228571428571429,0.2502431800909326,0.6936335457177255
147,47,Atezo,KIRC,LR,IMPRES,1.8401060999295482,0.15,0.5492957746478874,13,65,35,29,0.5258333333333334,0.24894687080550645,0.691040156237882
148,48,Atezo,KIRC,LR,IMPRES,1.8333944583899426,0.15,0.528169014084507,7,68,32,35,0.4457142857142857,0.24979156493245364,0.6927303021080354
149,49,Atezo,KIRC,LR,IMPRES,1.8350755640986682,0.15,0.5633802816901409,12,68,32,30,0.5419047619047619,0.24790632970330115,0.6889589090341295
150,50,Atezo,KIRC,LR,IMPRES,1.8456673327194066,0.15,0.4295774647887324,27,34,66,15,0.42583333333333334,0.25181533773914594,0.6967800221399548
151,51,Atezo,KIRC,LR,IMPRES,1.8389616680716725,0.15,0.47183098591549294,34,33,67,8,0.5246428571428572,0.2503118702102843,0.6937710987597452
152,52,Atezo,KIRC,LR,IMPRES,1.8327941452251795,0.15,0.528169014084507,6,69,31,36,0.4477380952380952,0.24984530894924145,0.692837796058465
153,53,Atezo,KIRC,LR,IMPRES,1.832590708833064,0.15,0.4647887323943662,35,31,69,7,0.5354761904761904,0.2500005473009242,0.6931482751483894
154,54,Atezo,KIRC,LR,IMPRES,1.8356951916404023,0.15,0.5563380281690141,14,65,35,28,0.5388095238095237,0.24931175858753127,0.6917706149086469
155,55,Atezo,KIRC,LR,IMPRES,1.8339155763519106,0.15,0.5563380281690141,15,64,36,27,0.5332142857142858,0.24984071138487757,0.692828571446085
156,56,Atezo,KIRC,LR,IMPRES,1.8441879021409397,0.15,0.528169014084507,14,61,39,28,0.5176190476190475,0.2492699030917966,0.6916852157001576
157,57,Atezo,KIRC,LR,IMPRES,1.834442995358259,0.15,0.5211267605633803,7,67,33,35,0.4436904761904762,0.24986039120925022,0.6928679592982376
158,58,Atezo,KIRC,LR,IMPRES,1.8373539760821398,0.15,0.45774647887323944,34,31,69,8,0.5232142857142857,0.2501654183815255,0.6934780599311587
159,59,Atezo,KIRC,LR,IMPRES,1.8369975291692289,0.15,0.5211267605633803,7,67,33,35,0.4223809523809524,0.25031147112484875,0.6937701712188883
160,60,Atezo,KIRC,LR,IMPRES,1.8326054201171984,0.15,0.5704225352112676,15,66,34,27,0.5510714285714285,0.24993636249564208,0.6930199053427948
161,61,Atezo,KIRC,LR,IMPRES,1.8457537111545481,0.15,0.5422535211267606,13,64,36,29,0.5226190476190476,0.24756980104988632,0.688282911909789
162,62,Atezo,KIRC,LR,IMPRES,1.8557413755368344,0.15,0.528169014084507,13,62,38,29,0.5042857142857143,0.24991410621290816,0.6929751520627827
163,63,Atezo,KIRC,LR,IMPRES,1.8328883339359099,0.15,0.45774647887323944,35,30,70,7,0.535595238095238,0.25007254392796663,0.693292267897021
164,64,Atezo,KIRC,LR,IMPRES,1.8345295486363826,0.15,0.5140845070422535,6,67,33,36,0.44642857142857145,0.2501354894634213,0.693418201142611
165,65,Atezo,KIRC,LR,IMPRES,1.8327767489120912,0.15,0.47183098591549294,35,32,68,7,0.5471428571428572,0.2500452903799023,0.693237762094742
166,66,Atezo,KIRC,LR,IMPRES,1.8348658268205957,0.15,0.44366197183098594,28,35,65,14,0.4411904761904762,0.2506813918975345,0.6945100975783006
167,67,Atezo,KIRC,LR,IMPRES,1.8445110865778342,0.15,0.5211267605633803,13,61,39,29,0.5107142857142857,0.24918364948962685,0.691513255448129
168,68,Atezo,KIRC,LR,IMPRES,1.8357893316348288,0.15,0.4647887323943662,35,31,69,7,0.530952380952381,0.2499922335998855,0.6931316305671013
169,69,Atezo,KIRC,LR,IMPRES,1.834051262248835,0.15,0.4225352112676056,27,33,67,15,0.4394047619047619,0.2506282417334469,0.6944037291237817
170,70,Atezo,KIRC,LR,IMPRES,1.842128299427273,0.15,0.5492957746478874,13,65,35,29,0.5260714285714285,0.2481987201317941,0.6895432401867968
171,71,Atezo,KIRC,LR,IMPRES,1.8358243163564993,0.15,0.5070422535211268,7,65,35,35,0.43833333333333335,0.2503454421251805,0.693838164331211
172,72,Atezo,KIRC,LR,IMPRES,1.8366019202454977,0.15,0.43661971830985913,27,35,65,15,0.43857142857142856,0.25114320657422473,0.6954341108789143
173,73,Atezo,KIRC,LR,IMPRES,1.8414062862041385,0.15,0.4154929577464789,26,33,67,16,0.42678571428571427,0.25161973118773134,0.6963877241450155
174,74,Atezo,KIRC,LR,IMPRES,1.8356656192712555,0.15,0.5422535211267606,13,64,36,29,0.526547619047619,0.2494868206749751,0.6921206964439132
