,iter,drug,tissue,model,penalty,preproc,balance_weights,feature,feat_dim,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
23,3,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.7777777777777778,1,6,1,1,0.7857142857142857,0.24695116385823537,0.6870495698685409
24,4,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.6666666666666666,2,4,3,0,0.6785714285714285,0.24865098289792875,0.6904487038214606
25,5,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.6666666666666666,1,5,2,1,0.6428571428571429,0.2480305201217496,0.6892075971761631
26,6,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.5555555555555556,1,4,3,1,0.5714285714285714,0.24912552597326762,0.6913981714758961
27,7,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.4444444444444444,1,3,4,1,0.5714285714285714,0.25027388028024017,0.6936962948176372
28,8,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.7777777777777778,1,6,1,1,0.5714285714285714,0.24757965853203734,0.68830597818314
29,9,Pembro,STAD,LR,0.01,standardize,True,IMPRES,1,0.7777777777777778,1,6,1,1,0.5714285714285714,0.24711674007700962,0.687379827943904
30,0,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.3928571428571429,0.1765503498570236,0.5393147628764017
31,1,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.6785714285714286,0.17547440884482257,0.5366015361413199
32,2,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.5714285714285714,0.17672622846982333,0.5394819583658614
33,3,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.6071428571428572,0.17527349649339669,0.5361022302986398
34,4,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.6071428571428572,0.17536294261524168,0.5363330121193035
35,5,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.7142857142857143,0.1749652853176387,0.5353480304877656
36,6,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.07142857142857142,0.18133139265777595,0.5511057859342826
37,7,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.5357142857142857,0.17597605464826416,0.537827604667476
38,8,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.4642857142857143,0.17633923894741066,0.5387565003191992
39,9,Pembro,STAD,LR,0.01,standardize,False,IMPRES,1,0.7777777777777778,0,7,0,2,0.8571428571428571,0.17470287334053472,0.5347007936306646
40,0,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.5555555555555556,1,4,3,1,0.6428571428571428,0.2442801398103419,0.6816878894134094
41,1,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.7777777777777778,2,5,2,0,0.8571428571428572,0.2402803900056622,0.6736887455092675
42,2,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.7777777777777778,1,6,1,1,0.7857142857142857,0.23946829033996034,0.6720625882166158
43,3,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.7777777777777778,1,6,1,1,0.9285714285714286,0.23001081577469332,0.6530509761503444
44,4,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.5555555555555556,2,3,4,0,1.0,0.2431278891803824,0.6793858133861967
45,5,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.6666666666666666,2,4,3,0,0.7857142857142857,0.2433119307568608,0.6797579808224374
46,6,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.6666666666666666,2,4,3,0,0.7857142857142857,0.24678458500736278,0.6867116529466655
47,7,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.3333333333333333,2,1,6,0,0.9285714285714286,0.2534464663888666,0.700037759808879
48,8,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.6666666666666666,2,4,3,0,0.8571428571428572,0.24285209306224007,0.6788397940676026
49,9,Pembro,STAD,LR,0.01,standardize,True,MIRACLE,1,0.6666666666666666,2,4,3,0,1.0,0.239222560582959,0.6715607037368407
50,0,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,1.0,0.16820411661935764,0.5185209955447799
51,1,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.7142857142857143,0.17279952041394514,0.5300111385090513
52,2,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.9285714285714286,0.1693945306870564,0.5214222493150873
53,3,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.8571428571428572,0.1727731932407316,0.5298802420975962
54,4,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,1.0,0.17047115872926838,0.5243296715038356
55,5,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.5714285714285714,0.17228357750228776,0.5281442774499681
56,6,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.5,0.17423913833182916,0.5331749425957812
57,7,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.7142857142857143,0.17126945795125884,0.526187422722534
58,8,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.9285714285714286,0.17053251738278438,0.5243745668865423
59,9,Pembro,STAD,LR,0.01,standardize,False,MIRACLE,1,0.7777777777777778,0,7,0,2,0.9285714285714286,0.16797186383913065,0.5175832095668453
60,0,Pembro,STAD,LR,0.01,standardize,True,DE,164,1.0,2,7,0,0,1.0,0.05448156273519932,0.23641348327436587
61,1,Pembro,STAD,LR,0.01,standardize,True,DE,164,0.8888888888888888,1,7,0,1,0.8571428571428572,0.08870126861827202,0.2868695284507341
62,2,Pembro,STAD,LR,0.01,standardize,True,DE,164,0.8888888888888888,1,7,0,1,1.0,0.06602262571039773,0.2417317244929405
63,3,Pembro,STAD,LR,0.01,standardize,True,DE,164,0.8888888888888888,1,7,0,1,0.7857142857142857,0.10714445914614881,0.3636329483705256
64,4,Pembro,STAD,LR,0.23,standardize,True,DE,164,1.0,2,7,0,0,1.0,0.024915117977797784,0.10263883373683079
65,5,Pembro,STAD,LR,0.01,standardize,True,DE,164,0.8888888888888888,1,7,0,1,1.0,0.07150475493817005,0.28967101865668377
66,6,Pembro,STAD,LR,0.01,standardize,True,DE,164,1.0,2,7,0,0,1.0,0.022214832877846924,0.13241476342031594
67,7,Pembro,STAD,LR,0.02,standardize,True,DE,164,1.0,2,7,0,0,1.0,0.02025047677828541,0.1295841580326743
68,8,Pembro,STAD,LR,0.01,standardize,True,DE,164,0.8888888888888888,1,7,0,1,0.8571428571428572,0.09566769273806607,0.3195127473836332
69,9,Pembro,STAD,LR,0.01,standardize,True,DE,164,1.0,2,7,0,0,1.0,0.07420654966559777,0.2953178637528523
70,0,Pembro,STAD,LR,0.03,standardize,False,DE,164,0.8888888888888888,1,7,0,1,0.9285714285714286,0.09601899704606268,0.3229746837769914
71,1,Pembro,STAD,LR,0.03,standardize,False,DE,164,0.8888888888888888,1,7,0,1,0.9285714285714286,0.07311658537830712,0.2584626419579191
72,2,Pembro,STAD,LR,0.01,standardize,False,DE,164,0.7777777777777778,0,7,0,2,0.8571428571428572,0.14317571676697585,0.43159157147913835
73,3,Pembro,STAD,LR,0.01,standardize,False,DE,164,0.8888888888888888,1,7,0,1,0.8571428571428572,0.09936621081582836,0.32824494494370765
74,4,Pembro,STAD,LR,0.01,standardize,False,DE,164,1.0,2,7,0,0,1.0,0.021303198482566833,0.1357425608487932
75,5,Pembro,STAD,LR,0.01,standardize,False,DE,164,0.7777777777777778,0,7,0,2,0.7857142857142857,0.16869599128333526,0.5119983039368561
76,6,Pembro,STAD,LR,0.03,standardize,False,DE,164,0.8888888888888888,1,7,0,1,1.0,0.06369235232981788,0.20928797102975227
77,7,Pembro,STAD,LR,0.01,standardize,False,DE,164,0.8888888888888888,1,7,0,1,0.8571428571428572,0.10844109404512094,0.3635777158364325
78,8,Pembro,STAD,LR,0.01,standardize,False,DE,164,0.8888888888888888,1,7,0,1,1.0,0.06909972065618963,0.23580183965760945
79,9,Pembro,STAD,LR,0.01,standardize,False,DE,164,1.0,2,7,0,0,1.0,0.014138690307226679,0.10391531193664318
80,0,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,1.0,2,7,0,0,1.0,0.026175857581476808,0.15854620234932065
81,1,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,0.8888888888888888,1,7,0,1,0.5714285714285714,0.14933939621351883,0.7383897504649063
82,2,Pembro,STAD,LR,0.03,standardize,True,LCC,1869,0.8888888888888888,1,7,0,1,0.5,0.14110613971316985,1.0173808482840592
83,3,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,0.8888888888888888,1,7,0,1,0.9285714285714286,0.06664447230445149,0.24312857296266532
84,4,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,1.0,2,7,0,0,1.0,0.05568569571266383,0.2227269576993653
85,5,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,1.0,2,7,0,0,1.0,0.06687251948022253,0.27191928272914834
86,6,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,1.0,2,7,0,0,1.0,0.05113469518517225,0.23642392051729802
87,7,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,0.8888888888888888,1,7,0,1,0.7857142857142857,0.1092258980425084,0.34646417479626224
88,8,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,1.0,2,7,0,0,1.0,0.06822695124158665,0.2727804975315942
89,9,Pembro,STAD,LR,0.01,standardize,True,LCC,1869,0.8888888888888888,1,7,0,1,0.7857142857142857,0.10310620770149019,0.3698325382186072
90,0,Pembro,STAD,LR,0.18,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.0003025684950636441,0.013160319579737048
91,1,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.02629899877341853,0.15973615031354052
92,2,Pembro,STAD,LR,0.32,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.004060666682040713,0.04561945427425702
93,3,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,0.8888888888888888,1,7,0,1,0.6428571428571428,0.1398541522930257,0.48565067892928204
94,4,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.024598143818042727,0.14141488645811798
95,5,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.050861142749526994,0.21236198970066253
96,6,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,0.8888888888888888,1,7,0,1,1.0,0.05190663698883917,0.20773636756889935
97,7,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,0.8888888888888888,1,7,0,1,0.5,0.13654452576450168,0.8445478658206139
98,8,Pembro,STAD,LR,0.01,standardize,False,LCC,1869,1.0,2,7,0,0,1.0,0.05566124052121825,0.23728566991618047
99,9,Pembro,STAD,LR,0.03,standardize,False,LCC,1869,0.8888888888888888,1,7,0,1,1.0,0.052106855434648124,0.15309870816076965
100,0,Pembro,STAD,LR,0.23,standardize,True,WM,12,0.6666666666666666,0,6,1,2,0.35714285714285715,0.22422043707753636,0.6351776934361362
101,1,Pembro,STAD,LR,0.97,standardize,True,WM,12,0.6666666666666666,2,4,3,0,1.0,0.16474450209985853,0.5030770705832707
102,2,Pembro,STAD,LR,1.0,standardize,True,WM,12,0.6666666666666666,1,5,2,1,0.7857142857142857,0.18572115005162407,0.5478326190820881
103,3,Pembro,STAD,LR,0.92,standardize,True,WM,12,0.8888888888888888,1,7,0,1,0.8571428571428572,0.13528757056075758,0.4445175353997502
104,4,Pembro,STAD,LR,0.19,standardize,True,WM,12,0.6666666666666666,1,5,2,1,0.5,0.28465364386339764,1.0970225447130637
105,5,Pembro,STAD,LR,0.64,standardize,True,WM,12,0.7777777777777778,1,6,1,1,0.8571428571428572,0.1353194145736566,0.4222990362199073
106,6,Pembro,STAD,LR,0.9400000000000001,standardize,True,WM,12,0.7777777777777778,1,6,1,1,0.9285714285714286,0.14115917180955753,0.45688447881669014
107,7,Pembro,STAD,LR,0.58,standardize,True,WM,12,0.6666666666666666,1,5,2,1,0.6428571428571429,0.2000814690522106,0.5863093526759362
108,8,Pembro,STAD,LR,0.41000000000000003,standardize,True,WM,12,0.6666666666666666,2,4,3,0,1.0,0.20281612712068797,0.5956569671337149
109,9,Pembro,STAD,LR,0.54,standardize,True,WM,12,0.3333333333333333,0,3,4,2,0.1428571428571429,0.38141321920220833,1.0204088546755123
110,0,Pembro,STAD,LR,0.19,standardize,False,WM,12,0.7777777777777778,0,7,0,2,1.0,0.13266936662437018,0.4306724358779758
111,1,Pembro,STAD,LR,0.08,standardize,False,WM,12,0.7777777777777778,0,7,0,2,0.5714285714285714,0.17257687102797778,0.5284576826113444
112,2,Pembro,STAD,LR,0.66,standardize,False,WM,12,0.7777777777777778,0,7,0,2,0.8571428571428572,0.15206146155443107,0.469616577568991
113,3,Pembro,STAD,LR,0.8300000000000001,standardize,False,WM,12,0.7777777777777778,0,7,0,2,0.8571428571428572,0.14907421628545847,0.4733361928290193
114,4,Pembro,STAD,LR,0.9500000000000001,standardize,False,WM,12,0.7777777777777778,0,7,0,2,1.0,0.12144603235135223,0.3911110404744071
115,5,Pembro,STAD,LR,0.38,standardize,False,WM,12,0.6666666666666666,0,6,1,2,0.7857142857142857,0.16813835028706708,0.5009094682516244
116,6,Pembro,STAD,LR,0.73,standardize,False,WM,12,0.7777777777777778,1,6,1,1,0.6428571428571428,0.1745084989721448,0.5264287752946516
117,7,Pembro,STAD,LR,0.75,standardize,False,WM,12,0.8888888888888888,1,7,0,1,0.5,0.13795734854197816,0.8350071074389736
118,8,Pembro,STAD,LR,0.66,standardize,False,WM,12,0.8888888888888888,1,7,0,1,0.7142857142857143,0.17445515046107266,0.5236630200748835
119,9,Pembro,STAD,LR,0.9500000000000001,standardize,False,WM,12,0.6666666666666666,0,6,1,2,0.4285714285714286,0.24135999116371298,0.6803351739944973
120,0,Pembro,STAD,LR,1.0,standardize,True,WM_Norm,12,0.5555555555555556,2,3,4,0,0.8571428571428572,0.24372622846547032,0.6719845737423137
121,1,Pembro,STAD,LR,0.49,standardize,True,WM_Norm,12,0.5555555555555556,2,3,4,0,0.9285714285714286,0.20611477952849255,0.5953554445370659
122,2,Pembro,STAD,LR,0.12,standardize,True,WM_Norm,12,0.6666666666666666,2,4,3,0,1.0,0.17002425930962234,0.5219665262856983
123,3,Pembro,STAD,LR,0.19,standardize,True,WM_Norm,12,0.5555555555555556,2,3,4,0,1.0,0.1976053226835629,0.5746126698266667
124,4,Pembro,STAD,LR,0.12,standardize,True,WM_Norm,12,0.6666666666666666,1,5,2,1,0.6428571428571428,0.21253758891661953,0.6159458587292669
125,5,Pembro,STAD,LR,0.26,standardize,True,WM_Norm,12,0.7777777777777778,1,6,1,1,0.6428571428571428,0.18605792428718881,0.5499798554253286
126,6,Pembro,STAD,LR,0.2,standardize,True,WM_Norm,12,0.3333333333333333,0,3,4,2,0.28571428571428575,0.3067905466362377,0.81325871541554
127,7,Pembro,STAD,LR,0.01,standardize,True,WM_Norm,12,0.5555555555555556,1,4,3,1,0.5714285714285714,0.2408200036526245,0.6745554840477292
128,8,Pembro,STAD,LR,0.02,standardize,True,WM_Norm,12,0.6666666666666666,2,4,3,0,0.8571428571428572,0.21272029035006657,0.6173245865628569
129,9,Pembro,STAD,LR,0.44,standardize,True,WM_Norm,12,0.7777777777777778,1,6,1,1,0.7142857142857143,0.14702693211505177,0.46429248846993026
130,0,Pembro,STAD,LR,0.43,standardize,False,WM_Norm,12,0.7777777777777778,0,7,0,2,0.5714285714285714,0.1620658918519604,0.5295204976651529
131,1,Pembro,STAD,LR,0.01,standardize,False,WM_Norm,12,0.7777777777777778,0,7,0,2,0.1428571428571429,0.18835587531025877,0.5672085847293677
132,2,Pembro,STAD,LR,0.3,standardize,False,WM_Norm,12,0.7777777777777778,0,7,0,2,0.7142857142857143,0.15436339858537437,0.47573822770921254
133,3,Pembro,STAD,LR,0.72,standardize,False,WM_Norm,12,1.0,2,7,0,0,1.0,0.0827851044897881,0.29368252403186396
134,4,Pembro,STAD,LR,0.17,standardize,False,WM_Norm,12,0.8888888888888888,1,7,0,1,0.5714285714285714,0.1840670692864563,0.5640479512007641
135,5,Pembro,STAD,LR,0.43,standardize,False,WM_Norm,12,0.8888888888888888,1,7,0,1,0.5714285714285714,0.1348952046746524,0.4552844245785044
136,6,Pembro,STAD,LR,0.25,standardize,False,WM_Norm,12,0.7777777777777778,0,7,0,2,0.7142857142857143,0.18111842628964236,0.5309989275787035
137,7,Pembro,STAD,LR,0.05,standardize,False,WM_Norm,12,0.7777777777777778,0,7,0,2,0.35714285714285715,0.18963373610780787,0.5772224233438963
138,8,Pembro,STAD,LR,0.99,standardize,False,WM_Norm,12,0.8888888888888888,1,7,0,1,0.9285714285714286,0.1082333084442806,0.3408756325916995
139,9,Pembro,STAD,LR,0.7000000000000001,standardize,False,WM_Norm,12,0.8888888888888888,1,7,0,1,0.5714285714285714,0.14082040725152484,0.5198832807921346
