,iter,drug,tissue,model,penalty,preproc,balance_weights,feature,feat_dim,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
0,0,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.6166666666666667,6,31,15,8,0.5854037267080745,0.24827849709632444,0.6897046735555915
1,1,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.5833333333333334,5,30,16,9,0.515527950310559,0.2523732825087978,0.697955279213037
2,2,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.6166666666666667,8,29,17,6,0.5496894409937888,0.2484299677133174,0.6900142910640971
3,3,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.5333333333333333,6,26,20,8,0.5388198757763976,0.24787644061109151,0.6888967848749463
4,4,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.5,6,24,22,8,0.45962732919254656,0.2504131870436654,0.6939773974765836
5,5,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.6166666666666667,11,26,20,3,0.6816770186335404,0.2497911524663565,0.6927299039190348
6,6,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.6666666666666666,5,35,11,9,0.531055900621118,0.24723119272446992,0.6876135405920903
7,7,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.5166666666666667,10,21,25,4,0.5807453416149068,0.2501696925203248,0.6934893400013714
8,8,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.5,4,26,20,10,0.4642857142857143,0.24933205269944217,0.6918160786043772
9,9,Atezo,BLCA,LR,0.01,standardize,True,TARGET,1,0.6333333333333333,6,32,14,8,0.6785714285714286,0.24765709086284382,0.6884609204579398
10,0,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5698757763975155,0.17837330935000192,0.5417750193831715
11,1,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5217391304347827,0.17916850845251223,0.543982086099388
12,2,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.672360248447205,0.1781368450987166,0.5411285197277405
13,3,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.37267080745341613,0.18339994896446604,0.5555771573118953
14,4,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.40062111801242234,0.18045653006773815,0.5477684585182664
15,5,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5434782608695652,0.17842352688061733,0.5419407903266558
16,6,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5714285714285714,0.17816893018266552,0.5412608749414031
17,7,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.42546583850931674,0.18051733645601836,0.5475643745463349
18,8,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5341614906832298,0.1785119684016096,0.5422037840333936
19,9,Atezo,BLCA,LR,0.01,standardize,False,TARGET,1,0.7666666666666667,0,46,0,14,0.5683229813664596,0.1782530692590522,0.5414475970789516
20,0,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.5,10,20,26,4,0.593944099378882,0.24660696525668485,0.686340867436812
21,1,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.45,10,17,29,4,0.6242236024844721,0.24679342801169157,0.6867243537836268
22,2,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.5,9,21,25,5,0.6063664596273293,0.24535915962569266,0.683833957007808
23,3,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.55,12,21,25,2,0.71972049689441,0.24542603856702586,0.6839904042123183
24,4,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.5333333333333333,9,23,23,5,0.5496894409937889,0.24357691505765494,0.6802379350100701
25,5,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.5,9,21,25,5,0.6304347826086957,0.24678335290964296,0.686707980483492
26,6,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.55,9,24,22,5,0.6568322981366459,0.24307653856370365,0.6792786602877505
27,7,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.55,9,24,22,5,0.5861801242236024,0.24519294182243323,0.6834955795322006
28,8,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.36666666666666664,7,15,31,7,0.42857142857142855,0.2539464849351336,0.7010350957076863
29,9,Atezo,BLCA,LR,0.01,standardize,True,IMPRES,1,0.4666666666666667,10,18,28,4,0.5784161490683231,0.24463435276234152,0.6823816854412481
