,iter,drug,tissue,max_moment,sparsity,weighting,geneset,model,max_scale,edge_weights,acc,bal_acc,roc_auc
4762,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4763,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4764,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4765,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4766,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4767,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4768,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.25,-1
4769,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4770,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4771,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4772,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4773,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4774,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.5833333333333334,-1
4775,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.41666666666666663,-1
4776,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4777,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.25,-1
4778,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.5833333333333334,-1
4779,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.5833333333333334,-1
4780,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4781,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4782,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4783,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4784,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4785,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4786,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4787,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4788,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4789,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4790,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.5,-1
4791,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4792,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,normalized,0.25,0.16666666666666666,-1
4793,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4794,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.5833333333333334,-1
4795,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,normalized,0.375,0.41666666666666663,-1
4796,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.41666666666666663,-1
4797,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4798,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.5833333333333334,-1
4799,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,normalized,0.375,0.5833333333333334,-1
4800,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4801,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4802,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4803,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4804,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4805,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4806,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4807,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4808,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4809,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4810,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,raw,0.375,0.41666666666666663,-1
4811,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4812,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,1,raw,0.75,0.5,-1
4813,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4814,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,1,raw,0.375,0.5833333333333334,-1
4815,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,1,raw,0.375,0.41666666666666663,-1
4816,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
4817,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
4818,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,1,raw,0.375,0.5833333333333334,-1
4819,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,1,raw,0.375,0.5833333333333334,-1
4820,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.3333333333333333,-1
4821,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4822,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.3333333333333333,-1
4823,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4824,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.3333333333333333,-1
4825,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4826,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.3333333333333333,-1
4827,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4828,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.3333333333333333,-1
4829,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4830,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,2,raw,0.375,0.41666666666666663,-1
4831,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4832,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,2,raw,0.5,0.5,-1
4833,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4834,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,2,raw,0.375,0.5833333333333334,-1
4835,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,2,raw,0.375,0.41666666666666663,-1
4836,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,2,raw,0.625,0.5833333333333333,-1
4837,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,2,raw,0.5,0.3333333333333333,-1
4838,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,2,raw,0.375,0.5833333333333334,-1
4839,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,2,raw,0.375,0.5833333333333334,-1
4840,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.3333333333333333,-1
4841,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4842,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.3333333333333333,-1
4843,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4844,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.3333333333333333,-1
4845,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4846,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.3333333333333333,-1
4847,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4848,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.3333333333333333,-1
4849,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4850,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,3,raw,0.375,0.41666666666666663,-1
4851,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4852,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,3,raw,0.5,0.5,-1
4853,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4854,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,3,raw,0.375,0.5833333333333334,-1
4855,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,3,raw,0.375,0.41666666666666663,-1
4856,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,3,raw,0.625,0.5833333333333333,-1
4857,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,3,raw,0.5,0.3333333333333333,-1
4858,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,3,raw,0.375,0.5833333333333334,-1
4859,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,3,raw,0.375,0.5833333333333334,-1
4860,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,4,raw,0.5,0.3333333333333333,-1
4861,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4862,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,4,raw,0.5,0.3333333333333333,-1
4863,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4864,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,raw,0.5,0.3333333333333333,-1
4865,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4866,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,raw,0.5,0.3333333333333333,-1
4867,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4868,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.25,-1
4869,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4870,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.41666666666666663,-1
4871,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4872,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.41666666666666663,-1
4873,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,raw,0.5,0.3333333333333333,-1
4874,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.5833333333333334,-1
4875,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,raw,0.375,0.41666666666666663,-1
4876,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.41666666666666663,-1
4877,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,raw,0.375,0.25,-1
4878,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,raw,0.375,0.5833333333333334,-1
4879,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,raw,0.375,0.5833333333333334,-1
4880,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.3333333333333333,-1
4881,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4882,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.3333333333333333,-1
4883,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4884,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.3333333333333333,-1
4885,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4886,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.3333333333333333,-1
4887,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4888,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.3333333333333333,-1
4889,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4890,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,raw,0.5,0.5,-1
4891,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4892,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,raw,0.25,0.16666666666666666,-1
4893,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4894,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,raw,0.375,0.5833333333333334,-1
4895,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,raw,0.375,0.41666666666666663,-1
4896,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,raw,0.375,0.41666666666666663,-1
4897,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,raw,0.5,0.3333333333333333,-1
4898,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,raw,0.375,0.5833333333333334,-1
4899,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,raw,0.375,0.5833333333333334,-1
4900,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4901,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4902,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4903,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4904,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4905,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4906,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4907,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4908,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4909,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4910,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,normalized,0.375,0.41666666666666663,-1
4911,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4912,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,1,normalized,0.75,0.5,-1
4913,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4914,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,1,normalized,0.375,0.5833333333333334,-1
4915,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,1,normalized,0.375,0.41666666666666663,-1
4916,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,1,normalized,0.5,0.3333333333333333,-1
4917,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,1,normalized,0.5,0.3333333333333333,-1
4918,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,1,normalized,0.375,0.5833333333333334,-1
4919,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,1,normalized,0.375,0.5833333333333334,-1
4920,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.3333333333333333,-1
4921,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4922,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.3333333333333333,-1
4923,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4924,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.3333333333333333,-1
4925,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4926,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.3333333333333333,-1
4927,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4928,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.3333333333333333,-1
4929,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4930,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,2,normalized,0.375,0.41666666666666663,-1
4931,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4932,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,2,normalized,0.5,0.5,-1
4933,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4934,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,2,normalized,0.375,0.5833333333333334,-1
4935,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,2,normalized,0.375,0.41666666666666663,-1
4936,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,2,normalized,0.625,0.5833333333333333,-1
4937,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,2,normalized,0.5,0.3333333333333333,-1
4938,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,2,normalized,0.375,0.5833333333333334,-1
4939,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,2,normalized,0.375,0.5833333333333334,-1
4940,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.3333333333333333,-1
4941,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4942,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.3333333333333333,-1
4943,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4944,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.3333333333333333,-1
4945,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4946,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.3333333333333333,-1
4947,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4948,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.3333333333333333,-1
4949,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4950,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,3,normalized,0.375,0.41666666666666663,-1
4951,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4952,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,3,normalized,0.5,0.5,-1
4953,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4954,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,3,normalized,0.375,0.5833333333333334,-1
4955,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,3,normalized,0.375,0.41666666666666663,-1
4956,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,3,normalized,0.625,0.5833333333333333,-1
4957,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,3,normalized,0.5,0.3333333333333333,-1
4958,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,3,normalized,0.375,0.5833333333333334,-1
4959,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,3,normalized,0.375,0.5833333333333334,-1
4960,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4961,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4962,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4963,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4964,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4965,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4966,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,4,normalized,0.5,0.3333333333333333,-1
4967,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4968,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.25,-1
4969,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4970,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4971,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4972,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4973,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,normalized,0.5,0.3333333333333333,-1
4974,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.5833333333333334,-1
4975,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.41666666666666663,-1
4976,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.41666666666666663,-1
4977,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.25,-1
4978,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,4,normalized,0.375,0.5833333333333334,-1
4979,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,4,normalized,0.375,0.5833333333333334,-1
4980,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4981,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4982,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4983,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4984,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4985,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4986,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4987,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4988,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.3333333333333333,-1
4989,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4990,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,5,normalized,0.5,0.5,-1
4991,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4992,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,normalized,0.25,0.16666666666666666,-1
4993,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4994,4,Ipi,SKCM,4,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.5833333333333334,-1
4995,4,Ipi,SKCM,4,sparse,weighted,PD-L1,LR,5,normalized,0.375,0.41666666666666663,-1
4996,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.41666666666666663,-1
4997,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,normalized,0.5,0.3333333333333333,-1
4998,4,Ipi,SKCM,5,sparse,weighted,PD-L1,SVC,5,normalized,0.375,0.5833333333333334,-1
4999,4,Ipi,SKCM,5,sparse,weighted,PD-L1,LR,5,normalized,0.375,0.5833333333333334,-1
5000,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
5001,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
5002,4,Ipi,SKCM,1,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
5003,4,Ipi,SKCM,1,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
5004,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
5005,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
5006,4,Ipi,SKCM,2,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
5007,4,Ipi,SKCM,2,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
5008,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,raw,0.5,0.3333333333333333,-1
5009,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
5010,4,Ipi,SKCM,3,sparse,weighted,PD-L1,SVC,1,raw,0.375,0.41666666666666663,-1
5011,4,Ipi,SKCM,3,sparse,weighted,PD-L1,LR,1,raw,0.5,0.3333333333333333,-1
