,iter,drug,tissue,model,feature,BIC,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
47,47,Atezo,BLCA,LR,IMPRES,4.108920870616675,0.36666666666666664,7,15,31,7,0.4355590062111801,0.24986004681784832,0.6928178968807892
48,48,Atezo,BLCA,LR,IMPRES,4.094867034627066,0.5166666666666667,10,21,25,4,0.6265527950310559,0.24565413121438248,0.6844253494413185
49,49,Atezo,BLCA,LR,IMPRES,4.099795179602912,0.4,11,13,33,3,0.5442546583850931,0.2519532065552253,0.6970583488000339
50,50,Atezo,BLCA,LR,IMPRES,4.110985967998584,0.35,8,13,33,6,0.4355590062111801,0.2558725287918102,0.7049002594331669
51,51,Atezo,BLCA,LR,IMPRES,4.097977301200223,0.5,10,20,26,4,0.5877329192546584,0.24539795128421318,0.6839174532569638
52,52,Atezo,BLCA,LR,IMPRES,4.099063269912717,0.5166666666666667,13,18,28,1,0.5784161490683231,0.25109292404940914,0.6953529943346043
53,53,Atezo,BLCA,LR,IMPRES,4.090532442297408,0.5166666666666667,11,20,26,3,0.6940993788819876,0.24572574959097204,0.6845901319928961
54,54,Atezo,BLCA,LR,IMPRES,4.108965088142123,0.48333333333333334,7,22,24,7,0.4891304347826087,0.24659306582221194,0.6863035550533539
55,55,Atezo,BLCA,LR,IMPRES,4.101092948112052,0.4666666666666667,11,17,29,3,0.5574534161490683,0.24899312591784423,0.6911217918040256
56,56,Atezo,BLCA,LR,IMPRES,4.0935963964803275,0.5166666666666667,10,21,25,4,0.656055900621118,0.24610857274353026,0.6853618593755086
57,57,Atezo,BLCA,LR,IMPRES,4.098824518389373,0.5,9,21,25,5,0.5698757763975155,0.2471096023433711,0.6873557947707172
58,58,Atezo,BLCA,LR,IMPRES,4.094947456940407,0.4666666666666667,7,21,25,7,0.6071428571428571,0.24593229207433737,0.6849901754914283
59,59,Atezo,BLCA,LR,IMPRES,4.093061541347767,0.55,11,22,24,3,0.6521739130434783,0.24561423154515624,0.6843604906749471
60,60,Atezo,BLCA,LR,IMPRES,4.100091578069892,0.45,8,19,27,6,0.5201863354037267,0.24633935105764657,0.6857823944302163
61,61,Atezo,BLCA,LR,IMPRES,4.096016318489276,0.4666666666666667,10,18,28,4,0.6001552795031055,0.24599920110325427,0.685117362521225
62,62,Atezo,BLCA,LR,IMPRES,4.099790617334065,0.5,7,23,23,7,0.5427018633540374,0.244816521645001,0.6827513869132724
63,63,Atezo,BLCA,LR,IMPRES,4.102234482206985,0.43333333333333335,8,18,28,6,0.5209627329192547,0.25023481424823646,0.6936120330189905
64,64,Atezo,BLCA,LR,IMPRES,4.103676888045665,0.4166666666666667,7,18,28,7,0.4937888198757764,0.24953139250257392,0.6921854790390877
65,65,Atezo,BLCA,LR,IMPRES,4.097174525500426,0.5166666666666667,8,23,23,6,0.5815217391304347,0.2435576471893324,0.6802197279726623
66,66,Atezo,BLCA,LR,IMPRES,4.094978700882371,0.5166666666666667,9,22,24,5,0.6164596273291926,0.24655339716635388,0.6862362620384042
67,67,Atezo,BLCA,LR,IMPRES,4.099065344340984,0.55,7,26,20,7,0.5590062111801242,0.2420175553208645,0.6771257357957339
68,68,Atezo,BLCA,LR,IMPRES,4.096173419171096,0.4666666666666667,9,19,27,5,0.593167701863354,0.2465937066275174,0.686316659386747
69,69,Atezo,BLCA,LR,IMPRES,4.105095308776064,0.45,6,21,25,8,0.47903726708074534,0.24616989484615617,0.6854429279634922
70,70,Atezo,BLCA,LR,IMPRES,4.099526820278535,0.5,10,20,26,4,0.5722049689440993,0.2474262688998826,0.6879728265219051
71,71,Atezo,BLCA,LR,IMPRES,4.104720680665274,0.43333333333333335,9,17,29,5,0.5131987577639752,0.2520472807106469,0.6972805248017466
72,72,Atezo,BLCA,LR,IMPRES,4.1051932170028875,0.45,7,20,26,7,0.47748447204968947,0.2472899299227939,0.6876794082681498
73,73,Atezo,BLCA,LR,IMPRES,4.088671181846989,0.5666666666666667,13,21,25,1,0.7577639751552795,0.24512984012810848,0.6834023174231254
74,74,Atezo,BLCA,LR,IMPRES,4.099086754231693,0.48333333333333334,8,21,25,6,0.5590062111801243,0.2440641133332187,0.6812213247779305
75,75,Atezo,BLCA,LR,IMPRES,4.096032559174488,0.4666666666666667,10,18,28,4,0.6110248447204969,0.24764894669655296,0.6884373158951043
76,76,Atezo,BLCA,LR,IMPRES,4.093431842612411,0.5333333333333333,9,23,23,5,0.6350931677018633,0.24414189394999922,0.6814099754070315
77,77,Atezo,BLCA,LR,IMPRES,4.104173929991783,0.4,9,15,31,5,0.5093167701863355,0.2524521436495896,0.698065647622946
78,78,Atezo,BLCA,LR,IMPRES,4.089933493596135,0.5,11,19,27,3,0.7267080745341614,0.24653394314804639,0.6862071414965312
79,79,Atezo,BLCA,LR,IMPRES,4.093131713919985,0.5,11,19,27,3,0.6731366459627329,0.2474358667714426,0.6880139823292569
80,80,Atezo,BLCA,LR,IMPRES,4.098024223505985,0.48333333333333334,9,20,26,5,0.5854037267080745,0.24598000744857892,0.6850709993793838
81,81,Atezo,BLCA,LR,IMPRES,4.095451956347331,0.5,10,20,26,4,0.6327639751552796,0.24831740749002026,0.6897853695872704
82,82,Atezo,BLCA,LR,IMPRES,4.1010505297779405,0.5,11,19,27,3,0.5815217391304347,0.24569320328633468,0.6845182182346486
83,83,Atezo,BLCA,LR,IMPRES,4.0927721498164455,0.55,10,23,23,4,0.6630434782608696,0.24514176167027202,0.6834209861337748
84,84,Atezo,BLCA,LR,IMPRES,4.09998379227056,0.5166666666666667,10,21,25,4,0.5776397515527951,0.24586108779080224,0.6848401902969096
85,85,Atezo,BLCA,LR,IMPRES,4.09609464648706,0.55,11,22,24,3,0.6218944099378881,0.2473907159072561,0.6879291414261428
86,86,Atezo,BLCA,LR,IMPRES,4.096548998185231,0.4666666666666667,10,18,28,4,0.6218944099378881,0.24904352443298047,0.6912340666030897
87,87,Atezo,BLCA,LR,IMPRES,4.113969774794767,0.4166666666666667,8,17,29,6,0.4503105590062112,0.25672170114660775,0.7067045746427906
88,88,Atezo,BLCA,LR,IMPRES,4.090264317144129,0.5,11,19,27,3,0.6979813664596273,0.24687779822723419,0.686898806353323
89,89,Atezo,BLCA,LR,IMPRES,4.093171818847097,0.55,10,23,23,4,0.6451863354037267,0.24303829358816612,0.6791853946694686
90,90,Atezo,BLCA,LR,IMPRES,4.099320476063923,0.38333333333333336,9,14,32,5,0.5131987577639752,0.24778369867720562,0.6886749303817344
91,91,Atezo,BLCA,LR,IMPRES,4.096640292831317,0.5333333333333333,10,22,24,4,0.6024844720496894,0.24656616488925712,0.6862715702798895
92,92,Atezo,BLCA,LR,IMPRES,4.088162052427437,0.55,13,20,26,1,0.7585403726708074,0.24636971800256574,0.6858832929787693
93,93,Atezo,BLCA,LR,IMPRES,4.093346558648661,0.48333333333333334,9,20,26,5,0.6296583850931677,0.2461912623412634,0.6855071221445163
94,94,Atezo,BLCA,LR,IMPRES,4.0958766347133935,0.4666666666666667,9,19,27,5,0.6032608695652174,0.24737249824658386,0.6878827567250301
95,95,Atezo,BLCA,LR,IMPRES,4.1031089914759615,0.4666666666666667,9,19,27,5,0.5388198757763975,0.24833772017362185,0.6898215657853467
96,96,Atezo,BLCA,LR,IMPRES,4.102270329648062,0.45,9,18,28,5,0.5318322981366459,0.2505539569231677,0.6942731076866783
97,97,Atezo,BLCA,LR,IMPRES,4.100422521002696,0.36666666666666664,9,13,33,5,0.5256211180124224,0.2479044351034043,0.6889079226713536
98,98,Atezo,BLCA,LR,IMPRES,4.0980306032190565,0.48333333333333334,10,19,27,4,0.5737577639751552,0.24699887740599205,0.6871221288901974
99,99,Atezo,BLCA,LR,IMPRES,4.099195406988368,0.45,9,18,28,5,0.5683229813664596,0.2499192367283284,0.6929904052299514
100,0,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.531055900621118,0.18516666666666662,0.5701895886647896
101,1,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5139751552795031,0.22916666666666666,7.8441155933367135
102,2,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,2,44,2,12,0.4130434782608695,0.3,7.485989550047409
103,3,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5729813664596274,0.2125,5.025317059059604
104,4,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5652173913043479,0.19351851851851856,0.5733439207320363
105,5,Atezo,BLCA,KNN,IMPRES,NA,0.7333333333333333,2,42,4,12,0.5186335403726708,0.21990740740740744,2.8554615907969643
106,6,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.436335403726708,0.2625,6.2729819840675045
107,7,Atezo,BLCA,KNN,IMPRES,NA,0.7,2,40,6,12,0.5093167701863354,0.21614583333333334,0.6266384791108661
108,8,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.531055900621118,0.23333333333333334,2.8650083463144407
109,9,Atezo,BLCA,KNN,IMPRES,NA,0.7166666666666667,1,42,4,13,0.46661490683229817,0.2156666666666667,1.7478486760840217
110,10,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5675465838509317,0.1921875,1.1264337637262993
111,11,Atezo,BLCA,KNN,IMPRES,NA,0.7333333333333333,1,43,3,13,0.5395962732919255,0.19266666666666665,0.5636796290144598
112,12,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6467391304347826,0.17083333333333334,0.5065106142924953
113,13,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5170807453416149,0.22916666666666666,7.289597848888758
114,14,Atezo,BLCA,KNN,IMPRES,NA,0.65,4,35,11,10,0.5116459627329193,0.35833333333333334,12.083865847761711
115,15,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4704968944099379,0.20520833333333333,1.7034221924857675
116,16,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5838509316770186,0.18933333333333335,1.6602601340368024
117,17,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.46118012422360244,0.1859375,0.5760600329722776
118,18,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,3,43,3,11,0.6312111801242236,0.22083333333333333,6.15745745397418
119,19,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6265527950310559,0.1711666666666667,0.5190306491296942
120,20,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.515527950310559,0.23333333333333334,5.637597068554222
121,21,Atezo,BLCA,KNN,IMPRES,NA,0.7833333333333333,2,45,1,12,0.48602484472049695,0.19713541666666667,1.7057175855370788
122,22,Atezo,BLCA,KNN,IMPRES,NA,0.7,5,37,9,9,0.6350931677018634,0.21223958333333334,1.709590045630784
123,23,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4782608695652174,0.24166666666666667,8.433290696812668
124,24,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6017080745341614,0.18649999999999997,0.5624454326135969
125,25,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.3167701863354037,0.30833333333333335,6.400058967170161
126,26,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4681677018633541,0.19,1.137486921976778
127,27,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6242236024844721,0.17750000000000002,0.5338685918509019
128,28,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5186335403726708,0.23333333333333334,5.083079324106266
129,29,Atezo,BLCA,KNN,IMPRES,NA,0.75,1,44,2,13,0.4829192546583851,0.1962962962962963,1.1388815530385539
130,30,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5861801242236025,0.17866666666666664,1.0875177362798745
131,31,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6537267080745341,0.1648148148148149,0.4956444351481784
132,32,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5403726708074534,0.225,5.059974418087601
133,33,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.500776397515528,0.205,1.722578830947876
134,34,Atezo,BLCA,KNN,IMPRES,NA,0.7,5,37,9,9,0.5458074534161491,0.21302083333333333,0.6180524999802076
135,35,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.484472049689441,0.19166666666666668,0.5872686125658231
136,36,Atezo,BLCA,KNN,IMPRES,NA,0.8,2,46,0,12,0.5124223602484471,0.23333333333333334,6.192114813002178
137,37,Atezo,BLCA,KNN,IMPRES,NA,0.75,1,44,2,13,0.4332298136645963,0.21614583333333334,3.4122447414253796
138,38,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6661490683229814,0.17916666666666667,3.8238619460890315
139,39,Atezo,BLCA,KNN,IMPRES,NA,0.75,1,44,2,13,0.5194099378881988,0.20683333333333337,2.8145689855480884
140,40,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.563664596273292,0.187962962962963,1.1138728370010254
141,41,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5838509316770186,0.17466666666666664,0.5249594384631042
142,42,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5054347826086957,0.221875,2.282365144083984
143,43,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5846273291925467,0.17983333333333335,0.5362860409161307
144,44,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5698757763975156,0.2125,5.57983480350756
145,45,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5403726708074534,0.18650000000000003,1.661066919813876
146,46,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5512422360248448,0.178125,1.083289980614057
147,47,Atezo,BLCA,KNN,IMPRES,NA,0.7166666666666667,1,42,4,13,0.5760869565217391,0.1930555555555556,0.5695711029005499
148,48,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5015527950310559,0.2375,6.203667266011509
149,49,Atezo,BLCA,KNN,IMPRES,NA,0.7833333333333333,2,45,1,12,0.5954968944099379,0.22916666666666666,2.853455893305109
150,50,Atezo,BLCA,KNN,IMPRES,NA,0.55,4,29,17,10,0.4487577639751553,0.2989583333333333,0.8062569589463846
151,51,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5054347826086957,0.18935185185185188,0.5707381206750858
152,52,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,3,43,3,11,0.546583850931677,0.18333333333333332,0.5554854170335132
153,53,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5535714285714286,0.19583333333333336,3.8957337353439834
154,54,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6537267080745341,0.17361111111111113,0.5239259911941581
155,55,Atezo,BLCA,KNN,IMPRES,NA,0.75,0,45,1,14,0.4891304347826087,0.25,9.010913347279288
156,56,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5279503105590062,0.18716666666666665,0.5738398844695953
157,57,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5372670807453417,0.18533333333333335,0.5579754600883737
158,58,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.45652173913043476,0.22083333333333333,0.6635862075490196
159,59,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,2,44,2,12,0.6211180124223603,0.22916666666666666,2.853455893305109
160,60,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,2,44,2,12,0.531055900621118,0.26666666666666666,3.5119457148370565
161,61,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4906832298136646,0.18816666666666665,0.5646154076597701
162,62,Atezo,BLCA,KNN,IMPRES,NA,0.65,1,38,8,13,0.4635093167701863,0.224,0.6666708141138254
163,63,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.46972049689440987,0.19383333333333333,0.6096782709601464
164,64,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.48447204968944096,0.19466666666666668,0.5954677203165404
165,65,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5201863354037267,0.19166666666666668,1.112284038415541
166,66,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.46739130434782605,0.20138888888888892,1.1552934297633188
167,67,Atezo,BLCA,KNN,IMPRES,NA,0.7166666666666667,2,41,5,12,0.5605590062111802,0.21666666666666667,2.8251045849663017
168,68,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5388198757763976,0.22083333333333333,7.266492942870093
169,69,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5566770186335404,0.17824074074074078,0.541477780298216
170,70,Atezo,BLCA,KNN,IMPRES,NA,0.65,0,39,7,14,0.42391304347826086,0.25266666666666665,0.7462176840475568
171,71,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,2,44,2,12,0.41149068322981364,0.21119791666666668,0.6393395770188975
172,72,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5838509316770186,0.20833333333333334,5.013764606050271
173,73,Atezo,BLCA,KNN,IMPRES,NA,0.6833333333333333,0,41,5,14,0.4262422360248447,0.2306666666666667,0.6638319792625619
174,74,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.531055900621118,0.23333333333333334,2.8650083463144407
175,75,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.46506211180124224,0.21388888888888893,0.6195404061455295
176,76,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5031055900621118,0.23333333333333334,7.855668046346045
177,77,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.47903726708074534,0.1885,0.5806744552541557
178,78,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4720496894409938,0.225,1.205684672022902
179,79,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6040372670807453,0.18854166666666666,3.3074759607450073
180,80,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.41304347826086957,0.19947916666666668,0.6046538927699836
181,81,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5683229813664595,0.17549999999999996,0.534242920752187
182,82,Atezo,BLCA,KNN,IMPRES,NA,0.6166666666666667,2,35,11,12,0.5131987577639752,0.228125,1.198974295238266
183,83,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.6055900621118013,0.18333333333333332,2.7549471359938167
184,84,Atezo,BLCA,KNN,IMPRES,NA,0.75,2,43,3,12,0.6203416149068324,0.190625,1.1102591674355902
185,85,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5388198757763976,0.2140625,5.047886384436735
186,86,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.562111801242236,0.18055555555555555,0.5452803705510192
187,87,Atezo,BLCA,KNN,IMPRES,NA,0.65,6,33,13,8,0.5916149068322981,0.26979166666666665,1.8414088791350791
188,88,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4891304347826087,0.2375,8.421738243803334
189,89,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.452639751552795,0.2071666666666667,4.492088864235838
190,90,Atezo,BLCA,KNN,IMPRES,NA,0.6833333333333333,5,36,10,9,0.45108695652173914,0.3958333333333333,10.524284691501832
191,91,Atezo,BLCA,KNN,IMPRES,NA,0.7166666666666667,1,42,4,13,0.4417701863354037,0.2116666666666667,0.6520608599349303
192,92,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4984472049689441,0.18307291666666667,0.5601435461098851
193,93,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.4953416149068324,0.21770833333333334,5.612303261384978
194,94,Atezo,BLCA,KNN,IMPRES,NA,0.7666666666666667,0,46,0,14,0.5326086956521738,0.21458333333333332,5.050159165116236
