,iter,drug,tissue,model,feature,BIC,train_size,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
39,39,Atezo,BLCA,LR,IMPRES,1.9954978388287583,0.1,0.45353159851301117,41,81,127,20,0.5645885876418663,0.2504799530055241,0.6941070432656843
40,40,Atezo,BLCA,LR,IMPRES,1.9856485545073226,0.1,0.5241635687732342,20,121,87,41,0.409875472887768,0.2505694943126264,0.6942865047124932
41,41,Atezo,BLCA,LR,IMPRES,2.0074488175221976,0.1,0.6394052044609665,20,152,56,41,0.5494955863808323,0.24749393679224213,0.6881313534342575
42,42,Atezo,BLCA,LR,IMPRES,1.9879363554383966,0.1,0.45724907063197023,40,83,125,21,0.5658496216897856,0.24865491450215885,0.6904560995676999
43,43,Atezo,BLCA,LR,IMPRES,2.00238062664838,0.1,0.6431226765799256,20,153,55,41,0.5623029634300126,0.2450515675919695,0.6832359538840733
44,44,Atezo,BLCA,LR,IMPRES,1.9830902263399846,0.1,0.6579925650557621,22,155,53,39,0.5721153846153847,0.24899767460190103,0.6911422511528208
45,45,Atezo,BLCA,LR,IMPRES,1.9813872955317318,0.1,0.46096654275092935,39,85,123,22,0.5718395334174022,0.24959760524193875,0.6923423619689774
46,46,Atezo,BLCA,LR,IMPRES,2.0055053799651765,0.1,0.6431226765799256,21,152,56,40,0.5590715636822194,0.24600420001005063,0.6851414388607742
47,47,Atezo,BLCA,LR,IMPRES,1.9822750421291415,0.1,0.516728624535316,21,118,90,40,0.41208228247162676,0.25078991107730125,0.6947271065106833
48,48,Atezo,BLCA,LR,IMPRES,1.9952215622966545,0.1,0.44981412639405205,39,82,126,22,0.5619482976040353,0.2502448481508671,0.6936365243191288
49,49,Atezo,BLCA,LR,IMPRES,1.9843076051658215,0.1,0.4795539033457249,40,89,119,21,0.5756620428751577,0.24895819958661972,0.6910632065602803
50,50,Atezo,BLCA,LR,IMPRES,1.9810488184163992,0.1,0.6654275092936803,22,157,51,39,0.5779476670870114,0.24978475502953032,0.6927166891168768
51,51,Atezo,BLCA,LR,IMPRES,1.9960443430477641,0.1,0.45724907063197023,39,84,124,22,0.5608448928121059,0.24939350616032588,0.6919333980206959
52,52,Atezo,BLCA,LR,IMPRES,1.9810297320425123,0.1,0.3308550185873606,40,49,159,21,0.41929382093316525,0.2501947578993332,0.6935366972076679
53,53,Atezo,BLCA,LR,IMPRES,1.9980268249899766,0.1,0.45724907063197023,40,83,125,21,0.559032156368222,0.24897310744793805,0.6910914732186361
54,54,Atezo,BLCA,LR,IMPRES,1.9899571142996213,0.1,0.46096654275092935,41,83,125,20,0.5651402900378311,0.24993619606647735,0.6930193207227492
55,55,Atezo,BLCA,LR,IMPRES,1.9843967962260791,0.1,0.4684014869888476,42,84,124,19,0.5749133039092056,0.24945750894117236,0.6920619948940927
56,56,Atezo,BLCA,LR,IMPRES,2.0073322587290248,0.1,0.46096654275092935,39,85,123,22,0.5565889029003783,0.24824842856969817,0.6896383888534173
57,57,Atezo,BLCA,LR,IMPRES,2.0069751983724746,0.1,0.45353159851301117,40,82,126,21,0.557298234552333,0.24909301019517555,0.6913287567604337
58,58,Atezo,BLCA,LR,IMPRES,1.996551689354347,0.1,0.5204460966542751,18,122,86,43,0.39304854981084486,0.2509622805693975,0.6950735274020977
59,59,Atezo,BLCA,LR,IMPRES,1.9917060114925775,0.1,0.516728624535316,19,120,88,42,0.3987626103404792,0.2502463641599653,0.6936404995116708
60,60,Atezo,BLCA,LR,IMPRES,1.9827271266143918,0.1,0.5241635687732342,19,122,86,42,0.40956021437578816,0.25041314276404103,0.6939735795844222
61,61,Atezo,BLCA,LR,IMPRES,1.9829276355935184,0.1,0.5204460966542751,20,120,88,41,0.41156998738965944,0.2508272341676487,0.6948019129423297
62,62,Atezo,BLCA,LR,IMPRES,1.9832517118660205,0.1,0.5130111524163569,20,118,90,41,0.4099148802017654,0.2508763873157849,0.6949002132053368
63,63,Atezo,BLCA,LR,IMPRES,1.9914777207149728,0.1,0.516728624535316,19,120,88,42,0.40171815889029006,0.25087338578222607,0.6948951384742993
64,64,Atezo,BLCA,LR,IMPRES,1.9822984333920228,0.1,0.5130111524163569,20,118,90,41,0.4086932534678437,0.2502934048554033,0.6937340133964403
65,65,Atezo,BLCA,LR,IMPRES,1.9936159510640232,0.1,0.6468401486988847,20,154,54,41,0.5638398486759143,0.24637572367808316,0.6858939805684898
66,66,Atezo,BLCA,LR,IMPRES,2.008525232934473,0.1,0.6431226765799256,21,152,56,40,0.5566677175283733,0.24709050233261542,0.6873188137868065
67,67,Atezo,BLCA,LR,IMPRES,2.0027316177907517,0.1,0.45353159851301117,40,82,126,21,0.5609237074401008,0.2508167199947099,0.6947805961641818
68,68,Atezo,BLCA,LR,IMPRES,1.9823345898898321,0.1,0.4684014869888476,41,85,123,20,0.5780264817150063,0.2497564318858919,0.6926600083353017
69,69,Atezo,BLCA,LR,IMPRES,1.9845213458316535,0.1,0.4758364312267658,41,87,121,20,0.5737310844892812,0.24929334725783936,0.6917335245203305
70,70,Atezo,BLCA,LR,IMPRES,1.9817964076890804,0.1,0.5315985130111525,19,124,84,42,0.4110576923076923,0.24986199823190286,0.6928711755171251
71,71,Atezo,BLCA,LR,IMPRES,1.9812392228813422,0.1,0.5241635687732342,20,121,87,41,0.4155107187894073,0.2501109118407834,0.6933690102159121
72,72,Atezo,BLCA,LR,IMPRES,2.005802604463266,0.1,0.6394052044609665,20,152,56,41,0.5556037200504413,0.2469478968234391,0.6870382443903212
73,73,Atezo,BLCA,LR,IMPRES,1.9917181739767031,0.1,0.45353159851301117,41,81,127,20,0.5654161412358134,0.25005489005879095,0.693256625331838
74,74,Atezo,BLCA,LR,IMPRES,1.9901766290733938,0.1,0.4721189591078067,40,87,121,21,0.5665589533417402,0.24848223678841522,0.6901101663916173
75,75,Atezo,BLCA,LR,IMPRES,1.9811197968665903,0.1,0.4721189591078067,41,86,122,20,0.5820854350567465,0.24992903199918487,0.6930052423883153
76,76,Atezo,BLCA,LR,IMPRES,1.982155021863448,0.1,0.4795539033457249,41,88,120,20,0.5791298865069358,0.24949205082697712,0.6921312174517842
77,77,Atezo,BLCA,LR,IMPRES,2.0016701065025777,0.1,0.6505576208178439,21,154,54,40,0.561672446406053,0.24580273394445976,0.6847391770976957
78,78,Atezo,BLCA,LR,IMPRES,1.987774637463812,0.1,0.6431226765799256,20,153,55,41,0.5684110970996217,0.24848365261285416,0.6901134302770838
79,79,Atezo,BLCA,LR,IMPRES,1.9864315326993116,0.1,0.654275092936803,21,155,53,40,0.5693568726355612,0.2479804762602026,0.6891073363576437
80,80,Atezo,BLCA,LR,IMPRES,1.9844460641061008,0.1,0.46096654275092935,40,84,124,21,0.5671106557377049,0.2494707601929011,0.6920885807515721
81,81,Atezo,BLCA,LR,IMPRES,1.9903610227756803,0.1,0.45724907063197023,39,84,124,22,0.5658890290037832,0.24865839936215464,0.6904628667983672
82,82,Atezo,BLCA,LR,IMPRES,2.009857997593656,0.1,0.6505576208178439,20,155,53,41,0.5541456494325347,0.24513926694471333,0.6834111674451446
83,83,Atezo,BLCA,LR,IMPRES,1.9810073786273485,0.1,0.5390334572490706,20,125,83,41,0.4205548549810844,0.25000646768521717,0.6931601159450144
84,84,Atezo,BLCA,LR,IMPRES,1.9820036214307337,0.1,0.4721189591078067,41,86,122,20,0.5764107818411097,0.2495573636574189,0.692261864793777
85,85,Atezo,BLCA,LR,IMPRES,1.994927069433267,0.1,0.6431226765799256,20,153,55,41,0.5589927490542245,0.24786060028941476,0.6888661914001294
86,86,Atezo,BLCA,LR,IMPRES,1.9935082329072786,0.1,0.46096654275092935,39,85,123,22,0.564312736443884,0.24863433830105375,0.6904148960206516
87,87,Atezo,BLCA,LR,IMPRES,1.9825551580160257,0.1,0.5241635687732342,19,122,86,42,0.41086065573770497,0.2505978455085702,0.6943429636578334
88,88,Atezo,BLCA,LR,IMPRES,1.9922860482765674,0.1,0.4646840148698885,41,84,124,20,0.5688051702395964,0.2505400552138677,0.6942273720918707
89,89,Atezo,BLCA,LR,IMPRES,1.982218697466207,0.1,0.4684014869888476,41,85,123,20,0.5799574401008827,0.24968754575039048,0.6925222209000501
90,90,Atezo,BLCA,LR,IMPRES,2.0033816405433305,0.1,0.5130111524163569,18,120,88,43,0.3876497477931904,0.2504185106078613,0.6939858397696386
91,91,Atezo,BLCA,LR,IMPRES,1.9813207099826395,0.1,0.5130111524163569,20,118,90,41,0.4091267339218158,0.250256300993211,0.6936597902073363
92,92,Atezo,BLCA,LR,IMPRES,1.9810077551290373,0.1,0.5278810408921933,19,123,85,42,0.41527427490542246,0.25000688724642445,0.6931609550696813
93,93,Atezo,BLCA,LR,IMPRES,1.9959015642628908,0.1,0.6468401486988847,20,154,54,41,0.5592291929382093,0.24851236812529026,0.690170882753787
94,94,Atezo,BLCA,LR,IMPRES,1.9817404750474121,0.1,0.46096654275092935,41,83,125,20,0.5770807061790668,0.2501029755887878,0.6933531314341497
95,95,Atezo,BLCA,LR,IMPRES,1.9921520426430217,0.1,0.46096654275092935,39,85,123,22,0.5613177805800755,0.2486383606384261,0.6904222131002808
96,96,Atezo,BLCA,LR,IMPRES,1.988733036375055,0.1,0.6617100371747212,21,157,51,40,0.5682928751576293,0.2458739558535666,0.684888986871362
97,97,Atezo,BLCA,LR,IMPRES,1.991062029374051,0.1,0.45724907063197023,40,83,125,21,0.5667953972257251,0.24934304629772922,0.6918326125454488
98,98,Atezo,BLCA,LR,IMPRES,1.981111018598026,0.1,0.4684014869888476,41,85,123,20,0.5803515132408574,0.24993420698157048,0.6930155928617991
99,99,Atezo,BLCA,LR,IMPRES,1.9937563050021199,0.1,0.6505576208178439,20,155,53,41,0.5645491803278689,0.24703007085978018,0.6872033872980499
100,0,Atezo,BLCA,LR,IMPRES,2.404821103140514,0.15,0.46062992125984253,40,77,119,18,0.569625263898663,0.2495232738891577,0.6921932155801478
101,1,Atezo,BLCA,LR,IMPRES,2.4143347329901492,0.15,0.6456692913385826,21,143,53,37,0.5593332160450387,0.2469312242967633,0.6870005998597865
102,2,Atezo,BLCA,LR,IMPRES,2.4240955912456013,0.15,0.6377952755905512,17,145,51,41,0.5441590429275158,0.245728720435009,0.6845929353931666
103,3,Atezo,BLCA,LR,IMPRES,2.4041063663546844,0.15,0.5,17,110,86,41,0.39435256861365237,0.25124086466654616,0.6956300169494137
104,4,Atezo,BLCA,LR,IMPRES,2.435787749462726,0.15,0.6338582677165354,19,142,54,39,0.5398926812104152,0.2471909453453508,0.6875128703693204
105,5,Atezo,BLCA,LR,IMPRES,2.3980863267308394,0.15,0.5275590551181102,20,114,82,38,0.41520056298381425,0.2503466940025781,0.6938405862639664
106,6,Atezo,BLCA,LR,IMPRES,2.3986952790794747,0.15,0.65748031496063,19,148,48,39,0.5825562983814215,0.2488470047796387,0.6908410378655251
107,7,Atezo,BLCA,LR,IMPRES,2.428083191970779,0.15,0.4409448818897638,37,75,121,21,0.5473698099929627,0.24971895297286556,0.6925830857863471
108,8,Atezo,BLCA,LR,IMPRES,2.403344462583687,0.15,0.6456692913385826,18,146,50,40,0.567030260380014,0.24779602616654783,0.6887377514633891
109,9,Atezo,BLCA,LR,IMPRES,2.401374349270312,0.15,0.46062992125984253,39,78,118,19,0.5750791695988741,0.24897354713088027,0.691093455199341
110,10,Atezo,BLCA,LR,IMPRES,2.4044905708951703,0.15,0.65748031496063,19,148,48,39,0.5692733990147784,0.24766256540706216,0.6884709112308901
111,11,Atezo,BLCA,LR,IMPRES,2.402340942394172,0.15,0.4645669291338583,37,81,115,21,0.5671182266009853,0.24913673762466432,0.691420217878555
112,12,Atezo,BLCA,LR,IMPRES,2.403456485465981,0.15,0.468503937007874,39,80,116,19,0.5750351864883885,0.24984147893289993,0.6928294290949316
113,13,Atezo,BLCA,LR,IMPRES,2.4084080732718647,0.15,0.6535433070866141,20,146,50,38,0.5689215341308937,0.24786426924966345,0.6888727288034446
114,14,Atezo,BLCA,LR,IMPRES,2.397942669787042,0.15,0.531496062992126,19,116,80,39,0.4170918367346939,0.25004927589838166,0.6932457331866946
115,15,Atezo,BLCA,LR,IMPRES,2.400488754170791,0.15,0.515748031496063,19,112,84,39,0.3971235045742435,0.25106152075268423,0.6952705773584748
116,16,Atezo,BLCA,LR,IMPRES,2.4220906891890133,0.15,0.4409448818897638,35,77,119,23,0.5532635467980296,0.24832684861871868,0.6897930542135644
117,17,Atezo,BLCA,LR,IMPRES,2.411126943056529,0.15,0.6496062992125984,17,148,48,41,0.5581456720619282,0.24411740356089173,0.6813685292064957
118,18,Atezo,BLCA,LR,IMPRES,2.4003016761685325,0.15,0.65748031496063,21,146,50,37,0.578905700211119,0.24827755513641253,0.6897016702174797
119,19,Atezo,BLCA,LR,IMPRES,2.403197661492162,0.15,0.47244094488188976,39,81,115,19,0.5741555242786769,0.24960071453536856,0.6923481688645658
120,20,Atezo,BLCA,LR,IMPRES,2.397950399152066,0.15,0.5354330708661418,20,116,80,38,0.41361717100633355,0.2501507190989319,0.6934486204014111
121,21,Atezo,BLCA,LR,IMPRES,2.4147652848317507,0.15,0.4448818897637795,38,75,121,20,0.5581016889514426,0.24925784953474855,0.6916592081002997
122,22,Atezo,BLCA,LR,IMPRES,2.407170988553209,0.15,0.4645669291338583,40,78,118,18,0.572088318085855,0.25014132851058835,0.6934298387822417
123,23,Atezo,BLCA,LR,IMPRES,2.3997552737404337,0.15,0.46062992125984253,40,77,119,18,0.5781579873328642,0.24965997649234897,0.6924668990230013
124,24,Atezo,BLCA,LR,IMPRES,2.417054060571721,0.15,0.6417322834645669,19,144,52,39,0.5600369458128078,0.24683851237429016,0.6868161447347988
125,25,Atezo,BLCA,LR,IMPRES,2.413579929234002,0.15,0.6417322834645669,18,145,51,40,0.552999648135116,0.24774318423751043,0.6886303387094068
126,26,Atezo,BLCA,LR,IMPRES,2.399868621824217,0.15,0.468503937007874,38,81,115,20,0.5760028149190711,0.24928817770993952,0.691723319377547
127,27,Atezo,BLCA,LR,IMPRES,2.3987450839518987,0.15,0.4763779527559055,40,81,115,18,0.5853712174524983,0.24970590862983824,0.6925589449075319
128,28,Atezo,BLCA,LR,IMPRES,2.405186351676731,0.15,0.6535433070866141,17,149,47,41,0.5635555946516537,0.24685300243621905,0.6868503074358294
129,29,Atezo,BLCA,LR,IMPRES,2.4019880435971355,0.15,0.47244094488188976,37,83,113,21,0.5749032371569318,0.24881252501901274,0.6907715771881224
130,30,Atezo,BLCA,LR,IMPRES,2.4151353185775832,0.15,0.46062992125984253,37,80,116,21,0.5587614356087263,0.24752684093055466,0.6881926576434253
131,31,Atezo,BLCA,LR,IMPRES,2.4206336719527917,0.15,0.6417322834645669,19,144,52,39,0.5570021111893033,0.245394868525689,0.6839225880844254
132,32,Atezo,BLCA,LR,IMPRES,2.4043480740363536,0.15,0.6535433070866141,19,147,49,39,0.569933145672062,0.24740735158687177,0.6879594002029313
133,33,Atezo,BLCA,LR,IMPRES,2.398139405909478,0.15,0.468503937007874,38,81,115,20,0.5862068965517241,0.24986135765738676,0.6928698913419499
134,34,Atezo,BLCA,LR,IMPRES,2.399648650474645,0.15,0.6496062992125984,19,146,50,39,0.5753870513722731,0.24889072514664012,0.6909283644918482
135,35,Atezo,BLCA,LR,IMPRES,2.424006244112518,0.15,0.4566929133858268,38,78,118,20,0.5563423645320197,0.2495529078996185,0.6922491264972294
136,36,Atezo,BLCA,LR,IMPRES,2.3995964983974494,0.15,0.6614173228346457,19,149,47,39,0.5759588318085855,0.24892156205203889,0.6909901011213009
137,37,Atezo,BLCA,LR,IMPRES,2.430183082647263,0.15,0.6338582677165354,19,142,54,39,0.5495689655172414,0.24669053783266648,0.68650855747726
138,38,Atezo,BLCA,LR,IMPRES,2.3979677428644477,0.15,0.5393700787401575,17,120,76,41,0.4117698803659394,0.249853524943489,0.6928542296758253
139,39,Atezo,BLCA,LR,IMPRES,2.4081970526087932,0.15,0.4566929133858268,39,77,119,19,0.5644792399718508,0.2497358534878626,0.6926180003018245
140,40,Atezo,BLCA,LR,IMPRES,2.4226262302708186,0.15,0.6299212598425197,18,142,54,40,0.5496569317382125,0.24687990205941665,0.6868941199750854
141,41,Atezo,BLCA,LR,IMPRES,2.4335027603797337,0.15,0.6338582677165354,17,144,52,41,0.5371657283603096,0.24715701839299276,0.6874506053376868
142,42,Atezo,BLCA,LR,IMPRES,2.399774089173919,0.15,0.48031496062992124,39,83,113,19,0.5829081632653061,0.24899220300584074,0.6911313251628692
143,43,Atezo,BLCA,LR,IMPRES,2.409664545901584,0.15,0.6496062992125984,18,147,49,40,0.564567206192822,0.24792374704385764,0.6889924153190021
144,44,Atezo,BLCA,LR,IMPRES,2.4150186976810906,0.15,0.46062992125984253,40,77,119,18,0.5647871217452498,0.2504145345669273,0.6939759519886776
145,45,Atezo,BLCA,LR,IMPRES,2.4230558596134553,0.15,0.6535433070866141,19,147,49,39,0.5540992258972555,0.24574211661298287,0.6846148896436542
146,46,Atezo,BLCA,LR,IMPRES,2.4094499828310934,0.15,0.452755905511811,37,78,118,21,0.5619282195636875,0.24941942046616197,0.6919850518016739
147,47,Atezo,BLCA,LR,IMPRES,2.4104366321833908,0.15,0.46062992125984253,38,79,117,20,0.5611805066854327,0.24911960554185547,0.6913849989376654
148,48,Atezo,BLCA,LR,IMPRES,2.3998176799967608,0.15,0.468503937007874,39,80,116,19,0.5791256157635468,0.24980669790038898,0.6927605074335161
149,49,Atezo,BLCA,LR,IMPRES,2.4061246861917507,0.15,0.47244094488188976,37,83,113,21,0.5709447572132301,0.24848543530623257,0.6901156321978121
150,50,Atezo,BLCA,LR,IMPRES,2.41642407875176,0.15,0.468503937007874,38,81,115,20,0.5612244897959183,0.2471004801086897,0.687335146094186
151,51,Atezo,BLCA,LR,IMPRES,2.3994364441248397,0.15,0.47244094488188976,38,82,114,20,0.576838494018297,0.249331438191828,0.6918099130843409
152,52,Atezo,BLCA,LR,IMPRES,2.3992293624666416,0.15,0.531496062992126,18,117,79,40,0.4020056298381421,0.2500211436140409,0.6931894936810613
153,53,Atezo,BLCA,LR,IMPRES,2.4012046092745143,0.15,0.65748031496063,21,146,50,37,0.5715605207600282,0.24862766130478683,0.6904018614806852
154,54,Atezo,BLCA,LR,IMPRES,2.4267630128032525,0.15,0.6338582677165354,19,142,54,39,0.5536154116819142,0.2458188649455854,0.6847598618372838
155,55,Atezo,BLCA,LR,IMPRES,2.3994004146707653,0.15,0.6456692913385826,20,144,52,38,0.5744194229415904,0.24884510086219527,0.690836995716696
156,56,Atezo,BLCA,LR,IMPRES,2.4108804578666136,0.15,0.4645669291338583,38,80,116,20,0.5652269528501056,0.24984381433026306,0.6928340575488906
157,57,Atezo,BLCA,LR,IMPRES,2.4017281348585673,0.15,0.5078740157480315,18,111,85,40,0.39835503166783953,0.25073945002763914,0.6946264672926225
158,58,Atezo,BLCA,LR,IMPRES,2.4015208973119555,0.15,0.48031496062992124,40,82,114,18,0.5800052779732583,0.2495329697089434,0.6922128711354243
159,59,Atezo,BLCA,LR,IMPRES,2.401300424773047,0.15,0.468503937007874,38,81,115,20,0.5778940886699507,0.24868465854989297,0.6905156987009395
160,60,Atezo,BLCA,LR,IMPRES,2.3985739382509723,0.15,0.5236220472440944,18,115,81,40,0.410582336382829,0.25039616026906936,0.6939395458188781
161,61,Atezo,BLCA,LR,IMPRES,2.401294830890231,0.15,0.6456692913385826,19,145,51,39,0.5750351864883886,0.2481388398355771,0.6894238974232081
162,62,Atezo,BLCA,LR,IMPRES,2.4008023159297185,0.15,0.515748031496063,18,113,83,40,0.4005102040816326,0.250888792935377,0.6949252438816198
163,63,Atezo,BLCA,LR,IMPRES,2.3979999766894906,0.15,0.6692913385826772,21,149,47,37,0.5867346938775511,0.24965305075960542,0.692453275759595
164,64,Atezo,BLCA,LR,IMPRES,2.4059876176513733,0.15,0.6535433070866141,19,147,49,39,0.5677339901477833,0.24775651333920473,0.6886582116364597
165,65,Atezo,BLCA,LR,IMPRES,2.4415150838880733,0.15,0.452755905511811,37,78,118,21,0.5430594651653765,0.24714542565520817,0.6874186154815904
166,66,Atezo,BLCA,LR,IMPRES,2.4023522814316083,0.15,0.468503937007874,38,81,115,20,0.574683321604504,0.24871413227140746,0.6905745695787402
167,67,Atezo,BLCA,LR,IMPRES,2.3979054361484193,0.15,0.484251968503937,38,85,111,20,0.5862508796622097,0.24990659598713608,0.6929603722424417
168,68,Atezo,BLCA,LR,IMPRES,2.398172429082442,0.15,0.4763779527559055,39,82,114,19,0.5862508796622098,0.24968539428921935,0.6925179506420933
169,69,Atezo,BLCA,LR,IMPRES,2.4001402921289765,0.15,0.468503937007874,40,79,117,18,0.5814567206192822,0.2500415600386208,0.6932302732484011
170,70,Atezo,BLCA,LR,IMPRES,2.425488363679209,0.15,0.6417322834645669,18,145,51,40,0.5486893033075299,0.24700789210614785,0.6871538203102464
171,71,Atezo,BLCA,LR,IMPRES,2.3979773888739,0.15,0.5236220472440944,16,117,79,42,0.4031052076002815,0.2499591823762073,0.6930655452539165
172,72,Atezo,BLCA,LR,IMPRES,2.3979443574320163,0.15,0.5275590551181102,18,116,80,40,0.4091308937368051,0.2500511011775838,0.6932493837231455
173,73,Atezo,BLCA,LR,IMPRES,2.3993822975752623,0.15,0.4566929133858268,37,79,117,21,0.572308233638283,0.2493534639491555,0.6918539505848124
