,iter,drug,tissue,model,feature,BIC,train_size,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
66,66,crizotinib,BRCA,LR,TARGET,5.126584071347072,0.7,0.6666666666666666,0,8,1,3,0.25925925925925924,0.2448231386674947,0.6827924000950732
67,67,crizotinib,BRCA,LR,TARGET,5.070131855103737,0.7,0.8333333333333334,1,9,0,2,0.5555555555555556,0.24612781531451447,0.6854017241055518
68,68,crizotinib,BRCA,LR,TARGET,5.276789799235625,0.7,0.75,1,8,1,2,0.48148148148148145,0.21788103520665106,0.6280340019299163
69,69,crizotinib,BRCA,LR,TARGET,5.074541377784753,0.7,0.6666666666666666,1,7,2,2,0.5555555555555556,0.24684699826268416,0.6868397111726239
70,70,crizotinib,BRCA,LR,TARGET,5.0978901286106115,0.7,0.75,0,9,0,3,0.07407407407407407,0.2476489192218491,0.6884461656374277
71,71,crizotinib,BRCA,LR,TARGET,5.097507854512635,0.7,0.4166666666666667,1,4,5,2,0.2962962962962963,0.36460003697509435,1.3328763932091048
72,72,crizotinib,BRCA,LR,TARGET,5.081388463920175,0.7,0.5833333333333334,1,6,3,2,0.3333333333333333,0.24762420412177488,0.6883951697775624
73,73,crizotinib,BRCA,LR,TARGET,5.184438618722473,0.7,0.75,1,8,1,2,0.5185185185185185,0.22266161486287905,0.6375608456054506
74,74,crizotinib,BRCA,LR,TARGET,5.128702543892059,0.7,0.75,2,7,2,1,0.7037037037037037,0.23658657209729628,0.6662134022864974
75,75,crizotinib,BRCA,LR,TARGET,5.194907597435542,0.7,0.75,1,8,1,2,0.5185185185185185,0.2183070687967357,0.6283676019121941
76,76,crizotinib,BRCA,LR,TARGET,5.400595825179289,0.7,0.5,0,6,3,3,0.3333333333333333,0.2621684234907879,0.7209290953434658
77,77,crizotinib,BRCA,LR,TARGET,5.1046363199246105,0.7,0.5,0,6,3,3,0.18518518518518523,0.25062125717313627,0.6943900757747209
78,78,crizotinib,BRCA,LR,TARGET,5.065237841288538,0.7,0.4166666666666667,1,4,5,2,0.22222222222222224,0.28064487173135333,0.7579232422014219
79,79,crizotinib,BRCA,LR,TARGET,5.109472802422513,0.7,0.75,2,7,2,1,0.6296296296296297,0.24216172234100522,0.6774389654156628
80,80,crizotinib,BRCA,LR,TARGET,5.078022880284774,0.7,0.75,1,8,1,2,0.4074074074074074,0.24650764674079698,0.6861609726766787
81,81,crizotinib,BRCA,LR,TARGET,5.1045682474676655,0.7,0.75,1,8,1,2,0.40740740740740744,0.23985451856723775,0.6728355374942024
82,82,crizotinib,BRCA,LR,TARGET,5.065572162550789,0.7,0.75,1,8,1,2,0.4444444444444444,0.2413437011824413,0.6756186907443454
83,83,crizotinib,BRCA,LR,TARGET,5.22243544176933,0.7,0.6666666666666666,0,8,1,3,0.3333333333333333,0.2341914844844184,0.6613771565934408
84,84,crizotinib,BRCA,LR,TARGET,5.09598665656585,0.7,0.6666666666666666,0,8,1,3,0.25925925925925924,0.24562114787118805,0.6843872953345008
85,85,crizotinib,BRCA,LR,TARGET,5.291195871661985,0.7,0.5,0,6,3,3,0.2222222222222222,0.25876806056749363,0.7107870129992587
86,86,crizotinib,BRCA,LR,TARGET,5.096699336188194,0.7,0.5833333333333334,0,7,2,3,0.25925925925925924,0.24636392461985365,0.6858710110565509
87,87,crizotinib,BRCA,LR,TARGET,5.062785717339788,0.7,0.3333333333333333,0,4,5,3,0.07407407407407407,0.2688916846804437,0.7320887855288939
88,88,crizotinib,BRCA,LR,TARGET,5.073420158370938,0.7,0.75,1,8,1,2,0.5925925925925926,0.24625682740061458,0.6856594466228555
89,89,crizotinib,BRCA,LR,TARGET,5.223393783550012,0.7,0.5833333333333334,1,6,3,2,0.33333333333333326,0.2523381039498198,0.6981707870174424
90,90,crizotinib,BRCA,LR,TARGET,5.183568584885634,0.7,0.6666666666666666,1,7,2,2,0.6296296296296295,0.2246420041005813,0.6415590561011176
91,91,crizotinib,BRCA,LR,TARGET,5.181907807020032,0.7,0.6666666666666666,1,7,2,2,0.48148148148148145,0.23170050446422666,0.6559813370993693
92,92,crizotinib,BRCA,LR,TARGET,5.066522630517425,0.7,0.6666666666666666,1,7,2,2,0.4444444444444444,0.24205854254179215,0.6770288152155969
93,93,crizotinib,BRCA,LR,TARGET,5.194970785545502,0.7,0.6666666666666666,1,7,2,2,0.5555555555555556,0.21948456386491688,0.6308990338062654
94,94,crizotinib,BRCA,LR,TARGET,5.115402688776369,0.7,0.6666666666666666,1,7,2,2,0.5555555555555556,0.23858293439750974,0.6702648058362269
95,95,crizotinib,BRCA,LR,TARGET,5.322516373329747,0.7,0.75,0,9,0,3,0.4444444444444444,0.2104093171054139,0.6117563169562735
96,96,crizotinib,BRCA,LR,TARGET,5.0598642548129185,0.7,0.6666666666666666,2,6,3,1,0.6666666666666665,0.24353521042418827,0.6801919557949193
97,97,crizotinib,BRCA,LR,TARGET,5.19690460312823,0.7,0.5833333333333334,2,5,4,1,0.5555555555555556,0.2565565271620092,0.7069173783356147
98,98,crizotinib,BRCA,LR,TARGET,5.094571892190211,0.7,0.5833333333333334,0,7,2,3,0.2962962962962963,0.2473959473892671,0.6879369843456237
99,99,crizotinib,BRCA,LR,TARGET,5.119863512648717,0.7,0.5,2,4,5,1,0.6296296296296297,0.24636186147954361,0.685854227689131
100,0,crizotinib,BRCA,LR,TARGET,5.288312514641401,0.75,0.7,0,7,1,2,0.5,0.23580592922444965,0.664726852094852
101,1,crizotinib,BRCA,LR,TARGET,5.421380293547876,0.75,0.7,0,7,1,2,0.3125,0.24192497309885325,0.6765601195997726
102,2,crizotinib,BRCA,LR,TARGET,5.232707265995696,0.75,0.8,0,8,0,2,0.3125,0.24556777970597668,0.6842817507842432
103,3,crizotinib,BRCA,LR,TARGET,5.234183709723946,0.75,0.5,0,5,3,2,0.375,0.24699255777225798,0.6871297254533076
104,4,crizotinib,BRCA,LR,TARGET,5.238347902636081,0.75,0.8,0,8,0,2,0.25,0.24573681543653994,0.6846199827836918
105,5,crizotinib,BRCA,LR,TARGET,5.218275414059128,0.75,0.8,1,7,1,1,0.5,0.23530069842629037,0.6631939001311473
106,6,crizotinib,BRCA,LR,TARGET,5.242615633206182,0.75,0.7,0,7,1,2,0.0625,0.24721883244087647,0.6875844054538399
107,7,crizotinib,BRCA,LR,TARGET,5.23905685836988,0.75,0.8,0,8,0,2,0.125,0.24462139378119793,0.6823883110322508
108,8,crizotinib,BRCA,LR,TARGET,5.240009380478591,0.75,0.7,0,7,1,2,0.0625,0.24915205595835718,0.6914515269896543
109,9,crizotinib,BRCA,LR,TARGET,5.249445435279566,0.75,0.5,0,5,3,2,0.125,0.2517530844461987,0.69665418641908
110,10,crizotinib,BRCA,LR,TARGET,5.438000227946114,0.75,0.6,0,6,2,2,0.4375,0.2237790314736226,0.6372209772676528
111,11,crizotinib,BRCA,LR,TARGET,5.210401032263204,0.75,0.9,1,8,0,1,0.75,0.2414239898161846,0.6759607010106645
112,12,crizotinib,BRCA,LR,TARGET,5.278365757030709,0.75,0.8,1,7,1,1,0.5625,0.22843826691463284,0.6498195284262178
113,13,crizotinib,BRCA,LR,TARGET,5.2520685951634825,0.75,0.8,1,7,1,1,0.5625,0.24054772717980555,0.6742178801723324
114,14,crizotinib,BRCA,LR,TARGET,5.233440471911866,0.75,0.7,0,7,1,2,0.375,0.24626720266250982,0.685680341887343
115,15,crizotinib,BRCA,LR,TARGET,5.239967550755488,0.75,0.8,0,8,0,2,0.125,0.24632300484225503,0.6857926548748511
116,16,crizotinib,BRCA,LR,TARGET,5.216133964551848,0.75,0.7,1,6,2,1,0.6875,0.24037828669297143,0.6737614218314243
117,17,crizotinib,BRCA,LR,TARGET,5.30715059080913,0.75,0.7,1,6,2,1,0.625,0.22240994022027255,0.6370292520347685
118,18,crizotinib,BRCA,LR,TARGET,5.230217204088933,0.75,0.5,1,4,4,1,0.5,0.2462511611758901,0.6854506106346714
119,19,crizotinib,BRCA,LR,TARGET,5.2944242564929915,0.75,0.5,2,3,5,0,0.875,0.23774637813434513,0.667795932410342
120,20,crizotinib,BRCA,LR,TARGET,5.35242899241659,0.75,0.5,0,5,3,2,0.3125,0.2582977298497865,0.7099351179169155
121,21,crizotinib,BRCA,LR,TARGET,5.2428001341827875,0.75,0.7,0,7,1,2,0.0625,0.24785327358330728,0.6888539460554349
122,22,crizotinib,BRCA,LR,TARGET,5.227777481923342,0.75,0.5,1,4,4,1,0.75,0.24573941253389772,0.6840727840752124
123,23,crizotinib,BRCA,LR,TARGET,5.267928281879402,0.75,0.7,1,6,2,1,0.6875,0.23027129019335235,0.653423225422976
124,24,crizotinib,BRCA,LR,TARGET,5.482498735640194,0.75,0.5,0,5,3,2,0.0625,0.2986680224675991,0.7991327781949915
125,25,crizotinib,BRCA,LR,TARGET,5.389875780975279,0.75,0.5,0,5,3,2,0.25,0.25522713781298023,0.7036725707615995
126,26,crizotinib,BRCA,LR,TARGET,5.216296434681848,0.75,0.7,1,6,2,1,0.5625,0.24167443034380048,0.6764698669875754
127,27,crizotinib,BRCA,LR,TARGET,5.359016497883206,0.75,0.5,0,5,3,2,0.375,0.24346473050972728,0.6800288031325017
128,28,crizotinib,BRCA,LR,TARGET,5.223863030359402,0.75,0.8,1,7,1,1,0.5,0.2466193184277618,0.6863846712787784
129,29,crizotinib,BRCA,LR,TARGET,5.390061104305576,0.75,0.8,0,8,0,2,0.4375,0.2198798059924169,0.6324833674753132
130,30,crizotinib,BRCA,LR,TARGET,5.3919635320793535,0.75,0.5,1,4,4,1,0.5,0.23934143520955936,0.671238028394704
131,31,crizotinib,BRCA,LR,TARGET,5.244791025077138,0.75,0.5,0,5,3,2,0.0,0.250566705120247,0.6942827209236567
132,32,crizotinib,BRCA,LR,TARGET,5.236588250634075,0.75,0.8,0,8,0,2,0.3125,0.24649419248257098,0.6861350238834517
133,33,crizotinib,BRCA,LR,TARGET,5.2359462959271,0.75,0.8,1,7,1,1,0.5,0.24234962919577932,0.6778381315731186
134,34,crizotinib,BRCA,LR,TARGET,5.2351613917209985,0.75,0.8,0,8,0,2,0.5,0.2443492874321444,0.6818438705373406
135,35,crizotinib,BRCA,LR,TARGET,5.2098052199583424,0.75,0.9,1,8,0,1,0.5625,0.2427619367754902,0.6786229562448514
136,36,crizotinib,BRCA,LR,TARGET,5.302418313689564,0.75,0.6,1,5,3,1,0.75,0.23989771395517817,0.6725949097051831
137,37,crizotinib,BRCA,LR,TARGET,5.438950569756315,0.75,0.7,1,6,2,1,0.4375,0.2690597698651671,0.7335352783281348
138,38,crizotinib,BRCA,LR,TARGET,5.237885331000578,0.75,0.8,0,8,0,2,0.125,0.24480566051533015,0.6827571615609109
139,39,crizotinib,BRCA,LR,TARGET,5.269758009903262,0.75,0.9,1,8,0,1,1.0,0.21433123813046065,0.6213300604239039
140,40,crizotinib,BRCA,LR,TARGET,5.213530596268624,0.75,0.8,1,7,1,1,0.625,0.24144213718774651,0.6759344986966708
141,41,crizotinib,BRCA,LR,TARGET,5.28795740793138,0.75,0.7,0,7,1,2,0.3125,0.2381860410187122,0.6694526505897016
142,42,crizotinib,BRCA,LR,TARGET,5.239493366086298,0.75,0.8,0,8,0,2,0.0625,0.2460724642913461,0.6852917207844565
143,43,crizotinib,BRCA,LR,TARGET,5.211779738722188,0.75,0.9,1,8,0,1,0.625,0.24186887243192498,0.6768254401112637
144,44,crizotinib,BRCA,LR,TARGET,5.417170610985778,0.75,0.6,0,6,2,2,0.3125,0.24081104122674807,0.6744542745792275
145,45,crizotinib,BRCA,LR,TARGET,5.256799445637575,0.75,0.6,1,5,3,1,0.625,0.24756322933347513,0.6882468457191631
146,46,crizotinib,BRCA,LR,TARGET,5.291575385005435,0.75,0.6,1,5,3,1,0.5625,0.23431071845153909,0.6613767031206439
147,47,crizotinib,BRCA,LR,TARGET,5.220713255295753,0.75,0.8,1,7,1,1,0.6875,0.23174237098643674,0.655564139365762
148,48,crizotinib,BRCA,LR,TARGET,5.2876151560689,0.75,0.8,2,6,2,0,0.875,0.23020683660101557,0.6530818125262857
149,49,crizotinib,BRCA,LR,TARGET,5.238850058769144,0.75,0.8,0,8,0,2,0.125,0.24548651880150726,0.6841186414518952
150,50,crizotinib,BRCA,LR,TARGET,5.4346286527950625,0.75,0.6,0,6,2,2,0.4375,0.2432901667484432,0.6795647779429086
151,51,crizotinib,BRCA,LR,TARGET,5.251906938442225,0.75,0.5,0,5,3,2,0.0,0.3645601750643432,1.2459761871647543
152,52,crizotinib,BRCA,LR,TARGET,5.2127070176131625,0.75,0.7,1,6,2,1,0.75,0.24208148119911335,0.6772174163822727
153,53,crizotinib,BRCA,LR,TARGET,5.214788543364964,0.75,0.7,1,6,2,1,0.6875,0.24209224482496777,0.6772317323757016
154,54,crizotinib,BRCA,LR,TARGET,5.217407373091504,0.75,0.9,1,8,0,1,0.9375,0.24524849236338708,0.6836430833244326
155,55,crizotinib,BRCA,LR,TARGET,5.259941594351922,0.75,0.6,1,5,3,1,0.75,0.22350173830765657,0.6247779977377073
156,56,crizotinib,BRCA,LR,TARGET,5.23647377811484,0.75,0.7,0,7,1,2,0.25,0.24803928576280837,0.6892253416897117
157,57,crizotinib,BRCA,LR,TARGET,5.441710287692082,0.75,0.3,0,3,5,2,0.25,0.27540575217112395,0.7458157984282107
158,58,crizotinib,BRCA,LR,TARGET,5.3886448577347155,0.75,0.8,0,8,0,2,0.4375,0.20754678306715063,0.6052498743068379
159,59,crizotinib,BRCA,LR,TARGET,5.325651264370872,0.75,0.5,1,4,4,1,0.5,0.2535703346139485,0.6944941418120985
160,60,crizotinib,BRCA,LR,TARGET,5.219835997623733,0.75,0.9,1,8,0,1,0.625,0.24468453426451445,0.682514810522626
161,61,crizotinib,BRCA,LR,TARGET,5.232488870573695,0.75,0.9,1,8,0,1,0.5625,0.24561149644688363,0.6843693906402242
162,62,crizotinib,BRCA,LR,TARGET,5.317654215614871,0.75,0.7,1,6,2,1,0.5625,0.22523405839657396,0.6429099202437158
163,63,crizotinib,BRCA,LR,TARGET,5.2821481091815,0.75,0.9,1,8,0,1,0.8125,0.21823242273194027,0.6291646391578322
164,64,crizotinib,BRCA,LR,TARGET,5.235865147115213,0.75,0.8,1,7,1,1,0.5625,0.2428571985611622,0.6788518899182016
165,65,crizotinib,BRCA,LR,TARGET,5.210471052352116,0.75,0.7,1,6,2,1,0.75,0.24267922429117292,0.6784664309189326
166,66,crizotinib,BRCA,LR,TARGET,5.457616706580732,0.75,0.5,0,5,3,2,0.375,0.2570967462885795,0.707643714098796
167,67,crizotinib,BRCA,LR,TARGET,5.29835661182941,0.75,0.8,1,7,1,1,0.6875,0.20240833628209218,0.5963332281925837
168,68,crizotinib,BRCA,LR,TARGET,5.233854916357507,0.75,0.5,0,5,3,2,0.0,0.3238119746526412,0.9429263248387058
169,69,crizotinib,BRCA,LR,TARGET,5.209683963185724,0.75,0.9,1,8,0,1,0.8125,0.24223563868234033,0.6775745294891226
170,70,crizotinib,BRCA,LR,TARGET,5.218589871239189,0.75,0.6,1,5,3,1,0.75,0.24208180039261004,0.6770518608342389
171,71,crizotinib,BRCA,LR,TARGET,5.21356184494947,0.75,0.7,2,5,3,0,0.875,0.2437373832231025,0.680454099348123
172,72,crizotinib,BRCA,LR,TARGET,5.225717986123068,0.75,0.8,1,7,1,1,0.5,0.24698803723526153,0.6871216517697761
173,73,crizotinib,BRCA,LR,TARGET,5.239061790435131,0.75,0.8,0,8,0,2,0.0625,0.24503024671442505,0.6832066804170822
174,74,crizotinib,BRCA,LR,TARGET,5.360113499985175,0.75,0.9,1,8,0,1,0.5,0.21087873020877845,0.6145128800305404
175,75,crizotinib,BRCA,LR,TARGET,5.4727552572771625,0.75,0.6,1,5,3,1,0.4375,0.27566535395804126,0.7480349633612536
176,76,crizotinib,BRCA,LR,TARGET,5.214704282239807,0.75,0.8,1,7,1,1,0.75,0.24003799453094304,0.6730673238395923
177,77,crizotinib,BRCA,LR,TARGET,5.386972045154893,0.75,0.8,0,8,0,2,0.375,0.21875161432318366,0.6300557716309789
178,78,crizotinib,BRCA,LR,TARGET,5.399578248682766,0.75,0.5,0,5,3,2,0.3125,0.25028193225317275,0.6938364314952944
179,79,crizotinib,BRCA,LR,TARGET,5.327496078802559,0.75,0.8,1,7,1,1,0.5,0.23336323512365081,0.6598037300242187
180,80,crizotinib,BRCA,LR,TARGET,5.310812404848508,0.75,0.6,0,6,2,2,0.3125,0.2452069649703296,0.6835336373854749
181,81,crizotinib,BRCA,LR,TARGET,5.234456008087865,0.75,0.8,0,8,0,2,0.25,0.2467147069205879,0.6865759559371444
182,82,crizotinib,BRCA,LR,TARGET,5.222503564706249,0.75,0.8,1,7,1,1,0.625,0.2455330445619816,0.6842115523360124
183,83,crizotinib,BRCA,LR,TARGET,5.3749928127729625,0.75,0.8,1,7,1,1,0.625,0.22062745510260498,0.6338930440184125
184,84,crizotinib,BRCA,LR,TARGET,5.474747581473459,0.75,0.5,0,5,3,2,0.3125,0.24921225561302807,0.6991932441580134
185,85,crizotinib,BRCA,LR,TARGET,5.227654205685619,0.75,0.3,0,3,5,2,0.0,0.3471414337789823,0.974415791029306
186,86,crizotinib,BRCA,LR,TARGET,5.224772315531605,0.75,0.9,1,8,0,1,0.5,0.24657359617031074,0.6862928948889088
187,87,crizotinib,BRCA,LR,TARGET,5.23718709089137,0.75,0.7,0,7,1,2,0.25,0.24520883659362108,0.6835634054909846
188,88,crizotinib,BRCA,LR,TARGET,5.254341388230092,0.75,0.6,1,5,3,1,0.5,0.24311582831274908,0.678386561025963
